Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.013335255787055939e+04,5.052194577484703686e+00
1.013335257878931770e+04,5.054816329350916959e+00
1.013335259970807601e+04,5.057438753851458024e+00
1.013335262062683432e+04,5.060061850978552656e+00
1.013335264154559445e+04,5.062685620952706245e+00
1.013335266246435276e+04,5.065310063309870436e+00
1.013335268338311107e+04,5.067935178270420060e+00
1.013335270430186938e+04,5.070560965826633293e+00
1.013335272522062769e+04,5.073187425970787423e+00
1.013335274613938600e+04,5.075814558695160628e+00
1.013335276705814431e+04,5.078442363991977793e+00
1.013335278797690262e+04,5.081070841853491338e+00
1.013335280889566275e+04,5.083699992500646303e+00
1.013335282981442106e+04,5.086329815468435989e+00
1.013335285073317937e+04,5.088960310977728163e+00
1.013335287165193768e+04,5.091591479020748601e+00
1.013335289257069599e+04,5.094223319589748833e+00
1.013335291348945429e+04,5.096855832677006148e+00
1.013335293440821260e+04,5.099489018274721452e+00
1.013335295532697091e+04,5.102122876375171145e+00
1.013335297624573104e+04,5.104757407199715047e+00
1.013335299716448935e+04,5.107392610282389001e+00
1.013335301808324766e+04,5.110028485844527069e+00
1.013335303900200597e+04,5.112665033878353249e+00
1.013335305992076428e+04,5.115302254376069335e+00
1.013335308083952259e+04,5.117940147329952616e+00
1.013335310175828090e+04,5.120578712732201332e+00
1.013335312267703921e+04,5.123217950575067903e+00
1.013335314359579934e+04,5.125857861080354461e+00
1.013335316451455765e+04,5.128498443781134952e+00
1.013335318543331596e+04,5.131139698899235491e+00
1.013335320635207427e+04,5.133781626426832112e+00
1.013335322727083258e+04,5.136424226356123057e+00
1.013335324818959089e+04,5.139067498679359858e+00
1.013335326910834920e+04,5.141711443388743419e+00
1.013335329002710751e+04,5.144356060476497738e+00
1.013335331094586763e+04,5.147001350164866373e+00
1.013335333186462594e+04,5.149647311986015552e+00
1.013335335278338425e+04,5.152293946162162186e+00
1.013335337370214256e+04,5.154941252685480535e+00
1.013335339462090087e+04,5.157589231548194597e+00
1.013335341553965918e+04,5.160237882742505278e+00
1.013335343645841749e+04,5.162887206260611705e+00
1.013335345737717762e+04,5.165537202325170441e+00
1.013335347829593593e+04,5.168187870467495060e+00
1.013335349921469424e+04,5.170839210910188832e+00
1.013335352013345255e+04,5.173491223645478421e+00
1.013335354105221086e+04,5.176143908665484794e+00
1.013335356197096917e+04,5.178797265962460372e+00
1.013335358288972748e+04,5.181451295528526124e+00
1.013335360380848579e+04,5.184105997355935358e+00
1.013335362472724591e+04,5.186761371667731879e+00
1.013335364564600422e+04,5.189417417994321546e+00
1.013335366656476253e+04,5.192074136558775699e+00
1.013335368748352084e+04,5.194731527353241951e+00
1.013335370840227915e+04,5.197389590369894563e+00
1.013335372932103746e+04,5.200048325600906018e+00
1.013335375023979577e+04,5.202707733038452353e+00
1.013335377115855408e+04,5.205367812674679406e+00
1.013335379207731421e+04,5.208028564733178101e+00
1.013335381299607252e+04,5.210689988743368417e+00
1.013335383391483083e+04,5.213352084928735586e+00
1.013335385483358914e+04,5.216014853281428998e+00
1.013335387575234745e+04,5.218678293793646894e+00
1.013335389667110576e+04,5.221342406457512020e+00
1.013335391758986407e+04,5.224007191265198635e+00
1.013335393850862238e+04,5.226672648208827709e+00
1.013335395942738251e+04,5.229338777512429814e+00
1.013335398034614082e+04,5.232005578704492343e+00
1.013335400126489913e+04,5.234673052008941951e+00
1.013335402218365743e+04,5.237341197417927141e+00
1.013335404310241574e+04,5.240010014923620396e+00
1.013335406402117405e+04,5.242679504518118705e+00
1.013335408493993236e+04,5.245349666193569682e+00
1.013335410585869067e+04,5.248020499942121830e+00
1.013335412677745080e+04,5.250692005988244482e+00
1.013335414769620911e+04,5.253364183859441816e+00
1.013335416861496742e+04,5.256037033780132539e+00
1.013335418953372573e+04,5.258710555742437620e+00
1.013335421045248404e+04,5.261384749738504674e+00
1.013335423137124235e+04,5.264059615760405819e+00
1.013335425229000066e+04,5.266735153800287783e+00
1.013335427320876079e+04,5.269411364083034677e+00
1.013335429412751910e+04,5.272088246135322898e+00
1.013335431504627741e+04,5.274765800181930864e+00
1.013335433596503572e+04,5.277444026214983097e+00
1.013335435688379403e+04,5.280122924226626324e+00
1.013335437780255234e+04,5.282802494208930888e+00
1.013335439872131064e+04,5.285482736153992889e+00
1.013335441964006895e+04,5.288163650053959941e+00
1.013335444055882908e+04,5.290845236134106067e+00
1.013335446147758739e+04,5.293527493920198168e+00
1.013335448239634570e+04,5.296210423637484510e+00
1.013335450331510401e+04,5.298894025278035436e+00
1.013335452423386232e+04,5.301578298833997671e+00
1.013335454515262063e+04,5.304263244297390045e+00
1.013335456607137894e+04,5.306948861660386818e+00
1.013335458699013725e+04,5.309635150915032575e+00
1.013335460790889738e+04,5.312322112287091613e+00
1.013335462882765569e+04,5.315009745301348509e+00
1.013335464974641400e+04,5.317698050183542691e+00
1.013335467066517231e+04,5.320387026925716967e+00
1.013335469158393062e+04,5.323076675519943457e+00
1.013335471250268893e+04,5.325766995958343131e+00
1.013335473342144724e+04,5.328457988232986331e+00
1.013335475434020555e+04,5.331149652335917644e+00
1.013335477525896567e+04,5.333841988493342789e+00
1.013335479617772398e+04,5.336534996229138628e+00
1.013335481709648229e+04,5.339228675769458476e+00
1.013335483801524060e+04,5.341923027106321165e+00
1.013335485893399891e+04,5.344618050231848549e+00
1.013335487985275722e+04,5.347313745138086105e+00
1.013335490077151553e+04,5.350010111817049996e+00
1.013335492169027384e+04,5.352707150260864744e+00
1.013335494260903397e+04,5.355404860696149072e+00
1.013335496352779228e+04,5.358103242645795738e+00
1.013335498444655059e+04,5.360802296336450112e+00
1.013335500536530890e+04,5.363502021760131910e+00
1.013335502628406721e+04,5.366202418908884830e+00
1.013335504720282552e+04,5.368903487774752570e+00
1.013335506812158383e+04,5.371605228349806360e+00
1.013335508904034396e+04,5.374307640861080593e+00
1.013335510995910226e+04,5.377010724830638466e+00
1.013335513087786057e+04,5.379714480485488615e+00
1.013335515179661888e+04,5.382418907817676512e+00
1.013335517271537719e+04,5.385124006819218323e+00
1.013335519363413550e+04,5.387829777482134652e+00
1.013335521455289381e+04,5.390536219798494066e+00
1.013335523547165212e+04,5.393243333760290525e+00
1.013335525639041225e+04,5.395951119595051360e+00
1.013335527730917056e+04,5.398659576823878758e+00
1.013335529822792887e+04,5.401368705674249426e+00
1.013335531914668718e+04,5.404078506138156435e+00
1.013335534006544549e+04,5.406788978207591079e+00
1.013335536098420380e+04,5.409500121874650347e+00
1.013335538190296211e+04,5.412211937131274908e+00
1.013335540282172042e+04,5.414924423969508460e+00
1.013335542374048055e+04,5.417637582617294001e+00
1.013335544465923886e+04,5.420351412594826890e+00
1.013335546557799717e+04,5.423065914129998610e+00
1.013335548649675547e+04,5.425781087214775589e+00
1.013335550741551378e+04,5.428496931841201523e+00
1.013335552833427209e+04,5.431213448001269484e+00
1.013335554925303040e+04,5.433930635686971655e+00
1.013335557017178871e+04,5.436648494890301109e+00
1.013335559109054884e+04,5.439367025839665359e+00
1.013335561200930715e+04,5.442086228054303199e+00
1.013335563292806546e+04,5.444806101762544870e+00
1.013335565384682377e+04,5.447526646956383445e+00
1.013335567476558208e+04,5.450247863627811107e+00
1.013335569568434039e+04,5.452969751768820039e+00
1.013335571660309870e+04,5.455692311371350911e+00
1.013335573752185701e+04,5.458415542427449196e+00
1.013335575844061714e+04,5.461139445165910544e+00
1.013335577935937545e+04,5.463864019105066916e+00
1.013335580027813376e+04,5.466589264473663334e+00
1.013335582119689207e+04,5.469315181263692871e+00
1.013335584211565038e+04,5.472041769467147709e+00
1.013335586303440869e+04,5.474769029075967630e+00
1.013335588395316699e+04,5.477496960082146593e+00
1.013335590487192530e+04,5.480225562477623491e+00
1.013335592579068543e+04,5.482954836491716222e+00
1.013335594670944374e+04,5.485684781641742447e+00
1.013335596762820205e+04,5.488415398156968550e+00
1.013335598854696036e+04,5.491146686029332535e+00
1.013335600946571867e+04,5.493878645250802606e+00
1.013335603038447698e+04,5.496611275813345188e+00
1.013335605130323529e+04,5.499344577708875192e+00
1.013335607222199542e+04,5.502078551167122633e+00
1.013335609314075373e+04,5.504813195704578277e+00
1.013335611405951204e+04,5.507548511550893977e+00
1.013335613497827035e+04,5.510284498697985534e+00
1.013335615589702866e+04,5.513021157137819372e+00
1.013335617681578697e+04,5.515758486862283760e+00
1.013335619773454528e+04,5.518496487863397526e+00
1.013335621865330359e+04,5.521235160133048936e+00
1.013335623957206371e+04,5.523974503901410316e+00
1.013335626049082202e+04,5.526714518684011423e+00
1.013335628140958033e+04,5.529455204710921556e+00
1.013335630232833864e+04,5.532196561974132010e+00
1.013335632324709695e+04,5.534938590465506181e+00
1.013335634416585526e+04,5.537681290177009608e+00
1.013335636508461357e+04,5.540424661100558978e+00
1.013335638600337188e+04,5.543168703228040783e+00
1.013335640692213201e+04,5.545913416790094530e+00
