Time (BJD_TBD - 2450000), F_star + F_h (mJy)
1.065014266203716397e+04,2.739260886429577102e+00
1.065014268332748725e+04,2.739260886696770481e+00
1.065014270461781052e+04,2.739260886963964747e+00
1.065014272590813380e+04,2.739260887231158570e+00
1.065014274719845707e+04,2.739260887498353725e+00
1.065014276848878217e+04,2.739260887765549324e+00
1.065014278977910544e+04,2.739260888032745811e+00
1.065014281106942872e+04,2.739260888299943630e+00
1.065014283235975199e+04,2.739260888567141006e+00
1.065014285365007527e+04,2.739260888834339269e+00
1.065014287494039854e+04,2.739260889101538865e+00
1.065014289623072182e+04,2.739260889368738905e+00
1.065014291752104509e+04,2.739260889635938945e+00
1.065014293881136837e+04,2.739260889903140317e+00
1.065014296010169346e+04,2.739260890170342133e+00
1.065014298139201674e+04,2.739260890437544838e+00
1.065014300268234001e+04,2.739260890704747542e+00
1.065014302397266329e+04,2.739260890971952023e+00
1.065014304526298656e+04,2.739260891239156503e+00
1.065014306655330984e+04,2.739260891506361428e+00
1.065014308784363311e+04,2.739260891773567241e+00
1.065014310913395639e+04,2.739260892040774387e+00
1.065014313042427966e+04,2.739260892307981088e+00
1.065014315171460476e+04,2.739260892575189121e+00
1.065014317300492803e+04,2.739260892842397599e+00
1.065014319429525131e+04,2.739260893109606521e+00
1.065014321558557458e+04,2.739260893376817219e+00
1.065014323687589786e+04,2.739260893644027473e+00
1.065014325816622113e+04,2.739260893911238615e+00
1.065014327945654441e+04,2.739260894178450645e+00
1.065014330074686768e+04,2.739260894445663119e+00
1.065014332203719096e+04,2.739260894712876482e+00
1.065014334332751605e+04,2.739260894980090288e+00
1.065014336461783932e+04,2.739260895247304983e+00
1.065014338590816260e+04,2.739260895514520122e+00
1.065014340719848587e+04,2.739260895781736149e+00
1.065014342848880915e+04,2.739260896048952620e+00
1.065014344977913242e+04,2.739260896316170424e+00
1.065014347106945570e+04,2.739260896583388227e+00
1.065014349235977897e+04,2.739260896850606919e+00
1.065014351365010225e+04,2.739260897117826055e+00
1.065014353494042734e+04,2.739260897385046079e+00
1.065014355623075062e+04,2.739260897652266991e+00
1.065014357752107389e+04,2.739260897919488347e+00
1.065014359881139717e+04,2.739260898186710147e+00
1.065014362010172044e+04,2.739260898453932835e+00
1.065014364139204372e+04,2.739260898721156412e+00
1.065014366268236699e+04,2.739260898988380433e+00
1.065014368397269027e+04,2.739260899255604453e+00
1.065014370526301354e+04,2.739260899522830250e+00
1.065014372655333864e+04,2.739260899790056492e+00
1.065014374784366191e+04,2.739260900057283177e+00
1.065014376913398519e+04,2.739260900324510306e+00
1.065014379042430846e+04,2.739260900591738324e+00
1.065014381171463174e+04,2.739260900858967229e+00
1.065014383300495501e+04,2.739260901126196579e+00
1.065014385429527829e+04,2.739260901393426373e+00
1.065014387558560156e+04,2.739260901660657055e+00
1.065014389687592484e+04,2.739260901927888625e+00
1.065014391816624993e+04,2.739260902195121083e+00
1.065014393945657321e+04,2.739260902462353098e+00
1.065014396074689648e+04,2.739260902729586888e+00
1.065014398203721976e+04,2.739260902996820679e+00
1.065014400332754303e+04,2.739260903264055802e+00
1.065014402461786631e+04,2.739260903531290925e+00
1.065014404590818958e+04,2.739260903798527380e+00
1.065014406719851286e+04,2.739260904065764279e+00
1.065014408848883613e+04,2.739260904333001179e+00
1.065014410977916123e+04,2.739260904600239410e+00
1.065014413106948450e+04,2.739260904867478530e+00
1.065014415235980778e+04,2.739260905134717650e+00
1.065014417365013105e+04,2.739260905401957658e+00
1.065014419494045433e+04,2.739260905669198554e+00
