Time (BJD_TBD - 2450000), L_g/L_star (ppm)
9.891595520833507180e+03,1.893136354806819099e+01
9.891595543725843527e+03,1.893164564588390419e+01
9.891595566618178054e+03,1.893192774449569526e+01
9.891595589510514401e+03,1.893220984394836393e+01
9.891595612402848928e+03,1.893249194419703940e+01
9.891595635295185275e+03,1.893277404528651431e+01
9.891595658187519803e+03,1.893305614717191432e+01
9.891595681079856149e+03,1.893333824989803560e+01
9.891595703972190677e+03,1.893362035342000738e+01
9.891595726864527023e+03,1.893390245778262582e+01
9.891595749756863370e+03,1.893418456296343777e+01
9.891595772649197897e+03,1.893446666893999009e+01
9.891595795541534244e+03,1.893474877575706472e+01
9.891595818433868772e+03,1.893503088336979800e+01
9.891595841326205118e+03,1.893531299182299321e+01
9.891595864218539646e+03,1.893559510107177246e+01
9.891595887110875992e+03,1.893587721116092126e+01
9.891595910003210520e+03,1.893615932204557950e+01
9.891595932895546866e+03,1.893644143377053979e+01
9.891595955787881394e+03,1.893672354629093846e+01
9.891595978680217740e+03,1.893700565965155391e+01
9.891596001572554087e+03,1.893728777382993655e+01
9.891596024464888615e+03,1.893756988880364744e+01
9.891596047357224961e+03,1.893785200461745788e+01
9.891596070249559489e+03,1.893813412122651130e+01
9.891596093141895835e+03,1.893841623867558965e+01
9.891596116034230363e+03,1.893869835691984704e+01
9.891596138926566709e+03,1.893898047600405832e+01
9.891596161818901237e+03,1.893926259588334204e+01
9.891596184711237584e+03,1.893954471660251215e+01
9.891596207603573930e+03,1.893982683813911905e+01
9.891596230495908458e+03,1.894010896047068471e+01
9.891596253388244804e+03,1.894039108364201951e+01
9.891596276280579332e+03,1.894067320760824913e+01
9.891596299172915678e+03,1.894095533241417328e+01
9.891596322065250206e+03,1.894123745801491410e+01
9.891596344957586552e+03,1.894151958445526773e+01
9.891596367849921080e+03,1.894180171169036697e+01
9.891596390742257427e+03,1.894208383976499377e+01
9.891596413634591954e+03,1.894236596863428801e+01
9.891596436526928301e+03,1.894264809834304941e+01
9.891596459419264647e+03,1.894293022886881062e+01
9.891596482311599175e+03,1.894321236018912558e+01
9.891596505203935521e+03,1.894349449234878335e+01
9.891596528096270049e+03,1.894377662530291317e+01
9.891596550988606396e+03,1.894405875909631831e+01
9.891596573880940923e+03,1.894434089368411378e+01
9.891596596773277270e+03,1.894462302911110640e+01
9.891596619665611797e+03,1.894490516533241475e+01
9.891596642557948144e+03,1.894518730239284210e+01
9.891596665450284490e+03,1.894546944026993884e+01
9.891596688342619018e+03,1.894575157894123052e+01
9.891596711234955364e+03,1.894603371845152751e+01
9.891596734127289892e+03,1.894631585875595903e+01
9.891596757019626239e+03,1.894659799989930349e+01
9.891596779911960766e+03,1.894688014183670788e+01
9.891596802804297113e+03,1.894716228461296481e+01
9.891596825696631640e+03,1.894744442818319641e+01
9.891596848588967987e+03,1.894772657259219883e+01
9.891596871481304333e+03,1.894800871781751184e+01
9.891596894373638861e+03,1.894829086383670003e+01
9.891596917265975208e+03,1.894857301069453470e+01
9.891596940158309735e+03,1.894885515834615930e+01
9.891596963050646082e+03,1.894913730683636999e+01
9.891596985942980609e+03,1.894941945612027823e+01
9.891597008835316956e+03,1.894970160624269084e+01
9.891597031727651483e+03,1.894998375715874417e+01
9.891597054619987830e+03,1.895026590891322371e+01
9.891597077512322358e+03,1.895054806146125159e+01
9.891597100404658704e+03,1.895083021484763819e+01
9.891597123296995051e+03,1.895111236904991969e+01
9.891597146189329578e+03,1.895139452404563940e+01
9.891597169081665925e+03,1.895167667987960414e+01
9.891597191974000452e+03,1.895195883650691471e+01
9.891597214866336799e+03,1.895224099397240636e+01
9.891597237758671326e+03,1.895252315223117279e+01
9.891597260651007673e+03,1.895280531132803148e+01
9.891597283543342201e+03,1.895308747121809034e+01
9.891597306435678547e+03,1.895336963194616686e+01
9.891597329328014894e+03,1.895365179348979368e+01
9.891597352220349421e+03,1.895393395582651053e+01
9.891597375112685768e+03,1.895421611900112424e+01
9.891597398005020295e+03,1.895449828296876404e+01
9.891597420897356642e+03,1.895478044777421189e+01
9.891597443789691170e+03,1.895506261337260412e+01
9.891597466682027516e+03,1.895534477980873334e+01
9.891597489574362044e+03,1.895562694703773587e+01
9.891597512466698390e+03,1.895590911510440435e+01
9.891597535359032918e+03,1.895619128396385022e+01
9.891597558251369264e+03,1.895647345366089098e+01
9.891597581143705611e+03,1.895675562417306637e+01
9.891597604036040138e+03,1.895703779547790901e+01
9.891597626928376485e+03,1.895731996762023286e+01
9.891597649820711013e+03,1.895760214055514581e+01
9.891597672713047359e+03,1.895788431432745824e+01
9.891597695605381887e+03,1.895816648889229228e+01
9.891597718497718233e+03,1.895844866429444764e+01
9.891597741390052761e+03,1.895873084048905710e+01
9.891597764282389107e+03,1.895901301752089552e+01
9.891597787174725454e+03,1.895929519536752039e+01
9.891597810067059982e+03,1.895957737400648213e+01
9.891597832959396328e+03,1.895985955348257335e+01
9.891597855851730856e+03,1.896014173375091616e+01
9.891597878744067202e+03,1.896042391485631029e+01
9.891597901636401730e+03,1.896070609675388852e+01
9.891597924528738076e+03,1.896098827948843635e+01
9.891597947421072604e+03,1.896127046301507946e+01
9.891597970313408950e+03,1.896155264737862822e+01
9.891597993205745297e+03,1.896183483255662239e+01
9.891598016098079825e+03,1.896211701852659814e+01
9.891598038990416171e+03,1.896239920533335521e+01
9.891598061882750699e+03,1.896268139293202992e+01
9.891598084775087045e+03,1.896296358136741134e+01
9.891598107667421573e+03,1.896324577059461447e+01
9.891598130559757919e+03,1.896352796065846036e+01
9.891598153452092447e+03,1.896381015151406046e+01
9.891598176344428794e+03,1.896409234320621096e+01
9.891598199236763321e+03,1.896437453569004106e+01
9.891598222129099668e+03,1.896465672901035404e+01
9.891598245021436014e+03,1.896493892314468965e+01
9.891598267913770542e+03,1.896522111807058764e+01
9.891598290806106888e+03,1.896550331383285126e+01
9.891598313698441416e+03,1.896578551038659910e+01
9.891598336590777762e+03,1.896606770777664153e+01
9.891598359483112290e+03,1.896634990595808645e+01
9.891598382375448637e+03,1.896663210497575491e+01
9.891598405267783164e+03,1.896691430478474771e+01
9.891598428160119511e+03,1.896719650542987878e+01
9.891598451052455857e+03,1.896747870688868787e+01
9.891598473944790385e+03,1.896776090913871471e+01
9.891598496837126731e+03,1.896804311222476613e+01
9.891598519729461259e+03,1.896832531610195005e+01
9.891598542621797606e+03,1.896860752081509105e+01
9.891598565514132133e+03,1.896888972631928638e+01
9.891598588406468480e+03,1.896917193265936064e+01
