Time (BJD_TBD - 2450000), F_d/F_star (ppm)
9.896128576389048249e+03,1.274372716624817485e+02
9.896128599245501391e+03,1.274341217126862205e+02
9.896128622101952715e+03,1.274309717219471594e+02
9.896128644958405857e+03,1.274278216897671001e+02
9.896128667814857181e+03,1.274246716166514233e+02
9.896128690671310324e+03,1.274215215021026779e+02
9.896128713527761647e+03,1.274183713466262589e+02
9.896128736384214790e+03,1.274152211497246441e+02
9.896128759240666113e+03,1.274120709119033137e+02
9.896128782097119256e+03,1.274089206326646888e+02
9.896128804953570580e+03,1.274057703125142780e+02
9.896128827810023722e+03,1.274026199509545023e+02
9.896128850666476865e+03,1.273994695482401340e+02
9.896128873522928188e+03,1.273963191046258032e+02
9.896128896379381331e+03,1.273931686196140589e+02
9.896128919235832655e+03,1.273900180937102533e+02
9.896128942092285797e+03,1.273868675264169639e+02
9.896128964948737121e+03,1.273837169182395428e+02
9.896128987805190263e+03,1.273805662686805675e+02
9.896129010661641587e+03,1.273774155782454045e+02
9.896129033518094730e+03,1.273742648464365175e+02
9.896129056374546053e+03,1.273711140737595002e+02
9.896129079230999196e+03,1.273679632597166460e+02
9.896129102087450519e+03,1.273648124048135344e+02
9.896129124943903662e+03,1.273616615085525154e+02
9.896129147800356805e+03,1.273585105711884609e+02
9.896129170656808128e+03,1.273553595929759013e+02
9.896129193513261271e+03,1.273522085734174851e+02
9.896129216369712594e+03,1.273490575130184936e+02
9.896129239226165737e+03,1.273459064112815469e+02
9.896129262082617061e+03,1.273427552687119402e+02
9.896129284939070203e+03,1.273396040848123079e+02
9.896129307795521527e+03,1.273364528600879879e+02
9.896129330651974669e+03,1.273333015940415578e+02
9.896129353508425993e+03,1.273301502871783129e+02
9.896129376364879136e+03,1.273269989390008305e+02
9.896129399221332278e+03,1.273238475497638831e+02
9.896129422077783602e+03,1.273206961197220579e+02
9.896129444934236744e+03,1.273175446483779041e+02
9.896129467790688068e+03,1.273143931362368022e+02
9.896129490647141211e+03,1.273112415828013297e+02
9.896129513503592534e+03,1.273080899885768247e+02
9.896129536360045677e+03,1.273049383530658787e+02
9.896129559216497000e+03,1.273017866767738013e+02
9.896129582072950143e+03,1.272986349592031985e+02
9.896129604929401467e+03,1.272954832008594792e+02
9.896129627785854609e+03,1.272923314012450504e+02
9.896129650642307752e+03,1.272891795606146559e+02
9.896129673498759075e+03,1.272860276792231389e+02
9.896129696355212218e+03,1.272828757565727358e+02
9.896129719211663542e+03,1.272797237931691114e+02
9.896129742068116684e+03,1.272765717885146017e+02
9.896129764924568008e+03,1.272734197431147862e+02
9.896129787781021150e+03,1.272702676564719724e+02
9.896129810637472474e+03,1.272671155290917966e+02
9.896129833493925616e+03,1.272639633604765521e+02
9.896129856350376940e+03,1.272608111511318469e+02
9.896129879206830083e+03,1.272576589005600454e+02
9.896129902063283225e+03,1.272545066090158343e+02
9.896129924919734549e+03,1.272513542767541423e+02
9.896129947776187691e+03,1.272482019032771490e+02
9.896129970632639015e+03,1.272450494890906327e+02
9.896129993489092158e+03,1.272418970336966879e+02
9.896130016345543481e+03,1.272387445376011499e+02
9.896130039201996624e+03,1.272355920003061271e+02
9.896130062058447947e+03,1.272324394223174409e+02
