Time (BJD_TBD - 2450000), F_e/F_star (ppm)
9.908226643518544734e+03,1.826100743748411332e+02
9.908226666740774817e+03,1.826096233436178693e+02
9.908226689963004901e+03,1.826091722607044687e+02
9.908226713185233166e+03,1.826087211261364587e+02
9.908226736407463250e+03,1.826082699398434102e+02
9.908226759629693333e+03,1.826078187018609924e+02
9.908226782851923417e+03,1.826073674121893760e+02
9.908226806074151682e+03,1.826069160708642301e+02
9.908226829296381766e+03,1.826064646778150689e+02
9.908226852518611850e+03,1.826060132330775332e+02
9.908226875740841933e+03,1.826055617366518788e+02
9.908226898963070198e+03,1.826051101885737182e+02
9.908226922185300282e+03,1.826046585887725939e+02
9.908226945407530366e+03,1.826042069372840899e+02
9.908226968629760449e+03,1.826037552341084904e+02
9.908226991851988714e+03,1.826033034792814647e+02
9.908227015074218798e+03,1.826028516727324416e+02
9.908227038296448882e+03,1.826023998144971188e+02
9.908227061518678966e+03,1.826019479045757521e+02
9.908227084740907230e+03,1.826014959430039539e+02
9.908227107963137314e+03,1.826010439297112384e+02
9.908227131185367398e+03,1.826005918647332180e+02
9.908227154407597482e+03,1.826001397480701769e+02
9.908227177629825746e+03,1.825996875797578127e+02
9.908227200852055830e+03,1.825992353597254976e+02
9.908227224074285914e+03,1.825987830880089575e+02
9.908227247296515998e+03,1.825983307646083915e+02
9.908227270518744263e+03,1.825978783895595541e+02
9.908227293740974346e+03,1.825974259627918173e+02
9.908227316963204430e+03,1.825969734843408503e+02
9.908227340185434514e+03,1.825965209542069374e+02
9.908227363407662779e+03,1.825960683724257478e+02
9.908227386629892862e+03,1.825956157389267105e+02
9.908227409852122946e+03,1.825951630537454662e+02
9.908227433074353030e+03,1.825947103168823276e+02
9.908227456296581295e+03,1.825942575283729639e+02
9.908227479518811379e+03,1.825938046881467756e+02
9.908227502741041462e+03,1.825933517962394319e+02
9.908227525963271546e+03,1.825928988526511603e+02
9.908227549185499811e+03,1.825924458574178288e+02
9.908227572407729895e+03,1.825919928104686107e+02
9.908227595629959978e+03,1.825915397118392889e+02
9.908227618852190062e+03,1.825910865615301191e+02
9.908227642074418327e+03,1.825906333595768274e+02
9.908227665296648411e+03,1.825901801059087575e+02
9.908227688518878495e+03,1.825897268005616070e+02
9.908227711741108578e+03,1.825892734435356601e+02
9.908227734963336843e+03,1.825888200348666430e+02
9.908227758185566927e+03,1.825883665744838424e+02
9.908227781407797011e+03,1.825879130624230129e+02
9.908227804630027094e+03,1.825874594986844102e+02
