Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.917309675925876945e+03,1.228115714146549386e+01
9.917309697571559809e+03,1.227945753045447930e+01
9.917309719217242673e+03,1.227775803013367373e+01
9.917309740862925537e+03,1.227605864050496365e+01
9.917309762508608401e+03,1.227435936157029950e+01
9.917309784154293084e+03,1.227266019318880375e+01
9.917309805799975948e+03,1.227096113564796909e+01
9.917309827445658811e+03,1.226926218880691088e+01
9.917309849091341675e+03,1.226756335266752984e+01
9.917309870737024539e+03,1.226586462723178705e+01
9.917309892382707403e+03,1.226416601250158323e+01
9.917309914028390267e+03,1.226246750847879241e+01
9.917309935674073131e+03,1.226076911516537926e+01
9.917309957319757814e+03,1.225907083242053908e+01
9.917309978965440678e+03,1.225737266053160290e+01
9.917310000611123542e+03,1.225567459935776427e+01
9.917310022256806405e+03,1.225397664890095228e+01
9.917310043902489269e+03,1.225227880916309253e+01
9.917310065548172133e+03,1.225058108014608393e+01
9.917310087193854997e+03,1.224888346185183785e+01
9.917310108839537861e+03,1.224718595428223900e+01
9.917310130485222544e+03,1.224548855729664076e+01
9.917310152130905408e+03,1.224379127118218413e+01
9.917310173776588272e+03,1.224209409579816565e+01
9.917310195422271136e+03,1.224039703114644517e+01
9.917310217067954000e+03,1.223870007722901576e+01
9.917310238713636863e+03,1.223700323404774615e+01
9.917310260359319727e+03,1.223530650160455302e+01
9.917310282005002591e+03,1.223360987990133708e+01
9.917310303650687274e+03,1.223191336879747837e+01
9.917310325296370138e+03,1.223021696858002194e+01
9.917310346942053002e+03,1.222852067910829454e+01
9.917310368587735866e+03,1.222682450038418800e+01
9.917310390233418730e+03,1.222512843240966340e+01
9.917310411879101594e+03,1.222343247518662146e+01
9.917310433524784457e+03,1.222173662871695399e+01
9.917310455170467321e+03,1.222004089300256702e+01
9.917310476816152004e+03,1.221834526790291875e+01
9.917310498461834868e+03,1.221664975370490325e+01
9.917310520107517732e+03,1.221495435026791476e+01
9.917310541753200596e+03,1.221325905759385044e+01
9.917310563398883460e+03,1.221156387568466251e+01
9.917310585044566324e+03,1.220986880454226231e+01
9.917310606690249188e+03,1.220817384416852391e+01
9.917310628335932051e+03,1.220647899456539953e+01
9.917310649981616734e+03,1.220478425559232960e+01
9.917310671627299598e+03,1.220308962753613180e+01
9.917310693272982462e+03,1.220139511025625545e+01
9.917310714918665326e+03,1.219970070375462079e+01
9.917310736564348190e+03,1.219800640803310898e+01
9.917310758210031054e+03,1.219631222309368646e+01
9.917310779855713918e+03,1.219461814893823970e+01
9.917310801501396782e+03,1.219292418556866764e+01
9.917310823147079645e+03,1.219123033298688519e+01
9.917310844792764328e+03,1.218953659105246601e+01
9.917310866438447192e+03,1.218784296005201107e+01
9.917310888084130056e+03,1.218614943984509047e+01
9.917310909729812920e+03,1.218445603043359782e+01
9.917310931375495784e+03,1.218276273181941960e+01
9.917310953021178648e+03,1.218106954400452935e+01
9.917310974666861512e+03,1.217937646699080112e+01
9.917310996312544376e+03,1.217768350078013562e+01
9.917311017958229058e+03,1.217599064523217578e+01
9.917311039603911922e+03,1.217429790063340000e+01
9.917311061249594786e+03,1.217260526684342636e+01
9.917311082895277650e+03,1.217091274386415733e+01
9.917311104540960514e+03,1.216922033169748296e+01
9.917311126186643378e+03,1.216752803034535368e+01
9.917311147832326242e+03,1.216583583980967376e+01
9.917311169478009106e+03,1.216414376009231901e+01
9.917311191123693789e+03,1.216245179105305496e+01
9.917311212769376652e+03,1.216075993297810420e+01
9.917311234415059516e+03,1.215906818572724468e+01
9.917311256060742380e+03,1.215737654930237355e+01
9.917311277706425244e+03,1.215568502370535420e+01
9.917311299352108108e+03,1.215399360893814951e+01
9.917311320997790972e+03,1.215230230500264774e+01
9.917311342643473836e+03,1.215061111190075671e+01
9.917311364289158519e+03,1.214892002949227212e+01
9.917311385934841383e+03,1.214722905806328868e+01
