Time (BJD_TBD - 2450000), F_star + F_h (mJy)
1.013184277777792886e+04,2.739309141871637543e+00
1.013184279854968190e+04,2.739309141740945641e+00
1.013184281932143494e+04,2.739309141610251519e+00
1.013184284009318799e+04,2.739309141479556065e+00
1.013184286086494103e+04,2.739309141348858834e+00
1.013184288163669407e+04,2.739309141218159382e+00
1.013184290240844712e+04,2.739309141087459043e+00
1.013184292318020016e+04,2.739309140956756483e+00
1.013184294395195320e+04,2.739309140826053035e+00
1.013184296472370625e+04,2.739309140695346922e+00
1.013184298549545929e+04,2.739309140564639478e+00
1.013184300626721233e+04,2.739309140433930700e+00
1.013184302703896537e+04,2.739309140303219703e+00
1.013184304781071842e+04,2.739309140172507373e+00
1.013184306858247146e+04,2.739309140041792823e+00
1.013184308935422450e+04,2.739309139911076940e+00
1.013184311012597936e+04,2.739309139780359281e+00
1.013184313089773241e+04,2.739309139649639846e+00
1.013184315166948545e+04,2.739309139518919523e+00
1.013184317244123849e+04,2.739309139388196979e+00
1.013184319321299154e+04,2.739309139257471770e+00
1.013184321398474458e+04,2.739309139126746562e+00
1.013184323475649762e+04,2.739309138996018245e+00
1.013184325552825067e+04,2.739309138865288595e+00
1.013184327630000371e+04,2.739309138734557614e+00
1.013184329707175675e+04,2.739309138603824856e+00
1.013184331784350979e+04,2.739309138473090321e+00
1.013184333861526284e+04,2.739309138342354455e+00
1.013184335938701588e+04,2.739309138211615924e+00
1.013184338015876892e+04,2.739309138080876505e+00
1.013184340093052197e+04,2.739309137950135309e+00
1.013184342170227501e+04,2.739309137819392781e+00
1.013184344247402805e+04,2.739309137688647589e+00
1.013184346324578109e+04,2.739309137557901508e+00
1.013184348401753414e+04,2.739309137427153207e+00
1.013184350478928718e+04,2.739309137296403573e+00
1.013184352556104022e+04,2.739309137165651720e+00
1.013184354633279327e+04,2.739309137034898978e+00
1.013184356710454631e+04,2.739309136904144459e+00
1.013184358787629935e+04,2.739309136773387721e+00
1.013184360864805240e+04,2.739309136642629205e+00
1.013184362941980544e+04,2.739309136511869358e+00
1.013184365019155848e+04,2.739309136381107734e+00
1.013184367096331152e+04,2.739309136250344334e+00
1.013184369173506457e+04,2.739309136119579602e+00
1.013184371250681761e+04,2.739309135988812649e+00
1.013184373327857065e+04,2.739309135858044364e+00
1.013184375405032551e+04,2.739309135727273858e+00
1.013184377482207856e+04,2.739309135596502021e+00
1.013184379559383160e+04,2.739309135465728406e+00
1.013184381636558464e+04,2.739309135334953904e+00
1.013184383713733769e+04,2.739309135204176737e+00
1.013184385790909073e+04,2.739309135073398238e+00
1.013184387868084377e+04,2.739309134942617963e+00
