Time (BJD_TBD - 2450000), F_star + F_f (mJy)
9.896128576389048249e+03,3.658270312109587419e+00
9.896128599245501391e+03,3.658270310167479611e+00
9.896128622101952715e+03,3.658270308225346490e+00
9.896128644958405857e+03,3.658270306283187612e+00
9.896128667814857181e+03,3.658270304341004309e+00
9.896128690671310324e+03,3.658270302398795693e+00
9.896128713527761647e+03,3.658270300456562207e+00
9.896128736384214790e+03,3.658270298514302521e+00
9.896128759240666113e+03,3.658270296572018410e+00
9.896128782097119256e+03,3.658270294629708985e+00
9.896128804953570580e+03,3.658270292687373804e+00
9.896128827810023722e+03,3.658270290745014197e+00
9.896128850666476865e+03,3.658270288802628833e+00
9.896128873522928188e+03,3.658270286860218601e+00
9.896128896379381331e+03,3.658270284917782611e+00
9.896128919235832655e+03,3.658270282975322640e+00
9.896128942092285797e+03,3.658270281032836024e+00
9.896128964948737121e+03,3.658270279090325428e+00
9.896128987805190263e+03,3.658270277147789074e+00
9.896129010661641587e+03,3.658270275205227851e+00
9.896129033518094730e+03,3.658270273262640870e+00
9.896129056374546053e+03,3.658270271320029465e+00
9.896129079230999196e+03,3.658270269377391859e+00
9.896129102087450519e+03,3.658270267434729384e+00
9.896129124943903662e+03,3.658270265492041595e+00
9.896129147800356805e+03,3.658270263549329826e+00
9.896129170656808128e+03,3.658270261606591411e+00
9.896129193513261271e+03,3.658270259663828128e+00
9.896129216369712594e+03,3.658270257721040863e+00
9.896129239226165737e+03,3.658270255778226954e+00
9.896129262082617061e+03,3.658270253835388175e+00
9.896129284939070203e+03,3.658270251892524083e+00
9.896129307795521527e+03,3.658270249949635122e+00
9.896129330651974669e+03,3.658270248006720848e+00
9.896129353508425993e+03,3.658270246063782150e+00
9.896129376364879136e+03,3.658270244120817249e+00
9.896129399221332278e+03,3.658270242177827480e+00
9.896129422077783602e+03,3.658270240234812398e+00
9.896129444934236744e+03,3.658270238291772003e+00
9.896129467790688068e+03,3.658270236348706739e+00
9.896129490647141211e+03,3.658270234405616161e+00
9.896129513503592534e+03,3.658270232462500271e+00
9.896129536360045677e+03,3.658270230519359512e+00
9.896129559216497000e+03,3.658270228576193439e+00
9.896129582072950143e+03,3.658270226633002054e+00
9.896129604929401467e+03,3.658270224689785355e+00
9.896129627785854609e+03,3.658270222746543787e+00
9.896129650642307752e+03,3.658270220803276906e+00
9.896129673498759075e+03,3.658270218859984713e+00
9.896129696355212218e+03,3.658270216916667650e+00
9.896129719211663542e+03,3.658270214973325274e+00
9.896129742068116684e+03,3.658270213029957585e+00
9.896129764924568008e+03,3.658270211086565027e+00
9.896129787781021150e+03,3.658270209143147156e+00
9.896129810637472474e+03,3.658270207199703972e+00
9.896129833493925616e+03,3.658270205256235474e+00
9.896129856350376940e+03,3.658270203312742108e+00
9.896129879206830083e+03,3.658270201369223429e+00
9.896129902063283225e+03,3.658270199425679436e+00
9.896129924919734549e+03,3.658270197482110575e+00
9.896129947776187691e+03,3.658270195538516401e+00
9.896129970632639015e+03,3.658270193594896913e+00
9.896129993489092158e+03,3.658270191651252556e+00
9.896130016345543481e+03,3.658270189707582887e+00
9.896130039201996624e+03,3.658270187763887904e+00
9.896130062058447947e+03,3.658270185820167608e+00
9.896130084914901090e+03,3.658270183876422443e+00
9.896130107771352414e+03,3.658270181932651965e+00
9.896130130627805556e+03,3.658270179988856174e+00
9.896130153484256880e+03,3.658270178045035514e+00
9.896130176340710022e+03,3.658270176101189541e+00
9.896130199197163165e+03,3.658270174157318255e+00
9.896130222053614489e+03,3.658270172213422100e+00
9.896130244910067631e+03,3.658270170269500632e+00
9.896130267766518955e+03,3.658270168325554739e+00
9.896130290622972097e+03,3.658270166381582644e+00
9.896130313479423421e+03,3.658270164437585681e+00
9.896130336335876564e+03,3.658270162493563404e+00
9.896130359192327887e+03,3.658270160549515815e+00
9.896130382048781030e+03,3.658270158605443356e+00
9.896130404905232353e+03,3.658270156661345585e+00
9.896130427761685496e+03,3.658270154717222500e+00
9.896130450618138639e+03,3.658270152773074546e+00
9.896130473474589962e+03,3.658270150828902167e+00
9.896130496331043105e+03,3.658270148884703588e+00
9.896130519187494428e+03,3.658270146940479695e+00
9.896130542043947571e+03,3.658270144996230933e+00
9.896130564900398895e+03,3.658270143051957746e+00
9.896130587756852037e+03,3.658270141107658358e+00
9.896130610613303361e+03,3.658270139163334100e+00
9.896130633469756503e+03,3.658270137218984530e+00
9.896130656326207827e+03,3.658270135274610535e+00
9.896130679182660970e+03,3.658270133330210783e+00
9.896130702039114112e+03,3.658270131385785717e+00
9.896130724895565436e+03,3.658270129441336227e+00
9.896130747752018578e+03,3.658270127496860535e+00
9.896130770608469902e+03,3.658270125552360863e+00
9.896130793464923045e+03,3.658270123607834989e+00
9.896130816321374368e+03,3.658270121663284691e+00
9.896130839177827511e+03,3.658270119718708635e+00
9.896130862034278834e+03,3.658270117774108154e+00
9.896130884890731977e+03,3.658270115829481473e+00
9.896130907747183301e+03,3.658270113884830366e+00
9.896130930603636443e+03,3.658270111940153502e+00
9.896130953460089586e+03,3.658270109995452213e+00
9.896130976316540909e+03,3.658270108050726055e+00
9.896130999172994052e+03,3.658270106105973696e+00
9.896131022029445376e+03,3.658270104161196468e+00
9.896131044885898518e+03,3.658270102216394815e+00
9.896131067742349842e+03,3.658270100271567404e+00
9.896131090598802984e+03,3.658270098326714237e+00
9.896131113455254308e+03,3.658270096381836645e+00
9.896131136311707451e+03,3.658270094436934183e+00
9.896131159168158774e+03,3.658270092492006409e+00
9.896131182024611917e+03,3.658270090547053321e+00
9.896131204881063240e+03,3.658270088602074921e+00
9.896131227737516383e+03,3.658270086657071651e+00
9.896131250593969526e+03,3.658270084712043069e+00
9.896131273450420849e+03,3.658270082766989173e+00
9.896131296306873992e+03,3.658270080821909964e+00
9.896131319163325315e+03,3.658270078876805886e+00
9.896131342019778458e+03,3.658270076931676495e+00
9.896131364876229782e+03,3.658270074986523124e+00
9.896131387732682924e+03,3.658270073041343107e+00
9.896131410589134248e+03,3.658270071096138221e+00
9.896131433445587390e+03,3.658270069150909354e+00
9.896131456302038714e+03,3.658270067205653842e+00
9.896131479158491857e+03,3.658270065260373460e+00
9.896131502014944999e+03,3.658270063315068654e+00
9.896131524871396323e+03,3.658270061369738091e+00
9.896131547727849465e+03,3.658270059424382659e+00
9.896131570584300789e+03,3.658270057479001913e+00
9.896131593440753932e+03,3.658270055533596299e+00
9.896131616297205255e+03,3.658270053588165371e+00
9.896131639153658398e+03,3.658270051642709131e+00
9.896131662010109721e+03,3.658270049697228021e+00
9.896131684866562864e+03,3.658270047751721599e+00
9.896131707723014188e+03,3.658270045806190307e+00
9.896131730579467330e+03,3.658270043860633702e+00
9.896131753435920473e+03,3.658270041915051785e+00
9.896131776292371796e+03,3.658270039969444998e+00
9.896131799148824939e+03,3.658270038023812898e+00
9.896131822005276263e+03,3.658270036078155485e+00
9.896131844861729405e+03,3.658270034132473203e+00
9.896131867718180729e+03,3.658270032186765608e+00
9.896131890574633871e+03,3.658270030241032700e+00
9.896131913431085195e+03,3.658270028295275367e+00
9.896131936287538338e+03,3.658270026349492277e+00
9.896131959143989661e+03,3.658270024403684761e+00
9.896131982000442804e+03,3.658270022457851489e+00
9.896132004856895946e+03,3.658270020511992460e+00
9.896132027713347270e+03,3.658270018566109449e+00
9.896132050569800413e+03,3.658270016620201126e+00
9.896132073426251736e+03,3.658270014674267046e+00
9.896132096282704879e+03,3.658270012728308540e+00
9.896132119139156202e+03,3.658270010782324722e+00
9.896132141995609345e+03,3.658270008836315590e+00
9.896132164852060669e+03,3.658270006890281589e+00
9.896132187708513811e+03,3.658270004944222276e+00
9.896132210564965135e+03,3.658270002998137649e+00
9.896132233421418277e+03,3.658270001052027709e+00
9.896132256277869601e+03,3.658269999105892900e+00
9.896132279134322744e+03,3.658269997159732778e+00
9.896132301990775886e+03,3.658269995213547787e+00
9.896132324847227210e+03,3.658269993267337927e+00
9.896132347703680352e+03,3.658269991321102310e+00
9.896132370560131676e+03,3.658269989374842712e+00
9.896132393416584819e+03,3.658269987428556469e+00
9.896132416273036142e+03,3.658269985482246245e+00
9.896132439129489285e+03,3.658269983535909819e+00
9.896132461985940608e+03,3.658269981589549413e+00
9.896132484842393751e+03,3.658269979643163250e+00
9.896132507698845075e+03,3.658269977696752218e+00
9.896132530555298217e+03,3.658269975750316316e+00
9.896132553411751360e+03,3.658269973803853770e+00
9.896132576268202683e+03,3.658269971857368130e+00
9.896132599124655826e+03,3.658269969910856290e+00
9.896132621981107150e+03,3.658269967964319580e+00
9.896132644837560292e+03,3.658269966017757113e+00
9.896132667694011616e+03,3.658269964071170222e+00
9.896132690550464758e+03,3.658269962124558461e+00
9.896132713406916082e+03,3.658269960177920499e+00
9.896132736263369225e+03,3.658269958231258556e+00
9.896132759119820548e+03,3.658269956284571300e+00
9.896132781976273691e+03,3.658269954337858287e+00
9.896132804832726833e+03,3.658269952391120849e+00
9.896132827689178157e+03,3.658269950444358098e+00
9.896132850545631300e+03,3.658269948497570034e+00
9.896132873402082623e+03,3.658269946550757101e+00
9.896132896258535766e+03,3.658269944603918855e+00
9.896132919114987089e+03,3.658269942657055296e+00
9.896132941971440232e+03,3.658269940710166424e+00
9.896132964827891556e+03,3.658269938763253570e+00
9.896132987684344698e+03,3.658269936816314516e+00
9.896133010540796022e+03,3.658269934869350593e+00
9.896133033397249164e+03,3.658269932922361800e+00
9.896133056253700488e+03,3.658269930975348139e+00
9.896133079110153631e+03,3.658269929028308276e+00
9.896133101966606773e+03,3.658269927081244433e+00
9.896133124823058097e+03,3.658269925134155276e+00
9.896133147679511239e+03,3.658269923187040806e+00
9.896133170535962563e+03,3.658269921239901024e+00
9.896133193392415706e+03,3.658269919292736372e+00
9.896133216248867029e+03,3.658269917345546407e+00
9.896133239105320172e+03,3.658269915398331129e+00
9.896133261961771495e+03,3.658269913451091426e+00
9.896133284818224638e+03,3.658269911503825966e+00
9.896133307674675962e+03,3.658269909556536081e+00
9.896133330531129104e+03,3.658269907609220883e+00
9.896133353387582247e+03,3.658269905661879928e+00
9.896133376244033570e+03,3.658269903714514548e+00
9.896133399100486713e+03,3.658269901767123855e+00
9.896133421956938037e+03,3.658269899819708293e+00
9.896133444813391179e+03,3.658269897872267418e+00
9.896133467669842503e+03,3.658269895924801229e+00
9.896133490526295645e+03,3.658269893977309728e+00
9.896133513382746969e+03,3.658269892029794246e+00
9.896133536239200112e+03,3.658269890082252562e+00
9.896133559095651435e+03,3.658269888134686454e+00
9.896133581952104578e+03,3.658269886187095032e+00
9.896133604808557720e+03,3.658269884239477854e+00
9.896133627665009044e+03,3.658269882291836250e+00
9.896133650521462187e+03,3.658269880344169778e+00
9.896133673377913510e+03,3.658269878396477548e+00
9.896133696234366653e+03,3.658269876448760449e+00
9.896133719090817976e+03,3.658269874501018037e+00
9.896133741947271119e+03,3.658269872553251645e+00
9.896133764803722443e+03,3.658269870605459051e+00
9.896133787660175585e+03,3.658269868657642032e+00
9.896133810516626909e+03,3.658269866709798812e+00
9.896133833373080051e+03,3.658269864761931611e+00
9.896133856229533194e+03,3.658269862814039097e+00
9.896133879085984518e+03,3.658269860866121270e+00
9.896133901942437660e+03,3.658269858918178130e+00
9.896133924798888984e+03,3.658269856970210121e+00
9.896133947655342126e+03,3.658269855022216799e+00
9.896133970511793450e+03,3.658269853074199052e+00
9.896133993368246593e+03,3.658269851126155547e+00
9.896134016224697916e+03,3.658269849178087618e+00
9.896134039081151059e+03,3.658269847229993488e+00
9.896134061937602382e+03,3.658269845281874932e+00
9.896134084794055525e+03,3.658269843333731508e+00
9.896134107650506849e+03,3.658269841385562771e+00
9.896134130506959991e+03,3.658269839437369164e+00
9.896134153363413134e+03,3.658269837489149801e+00
9.896134176219864457e+03,3.658269835540905568e+00
9.896134199076317600e+03,3.658269833592636910e+00
9.896134221932768924e+03,3.658269831644342496e+00
9.896134244789222066e+03,3.658269829696023212e+00
9.896134267645673390e+03,3.658269827747679059e+00
9.896134290502126532e+03,3.658269825799309150e+00
9.896134313358577856e+03,3.658269823850914371e+00
9.896134336215030999e+03,3.658269821902494723e+00
9.896134359071482322e+03,3.658269819954050650e+00
9.896134381927935465e+03,3.658269818005580820e+00
9.896134404784388607e+03,3.658269816057085233e+00
9.896134427640839931e+03,3.658269814108565665e+00
9.896134450497293074e+03,3.658269812160020784e+00
9.896134473353744397e+03,3.658269810211450146e+00
9.896134496210197540e+03,3.658269808262855083e+00
9.896134519066648863e+03,3.658269806314234707e+00
9.896134541923102006e+03,3.658269804365589017e+00
9.896134564779553330e+03,3.658269802416919347e+00
9.896134587636006472e+03,3.658269800468223476e+00
9.896134610492457796e+03,3.658269798519503180e+00
9.896134633348910938e+03,3.658269796570757126e+00
9.896134656205364081e+03,3.658269794621986204e+00
9.896134679061815405e+03,3.658269792673190413e+00
9.896134701918268547e+03,3.658269790724369752e+00
9.896134724774719871e+03,3.658269788775523335e+00
9.896134747631173013e+03,3.658269786826652048e+00
