Time (BJD_TBD - 2450000), L_c/L_star (ppm)
9.896128576389048249e+03,2.701762197553773959e+01
9.896128599245501391e+03,2.702387504479004221e+01
9.896128622101952715e+03,2.703012878955945553e+01
9.896128644958405857e+03,2.703638321081935558e+01
9.896128667814857181e+03,2.704263830755234821e+01
9.896128690671310324e+03,2.704889408073199064e+01
9.896128713527761647e+03,2.705515052934054765e+01
9.896128736384214790e+03,2.706140765435189977e+01
9.896128759240666113e+03,2.706766545474807728e+01
9.896128782097119256e+03,2.707392393150309928e+01
9.896128804953570580e+03,2.708018308359885751e+01
9.896128827810023722e+03,2.708644291200955934e+01
9.896128850666476865e+03,2.709270341621508393e+01
9.896128873522928188e+03,2.709896459569513283e+01
9.896128896379381331e+03,2.710522645142427933e+01
9.896128919235832655e+03,2.711148898238376503e+01
9.896128942092285797e+03,2.711775218954837996e+01
9.896128964948737121e+03,2.712401607189923070e+01
9.896128987805190263e+03,2.713028063041124582e+01
9.896129010661641587e+03,2.713654586406533298e+01
9.896129033518094730e+03,2.714281177383664456e+01
9.896129056374546053e+03,2.714907835870588926e+01
9.896129079230999196e+03,2.715534561964835092e+01
9.896129102087450519e+03,2.716161355564454283e+01
9.896129124943903662e+03,2.716788216767002950e+01
9.896129147800356805e+03,2.717415145520395825e+01
9.896129170656808128e+03,2.718042141772530584e+01
9.896129193513261271e+03,2.718669205621002760e+01
9.896129216369712594e+03,2.719296336963793337e+01
9.896129239226165737e+03,2.719923535898512412e+01
9.896129262082617061e+03,2.720550802323133865e+01
9.896129284939070203e+03,2.721178136335288045e+01
9.896129307795521527e+03,2.721805537832916144e+01
9.896129330651974669e+03,2.722433006913678710e+01
9.896129353508425993e+03,2.723060543475495976e+01
9.896129376364879136e+03,2.723688147616036659e+01
9.896129399221332278e+03,2.724315819283165041e+01
9.896129422077783602e+03,2.724943558424705969e+01
9.896129444934236744e+03,2.725571365138372570e+01
9.896129467790688068e+03,2.726199239322027879e+01
9.896129490647141211e+03,2.726827181073403139e+01
9.896129513503592534e+03,2.727455190290343623e+01
9.896129536360045677e+03,2.728083267070592655e+01
9.896129559216497000e+03,2.728711411311979518e+01
9.896129582072950143e+03,2.729339623112272761e+01
9.896129604929401467e+03,2.729967902369273958e+01
9.896129627785854609e+03,2.730596249180772972e+01
9.896129650642307752e+03,2.731224663494565519e+01
9.896129673498759075e+03,2.731853145258419602e+01
9.896129696355212218e+03,2.732481694570157416e+01
9.896129719211663542e+03,2.733110311327526531e+01
9.896129742068116684e+03,2.733738995628371171e+01
9.896129764924568008e+03,2.734367747370413682e+01
9.896129787781021150e+03,2.734996566651524930e+01
9.896129810637472474e+03,2.735625453369401328e+01
9.896129833493925616e+03,2.736254407621929019e+01
9.896129856350376940e+03,2.736883429306788429e+01
9.896129879206830083e+03,2.737512518521889859e+01
9.896129902063283225e+03,2.738141675214960458e+01
9.896129924919734549e+03,2.738770899333712805e+01
9.896129947776187691e+03,2.739400190976083493e+01
9.896129970632639015e+03,2.740029550039697170e+01
9.896129993489092158e+03,2.740658976622513165e+01
9.896130016345543481e+03,2.741288470622137652e+01
9.896130039201996624e+03,2.741918032136548433e+01
9.896130062058447947e+03,2.742547661063325037e+01
9.896130084914901090e+03,2.743177357500478664e+01
9.896130107771352414e+03,2.743807121345557576e+01
9.896130130627805556e+03,2.744436952696588961e+01
9.896130153484256880e+03,2.745066851451107581e+01
9.896130176340710022e+03,2.745696817707159454e+01
9.896130199197163165e+03,2.746326851412404224e+01
9.896130222053614489e+03,2.746956952514478090e+01
9.896130244910067631e+03,2.747587121111452291e+01
9.896130267766518955e+03,2.748217357100812919e+01
9.896130290622972097e+03,2.748847660580655372e+01
9.896130313479423421e+03,2.749478031448436965e+01
9.896130336335876564e+03,2.750108469802279387e+01
9.896130359192327887e+03,2.750738975539617570e+01
9.896130382048781030e+03,2.751369548758594163e+01
9.896130404905232353e+03,2.752000189356623849e+01
