Time (BJD_TBD - 2450000), F_total/F_star (ppm)
9.891595520833507180e+03,1.288083275264427357e+03
9.891595543725843527e+03,1.288124571732373170e+03
9.891595566618178054e+03,1.288165865435036721e+03
9.891595589510514401e+03,1.288207156378682839e+03
9.891595612402848928e+03,1.288248444556450295e+03
9.891595635295185275e+03,1.288289729974603006e+03
9.891595658187519803e+03,1.288331012626281563e+03
9.891595681079856149e+03,1.288372292517748292e+03
9.891595703972190677e+03,1.288413569642144466e+03
9.891595726864527023e+03,1.288454844005731729e+03
9.891595749756863370e+03,1.288496115604932129e+03
9.891595772649197897e+03,1.288537384436168850e+03
9.891595795541534244e+03,1.288578650505701034e+03
9.891595818433868772e+03,1.288619913806673821e+03
9.891595841326205118e+03,1.288661174345345671e+03
9.891595864218539646e+03,1.288702432114862177e+03
9.891595887110875992e+03,1.288743687121481798e+03
9.891595910003210520e+03,1.288784939358350357e+03
9.891595932895546866e+03,1.288826188831725403e+03
9.891595955787881394e+03,1.288867435534754122e+03
9.891595978680217740e+03,1.288908679473692928e+03
9.891596001572554087e+03,1.288949920644967051e+03
9.891596024464888615e+03,1.288991159045001268e+03
9.891596047357224961e+03,1.289032394680051766e+03
9.891596070249559489e+03,1.289073627543267321e+03
9.891596093141895835e+03,1.289114857640903665e+03
9.891596116034230363e+03,1.289156084966109802e+03
9.891596138926566709e+03,1.289197309525140327e+03
9.891596161818901237e+03,1.289238531311145834e+03
9.891596184711237584e+03,1.289279750330379784e+03
9.891596207603573930e+03,1.289320966579268770e+03
9.891596230495908458e+03,1.289362180054240980e+03
9.891596253388244804e+03,1.289403390761548280e+03
9.891596276280579332e+03,1.289444598694343313e+03
9.891596299172915678e+03,1.289485803858878398e+03
9.891596322065250206e+03,1.289527006248306634e+03
9.891596344957586552e+03,1.289568205868878294e+03
9.891596367849921080e+03,1.289609402713749887e+03
9.891596390742257427e+03,1.289650596789169413e+03
9.891596413634591954e+03,1.289691788088293833e+03
9.891596436526928301e+03,1.289732976617371605e+03
9.891596459419264647e+03,1.289774162372832279e+03
9.891596482311599175e+03,1.289815345351106089e+03
9.891596505203935521e+03,1.289856525558440580e+03
9.891596528096270049e+03,1.289897702987993853e+03
9.891596550988606396e+03,1.289938877646013680e+03
9.891596573880940923e+03,1.289980049525657932e+03
9.891596596773277270e+03,1.290021218633173248e+03
9.891596619665611797e+03,1.290062384961719317e+03
9.891596642557948144e+03,1.290103548517541640e+03
9.891596665450284490e+03,1.290144709297071358e+03
9.891596688342619018e+03,1.290185867296742117e+03
9.891596711234955364e+03,1.290227022522796688e+03
9.891596734127289892e+03,1.290268174968397943e+03
9.891596757019626239e+03,1.290309324639788883e+03
9.891596779911960766e+03,1.290350471530132381e+03
9.891596802804297113e+03,1.290391615645672118e+03
9.891596825696631640e+03,1.290432756979570740e+03
9.891596848588967987e+03,1.290473895538070110e+03
9.891596871481304333e+03,1.290515031317604326e+03
9.891596894373638861e+03,1.290556164314608850e+03
9.891596917265975208e+03,1.290597294535322590e+03
9.891596940158309735e+03,1.290638421972912738e+03
9.891596963050646082e+03,1.290679546633618656e+03
9.891596985942980609e+03,1.290720668510607766e+03
9.891597008835316956e+03,1.290761787610118063e+03
9.891597031727651483e+03,1.290802903925319242e+03
9.891597054619987830e+03,1.290844017462447937e+03
9.891597077512322358e+03,1.290885128214674523e+03
