Time (BJD_TBD - 2450000), F_h/L_star (ppm)
9.896128576389048249e+03,4.657707494895827610e-02
9.896128599245501391e+03,4.658361270812844818e-02
9.896128622101952715e+03,4.659015092421524284e-02
9.896128644958405857e+03,4.659668959826038931e-02
9.896128667814857181e+03,4.660322872922215837e-02
9.896128690671310324e+03,4.660976831814140492e-02
9.896128713527761647e+03,4.661630836397553240e-02
9.896128736384214790e+03,4.662284886776713738e-02
9.896128759240666113e+03,4.662938982847274899e-02
9.896128782097119256e+03,4.663593124713497073e-02
9.896128804953570580e+03,4.664247312271032481e-02
9.896128827810023722e+03,4.664901545624140777e-02
9.896128850666476865e+03,4.665555824720649114e-02
9.896128873522928188e+03,4.666210149508470684e-02
9.896128896379381331e+03,4.666864520091604240e-02
9.896128919235832655e+03,4.667518936365963600e-02
9.896128942092285797e+03,4.668173398435722377e-02
9.896128964948737121e+03,4.668827906196532096e-02
9.896128987805190263e+03,4.669482459752653802e-02
9.896129010661641587e+03,4.670137058999827145e-02
9.896129033518094730e+03,4.670791704042137615e-02
9.896129056374546053e+03,4.671446394775412986e-02
9.896129079230999196e+03,4.672101131303824789e-02
9.896129102087450519e+03,4.672755913523114063e-02
9.896129124943903662e+03,4.673410741537365604e-02
9.896129147800356805e+03,4.674065615294668158e-02
9.896129170656808128e+03,4.674720534742586586e-02
9.896129193513261271e+03,4.675375499985554018e-02
9.896129216369712594e+03,4.676030510919050587e-02
9.896129239226165737e+03,4.676685567647508729e-02
9.896129262082617061e+03,4.677340670066583439e-02
9.896129284939070203e+03,4.677995818280445556e-02
9.896129307795521527e+03,4.678651012184748686e-02
9.896129330651974669e+03,4.679306251883839918e-02
9.896129353508425993e+03,4.679961537273284733e-02
9.896129376364879136e+03,4.680616868457430912e-02
9.896129399221332278e+03,4.681272245384016789e-02
9.896129422077783602e+03,4.681927668000956250e-02
9.896129444934236744e+03,4.682583136412422214e-02
9.896129467790688068e+03,4.683238650514155027e-02
9.896129490647141211e+03,4.683894210410239484e-02
9.896129513503592534e+03,4.684549815996590094e-02
9.896129536360045677e+03,4.685205467377293043e-02
9.896129559216497000e+03,4.685861164448000549e-02
9.896129582072950143e+03,4.686516907313059699e-02
9.896129604929401467e+03,4.687172695868124100e-02
9.896129627785854609e+03,4.687828530217452716e-02
9.896129650642307752e+03,4.688484410308872002e-02
9.896129673498759075e+03,4.689140336090034944e-02
9.896129696355212218e+03,4.689796307665462793e-02
9.896129719211663542e+03,4.690452324930545480e-02
9.896129742068116684e+03,4.691108387989806339e-02
9.896129764924568008e+03,4.691764496738635298e-02
9.896129787781021150e+03,4.692420651281641736e-02
9.896129810637472474e+03,4.693076851514128844e-02
