Time (BJD_TBD - 2450000), F_star + F_e (mJy)
1.014093855324061587e+04,2.739566162347987444e+00
1.014093857208740883e+04,2.739566158160289699e+00
1.014093859093419996e+04,2.739566153972556428e+00
1.014093860978099292e+04,2.739566149784786742e+00
1.014093862862778406e+04,2.739566145596981084e+00
1.014093864747457701e+04,2.739566141409139011e+00
1.014093866632136815e+04,2.739566137221261410e+00
1.014093868516816110e+04,2.739566133033347395e+00
1.014093870401495224e+04,2.739566128845397408e+00
1.014093872286174519e+04,2.739566124657410562e+00
1.014093874170853633e+04,2.739566120469388188e+00
1.014093876055532928e+04,2.739566116281329844e+00
1.014093877940212042e+04,2.739566112093235528e+00
1.014093879824891337e+04,2.739566107905105241e+00
1.014093881709570451e+04,2.739566103716938539e+00
1.014093883594249746e+04,2.739566099528735421e+00
1.014093885478928860e+04,2.739566095340497220e+00
1.014093887363608155e+04,2.739566091152221716e+00
1.014093889248287269e+04,2.739566086963910685e+00
1.014093891132966564e+04,2.739566082775563682e+00
1.014093893017645678e+04,2.739566078587181153e+00
1.014093894902324973e+04,2.739566074398761319e+00
1.014093896787004269e+04,2.739566070210305959e+00
1.014093898671683382e+04,2.739566066021814628e+00
1.014093900556362678e+04,2.739566061833287325e+00
1.014093902441041791e+04,2.739566057644724051e+00
1.014093904325721087e+04,2.739566053456124806e+00
1.014093906210400201e+04,2.739566049267489145e+00
1.014093908095079496e+04,2.739566045078817069e+00
1.014093909979758610e+04,2.739566040890109910e+00
1.014093911864437905e+04,2.739566036701365892e+00
1.014093913749117019e+04,2.739566032512586347e+00
1.014093915633796314e+04,2.739566028323769942e+00
1.014093917518475428e+04,2.739566024134918454e+00
1.014093919403154723e+04,2.739566019946030107e+00
1.014093921287833837e+04,2.739566015757106232e+00
1.014093923172513132e+04,2.739566011568145942e+00
1.014093925057192246e+04,2.739566007379150125e+00
1.014093926941871541e+04,2.739566003190117449e+00
1.014093928826550655e+04,2.739565999001049690e+00
1.014093930711229950e+04,2.739565994811945071e+00
1.014093932595909064e+04,2.739565990622805369e+00
1.014093934480588359e+04,2.739565986433628364e+00
1.014093936365267473e+04,2.739565982244416276e+00
1.014093938249946768e+04,2.739565978055168216e+00
1.014093940134626064e+04,2.739565973865883297e+00
1.014093942019305177e+04,2.739565969676563295e+00
1.014093943903984473e+04,2.739565965487206434e+00
1.014093945788663586e+04,2.739565961297814489e+00
1.014093947673342882e+04,2.739565957108385685e+00
1.014093949558021995e+04,2.739565952918921354e+00
1.014093951442701291e+04,2.739565948729420164e+00
1.014093953327380405e+04,2.739565944539883890e+00
1.014093955212059700e+04,2.739565940350311202e+00
1.014093957096738814e+04,2.739565936160702986e+00
1.014093958981418109e+04,2.739565931971057910e+00
1.014093960866097223e+04,2.739565927781377308e+00
1.014093962750776518e+04,2.739565923591660290e+00
1.014093964635455632e+04,2.739565919401908189e+00
1.014093966520134927e+04,2.739565915212119229e+00
1.014093968404814041e+04,2.739565911022294742e+00
1.014093970289493336e+04,2.739565906832433395e+00
1.014093972174172450e+04,2.739565902642537409e+00
1.014093974058851745e+04,2.739565898452604120e+00
1.014093975943530859e+04,2.739565894262635748e+00
1.014093977828210154e+04,2.739565890072630960e+00
1.014093979712889450e+04,2.739565885882589757e+00
1.014093981597568563e+04,2.739565881692513472e+00
