Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.063802708333311602e+04,2.481405959578002296e+02
1.063802710516863226e+04,2.481410068427506417e+02
1.063802712700415032e+04,2.481414178329054607e+02
1.063802714883966655e+04,2.481418289281973273e+02
1.063802717067518279e+04,2.481422401286614559e+02
1.063802719251070084e+04,2.481426514343332883e+02
1.063802721434621708e+04,2.481430628451452662e+02
1.063802723618173331e+04,2.481434743611329168e+02
1.063802725801725137e+04,2.481438859823313692e+02
1.063802727985276761e+04,2.481442977086733208e+02
1.063802730168828566e+04,2.481447095402284049e+02
1.063802732352380190e+04,2.481451214769290345e+02
1.063802734535931813e+04,2.481455335188106233e+02
1.063802736719483619e+04,2.481459456659085845e+02
1.063802738903035242e+04,2.481463579181553314e+02
1.063802741086586866e+04,2.481467702755863058e+02
1.063802743270138672e+04,2.481471827382368929e+02
1.063802745453690295e+04,2.481475953060394772e+02
1.063802747637241919e+04,2.481480079790295292e+02
1.063802749820793724e+04,2.481484207572424907e+02
1.063802752004345348e+04,2.481488336406106328e+02
1.063802754187896971e+04,2.481492466291694825e+02
1.063802756371448777e+04,2.481496597229544818e+02
1.063802758555000401e+04,2.481500729218979018e+02
1.063802760738552206e+04,2.481504862260696598e+02
1.063802762922103830e+04,2.481508996354019700e+02
1.063802765105655453e+04,2.481513131499303881e+02
1.063802767289207259e+04,2.481517267696903843e+02
1.063802769472758882e+04,2.481521404946141729e+02
1.063802771656310506e+04,2.481525543247372525e+02
1.063802773839862311e+04,2.481529682600951787e+02
1.063802776023413935e+04,2.481533823006201658e+02
1.063802778206965559e+04,2.481537964463475987e+02
1.063802780390517364e+04,2.481542106973132036e+02
1.063802782574068988e+04,2.481546250534489104e+02
1.063802784757620611e+04,2.481550395147905022e+02
1.063802786941172417e+04,2.481554540813734491e+02
1.063802789124724040e+04,2.481558687531297380e+02
1.063802791308275846e+04,2.481562835301296559e+02
1.063802793491827470e+04,2.481566984123050474e+02
1.063802795675379093e+04,2.481571133996916387e+02
1.063802797858930899e+04,2.481575284923250422e+02
1.063802800042482522e+04,2.481579436901371309e+02
1.063802802226034146e+04,2.481583589931636311e+02
1.063802804409585951e+04,2.481587744014402119e+02
1.063802806593137575e+04,2.481591899148986897e+02
1.063802808776689199e+04,2.481596055335748474e+02
1.063802810960241004e+04,2.481600212575042974e+02
1.063802813143792628e+04,2.481604370866188560e+02
1.063802815327344251e+04,2.481608530209543346e+02
1.063802817510896057e+04,2.481612690605463172e+02
1.063802819694447680e+04,2.481616852053266200e+02
1.063802821877999486e+04,2.481621014553657574e+02
1.063802824061551109e+04,2.481625178105952898e+02
1.063802826245102733e+04,2.481629342710510855e+02
1.063802828428654539e+04,2.481633508367689274e+02
1.063802830612206162e+04,2.481637675076804044e+02
1.063802832795757786e+04,2.481641842838212710e+02
1.063802834979309591e+04,2.481646011652274524e+02
1.063802837162861215e+04,2.481650181518305089e+02
1.063802839346412838e+04,2.481654352436661952e+02
1.063802841529964644e+04,2.481658524407703794e+02
1.063802843713516268e+04,2.481662697430746789e+02
1.063802845897067891e+04,2.481666871506148482e+02
1.063802848080619697e+04,2.481671046634267555e+02
1.063802850264171320e+04,2.481675222814419328e+02
1.063802852447723126e+04,2.481679400047310651e+02
1.063802854631274749e+04,2.481683578332255706e+02
1.063802856814826373e+04,2.481687757669613177e+02
1.063802858998378179e+04,2.481691938059742597e+02
1.063802861181929802e+04,2.481696119501957583e+02
1.063802863365481426e+04,2.481700301996617952e+02
1.063802865549033231e+04,2.481704485544082104e+02
1.063802867732584855e+04,2.481708670143663653e+02
1.063802869916136478e+04,2.481712855795722703e+02
1.063802872099688284e+04,2.481717042500618788e+02
1.063802874283239908e+04,2.481721230257663819e+02
1.063802876466791531e+04,2.481725419067218752e+02
1.063802878650343337e+04,2.481729608929642552e+02
1.063802880833894960e+04,2.481733799844247415e+02
1.063802883017446766e+04,2.481737991811743882e+02
1.063802885200998389e+04,2.481742184831442728e+02
1.063802887384550013e+04,2.481746378903704624e+02
1.063802889568101818e+04,2.481750574028888821e+02
1.063802891751653442e+04,2.481754770206309217e+02
1.063802893935205066e+04,2.481758967436323928e+02
1.063802896118756871e+04,2.481763165719294193e+02
1.063802898302308495e+04,2.481767365054530785e+02
1.063802900485860118e+04,2.481771565442395229e+02
1.063802902669411924e+04,2.481775766883247343e+02
1.063802904852963547e+04,2.481779969376398469e+02
1.063802907036515171e+04,2.481784172922208711e+02
1.063802909220066977e+04,2.481788377521038171e+02
1.063802911403618600e+04,2.481792583172199329e+02
1.063802913587170406e+04,2.481796789876401874e+02
1.063802915770722029e+04,2.481800997632957149e+02
1.063802917954273653e+04,2.481805206442223835e+02
1.063802920137825458e+04,2.481809416304565445e+02
1.063802922321377082e+04,2.481813627219290765e+02
1.063802924504928706e+04,2.481817839186761319e+02
1.063802926688480511e+04,2.481822052207337777e+02
1.063802928872032135e+04,2.481826266280330060e+02
1.063802931055583758e+04,2.481830481406099125e+02
1.063802933239135564e+04,2.481834697585007916e+02
1.063802935422687187e+04,2.481838914816363797e+02
1.063802937606238811e+04,2.481843133100528291e+02
1.063802939789790616e+04,2.481847352437864345e+02
1.063802941973342240e+04,2.481851572827679888e+02
1.063802944156894046e+04,2.481855794270688023e+02
1.063802946340445669e+04,2.481860016766196964e+02
1.063802948523997293e+04,2.481864240314567667e+02
1.063802950707549098e+04,2.481868464916163930e+02
1.063802952891100722e+04,2.481872690570292832e+02
1.063802955074652346e+04,2.481876917277316181e+02
1.063802957258204151e+04,2.481881145037597207e+02
1.063802959441755775e+04,2.481885373850441567e+02
1.063802961625307398e+04,2.481889603716213060e+02
1.063802963808859204e+04,2.481893834635274629e+02
1.063802965992410827e+04,2.481898066606931650e+02
1.063802968175962451e+04,2.481902299631547635e+02
1.063802970359514256e+04,2.481906533709485529e+02
1.063802972543065880e+04,2.481910768840051844e+02
1.063802974726617686e+04,2.481915005023960816e+02
1.063802976910169309e+04,2.481919242260518672e+02
1.063802979093720933e+04,2.481923480550089209e+02
1.063802981277272738e+04,2.481927719893035373e+02
1.063802983460824362e+04,2.481931960288662253e+02
1.063802985644375985e+04,2.481936201737333363e+02
1.063802987827927791e+04,2.481940444239412216e+02
1.063802990011479415e+04,2.481944687794203901e+02
1.063802992195031038e+04,2.481948932402071364e+02
1.063802994378582844e+04,2.481953178063379823e+02
1.063802996562134467e+04,2.481957424777431811e+02
1.063802998745686091e+04,2.481961672544592261e+02
1.063803000929237896e+04,2.481965921365225256e+02
1.063803003112789520e+04,2.481970171238634180e+02
1.063803005296341325e+04,2.481974422165537533e+02
1.063803007479892949e+04,2.481978674145237562e+02
1.063803009663444573e+04,2.481982927178098635e+02
1.063803011846996378e+04,2.481987181264487106e+02
1.063803014030548002e+04,2.481991436403703801e+02
1.063803016214099625e+04,2.481995692596113656e+02
1.063803018397651431e+04,2.481999949842082458e+02
1.063803020581203054e+04,2.482004208140911885e+02
1.063803022764754678e+04,2.482008467492966872e+02
1.063803024948306484e+04,2.482012727898612070e+02
1.063803027131858107e+04,2.482016989357149157e+02
1.063803029315409731e+04,2.482021251868944489e+02
1.063803031498961536e+04,2.482025515434362433e+02
1.063803033682513160e+04,2.482029780052704382e+02
1.063803035866064965e+04,2.482034045724690827e+02
1.063803038049616589e+04,2.482038312449622026e+02
1.063803040233168213e+04,2.482042580227864050e+02
1.063803042416720018e+04,2.482046849059782403e+02
1.063803044600271642e+04,2.482051118944677910e+02
1.063803046783823265e+04,2.482055389882916074e+02
1.063803048967375071e+04,2.482059661874862400e+02
1.063803051150926694e+04,2.482063934919817143e+02
1.063803053334478318e+04,2.482068209018146945e+02
1.063803055518030123e+04,2.482072484170217592e+02
1.063803057701581747e+04,2.482076760375327353e+02
1.063803059885133371e+04,2.482081037633844289e+02
1.063803062068685176e+04,2.482085315946134472e+02
1.063803064252236800e+04,2.482089595311495884e+02
1.063803066435788605e+04,2.482093875730652144e+02
1.063803068619340229e+04,2.482098157202900950e+02
1.063803070802891853e+04,2.482102439728608658e+02
1.063803072986443658e+04,2.482106723308144467e+02
1.063803075169995282e+04,2.482111007940803802e+02
1.063803077353546905e+04,2.482115293626954724e+02
1.063803079537098711e+04,2.482119580366964158e+02
1.063803081720650334e+04,2.482123868160129803e+02
1.063803083904201958e+04,2.482128157006819151e+02
1.063803086087753763e+04,2.482132446907398844e+02
1.063803088271305387e+04,2.482136737861166296e+02
1.063803090454857011e+04,2.482141029868488999e+02
1.063803092638408816e+04,2.482145322929735016e+02
1.063803094821960440e+04,2.482149617044199488e+02
1.063803097005512245e+04,2.482153912212608873e+02
1.063803099189063869e+04,2.482158208434258597e+02
1.063803101372615492e+04,2.482162505709515870e+02
1.063803103556167298e+04,2.482166804038750740e+02
1.063803105739718922e+04,2.482171103421256646e+02
1.063803107923270545e+04,2.482175403857402785e+02
1.063803110106822351e+04,2.482179705347558070e+02
1.063803112290373974e+04,2.482184007891015654e+02
1.063803114473925598e+04,2.482188311488145871e+02
1.063803116657477403e+04,2.482192616139316783e+02
1.063803118841029027e+04,2.482196921843822395e+02
1.063803121024580651e+04,2.482201228602031620e+02
1.063803123208132456e+04,2.482205536414314224e+02
1.063803125391684080e+04,2.482209845279963076e+02
1.063803127575235885e+04,2.482214155199705772e+02
1.063803129758787509e+04,2.482218466172836031e+02
1.063803131942339132e+04,2.482222778199723336e+02
1.063803134125890938e+04,2.482227091280736886e+02
1.063803136309442561e+04,2.482231405415168979e+02
1.063803138492994185e+04,2.482235720603389666e+02
1.063803140676545991e+04,2.482240036845769282e+02
1.063803142860097614e+04,2.482244354141598421e+02
1.063803145043649238e+04,2.482248672491248271e+02
1.063803147227201043e+04,2.482252991895088599e+02
1.063803149410752667e+04,2.482257312352410281e+02
1.063803151594304290e+04,2.482261633863584791e+02
1.063803153777856096e+04,2.482265956428981326e+02
1.063803155961407720e+04,2.482270280047891049e+02
1.063803158144959525e+04,2.482274604721044966e+02
1.063803160328511149e+04,2.482278930447733387e+02
1.063803162512062772e+04,2.482283257228326079e+02
1.063803164695614578e+04,2.482287585063195365e+02
1.063803166879166201e+04,2.482291913951630704e+02
1.063803169062717825e+04,2.482296243894001577e+02
1.063803171246269631e+04,2.482300574890681446e+02
1.063803173429821254e+04,2.482304906940958062e+02
1.063803175613372878e+04,2.482309240045202898e+02
1.063803177796924683e+04,2.482313574203787994e+02
1.063803179980476307e+04,2.482317909416001100e+02
1.063803182164027930e+04,2.482322245682214543e+02
1.063803184347579736e+04,2.482326583002800646e+02
1.063803186531131360e+04,2.482330921377046309e+02
1.063803188714683165e+04,2.482335260805685664e+02
1.063803190898234789e+04,2.482339601288005611e+02
1.063803193081786412e+04,2.482343942824378473e+02
1.063803195265338218e+04,2.482348285415176576e+02
1.063803197448889841e+04,2.482352629059687388e+02
1.063803199632441465e+04,2.482356973758282663e+02
1.063803201815993270e+04,2.482361319511335296e+02
1.063803203999544894e+04,2.482365666318131616e+02
1.063803206183096518e+04,2.482370014179043949e+02
1.063803208366648323e+04,2.482374363094446039e+02
1.063803210550199947e+04,2.482378713063622797e+02
1.063803212733751570e+04,2.482383064086948252e+02
1.063803214917303376e+04,2.482387416164794445e+02
1.063803217100854999e+04,2.482391769296447137e+02
1.063803219284406623e+04,2.482396123482279791e+02
1.063803221467958429e+04,2.482400478722665582e+02
1.063803223651510052e+04,2.482404835016889137e+02
1.063803225835061858e+04,2.482409192365686863e+02
1.063803228018613481e+04,2.482413550768343669e+02
1.063803230202165105e+04,2.482417910225232731e+02
1.063803232385716910e+04,2.482422270736728649e+02
1.063803234569268534e+04,2.482426632302114058e+02
1.063803236752820158e+04,2.482430994921763840e+02
1.063803238936371963e+04,2.482435358596052026e+02
1.063803241119923587e+04,2.482439723324261251e+02
1.063803243303475210e+04,2.482444089106766114e+02
1.063803245487027016e+04,2.482448455943941497e+02
1.063803247670578639e+04,2.482452823835069751e+02
1.063803249854130263e+04,2.482457192780525190e+02
1.063803252037682068e+04,2.482461562780682698e+02
1.063803254221233692e+04,2.482465933834824341e+02
1.063803256404785498e+04,2.482470305943689368e+02
1.063803258588337121e+04,2.482474679106559563e+02
1.063803260771888745e+04,2.482479053323809524e+02
1.063803262955440550e+04,2.482483428595814701e+02
1.063803265138992174e+04,2.482487804921856309e+02
1.063803267322543797e+04,2.482492182302309516e+02
1.063803269506095603e+04,2.482496560737549771e+02
1.063803271689647227e+04,2.482500940226857438e+02
1.063803273873198850e+04,2.482505320770608250e+02
1.063803276056750656e+04,2.482509702369177944e+02
1.063803278240302279e+04,2.482514085021846881e+02
1.063803280423853903e+04,2.482518468728990229e+02
1.063803282607405708e+04,2.482522853490984573e+02
1.063803284790957332e+04,2.482527239307109426e+02
1.063803286974509138e+04,2.482531626178105455e+02
1.063803289158060761e+04,2.482536014103253024e+02
1.063803291341612385e+04,2.482540403082928151e+02
1.063803293525164190e+04,2.482544793117506288e+02
1.063803295708715814e+04,2.482549184206266943e+02
1.063803297892267437e+04,2.482553576349587274e+02
1.063803300075819243e+04,2.482557969547842447e+02
1.063803302259370867e+04,2.482562363800310834e+02
1.063803304442922490e+04,2.482566759107370729e+02
1.063803306626474296e+04,2.482571155469397297e+02
1.063803308810025919e+04,2.482575552885668912e+02
1.063803310993577543e+04,2.482579951356562447e+02
1.063803313177129348e+04,2.482584350882454771e+02
1.063803315360680972e+04,2.482588751462623691e+02
1.063803317544232777e+04,2.482593153097812433e+02
1.063803319727784401e+04,2.482597555787298802e+02
1.063803321911336025e+04,2.482601959531459386e+02
1.063803324094887830e+04,2.482606364330671624e+02
1.063803326278439454e+04,2.482610770184212470e+02
1.063803328461991077e+04,2.482615177092459078e+02
1.063803330645542883e+04,2.482619585055789457e+02
1.063803332829094506e+04,2.482623994073479139e+02
1.063803335012646130e+04,2.482628404145906416e+02
1.063803337196197936e+04,2.482632815273448728e+02
1.063803339379749559e+04,2.482637227455382174e+02
1.063803341563301183e+04,2.482641640692084763e+02
1.063803343746852988e+04,2.482646054983933936e+02
1.063803345930404612e+04,2.482650470330205508e+02
1.063803348113956417e+04,2.482654886731644979e+02
1.063803350297508041e+04,2.482659304187527880e+02
1.063803352481059665e+04,2.482663722698231936e+02
1.063803354664611470e+04,2.482668142264135724e+02
1.063803356848163094e+04,2.482672562884513354e+02
1.063803359031714717e+04,2.482676984559743403e+02
1.063803361215266523e+04,2.482681407290206437e+02
1.063803363398818146e+04,2.482685831075173439e+02
1.063803365582369770e+04,2.482690255915024977e+02
1.063803367765921575e+04,2.482694681810139912e+02
1.063803369949473199e+04,2.482699108759791500e+02
1.063803372133024823e+04,2.482703536764358603e+02
1.063803374316576628e+04,2.482707965824220082e+02
1.063803376500128252e+04,2.482712395938649763e+02
1.063803378683680057e+04,2.482716827108395421e+02
1.063803380867231681e+04,2.482721259332728607e+02
1.063803383050783304e+04,2.482725692612031594e+02
1.063803385234335110e+04,2.482730126946680684e+02
1.063803387417886734e+04,2.482734562335949704e+02
1.063803389601438357e+04,2.482738998780218367e+02
1.063803391784990163e+04,2.482743436279866387e+02
1.063803393968541786e+04,2.482747874834164747e+02
1.063803396152093410e+04,2.482752314443494299e+02
1.063803398335645215e+04,2.482756755108234188e+02
1.063803400519196839e+04,2.482761196827656249e+02
1.063803402702748463e+04,2.482765639602141050e+02
1.063803404886300268e+04,2.482770083432068020e+02
1.063803407069851892e+04,2.482774528316707574e+02
1.063803409253403697e+04,2.482778974256811182e+02
