Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.062594821759266779e+04,6.978724093035093574e+02
1.062594823627046208e+04,6.978839637842417005e+02
1.062594825494825454e+04,6.978955162542425796e+02
1.062594827362604883e+04,6.979070667156923946e+02
1.062594829230384312e+04,6.979186151673962968e+02
1.062594831098163559e+04,6.979301616081602333e+02
1.062594832965942987e+04,6.979417060401635808e+02
1.062594834833722416e+04,6.979532484622121729e+02
1.062594836701501663e+04,6.979647888731122976e+02
1.062594838569281092e+04,6.979763272750421947e+02
1.062594840437060520e+04,6.979878636668083800e+02
1.062594842304839767e+04,6.979993980472181647e+02
1.062594844172619196e+04,6.980109304184483108e+02
1.062594846040398625e+04,6.980224607793061296e+02
1.062594847908178053e+04,6.980339891297214763e+02
1.062594849775957300e+04,6.980455154685030266e+02
1.062594851643736729e+04,6.980570397978259507e+02
1.062594853511516158e+04,6.980685621164981285e+02
1.062594855379295404e+04,6.980800824233283493e+02
1.062594857247074833e+04,6.980916007204907601e+02
1.062594859114854262e+04,6.981031170067940366e+02
1.062594860982633509e+04,6.981146312810474228e+02
1.062594862850412937e+04,6.981261435454240427e+02
1.062594864718192366e+04,6.981376537987329129e+02
1.062594866585971613e+04,6.981491620397840734e+02
1.062594868453751042e+04,6.981606682707496248e+02
1.062594870321530470e+04,6.981721724904393795e+02
1.062594872189309717e+04,6.981836746976636050e+02
1.062594874057089146e+04,6.981951748945934924e+02
1.062594875924868575e+04,6.982066730800391952e+02
1.062594877792647821e+04,6.982181692528118901e+02
1.062594879660427250e+04,6.982296634150814043e+02
1.062594881528206679e+04,6.982411555656588007e+02
1.062594883395985926e+04,6.982526457033558245e+02
1.062594885263765354e+04,6.982641338303410521e+02
1.062594887131544783e+04,6.982756199454262287e+02
1.062594888999324030e+04,6.982871040474235542e+02
1.062594890867103459e+04,6.982985861385005819e+02
1.062594892734882887e+04,6.983100662174697391e+02
1.062594894602662316e+04,6.983215442842615630e+02
1.062594896470441563e+04,6.983330203376892769e+02
1.062594898338220992e+04,6.983444943799191833e+02
1.062594900206000420e+04,6.983559664097639370e+02
1.062594902073779667e+04,6.983674364260375569e+02
1.062594903941559096e+04,6.983789044309048677e+02
1.062594905809338525e+04,6.983903704231796610e+02
1.062594907677117772e+04,6.984018344016762967e+02
1.062594909544897200e+04,6.984132963685588038e+02
1.062594911412676629e+04,6.984247563226409738e+02
1.062594913280455876e+04,6.984362142627381900e+02
1.062594915148235305e+04,6.984476701910130032e+02
1.062594917016014733e+04,6.984591241062804556e+02
1.062594918883793980e+04,6.984705760073561578e+02
1.062594920751573409e+04,6.984820258964016375e+02
1.062594922619352838e+04,6.984934737722320506e+02
1.062594924487132084e+04,6.985049196336643718e+02
1.062594926354911513e+04,6.985163634828584236e+02
1.062594928222690942e+04,6.985278053186308398e+02
1.062594930090470189e+04,6.985392451397981404e+02
1.062594931958249617e+04,6.985506829485196931e+02
1.062594933826029046e+04,6.985621187436122455e+02
1.062594935693808293e+04,6.985735525238935679e+02
1.062594937561587722e+04,6.985849842915214367e+02
1.062594939429367150e+04,6.985964140453135087e+02
1.062594941297146579e+04,6.986078417852006623e+02
1.062594943164925826e+04,6.986192675100012366e+02
1.062594945032705255e+04,6.986306912218720981e+02
1.062594946900484683e+04,6.986421129196312449e+02
1.062594948768263930e+04,6.986535326020976981e+02
1.062594950636043359e+04,6.986649502714269602e+02
1.062594952503822788e+04,6.986763659264378248e+02
1.062594954371602034e+04,6.986877795659501089e+02
1.062594956239381463e+04,6.986991911921178371e+02
1.062594958107160892e+04,6.987106008037607126e+02
1.062594959974940139e+04,6.987220083996988933e+02
1.062594961842719567e+04,6.987334139820854944e+02
1.062594963710498996e+04,6.987448175497407874e+02
1.062594965578278243e+04,6.987562191014856126e+02
1.062594967446057672e+04,6.987676186394716069e+02
1.062594969313837100e+04,6.987790161625200653e+02
1.062594971181616347e+04,6.987904116694523964e+02
1.062594973049395776e+04,6.988018051624191003e+02
1.062594974917175205e+04,6.988131966402418129e+02
1.062594976784954451e+04,6.988245861017427387e+02
1.062594978652733880e+04,6.988359735490714684e+02
1.062594980520513309e+04,6.988473589810500926e+02
1.062594982388292556e+04,6.988587423965011567e+02
1.062594984256071984e+04,6.988701237975734557e+02
1.062594986123851413e+04,6.988815031830896487e+02
1.062594987991630842e+04,6.988928805529807278e+02
1.062594989859410089e+04,6.989042559060708300e+02
1.062594991727189517e+04,6.989156292445065901e+02
1.062594993594968946e+04,6.989270005671116905e+02
1.062594995462748193e+04,6.989383698727101546e+02
1.062594997330527622e+04,6.989497371634480487e+02
1.062594999198307050e+04,6.989611024381493962e+02
1.062595001066086297e+04,6.989724656956391300e+02
1.062595002933865726e+04,6.989838269380618385e+02
1.062595004801645155e+04,6.989951861642425683e+02
1.062595006669424401e+04,6.990065433730063660e+02
1.062595008537203830e+04,6.990178985664972515e+02
1.062595010404983259e+04,6.990292517435401578e+02
1.062595012272762506e+04,6.990406029029614956e+02
1.062595014140541934e+04,6.990519520469035797e+02
1.062595016008321363e+04,6.990632991741927071e+02
1.062595017876100610e+04,6.990746442836550614e+02
1.062595019743880039e+04,6.990859873774325024e+02
1.062595021611659467e+04,6.990973284543512136e+02
1.062595023479438714e+04,6.991086675132388564e+02
1.062595025347218143e+04,6.991200045562354717e+02
1.062595027214997572e+04,6.991313395821682661e+02
1.062595029082776819e+04,6.991426725898652421e+02
1.062595030950556247e+04,6.991540035814655312e+02
1.062595032818335676e+04,6.991653325557967946e+02
1.062595034686115105e+04,6.991766595127908204e+02
1.062595036553894352e+04,6.991879844512766340e+02
1.062595038421673780e+04,6.991993073733913207e+02
1.062595040289453209e+04,6.992106282779636786e+02
1.062595042157232456e+04,6.992219471638233017e+02
1.062595044025011885e+04,6.992332640331065932e+02
1.062595045892791313e+04,6.992445788846428059e+02
1.062595047760570560e+04,6.992558917172618749e+02
1.062595049628349989e+04,6.992672025330992938e+02
1.062595051496129418e+04,6.992785113309847702e+02
1.062595053363908664e+04,6.992898181097490351e+02
1.062595055231688093e+04,6.993011228715262178e+02
1.062595057099467522e+04,6.993124256151469353e+02
1.062595058967246769e+04,6.993237263394424872e+02
1.062595060835026197e+04,6.993350250465458657e+02
1.062595062702805626e+04,6.993463217352880292e+02
1.062595064570584873e+04,6.993576164045013002e+02
1.062595066438364302e+04,6.993689090563170794e+02
1.062595068306143730e+04,6.993801996895674620e+02
1.062595070173922977e+04,6.993914883030849978e+02
1.062595072041702406e+04,6.994027748990002920e+02
1.062595073909481835e+04,6.994140594761455532e+02
1.062595075777261081e+04,6.994253420333544682e+02
1.062595077645040510e+04,6.994366225727562778e+02
1.062595079512819939e+04,6.994479010931839866e+02
1.062595081380599368e+04,6.994591775945697236e+02
1.062595083248378614e+04,6.994704520757474029e+02
1.062595085116158043e+04,6.994817245388451283e+02
1.062595086983937472e+04,6.994929949826964730e+02
1.062595088851716719e+04,6.995042634061367153e+02
1.062595090719496147e+04,6.995155298112921400e+02
1.062595092587275576e+04,6.995267941969976846e+02
1.062595094455054823e+04,6.995380565620881725e+02
1.062595096322834252e+04,6.995493169086897751e+02
1.062595098190613680e+04,6.995605752356374296e+02
1.062595100058392927e+04,6.995718315417670965e+02
1.062595101926172356e+04,6.995830858292033554e+02
1.062595103793951785e+04,6.995943380967818257e+02
1.062595105661731031e+04,6.996055883433393774e+02
1.062595107529510460e+04,6.996168365709991122e+02
1.062595109397289889e+04,6.996280827785975589e+02
1.062595111265069136e+04,6.996393269649719286e+02
1.062595113132848564e+04,6.996505691322445273e+02
1.062595115000627993e+04,6.996618092792523385e+02
1.062595116868407240e+04,6.996730474048330279e+02
1.062595118736186669e+04,6.996842835111079921e+02
1.062595120603966097e+04,6.996955175969146694e+02
1.062595122471745344e+04,6.997067496610916351e+02
1.062595124339524773e+04,6.997179797057588075e+02
1.062595126207304202e+04,6.997292077297544211e+02
1.062595128075083630e+04,6.997404337330108319e+02
1.062595129942862877e+04,6.997516577143672976e+02
1.062595131810642306e+04,6.997628796759421448e+02
1.062595133678421735e+04,6.997740996165747447e+02
1.062595135546200981e+04,6.997853175351046957e+02
1.062595137413980410e+04,6.997965334336496426e+02
1.062595139281759839e+04,6.998077473110490700e+02
1.062595141149539086e+04,6.998189591661434861e+02
1.062595143017318514e+04,6.998301690010492848e+02
1.062595144885097943e+04,6.998413768146067468e+02
1.062595146752877190e+04,6.998525826056569485e+02
1.062595148620656619e+04,6.998637863763150335e+02
1.062595150488436047e+04,6.998749881254218508e+02
1.062595152356215294e+04,6.998861878518192725e+02
1.062595154223994723e+04,6.998973855576213055e+02
1.062595156091774152e+04,6.999085812416693670e+02
1.062595157959553399e+04,6.999197749028058979e+02
1.062595159827332827e+04,6.999309665431437679e+02
1.062595161695112256e+04,6.999421561615249630e+02
1.062595163562891503e+04,6.999533437567927194e+02
1.062595165430670932e+04,6.999645293310587704e+02
1.062595167298450360e+04,6.999757128831657838e+02
1.062595169166229607e+04,6.999868944119574508e+02
1.062595171034009036e+04,6.999980739195441402e+02
1.062595172901788465e+04,7.000092514047695431e+02
1.062595174769567893e+04,7.000204268675661297e+02
1.062595176637347140e+04,7.000316003067785005e+02
1.062595178505126569e+04,7.000427717245154327e+02
1.062595180372905998e+04,7.000539411196212995e+02
1.062595182240685244e+04,7.000651084909411566e+02
1.062595184108464673e+04,7.000762738405829850e+02
1.062595185976244102e+04,7.000874371673917267e+02
1.062595187844023349e+04,7.000985984702130054e+02
1.062595189711802777e+04,7.001097577511534382e+02
1.062595191579582206e+04,7.001209150090587627e+02
1.062595193447361453e+04,7.001320702427751712e+02
1.062595195315140882e+04,7.001432234544083713e+02
1.062595197182920310e+04,7.001543746428045552e+02
1.062595199050699557e+04,7.001655238068104836e+02
1.062595200918478986e+04,7.001766709485307274e+02
1.062595202786258415e+04,7.001878160668121609e+02
1.062595204654037661e+04,7.001989591605022270e+02
1.062595206521817090e+04,7.002101002317044731e+02
1.062595208389596519e+04,7.002212392792658875e+02
1.062595210257375766e+04,7.002323763020351635e+02
1.062595212125155194e+04,7.002435113021141433e+02
1.062595213992934623e+04,7.002546442783509519e+02
1.062595215860713870e+04,7.002657752295945102e+02
1.062595217728493299e+04,7.002769041579456371e+02
1.062595219596272727e+04,7.002880310622533671e+02
1.062595221464052156e+04,7.002991559424502839e+02
1.062595223331831403e+04,7.003102787973861041e+02
1.062595225199610832e+04,7.003213996291602825e+02
1.062595227067390260e+04,7.003325184366224221e+02
1.062595228935169507e+04,7.003436352186229215e+02
1.062595230802948936e+04,7.003547499772598712e+02
1.062595232670728365e+04,7.003658627113836701e+02
1.062595234538507611e+04,7.003769734198450578e+02
1.062595236406287040e+04,7.003880821047413292e+02
1.062595238274066469e+04,7.003991887649231103e+02
1.062595240141845716e+04,7.004102933992422777e+02
1.062595242009625144e+04,7.004213960097945346e+02
1.062595243877404573e+04,7.004324965954315303e+02
1.062595245745183820e+04,7.004435951550052550e+02
1.062595247612963249e+04,7.004546916906107299e+02
1.062595249480742677e+04,7.004657862010999452e+02
1.062595251348521924e+04,7.004768786853258007e+02
1.062595253216301353e+04,7.004879691453819532e+02
1.062595255084080782e+04,7.004990575801210753e+02
1.062595256951860028e+04,7.005101439883967487e+02
1.062595258819639457e+04,7.005212283723013797e+02
1.062595260687418886e+04,7.005323107306883230e+02
1.062595262555198133e+04,7.005433910624117289e+02
1.062595264422977561e+04,7.005544693695628666e+02
1.062595266290756990e+04,7.005655456509958867e+02
1.062595268158536419e+04,7.005766199066438276e+02
1.062595270026315666e+04,7.005876921353616353e+02
1.062595271894095094e+04,7.005987623392393289e+02
1.062595273761874523e+04,7.006098305171313996e+02
1.062595275629653770e+04,7.006208966678937031e+02
1.062595277497433199e+04,7.006319607936147804e+02
1.062595279365212627e+04,7.006430228931502597e+02
1.062595281232991874e+04,7.006540829653559967e+02
1.062595283100771303e+04,7.006651410123198502e+02
1.062595284968550732e+04,7.006761970328977895e+02
1.062595286836329979e+04,7.006872510259466935e+02
1.062595288704109407e+04,7.006983029935529430e+02
1.062595290571888836e+04,7.007093529345730758e+02
1.062595292439668083e+04,7.007204008478646529e+02
1.062595294307447512e+04,7.007314467355130319e+02
1.062595296175226940e+04,7.007424905963754327e+02
1.062595298043006187e+04,7.007535324293099848e+02
1.062595299910785616e+04,7.007645722364007952e+02
1.062595301778565045e+04,7.007756100165057660e+02
1.062595303646344291e+04,7.007866457684835950e+02
1.062595305514123720e+04,7.007976794944172525e+02
1.062595307381903149e+04,7.008087111931656636e+02
1.062595309249682396e+04,7.008197408635875263e+02
1.062595311117461824e+04,7.008307685077652422e+02
1.062595312985241253e+04,7.008417941245576230e+02
1.062595314853020682e+04,7.008528177138982755e+02
1.062595316720799929e+04,7.008638392746474892e+02
1.062595318588579357e+04,7.008748588088853921e+02
1.062595320456358786e+04,7.008858763154721601e+02
1.062595322324138033e+04,7.008968917932685372e+02
1.062595324191917462e+04,7.009079052443536284e+02
1.062595326059696890e+04,7.009189166675881779e+02
1.062595327927476137e+04,7.009299260618337257e+02
1.062595329795255566e+04,7.009409334291678988e+02
1.062595331663034995e+04,7.009519387684524645e+02
1.062595333530814241e+04,7.009629420785491902e+02
1.062595335398593670e+04,7.009739433615349071e+02
1.062595337266373099e+04,7.009849426162717236e+02
1.062595339134152346e+04,7.009959398416223166e+02
1.062595341001931774e+04,7.010069350396621530e+02
1.062595342869711203e+04,7.010179282092541371e+02
1.062595344737490450e+04,7.010289193492612867e+02
1.062595346605269879e+04,7.010399084617582730e+02
1.062595348473049307e+04,7.010508955456082276e+02
1.062595350340828554e+04,7.010618805996753053e+02
1.062595352208607983e+04,7.010728636260328130e+02
1.062595354076387412e+04,7.010838446235443371e+02
1.062595355944166658e+04,7.010948235910747144e+02
1.062595357811946087e+04,7.011058005306961149e+02
1.062595359679725516e+04,7.011167754412731483e+02
1.062595361547504945e+04,7.011277483227393077e+02
1.062595363415284191e+04,7.011387191739602258e+02
