Time (BJD_TBD - 2450000), F_star + F_b (mJy)
1.027292596064833924e+04,3.448738007409658746e+00
1.027292604692779969e+04,3.448737562802784318e+00
1.027292613320726196e+04,3.448737118223640596e+00
1.027292621948672240e+04,3.448736673672303521e+00
1.027292630576618467e+04,3.448736229148811727e+00
1.027292639204564512e+04,3.448735784653240710e+00
1.027292647832510738e+04,3.448735340185629106e+00
1.027292656460456783e+04,3.448734895746052853e+00
1.027292665088403010e+04,3.448734451334551476e+00
1.027292673716349054e+04,3.448734006951199138e+00
1.027292682344295281e+04,3.448733562596035362e+00
1.027292690972241326e+04,3.448733118269135645e+00
1.027292699600187370e+04,3.448732673970548390e+00
1.027292708228133597e+04,3.448732229700321117e+00
1.027292716856079642e+04,3.448731785458530208e+00
1.027292725484025868e+04,3.448731341245212967e+00
1.027292734111971913e+04,3.448730897060446221e+00
1.027292742739918140e+04,3.448730452904268606e+00
1.027292751367864184e+04,3.448730008776755618e+00
1.027292759995810411e+04,3.448729564677945003e+00
1.027292768623756456e+04,3.448729120607914034e+00
1.027292777251702682e+04,3.448728676566700457e+00
1.027292785879648727e+04,3.448728232554380213e+00
1.027292794507594954e+04,3.448727788570991493e+00
1.027292803135540998e+04,3.448727344616610679e+00
1.027292811763487043e+04,3.448726900691285291e+00
1.027292820391433270e+04,3.448726456795063289e+00
1.027292829019379315e+04,3.448726012928020168e+00
1.027292837647325541e+04,3.448725569090194565e+00
1.027292846275271586e+04,3.448725125281662418e+00
1.027292854903217813e+04,3.448724681502461920e+00
1.027292863531163857e+04,3.448724237752669897e+00
1.027292872159110084e+04,3.448723794032323209e+00
1.027292880787056129e+04,3.448723350341498239e+00
1.027292889415002355e+04,3.448722906680234512e+00
1.027292898042948400e+04,3.448722463048606190e+00
1.027292906670894445e+04,3.448722019446662568e+00
1.027292915298840671e+04,3.448721575874449385e+00
1.027292923926786716e+04,3.448721132332044359e+00
1.027292932554732943e+04,3.448720688819485236e+00
1.027292941182678987e+04,3.448720245336847512e+00
1.027292949810625214e+04,3.448719801884169822e+00
1.027292958438571259e+04,3.448719358461528550e+00
1.027292967066517485e+04,3.448718915068961444e+00
1.027292975694463530e+04,3.448718471706544442e+00
1.027292984322409757e+04,3.448718028374314848e+00
1.027292992950355801e+04,3.448717585072350822e+00
1.027293001578302028e+04,3.448717141800687891e+00
1.027293010206248073e+04,3.448716698559404215e+00
1.027293018834194118e+04,3.448716255348546866e+00
1.027293027462140344e+04,3.448715812168162920e+00
1.027293036090086389e+04,3.448715369018327870e+00
1.027293044718032615e+04,3.448714925899081241e+00
1.027293053345978660e+04,3.448714482810498083e+00
1.027293061973924887e+04,3.448714039752616589e+00
1.027293070601870932e+04,3.448713596725513142e+00
1.027293079229817158e+04,3.448713153729225045e+00
1.027293087857763203e+04,3.448712710763830014e+00
1.027293096485709430e+04,3.448712267829364020e+00
1.027293105113655474e+04,3.448711824925903890e+00
1.027293113741601519e+04,3.448711382053497587e+00
1.027293122369547746e+04,3.448710939212191740e+00
1.027293130997493790e+04,3.448710496402063619e+00
1.027293139625440017e+04,3.448710053623150085e+00
1.027293148253386062e+04,3.448709610875527520e+00
1.027293156881332288e+04,3.448709168159234117e+00
1.027293165509278333e+04,3.448708725474345815e+00
1.027293174137224560e+04,3.448708282820899473e+00
1.027293182765170604e+04,3.448707840198973251e+00
1.027293191393116831e+04,3.448707397608604008e+00
1.027293200021062876e+04,3.448706955049866796e+00
1.027293208649008920e+04,3.448706512522810907e+00
1.027293217276955147e+04,3.448706070027482085e+00
1.027293225904901192e+04,3.448705627563958043e+00
1.027293234532847418e+04,3.448705185132274753e+00
1.027293243160793463e+04,3.448704742732510375e+00
1.027293251788739690e+04,3.448704300364700881e+00
1.027293260416685735e+04,3.448703858028923541e+00
1.027293269044631961e+04,3.448703415725215216e+00
1.027293277672578006e+04,3.448702973453652731e+00
1.027293286300524233e+04,3.448702531214273836e+00
1.027293294928470277e+04,3.448702089007154470e+00
1.027293303556416504e+04,3.448701646832331935e+00
1.027293312184362549e+04,3.448701204689883060e+00
1.027293320812308593e+04,3.448700762579855361e+00
1.027293329440254820e+04,3.448700320502295025e+00
1.027293338068200865e+04,3.448699878457278878e+00
1.027293346696147091e+04,3.448699436444845112e+00
1.027293355324093136e+04,3.448698994465068335e+00
1.027293363952039363e+04,3.448698552517988070e+00
1.027293372579985407e+04,3.448698110603679812e+00
1.027293381207931634e+04,3.448697668722180421e+00
1.027293389835877679e+04,3.448697226873566279e+00
1.027293398463823905e+04,3.448696785057876024e+00
1.027293407091769950e+04,3.448696343275184262e+00
1.027293415719715995e+04,3.448695901525539398e+00
1.027293424347662221e+04,3.448695459808988506e+00
1.027293432975608266e+04,3.448695018125607525e+00
1.027293441603554493e+04,3.448694576475434204e+00
1.027293450231500537e+04,3.448694134858544036e+00
1.027293458859446764e+04,3.448693693274975214e+00
1.027293467487392809e+04,3.448693251724804121e+00
1.027293476115339035e+04,3.448692810208068060e+00
1.027293484743285080e+04,3.448692368724842527e+00
1.027293493371231307e+04,3.448691927275165714e+00
1.027293501999177352e+04,3.448691485859113559e+00
1.027293510627123396e+04,3.448691044476733580e+00
1.027293519255069623e+04,3.448690603128072851e+00
1.027293527883015668e+04,3.448690161813206423e+00
1.027293536510961894e+04,3.448689720532173819e+00
1.027293545138907939e+04,3.448689279285049203e+00
1.027293553766854166e+04,3.448688838071872098e+00
1.027293562394800210e+04,3.448688396892716224e+00
1.027293571022746437e+04,3.448687955747620659e+00
1.027293579650692482e+04,3.448687514636660900e+00
1.027293588278638708e+04,3.448687073559874694e+00
1.027293596906584753e+04,3.448686632517338424e+00
1.027293605534530980e+04,3.448686191509088950e+00
1.027293614162477024e+04,3.448685750535202654e+00
1.027293622790423069e+04,3.448685309595726611e+00
1.027293631418369296e+04,3.448684868690708338e+00
1.027293640046315340e+04,3.448684427820222886e+00
1.027293648674261567e+04,3.448683986984308447e+00
1.027293657302207612e+04,3.448683546183040960e+00
1.027293665930153838e+04,3.448683105416458172e+00
1.027293674558099883e+04,3.448682664684635135e+00
1.027293683186046110e+04,3.448682223987610929e+00
1.027293691813992154e+04,3.448681783325460160e+00
1.027293700441938381e+04,3.448681342698221020e+00
1.027293709069884426e+04,3.448680902105969004e+00
1.027293717697830471e+04,3.448680461548750742e+00
1.027293726325776697e+04,3.448680021026615528e+00
1.027293734953722742e+04,3.448679580539636635e+00
1.027293743581668969e+04,3.448679140087853146e+00
1.027293752209615013e+04,3.448678699671340997e+00
1.027293760837561240e+04,3.448678259290136605e+00
1.027293769465507285e+04,3.448677818944317242e+00
1.027293778093453511e+04,3.448677378633918877e+00
1.027293786721399556e+04,3.448676938359017896e+00
1.027293795349345783e+04,3.448676498119652933e+00
1.027293803977291827e+04,3.448676057915898152e+00
1.027293812605238054e+04,3.448675617747793076e+00
1.027293821233184099e+04,3.448675177615410981e+00
1.027293829861130143e+04,3.448674737518800715e+00
1.027293838489076370e+04,3.448674297458009352e+00
1.027293847117022415e+04,3.448673857433111944e+00
1.027293855744968641e+04,3.448673417444146683e+00
1.027293864372914686e+04,3.448672977491188618e+00
1.027293873000860913e+04,3.448672537574276387e+00
1.027293881628806957e+04,3.448672097693483707e+00
1.027293890256753184e+04,3.448671657848850991e+00
1.027293898884699229e+04,3.448671218040451070e+00
1.027293907512645455e+04,3.448670778268323467e+00
1.027293916140591500e+04,3.448670338532542790e+00
1.027293924768537545e+04,3.448669898833156555e+00
1.027293933396483772e+04,3.448669459170211837e+00
1.027293942024429816e+04,3.448669019543784575e+00
1.027293950652376043e+04,3.448668579953911628e+00
1.027293959280322088e+04,3.448668140400669380e+00
1.027293967908268314e+04,3.448667700884095133e+00
1.027293976536214359e+04,3.448667261404263495e+00
1.027293985164160586e+04,3.448666821961213547e+00
1.027293993792106630e+04,3.448666382555020338e+00
1.027294002420052857e+04,3.448665943185720728e+00
1.027294011047998902e+04,3.448665503853391101e+00
1.027294019675944946e+04,3.448665064558078086e+00
1.027294028303891173e+04,3.448664625299830089e+00
1.027294036931837218e+04,3.448664186078720384e+00
1.027294045559783444e+04,3.448663746894787607e+00
1.027294054187729489e+04,3.448663307748108142e+00
1.027294062815675716e+04,3.448662868638717960e+00
