Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.880038437500130385e+03,2.558932117608486934e+00
9.880038456059855889e+03,2.558932131509343844e+00
9.880038474619583212e+03,2.558932145408631342e+00
9.880038493179308716e+03,2.558932159306346765e+00
9.880038511739036039e+03,2.558932173202491889e+00
9.880038530298761543e+03,2.558932187097064492e+00
9.880038548858488866e+03,2.558932200990067685e+00
9.880038567418214370e+03,2.558932214881498357e+00
9.880038585977941693e+03,2.558932228771359618e+00
9.880038604537667197e+03,2.558932242659647471e+00
9.880038623097394520e+03,2.558932256546365913e+00
9.880038641657120024e+03,2.558932270431510947e+00
9.880038660216847347e+03,2.558932284315087013e+00
9.880038678776572851e+03,2.558932298197090116e+00
9.880038697336298355e+03,2.558932312077521587e+00
9.880038715896025678e+03,2.558932325956382758e+00
9.880038734455751182e+03,2.558932339833671410e+00
9.880038753015478505e+03,2.558932353709389762e+00
9.880038771575204009e+03,2.558932367583535594e+00
9.880038790134931332e+03,2.558932381456111127e+00
9.880038808694656836e+03,2.558932395327113696e+00
9.880038827254384159e+03,2.558932409196545521e+00
9.880038845814109663e+03,2.558932423064404826e+00
9.880038864373836986e+03,2.558932436930693388e+00
9.880038882933562491e+03,2.558932450795409874e+00
9.880038901493289814e+03,2.558932464658554728e+00
9.880038920053015318e+03,2.558932478520127063e+00
9.880038938612740822e+03,2.558932492380127766e+00
9.880038957172468145e+03,2.558932506238557725e+00
9.880038975732193649e+03,2.558932520095414276e+00
9.880038994291920972e+03,2.558932533950700527e+00
9.880039012851646476e+03,2.558932547804413371e+00
9.880039031411373799e+03,2.558932561656555471e+00
9.880039049971099303e+03,2.558932575507124163e+00
9.880039068530826626e+03,2.558932589356122556e+00
9.880039087090552130e+03,2.558932603203547540e+00
9.880039105650279453e+03,2.558932617049401781e+00
9.880039124210004957e+03,2.558932630893682170e+00
9.880039142769732280e+03,2.558932644736391815e+00
9.880039161329457784e+03,2.558932658577528052e+00
9.880039179889183288e+03,2.558932672417092213e+00
9.880039198448910611e+03,2.558932686255084743e+00
9.880039217008636115e+03,2.558932700091504309e+00
9.880039235568363438e+03,2.558932713926352687e+00
9.880039254128088942e+03,2.558932727759627657e+00
9.880039272687816265e+03,2.558932741591330995e+00
9.880039291247541769e+03,2.558932755421460925e+00
9.880039309807269092e+03,2.558932769250019668e+00
9.880039328366994596e+03,2.558932783077004558e+00
9.880039346926721919e+03,2.558932796902418261e+00
9.880039365486447423e+03,2.558932810726258555e+00
9.880039384046174746e+03,2.558932824548527218e+00
9.880039402605900250e+03,2.558932838369221585e+00
9.880039421165625754e+03,2.558932852188343876e+00
9.880039439725353077e+03,2.558932866005894535e+00
9.880039458285078581e+03,2.558932879821871342e+00
9.880039476844805904e+03,2.558932893636276518e+00
9.880039495404531408e+03,2.558932907449107397e+00
9.880039513964258731e+03,2.558932921260367532e+00
9.880039532523984235e+03,2.558932935070052928e+00
9.880039551083711558e+03,2.558932948878166691e+00
9.880039569643437062e+03,2.558932962684706158e+00
9.880039588203164385e+03,2.558932976489674438e+00
9.880039606762889889e+03,2.558932990293068421e+00
9.880039625322617212e+03,2.558933004094890329e+00
9.880039643882342716e+03,2.558933017895138384e+00
9.880039662442068220e+03,2.558933031693812588e+00
9.880039681001795543e+03,2.558933045490915603e+00
9.880039699561521047e+03,2.558933059286444767e+00
9.880039718121248370e+03,2.558933073080400966e+00
9.880039736680973874e+03,2.558933086872783313e+00
9.880039755240701197e+03,2.558933100663593585e+00
9.880039773800426701e+03,2.558933114452829116e+00
9.880039792360154024e+03,2.558933128240492572e+00
9.880039810919879528e+03,2.558933142026582175e+00
9.880039829479606851e+03,2.558933155811099258e+00
9.880039848039332355e+03,2.558933169594041157e+00
9.880039866599059678e+03,2.558933183375410980e+00
9.880039885158785182e+03,2.558933197155206951e+00
9.880039903718510686e+03,2.558933210933428626e+00
9.880039922278238009e+03,2.558933224710078225e+00
9.880039940837963513e+03,2.558933238485153971e+00
9.880039959397690836e+03,2.558933252258656310e+00
9.880039977957416340e+03,2.558933266030583908e+00
9.880039996517143663e+03,2.558933279800939431e+00
9.880040015076869167e+03,2.558933293569719769e+00
9.880040033636596490e+03,2.558933307336927587e+00
9.880040052196321994e+03,2.558933321102561109e+00
9.880040070756049317e+03,2.558933334866621667e+00
9.880040089315774821e+03,2.558933348629107041e+00
9.880040107875502144e+03,2.558933362390019450e+00
9.880040126435227648e+03,2.558933376149357564e+00
9.880040144994953152e+03,2.558933389907121381e+00
9.880040163554680475e+03,2.558933403663312678e+00
9.880040182114405980e+03,2.558933417417928347e+00
9.880040200674133303e+03,2.558933431170971495e+00
9.880040219233858807e+03,2.558933444922439460e+00
9.880040237793586130e+03,2.558933458672334904e+00
9.880040256353311634e+03,2.558933472420654720e+00
9.880040274913038957e+03,2.558933486167401572e+00
9.880040293472764461e+03,2.558933499912573684e+00
9.880040312032491784e+03,2.558933513656171499e+00
9.880040330592217288e+03,2.558933527398195018e+00
9.880040349151944611e+03,2.558933541138645573e+00
9.880040367711670115e+03,2.558933554877520056e+00
9.880040386271395619e+03,2.558933568614820686e+00
9.880040404831122942e+03,2.558933582350547908e+00
9.880040423390848446e+03,2.558933596084699502e+00
9.880040441950575769e+03,2.558933609817277688e+00
9.880040460510301273e+03,2.558933623548280245e+00
9.880040479070028596e+03,2.558933637277709838e+00
9.880040497629754100e+03,2.558933651005563803e+00
9.880040516189481423e+03,2.558933664731844360e+00
9.880040534749206927e+03,2.558933678456549288e+00
9.880040553308934250e+03,2.558933692179680364e+00
9.880040571868659754e+03,2.558933705901236255e+00
9.880040590428387077e+03,2.558933719621217850e+00
9.880040608988112581e+03,2.558933733339624261e+00
9.880040627547838085e+03,2.558933747056455932e+00
9.880040646107565408e+03,2.558933760771713750e+00
9.880040664667290912e+03,2.558933774485395496e+00
9.880040683227018235e+03,2.558933788197503834e+00
9.880040701786743739e+03,2.558933801908036099e+00
9.880040720346471062e+03,2.558933815616994512e+00
9.880040738906196566e+03,2.558933829324376852e+00
9.880040757465923889e+03,2.558933843030185784e+00
9.880040776025649393e+03,2.558933856734418644e+00
9.880040794585376716e+03,2.558933870437076763e+00
9.880040813145102220e+03,2.558933884138159254e+00
9.880040831704829543e+03,2.558933897837668336e+00
9.880040850264555047e+03,2.558933911535600014e+00
9.880040868824280551e+03,2.558933925231957396e+00
9.880040887384007874e+03,2.558933938926740925e+00
9.880040905943733378e+03,2.558933952619947494e+00
9.880040924503460701e+03,2.558933966311580210e+00
9.880040943063186205e+03,2.558933980001636854e+00
