Time (BJD_TBD - 2450000), F_star + F_e (mJy)
1.014846018518507481e+04,2.739265931863087200e+00
1.014846020605984813e+04,2.739265929327513227e+00
1.014846022693461964e+04,2.739265926792033401e+00
1.014846024780939297e+04,2.739265924256648166e+00
1.014846026868416629e+04,2.739265921721357522e+00
1.014846028955893780e+04,2.739265919186161913e+00
1.014846031043371113e+04,2.739265916651060451e+00
1.014846033130848264e+04,2.739265914116053580e+00
1.014846035218325596e+04,2.739265911581141300e+00
1.014846037305802929e+04,2.739265909046323166e+00
1.014846039393280080e+04,2.739265906511600068e+00
1.014846041480757413e+04,2.739265903976971117e+00
1.014846043568234745e+04,2.739265901442437201e+00
1.014846045655711896e+04,2.739265898907997432e+00
1.014846047743189229e+04,2.739265896373652254e+00
1.014846049830666561e+04,2.739265893839401667e+00
1.014846051918143712e+04,2.739265891305245670e+00
1.014846054005621045e+04,2.739265888771184265e+00
1.014846056093098196e+04,2.739265886237217451e+00
1.014846058180575528e+04,2.739265883703344784e+00
1.014846060268052861e+04,2.739265881169567152e+00
1.014846062355530012e+04,2.739265878635884111e+00
1.014846064443007344e+04,2.739265876102295216e+00
1.014846066530484677e+04,2.739265873568800913e+00
1.014846068617961828e+04,2.739265871035401645e+00
1.014846070705439161e+04,2.739265868502096080e+00
1.014846072792916493e+04,2.739265865968885549e+00
1.014846074880393644e+04,2.739265863435770054e+00
1.014846076967870977e+04,2.739265860902748706e+00
1.014846079055348127e+04,2.739265858369822393e+00
1.014846081142825460e+04,2.739265855836989783e+00
1.014846083230302793e+04,2.739265853304252207e+00
1.014846085317779944e+04,2.739265850771609223e+00
1.014846087405257276e+04,2.739265848239060830e+00
1.014846089492734609e+04,2.739265845706607028e+00
1.014846091580211760e+04,2.739265843174247372e+00
1.014846093667689092e+04,2.739265840641982752e+00
1.014846095755166243e+04,2.739265838109812723e+00
1.014846097842643576e+04,2.739265835577736841e+00
1.014846099930120909e+04,2.739265833045755993e+00
1.014846102017598059e+04,2.739265830513869737e+00
1.014846104105075392e+04,2.739265827982077628e+00
1.014846106192552725e+04,2.739265825450380110e+00
1.014846108280029875e+04,2.739265822918777626e+00
1.014846110367507208e+04,2.739265820387269290e+00
1.014846112454984541e+04,2.739265817855855989e+00
1.014846114542461692e+04,2.739265815324536835e+00
1.014846116629939024e+04,2.739265812793312271e+00
1.014846118717416175e+04,2.739265810262182743e+00
1.014846120804893508e+04,2.739265807731147806e+00
1.014846122892370840e+04,2.739265805200206572e+00
1.014846124979847991e+04,2.739265802669360816e+00
1.014846127067325324e+04,2.739265800138609208e+00
1.014846129154802657e+04,2.739265797607952635e+00
1.014846131242279807e+04,2.739265795077390653e+00
1.014846133329757140e+04,2.739265792546922373e+00
1.014846135417234473e+04,2.739265790016549573e+00
1.014846137504711623e+04,2.739265787486270920e+00
1.014846139592188956e+04,2.739265784956087302e+00
1.014846141679666107e+04,2.739265782425998275e+00
1.014846143767143440e+04,2.739265779896003394e+00
1.014846145854620772e+04,2.739265777366103549e+00
1.014846147942097923e+04,2.739265774836297851e+00
1.014846150029575256e+04,2.739265772306587188e+00
1.014846152117052588e+04,2.739265769776970672e+00
1.014846154204529739e+04,2.739265767247449634e+00
1.014846156292007072e+04,2.739265764718022300e+00
1.014846158379484405e+04,2.739265762188689557e+00
1.014846160466961555e+04,2.739265759659452293e+00
1.014846162554438888e+04,2.739265757130308732e+00
1.014846164641916039e+04,2.739265754601260650e+00
1.014846166729393371e+04,2.739265752072306270e+00
1.014846168816870704e+04,2.739265749543447370e+00
1.014846170904347855e+04,2.739265747014682173e+00
1.014846172991825188e+04,2.739265744486012011e+00
1.014846175079302520e+04,2.739265741957436440e+00
1.014846177166779671e+04,2.739265739428955904e+00
1.014846179254257004e+04,2.739265736900569514e+00
1.014846181341734336e+04,2.739265734372277716e+00
1.014846183429211487e+04,2.739265731844080953e+00
1.014846185516688820e+04,2.739265729315978781e+00
1.014846187604165971e+04,2.739265726787971200e+00
1.014846189691643303e+04,2.739265724260057766e+00
1.014846191779120636e+04,2.739265721732238923e+00
1.014846193866597787e+04,2.739265719204515559e+00
1.014846195954075120e+04,2.739265716676885898e+00
1.014846198041552452e+04,2.739265714149351716e+00
1.014846200129029603e+04,2.739265711621912125e+00
1.014846202216506936e+04,2.739265709094565793e+00
1.014846204303984086e+04,2.739265706567315384e+00
1.014846206391461419e+04,2.739265704040159566e+00
1.014846208478938752e+04,2.739265701513097895e+00
1.014846210566415903e+04,2.739265698986131703e+00
1.014846212653893235e+04,2.739265696459259658e+00
1.014846214741370568e+04,2.739265693932481760e+00
1.014846216828847719e+04,2.739265691405798453e+00
1.014846218916325051e+04,2.739265688879210625e+00
1.014846221003802384e+04,2.739265686352716944e+00
1.014846223091279535e+04,2.739265683826318298e+00
1.014846225178756868e+04,2.739265681300013799e+00
1.014846227266234018e+04,2.739265678773804780e+00
1.014846229353711351e+04,2.739265676247689019e+00
1.014846231441188684e+04,2.739265673721669181e+00
1.014846233528665834e+04,2.739265671195743490e+00
1.014846235616143167e+04,2.739265668669912390e+00
1.014846237703620500e+04,2.739265666144175881e+00
1.014846239791097651e+04,2.739265663618534408e+00
1.014846241878574983e+04,2.739265661092987525e+00
1.014846243966052316e+04,2.739265658567534789e+00
1.014846246053529467e+04,2.739265656042177532e+00
1.014846248141006799e+04,2.739265653516913979e+00
1.014846250228483950e+04,2.739265650991745460e+00
1.014846252315961283e+04,2.739265648466671976e+00
1.014846254403438616e+04,2.739265645941692640e+00
1.014846256490915766e+04,2.739265643416808338e+00
1.014846258578393099e+04,2.739265640892018627e+00
1.014846260665870432e+04,2.739265638367323508e+00
1.014846262753347582e+04,2.739265635842722979e+00
1.014846264840824915e+04,2.739265633318217485e+00
1.014846266928302248e+04,2.739265630793806139e+00
1.014846269015779399e+04,2.739265628269489827e+00
1.014846271103256731e+04,2.739265625745267663e+00
1.014846273190733882e+04,2.739265623221140977e+00
1.014846275278211215e+04,2.739265620697108883e+00
1.014846277365688547e+04,2.739265618173170935e+00
1.014846279453165698e+04,2.739265615649327579e+00
1.014846281540643031e+04,2.739265613125579257e+00
1.014846283628120364e+04,2.739265610601925971e+00
1.014846285715597514e+04,2.739265608078366832e+00
1.014846287803074847e+04,2.739265605554902727e+00
1.014846289890552180e+04,2.739265603031532770e+00
1.014846291978029330e+04,2.739265600508257847e+00
1.014846294065506663e+04,2.739265597985077516e+00
1.014846296152983814e+04,2.739265595461992220e+00
1.014846298240461147e+04,2.739265592939001515e+00
1.014846300327938479e+04,2.739265590416105400e+00
1.014846302415415630e+04,2.739265587893303877e+00
1.014846304502892963e+04,2.739265585370596945e+00
1.014846306590370295e+04,2.739265582847985048e+00
1.014846308677847446e+04,2.739265580325467297e+00
1.014846310765324779e+04,2.739265577803045026e+00
1.014846312852802112e+04,2.739265575280716014e+00
1.014846314940279262e+04,2.739265572758482925e+00
1.014846317027756595e+04,2.739265570236344871e+00
1.014846319115233746e+04,2.739265567714300964e+00
1.014846321202711079e+04,2.739265565192351648e+00
1.014846323290188411e+04,2.739265562670496923e+00
1.014846325377665562e+04,2.739265560148736789e+00
1.014846327465142895e+04,2.739265557627071690e+00
1.014846329552620227e+04,2.739265555105501626e+00
1.014846331640097378e+04,2.739265552584025709e+00
1.014846333727574711e+04,2.739265550062644827e+00
1.014846335815051862e+04,2.739265547541358536e+00
1.014846337902529194e+04,2.739265545020166837e+00
1.014846339990006527e+04,2.739265542499069728e+00
1.014846342077483678e+04,2.739265539978067654e+00
1.014846344164961010e+04,2.739265537457160615e+00
1.014846346252438343e+04,2.739265534936347724e+00
1.014846348339915494e+04,2.739265532415629423e+00
1.014846350427392827e+04,2.739265529895006157e+00
1.014846352514870159e+04,2.739265527374477482e+00
1.014846354602347310e+04,2.739265524854044287e+00
1.014846356689824643e+04,2.739265522333704794e+00
1.014846358777301793e+04,2.739265519813460781e+00
1.014846360864779126e+04,2.739265517293310914e+00
1.014846362952256459e+04,2.739265514773255639e+00
1.014846365039733610e+04,2.739265512253295398e+00
1.014846367127210942e+04,2.739265509733430193e+00
1.014846369214688275e+04,2.739265507213659134e+00
1.014846371302165426e+04,2.739265504693983111e+00
1.014846373389642758e+04,2.739265502174401679e+00
1.014846375477120091e+04,2.739265499654915281e+00
1.014846377564597242e+04,2.739265497135523475e+00
1.014846379652074575e+04,2.739265494616226260e+00
1.014846381739551725e+04,2.739265492097023635e+00
1.014846383827029058e+04,2.739265489577916490e+00
1.014846385914506391e+04,2.739265487058903048e+00
1.014846388001983541e+04,2.739265484539985085e+00
1.014846390089460874e+04,2.739265482021161269e+00
1.014846392176938207e+04,2.739265479502432932e+00
1.014846394264415358e+04,2.739265476983798742e+00
1.014846396351892690e+04,2.739265474465260031e+00
1.014846398439370023e+04,2.739265471946815023e+00
1.014846400526847174e+04,2.739265469428465494e+00
1.014846402614324506e+04,2.739265466910210556e+00
1.014846404701801657e+04,2.739265464392050209e+00
1.014846406789278990e+04,2.739265461873984453e+00
1.014846408876756323e+04,2.739265459356014176e+00
1.014846410964233473e+04,2.739265456838138046e+00
1.014846413051710806e+04,2.739265454320356508e+00
1.014846415139188139e+04,2.739265451802670004e+00
1.014846417226665289e+04,2.739265449285078979e+00
1.014846419314142622e+04,2.739265446767581658e+00
1.014846421401619955e+04,2.739265444250179371e+00
1.014846423489097106e+04,2.739265441732871675e+00
1.014846425576574438e+04,2.739265439215659015e+00
1.014846427664051589e+04,2.739265436698540945e+00
1.014846429751528922e+04,2.739265434181517911e+00
1.014846431839006254e+04,2.739265431664589912e+00
1.014846433926483405e+04,2.739265429147756059e+00
1.014846436013960738e+04,2.739265426631017242e+00
1.014846438101438071e+04,2.739265424114373015e+00
1.014846440188915221e+04,2.739265421597823824e+00
1.014846442276392554e+04,2.739265419081369224e+00
1.014846444363869705e+04,2.739265416565009215e+00
1.014846446451347038e+04,2.739265414048744240e+00
1.014846448538824370e+04,2.739265411532573857e+00
1.014846450626301521e+04,2.739265409016498509e+00
1.014846452713778854e+04,2.739265406500517752e+00
1.014846454801256186e+04,2.739265403984631586e+00
1.014846456888733337e+04,2.739265401468840899e+00
1.014846458976210670e+04,2.739265398953144359e+00
1.014846461063688002e+04,2.739265396437542854e+00
1.014846463151165153e+04,2.739265393922036385e+00
1.014846465238642486e+04,2.739265391406623618e+00
1.014846467326119637e+04,2.739265388891306774e+00
1.014846469413596969e+04,2.739265386376084077e+00
1.014846471501074302e+04,2.739265383860956415e+00
1.014846473588551453e+04,2.739265381345923345e+00
1.014846475676028786e+04,2.739265378830985309e+00
1.014846477763506118e+04,2.739265376316141865e+00
1.014846479850983269e+04,2.739265373801393455e+00
1.014846481938460602e+04,2.739265371286739637e+00
1.014846484025937934e+04,2.739265368772180409e+00
1.014846486113415085e+04,2.739265366257716661e+00
1.014846488200892418e+04,2.739265363743347059e+00
1.014846490288369569e+04,2.739265361229072493e+00
1.014846492375846901e+04,2.739265358714892962e+00
1.014846494463324234e+04,2.739265356200807577e+00
1.014846496550801385e+04,2.739265353686817672e+00
1.014846498638278717e+04,2.739265351172922358e+00
1.014846500725756050e+04,2.739265348659121635e+00
1.014846502813233201e+04,2.739265346145415947e+00
1.014846504900710534e+04,2.739265343631804406e+00
1.014846506988187866e+04,2.739265341118288788e+00
1.014846509075665017e+04,2.739265338604867317e+00
1.014846511163142350e+04,2.739265336091540881e+00
1.014846513250619500e+04,2.739265333578308592e+00
1.014846515338096833e+04,2.739265331065171782e+00
1.014846517425574166e+04,2.739265328552129564e+00
1.014846519513051317e+04,2.739265326039182380e+00
1.014846521600528649e+04,2.739265323526329787e+00
1.014846523688005982e+04,2.739265321013572230e+00
1.014846525775483133e+04,2.739265318500909263e+00
1.014846527862960465e+04,2.739265315988341332e+00
1.014846529950437798e+04,2.739265313475867991e+00
1.014846532037914949e+04,2.739265310963489242e+00
1.014846534125392282e+04,2.739265308451205527e+00
1.014846536212869432e+04,2.739265305939017736e+00
1.014846538300346765e+04,2.739265303426923204e+00
1.014846540387824098e+04,2.739265300914924151e+00
1.014846542475301248e+04,2.739265298403019688e+00
1.014846544562778581e+04,2.739265295891210705e+00
1.014846546650255914e+04,2.739265293379495425e+00
1.014846548737733065e+04,2.739265290867876068e+00
1.014846550825210397e+04,2.739265288356350858e+00
1.014846552912687548e+04,2.739265285844920683e+00
1.014846555000164881e+04,2.739265283333585099e+00
1.014846557087642213e+04,2.739265280822344550e+00
1.014846559175119364e+04,2.739265278311198593e+00
1.014846561262596697e+04,2.739265275800148114e+00
1.014846563350074030e+04,2.739265273289192226e+00
1.014846565437551180e+04,2.739265270778330930e+00
1.014846567525028513e+04,2.739265268267564224e+00
1.014846569612505846e+04,2.739265265756892997e+00
1.014846571699982997e+04,2.739265263246316806e+00
1.014846573787460329e+04,2.739265260735834762e+00
1.014846575874937480e+04,2.739265258225447752e+00
1.014846577962414813e+04,2.739265255715155778e+00
1.014846580049892145e+04,2.739265253204957951e+00
1.014846582137369296e+04,2.739265250694855602e+00
1.014846584224846629e+04,2.739265248184847845e+00
1.014846586312323961e+04,2.739265245674935123e+00
1.014846588399801112e+04,2.739265243165117880e+00
1.014846590487278445e+04,2.739265240655394784e+00
1.014846592574755778e+04,2.739265238145765835e+00
1.014846594662232928e+04,2.739265235636232809e+00
1.014846596749710261e+04,2.739265233126794374e+00
1.014846598837187412e+04,2.739265230617450975e+00
1.014846600924664745e+04,2.739265228108202166e+00
1.014846603012142077e+04,2.739265225599047948e+00
1.014846605099619228e+04,2.739265223089989210e+00
1.014846607187096561e+04,2.739265220581025062e+00
1.014846609274573893e+04,2.739265218072155506e+00
1.014846611362051044e+04,2.739265215563381428e+00
1.014846613449528377e+04,2.739265213054701498e+00
1.014846615537005709e+04,2.739265210546117046e+00
1.014846617624482860e+04,2.739265208037626742e+00
1.014846619711960193e+04,2.739265205529231473e+00
1.014846621799437344e+04,2.739265203020931683e+00
1.014846623886914676e+04,2.739265200512726484e+00
1.014846625974392009e+04,2.739265198004616320e+00
1.014846628061869160e+04,2.739265195496600747e+00
1.014846630149346493e+04,2.739265192988679765e+00
1.014846632236823825e+04,2.739265190480853818e+00
1.014846634324300976e+04,2.739265187973123350e+00
1.014846636411778309e+04,2.739265185465487029e+00
1.014846638499255641e+04,2.739265182957945743e+00
1.014846640586732792e+04,2.739265180450499937e+00
1.014846642674210125e+04,2.739265177943148277e+00
1.014846644761687276e+04,2.739265175435891653e+00
1.014846646849164608e+04,2.739265172928730063e+00
1.014846648936641941e+04,2.739265170421663065e+00
1.014846651024119092e+04,2.739265167914691990e+00
1.014846653111596424e+04,2.739265165407814617e+00
1.014846655199073757e+04,2.739265162901032280e+00
1.014846657286550908e+04,2.739265160394344978e+00
1.014846659374028241e+04,2.739265157887753155e+00
1.014846661461505573e+04,2.739265155381255479e+00
1.014846663548982724e+04,2.739265152874852838e+00
1.014846665636460057e+04,2.739265150368545232e+00
1.014846667723937207e+04,2.739265147862332661e+00
1.014846669811414540e+04,2.739265145356214681e+00
1.014846671898891873e+04,2.739265142850191737e+00
1.014846673986369024e+04,2.739265140344263827e+00
1.014846676073846356e+04,2.739265137838430508e+00
1.014846678161323689e+04,2.739265135332692225e+00
1.014846680248800840e+04,2.739265132827048976e+00
1.014846682336278172e+04,2.739265130321500319e+00
1.014846684423755323e+04,2.739265127816047141e+00
1.014846686511232656e+04,2.739265125310688109e+00
1.014846688598709989e+04,2.739265122805424557e+00
1.014846690686187139e+04,2.739265120300256040e+00
1.014846692773664472e+04,2.739265117795181670e+00
1.014846694861141805e+04,2.739265115290202779e+00
1.014846696948618956e+04,2.739265112785318923e+00
1.014846699036096288e+04,2.739265110280529214e+00
1.014846701123573621e+04,2.739265107775835428e+00
1.014846703211050772e+04,2.739265105271235790e+00
1.014846705298528104e+04,2.739265102766731630e+00
1.014846707386005255e+04,2.739265100262322061e+00
1.014846709473482588e+04,2.739265097758007528e+00
1.014846711560959920e+04,2.739265095253787585e+00
1.014846713648437071e+04,2.739265092749662678e+00
1.014846715735914404e+04,2.739265090245632805e+00
1.014846717823391737e+04,2.739265087741698412e+00
1.014846719910868887e+04,2.739265085237858166e+00
1.014846721998346220e+04,2.739265082734112955e+00
1.014846724085823553e+04,2.739265080230462779e+00
1.014846726173300704e+04,2.739265077726907638e+00
1.014846728260778036e+04,2.739265075223447532e+00
1.014846730348255187e+04,2.739265072720082017e+00
1.014846732435732520e+04,2.739265070216811093e+00
1.014846734523209852e+04,2.739265067713635649e+00
1.014846736610687003e+04,2.739265065210555239e+00
1.014846738698164336e+04,2.739265062707569864e+00
1.014846740785641668e+04,2.739265060204679081e+00
1.014846742873118819e+04,2.739265057701882888e+00
1.014846744960596152e+04,2.739265055199182175e+00
1.014846747048073485e+04,2.739265052696576497e+00
1.014846749135550635e+04,2.739265050194065410e+00
1.014846751223027968e+04,2.739265047691649801e+00
1.014846753310505119e+04,2.739265045189328340e+00
1.014846755397982452e+04,2.739265042687102358e+00
1.014846757485459784e+04,2.739265040184970967e+00
1.014846759572936935e+04,2.739265037682935056e+00
1.014846761660414268e+04,2.739265035180993735e+00
1.014846763747891600e+04,2.739265032679147005e+00
1.014846765835368751e+04,2.739265030177395754e+00
1.014846767922846084e+04,2.739265027675739095e+00
1.014846770010323416e+04,2.739265025174177470e+00
1.014846772097800567e+04,2.739265022672710881e+00
1.014846774185277900e+04,2.739265020171339771e+00
1.014846776272755051e+04,2.739265017670063251e+00
1.014846778360232383e+04,2.739265015168880879e+00
1.014846780447709716e+04,2.739265012667793986e+00
1.014846782535186867e+04,2.739265010166803016e+00
1.014846784622664200e+04,2.739265007665905749e+00
1.014846786710141532e+04,2.739265005165103961e+00
1.014846788797618683e+04,2.739265002664397208e+00
1.014846790885096016e+04,2.739265000163785047e+00
1.014846792972573166e+04,2.739264997663267920e+00
1.014846795060050499e+04,2.739264995162846272e+00
1.014846797147527832e+04,2.739264992662519216e+00
1.014846799235004983e+04,2.739264990162286750e+00
1.014846801322482315e+04,2.739264987662149764e+00
1.014846803409959648e+04,2.739264985162107369e+00
1.014846805497436799e+04,2.739264982662160453e+00
1.014846807584914131e+04,2.739264980162308127e+00
1.014846809672391464e+04,2.739264977662551281e+00
1.014846811759868615e+04,2.739264975162889026e+00
1.014846813847345948e+04,2.739264972663321362e+00
1.014846815934823098e+04,2.739264970163848734e+00
1.014846818022300431e+04,2.739264967664472028e+00
1.014846820109777764e+04,2.739264965165189025e+00
1.014846822197254914e+04,2.739264962666001946e+00
1.014846824284732247e+04,2.739264960166909457e+00
1.014846826372209580e+04,2.739264957667912004e+00
1.014846828459686731e+04,2.739264955169009585e+00
1.014846830547164063e+04,2.739264952670202646e+00
1.014846832634641396e+04,2.739264950171489854e+00
1.014846834722118547e+04,2.739264947672872541e+00
1.014846836809595879e+04,2.739264945174349819e+00
1.014846838897073030e+04,2.739264942675922576e+00
1.014846840984550363e+04,2.739264940177589924e+00
1.014846843072027696e+04,2.739264937679352752e+00
1.014846845159504846e+04,2.739264935181209726e+00
