Time (BJD_TBD - 2450000), L_f/L_star (ppm)
1.014846018518507481e+04,1.707976065365111706e+00
1.014846020605984813e+04,1.708134409482373162e+00
1.014846022693461964e+04,1.708292760752079920e+00
1.014846024780939297e+04,1.708451119201795487e+00
1.014846026868416629e+04,1.708609484817695146e+00
1.014846028955893780e+04,1.708767857585941297e+00
1.014846031043371113e+04,1.708926237534105885e+00
1.014846033130848264e+04,1.709084624634551020e+00
1.014846035218325596e+04,1.709243018914849310e+00
1.014846037305802929e+04,1.709401420361166490e+00
1.014846039393280080e+04,1.709559828959674732e+00
1.014846041480757413e+04,1.709718244737936876e+00
1.014846043568234745e+04,1.709876667682123763e+00
1.014846045655711896e+04,1.710035097778394242e+00
1.014846047743189229e+04,1.710193535054332692e+00
1.014846049830666561e+04,1.710351979496097075e+00
1.014846051918143712e+04,1.710510431089850680e+00
1.014846054005621045e+04,1.710668889863173669e+00
1.014846056093098196e+04,1.710827355788415494e+00
1.014846058180575528e+04,1.710985828893169192e+00
1.014846060268052861e+04,1.711144309163584731e+00
1.014846062355530012e+04,1.711302796585824737e+00
1.014846064443007344e+04,1.711461291187478251e+00
1.014846066530484677e+04,1.711619792954706787e+00
1.014846068617961828e+04,1.711778301873653207e+00
1.014846070705439161e+04,1.711936817971918323e+00
1.014846072792916493e+04,1.712095341235656543e+00
1.014846074880393644e+04,1.712253871651025605e+00
1.014846076967870977e+04,1.712412409245614775e+00
1.014846079055348127e+04,1.712570953991765510e+00
1.014846081142825460e+04,1.712729505917078843e+00
1.014846083230302793e+04,1.712888065007704297e+00
1.014846085317779944e+04,1.713046631249788732e+00
1.014846087405257276e+04,1.713205204670941395e+00
1.014846089492734609e+04,1.713363785257307592e+00
1.014846091580211760e+04,1.713522372995042398e+00
1.014846093667689092e+04,1.713680967911746400e+00
1.014846095755166243e+04,1.713839569979744404e+00
1.014846097842643576e+04,1.713998179226654539e+00
1.014846099930120909e+04,1.714156795638618114e+00
1.014846102017598059e+04,1.714315419201785984e+00
1.014846104105075392e+04,1.714474049943762290e+00
1.014846106192552725e+04,1.714632687850698112e+00
1.014846108280029875e+04,1.714791332908734756e+00
1.014846110367507208e+04,1.714949985145490574e+00
1.014846112454984541e+04,1.715108644547106653e+00
1.014846114542461692e+04,1.715267311099729408e+00
1.014846116629939024e+04,1.715425984830976081e+00
1.014846118717416175e+04,1.715584665713155710e+00
1.014846120804893508e+04,1.715743353773901525e+00
1.014846122892370840e+04,1.715902048999343732e+00
1.014846124979847991e+04,1.716060751375623861e+00
1.014846127067325324e+04,1.716219460930372254e+00
1.014846129154802657e+04,1.716378177649725778e+00
1.014846131242279807e+04,1.716536901519819081e+00
1.014846133329757140e+04,1.716695632568281837e+00
1.014846135417234473e+04,1.716854370781251582e+00
1.014846137504711623e+04,1.717013116144866069e+00
1.014846139592188956e+04,1.717171868686755642e+00
