Time (BJD_TBD - 2450000), F_star + F_d (mJy)
9.891595520833507180e+03,3.860650400300639884e+00
9.891595543725843527e+03,3.860650396126918071e+00
9.891595566618178054e+03,3.860650391952903160e+00
9.891595589510514401e+03,3.860650387778595150e+00
9.891595612402848928e+03,3.860650383603994928e+00
9.891595635295185275e+03,3.860650379429100720e+00
9.891595658187519803e+03,3.860650375253913857e+00
9.891595681079856149e+03,3.860650371078433452e+00
9.891595703972190677e+03,3.860650366902660835e+00
9.891595726864527023e+03,3.860650362726594675e+00
9.891595749756863370e+03,3.860650358550235417e+00
9.891595772649197897e+03,3.860650354373583060e+00
9.891595795541534244e+03,3.860650350196638048e+00
9.891595818433868772e+03,3.860650346019399937e+00
9.891595841326205118e+03,3.860650341841868283e+00
9.891595864218539646e+03,3.860650337664044418e+00
9.891595887110875992e+03,3.860650333485927455e+00
9.891595910003210520e+03,3.860650329307516948e+00
9.891595932895546866e+03,3.860650325128813787e+00
9.891595955787881394e+03,3.860650320949817971e+00
9.891595978680217740e+03,3.860650316770529500e+00
9.891596001572554087e+03,3.860650312590947486e+00
9.891596024464888615e+03,3.860650308411072373e+00
9.891596047357224961e+03,3.860650304230904162e+00
9.891596070249559489e+03,3.860650300050443740e+00
9.891596093141895835e+03,3.860650295869690218e+00
9.891596116034230363e+03,3.860650291688643154e+00
9.891596138926566709e+03,3.860650287507303435e+00
9.891596161818901237e+03,3.860650283325671062e+00
9.891596184711237584e+03,3.860650279143746033e+00
9.891596207603573930e+03,3.860650274961526573e+00
9.891596230495908458e+03,3.860650270779015791e+00
9.891596253388244804e+03,3.860650266596211910e+00
9.891596276280579332e+03,3.860650262413114930e+00
9.891596299172915678e+03,3.860650258229724852e+00
9.891596322065250206e+03,3.860650254046041674e+00
9.891596344957586552e+03,3.860650249862065841e+00
9.891596367849921080e+03,3.860650245677797354e+00
9.891596390742257427e+03,3.860650241493236212e+00
9.891596413634591954e+03,3.860650237308381971e+00
9.891596436526928301e+03,3.860650233123234631e+00
9.891596459419264647e+03,3.860650228937794637e+00
9.891596482311599175e+03,3.860650224752061987e+00
9.891596505203935521e+03,3.860650220566035795e+00
9.891596528096270049e+03,3.860650216379716948e+00
9.891596550988606396e+03,3.860650212193105890e+00
9.891596573880940923e+03,3.860650208006201289e+00
9.891596596773277270e+03,3.860650203819004922e+00
9.891596619665611797e+03,3.860650199631515012e+00
9.891596642557948144e+03,3.860650195443732002e+00
9.891596665450284490e+03,3.860650191255655894e+00
9.891596688342619018e+03,3.860650187067288464e+00
9.891596711234955364e+03,3.860650182878627046e+00
9.891596734127289892e+03,3.860650178689673417e+00
9.891596757019626239e+03,3.860650174500426246e+00
9.891596779911960766e+03,3.860650170310887308e+00
9.891596802804297113e+03,3.860650166121054827e+00
9.891596825696631640e+03,3.860650161930930135e+00
9.891596848588967987e+03,3.860650157740512345e+00
9.891596871481304333e+03,3.860650153549801455e+00
9.891596894373638861e+03,3.860650149358798355e+00
9.891596917265975208e+03,3.860650145167502156e+00
9.891596940158309735e+03,3.860650140975913747e+00
9.891596963050646082e+03,3.860650136784031794e+00
9.891596985942980609e+03,3.860650132591858075e+00
9.891597008835316956e+03,3.860650128399390812e+00
9.891597031727651483e+03,3.860650124206631340e+00
9.891597054619987830e+03,3.860650120013578768e+00
9.891597077512322358e+03,3.860650115820233985e+00
9.891597100404658704e+03,3.860650111626596104e+00
9.891597123296995051e+03,3.860650107432666012e+00
9.891597146189329578e+03,3.860650103238442377e+00
9.891597169081665925e+03,3.860650099043926975e+00
9.891597191974000452e+03,3.860650094849118030e+00
9.891597214866336799e+03,3.860650090654016875e+00
9.891597237758671326e+03,3.860650086458622621e+00
9.891597260651007673e+03,3.860650082262936156e+00
9.891597283543342201e+03,3.860650078066957480e+00
9.891597306435678547e+03,3.860650073870685706e+00
9.891597329328014894e+03,3.860650069674120388e+00
9.891597352220349421e+03,3.860650065477263304e+00
9.891597375112685768e+03,3.860650061280113565e+00
9.891597398005020295e+03,3.860650057082670727e+00
9.891597420897356642e+03,3.860650052884935679e+00
9.891597443789691170e+03,3.860650048686908420e+00
9.891597466682027516e+03,3.860650044488588062e+00
9.891597489574362044e+03,3.860650040289975493e+00
9.891597512466698390e+03,3.860650036091069381e+00
9.891597535359032918e+03,3.860650031891871059e+00
9.891597558251369264e+03,3.860650027692380082e+00
9.891597581143705611e+03,3.860650023492597338e+00
9.891597604036040138e+03,3.860650019292521495e+00
9.891597626928376485e+03,3.860650015092152554e+00
9.891597649820711013e+03,3.860650010891491402e+00
9.891597672713047359e+03,3.860650006690537595e+00
9.891597695605381887e+03,3.860650002489292021e+00
9.891597718497718233e+03,3.860649998287752904e+00
9.891597741390052761e+03,3.860649994085921577e+00
9.891597764282389107e+03,3.860649989883797151e+00
9.891597787174725454e+03,3.860649985681380514e+00
9.891597810067059982e+03,3.860649981478671666e+00
9.891597832959396328e+03,3.860649977275670608e+00
9.891597855851730856e+03,3.860649973072376007e+00
9.891597878744067202e+03,3.860649968868789639e+00
9.891597901636401730e+03,3.860649964664910616e+00
9.891597924528738076e+03,3.860649960460738495e+00
9.891597947421072604e+03,3.860649956256275050e+00
9.891597970313408950e+03,3.860649952051517619e+00
9.891597993205745297e+03,3.860649947846468866e+00
9.891598016098079825e+03,3.860649943641126569e+00
9.891598038990416171e+03,3.860649939435492506e+00
9.891598061882750699e+03,3.860649935229566676e+00
9.891598084775087045e+03,3.860649931023346859e+00
9.891598107667421573e+03,3.860649926816835720e+00
9.891598130559757919e+03,3.860649922610031481e+00
9.891598153452092447e+03,3.860649918402935032e+00
9.891598176344428794e+03,3.860649914195545929e+00
9.891598199236763321e+03,3.860649909987864614e+00
9.891598222129099668e+03,3.860649905779890645e+00
9.891598245021436014e+03,3.860649901571624021e+00
9.891598267913770542e+03,3.860649897363066074e+00
9.891598290806106888e+03,3.860649893154214141e+00
9.891598313698441416e+03,3.860649888945070884e+00
9.891598336590777762e+03,3.860649884735634974e+00
9.891598359483112290e+03,3.860649880525906408e+00
9.891598382375448637e+03,3.860649876315886075e+00
9.891598405267783164e+03,3.860649872105572644e+00
9.891598428160119511e+03,3.860649867894967002e+00
9.891598451052455857e+03,3.860649863684068261e+00
9.891598473944790385e+03,3.860649859472877754e+00
9.891598496837126731e+03,3.860649855261395480e+00
9.891598519729461259e+03,3.860649851049620551e+00
9.891598542621797606e+03,3.860649846837552968e+00
9.891598565514132133e+03,3.860649842625192729e+00
9.891598588406468480e+03,3.860649838412541168e+00
9.891598611298803007e+03,3.860649834199596064e+00
9.891598634191139354e+03,3.860649829986359194e+00
9.891598657083473881e+03,3.860649825772829669e+00
9.891598679975810228e+03,3.860649821559008377e+00
9.891598702868146574e+03,3.860649817344893542e+00
9.891598725760481102e+03,3.860649813130487384e+00
9.891598748652817449e+03,3.860649808915789016e+00
9.891598771545151976e+03,3.860649804700798438e+00
9.891598794437488323e+03,3.860649800485514316e+00
9.891598817329822850e+03,3.860649796269939316e+00
9.891598840222159197e+03,3.860649792054071661e+00
9.891598863114493724e+03,3.860649787837911795e+00
9.891598886006830071e+03,3.860649783621458830e+00
9.891598908899166418e+03,3.860649779404713655e+00
9.891598931791500945e+03,3.860649775187676713e+00
9.891598954683837292e+03,3.860649770970347117e+00
9.891598977576171819e+03,3.860649766752725753e+00
9.891599000468508166e+03,3.860649762534812179e+00
9.891599023360842693e+03,3.860649758316606395e+00
9.891599046253179040e+03,3.860649754098107511e+00
9.891599069145513567e+03,3.860649749879317305e+00
9.891599092037849914e+03,3.860649745660234444e+00
9.891599114930186261e+03,3.860649741440858929e+00
9.891599137822520788e+03,3.860649737221191646e+00
9.891599160714857135e+03,3.860649733001232153e+00
9.891599183607191662e+03,3.860649728780980450e+00
9.891599206499528009e+03,3.860649724560436091e+00
9.891599229391862536e+03,3.860649720339599966e+00
9.891599252284198883e+03,3.860649716118471186e+00
9.891599275176533411e+03,3.860649711897051528e+00
9.891599298068869757e+03,3.860649707675338327e+00
9.891599320961204285e+03,3.860649703453333359e+00
9.891599343853540631e+03,3.860649699231035736e+00
9.891599366745876978e+03,3.860649695008446791e+00
9.891599389638211505e+03,3.860649690785565191e+00
9.891599412530547852e+03,3.860649686562391381e+00
9.891599435422882379e+03,3.860649682338925359e+00
9.891599458315218726e+03,3.860649678115167127e+00
9.891599481207553254e+03,3.860649673891117573e+00
9.891599504099889600e+03,3.860649669666774919e+00
9.891599526992224128e+03,3.860649665442140499e+00
9.891599549884560474e+03,3.860649661217213868e+00
9.891599572776896821e+03,3.860649656991995027e+00
9.891599595669231348e+03,3.860649652766483975e+00
9.891599618561567695e+03,3.860649648540681600e+00
9.891599641453902223e+03,3.860649644314586126e+00
9.891599664346238569e+03,3.860649640088198886e+00
9.891599687238573097e+03,3.860649635861519435e+00
9.891599710130909443e+03,3.860649631634547774e+00
9.891599733023243971e+03,3.860649627407284790e+00
9.891599755915580317e+03,3.860649623179729595e+00
9.891599778807914845e+03,3.860649618951881745e+00
9.891599801700251192e+03,3.860649614723742129e+00
9.891599824592587538e+03,3.860649610495309858e+00
9.891599847484922066e+03,3.860649606266586265e+00
9.891599870377258412e+03,3.860649602037569572e+00
9.891599893269592940e+03,3.860649597808262001e+00
9.891599916161929286e+03,3.860649593578661776e+00
9.891599939054263814e+03,3.860649589348769783e+00
9.891599961946600160e+03,3.860649585118585581e+00
9.891599984838934688e+03,3.860649580888109167e+00
9.891600007731271035e+03,3.860649576657341431e+00
9.891600030623607381e+03,3.860649572426280152e+00
9.891600053515941909e+03,3.860649568194928882e+00
9.891600076408278255e+03,3.860649563963284070e+00
9.891600099300612783e+03,3.860649559731347935e+00
9.891600122192949129e+03,3.860649555499119590e+00
9.891600145085283657e+03,3.860649551266599033e+00
9.891600167977620004e+03,3.860649547033786710e+00
9.891600190869954531e+03,3.860649542800682621e+00
9.891600213762290878e+03,3.860649538567286765e+00
9.891600236654627224e+03,3.860649534333597810e+00
9.891600259546961752e+03,3.860649530099617976e+00
9.891600282439298098e+03,3.860649525865345488e+00
9.891600305331632626e+03,3.860649521630781233e+00
9.891600328223968972e+03,3.860649517395925212e+00
9.891600351116303500e+03,3.860649513160777424e+00
9.891600374008639847e+03,3.860649508925337425e+00
9.891600396900974374e+03,3.860649504689605660e+00
9.891600419793310721e+03,3.860649500453581240e+00
9.891600442685645248e+03,3.860649496217265941e+00
9.891600465577981595e+03,3.860649491980657544e+00
9.891600488470317941e+03,3.860649487743757824e+00
9.891600511362652469e+03,3.860649483506566781e+00
9.891600534254988816e+03,3.860649479269083528e+00
9.891600557147323343e+03,3.860649475031308508e+00
9.891600580039659690e+03,3.860649470793240390e+00
9.891600602931994217e+03,3.860649466554881837e+00
9.891600625824330564e+03,3.860649462316230185e+00
9.891600648716665091e+03,3.860649458077288099e+00
9.891600671609001438e+03,3.860649453838052469e+00
