Time (BJD_TBD - 2450000), F_e/F_star (ppm)
1.013184277777792886e+04,3.746083000476656366e+01
1.013184279854968190e+04,3.746199099876722727e+01
1.013184281932143494e+04,3.746315200218268160e+01
1.013184284009318799e+04,3.746431301501238664e+01
1.013184286086494103e+04,3.746547403725579528e+01
1.013184288163669407e+04,3.746663506891241013e+01
1.013184290240844712e+04,3.746779610998166277e+01
1.013184292318020016e+04,3.746895716046303448e+01
1.013184294395195320e+04,3.747011822035602080e+01
1.013184296472370625e+04,3.747127928966005328e+01
1.013184298549545929e+04,3.747244036837462033e+01
1.013184300626721233e+04,3.747360145649918906e+01
1.013184302703896537e+04,3.747476255403321943e+01
1.013184304781071842e+04,3.747592366097619987e+01
1.013184306858247146e+04,3.747708477732756904e+01
1.013184308935422450e+04,3.747824590308681536e+01
1.013184311012597936e+04,3.747940703835506326e+01
1.013184313089773241e+04,3.748056818292846515e+01
1.013184315166948545e+04,3.748172933690813124e+01
1.013184317244123849e+04,3.748289050029354996e+01
1.013184319321299154e+04,3.748405167308418129e+01
1.013184321398474458e+04,3.748521285527948521e+01
1.013184323475649762e+04,3.748637404687895014e+01
1.013184325552825067e+04,3.748753524788202185e+01
1.013184327630000371e+04,3.748869645828818875e+01
1.013184329707175675e+04,3.748985767809691794e+01
1.013184331784350979e+04,3.749101890730765518e+01
1.013184333861526284e+04,3.749218014591989601e+01
1.013184335938701588e+04,3.749334139393309329e+01
1.013184338015876892e+04,3.749450265134672833e+01
1.013184340093052197e+04,3.749566391816025401e+01
1.013184342170227501e+04,3.749682519437313744e+01
1.013184344247402805e+04,3.749798647998486700e+01
1.013184346324578109e+04,3.749914777499489560e+01
1.013184348401753414e+04,3.750030907940268321e+01
1.013184350478928718e+04,3.750147039320772535e+01
1.013184352556104022e+04,3.750263171640945359e+01
1.013184354633279327e+04,3.750379304900738475e+01
1.013184356710454631e+04,3.750495439100094330e+01
1.013184358787629935e+04,3.750611574238962476e+01
1.013184360864805240e+04,3.750727710317288910e+01
1.013184362941980544e+04,3.750843847335018211e+01
1.013184365019155848e+04,3.750959985292100640e+01
1.013184367096331152e+04,3.751076124188480776e+01
1.013184369173506457e+04,3.751192264024105327e+01
1.013184371250681761e+04,3.751308404798924556e+01
1.013184373327857065e+04,3.751424546512880198e+01
1.013184375405032551e+04,3.751540689176095356e+01
1.013184377482207856e+04,3.751656832768170347e+01
1.013184379559383160e+04,3.751772977299226142e+01
1.013184381636558464e+04,3.751889122769206608e+01
1.013184383713733769e+04,3.752005269178060587e+01
1.013184385790909073e+04,3.752121416525736208e+01
1.013184387868084377e+04,3.752237564812176629e+01
1.013184389945259682e+04,3.752353714037332111e+01
1.013184392022434986e+04,3.752469864201146521e+01
1.013184394099610290e+04,3.752586015303570122e+01
1.013184396176785594e+04,3.752702167344547490e+01
1.013184398253960899e+04,3.752818320324023915e+01
1.013184400331136203e+04,3.752934474241950369e+01
1.013184402408311507e+04,3.753050629098269297e+01
1.013184404485486812e+04,3.753166784892929542e+01
1.013184406562662116e+04,3.753282941625879232e+01
1.013184408639837420e+04,3.753399099297063657e+01
1.013184410717012724e+04,3.753515257906429525e+01
1.013184412794188029e+04,3.753631417453923547e+01
1.013184414871363333e+04,3.753747577939494562e+01
1.013184416948538637e+04,3.753863739363087859e+01
1.013184419025713942e+04,3.753979901724648727e+01
1.013184421102889246e+04,3.754096065024125295e+01
1.013184423180064550e+04,3.754212229261465694e+01
1.013184425257239855e+04,3.754328394436615213e+01
1.013184427334415159e+04,3.754444560549521270e+01
1.013184429411590463e+04,3.754560727600129866e+01
1.013184431488765767e+04,3.754676895588390551e+01
1.013184433565941072e+04,3.754793064514246481e+01
1.013184435643116376e+04,3.754909234377645788e+01
1.013184437720291680e+04,3.755025405178535891e+01
1.013184439797466985e+04,3.755141576916862078e+01
1.013184441874642471e+04,3.755257749602747452e+01
1.013184443951817775e+04,3.755373923215788778e+01
1.013184446028993079e+04,3.755490097766109159e+01
1.013184448106168384e+04,3.755606273253653882e+01
1.013184450183343688e+04,3.755722449678368946e+01
1.013184452260518992e+04,3.755838627040203193e+01
1.013184454337694297e+04,3.755954805339101199e+01
1.013184456414869601e+04,3.756070984575011096e+01
1.013184458492044905e+04,3.756187164747880303e+01
1.013184460569220209e+04,3.756303345857653397e+01
1.013184462646395514e+04,3.756419527904280642e+01
1.013184464723570818e+04,3.756535710887705903e+01
1.013184466800746122e+04,3.756651894807877312e+01
1.013184468877921427e+04,3.756768079664741578e+01
1.013184470955096731e+04,3.756884265458243988e+01
1.013184473032272035e+04,3.757000452188333384e+01
1.013184475109447339e+04,3.757116639854955054e+01
1.013184477186622644e+04,3.757232828458056417e+01
1.013184479263797948e+04,3.757349017997585605e+01
1.013184481340973252e+04,3.757465208473486484e+01
1.013184483418148557e+04,3.757581399885710027e+01
1.013184485495323861e+04,3.757697592234198680e+01
1.013184487572499165e+04,3.757813785518901994e+01
1.013184489649674470e+04,3.757929979739766679e+01
1.013184491726849774e+04,3.758046174896736602e+01
1.013184493804025078e+04,3.758162370989761314e+01
1.013184495881200382e+04,3.758278568018788235e+01
1.013184497958375687e+04,3.758394765983761943e+01
1.013184500035550991e+04,3.758510964884631278e+01
1.013184502112726295e+04,3.758627164721340819e+01
1.013184504189901600e+04,3.758743365493838695e+01
1.013184506267077086e+04,3.758859567212248720e+01
1.013184508344252390e+04,3.758975769856164817e+01
1.013184510421427694e+04,3.759091973435707956e+01
1.013184512498602999e+04,3.759208177950826268e+01
1.013184514575778303e+04,3.759324383401468594e+01
1.013184516652953607e+04,3.759440589787578091e+01
1.013184518730128912e+04,3.759556797109105730e+01
1.013184520807304216e+04,3.759673005365993959e+01
1.013184522884479520e+04,3.759789214558193748e+01
1.013184524961654824e+04,3.759905424685648256e+01
1.013184527038830129e+04,3.760021635748304902e+01
1.013184529116005433e+04,3.760137847746111817e+01
1.013184531193180737e+04,3.760254060679016419e+01
1.013184533270356042e+04,3.760370274546963287e+01
1.013184535347531346e+04,3.760486489349901262e+01
1.013184537424706650e+04,3.760602705087774922e+01
1.013184539501881954e+04,3.760718921760533817e+01
1.013184541579057259e+04,3.760835139368121816e+01
1.013184543656232563e+04,3.760951357910488468e+01
1.013184545733407867e+04,3.761067577387579064e+01
1.013184547810583172e+04,3.761183797799339601e+01
1.013184549887758476e+04,3.761300019145717499e+01
1.013184551964933780e+04,3.761416241426661600e+01
1.013184554042109085e+04,3.761532464642115769e+01
1.013184556119284389e+04,3.761648688792028850e+01
1.013184558196459693e+04,3.761764913876346128e+01
1.013184560273634997e+04,3.761881139895016446e+01
1.013184562350810302e+04,3.761997366847984381e+01
1.013184564427985606e+04,3.762113594735196642e+01
1.013184566505160910e+04,3.762229823556601360e+01
1.013184568582336215e+04,3.762346053312145244e+01
1.013184570659511701e+04,3.762462284011952818e+01
1.013184572736687005e+04,3.762578515635613741e+01
1.013184574813862309e+04,3.762694748193254668e+01
1.013184576891037614e+04,3.762810981684822309e+01
1.013184578968212918e+04,3.762927216110261242e+01
1.013184581045388222e+04,3.763043451469521727e+01
1.013184583122563527e+04,3.763159687762546213e+01
1.013184585199738831e+04,3.763275924989283538e+01
1.013184587276914135e+04,3.763392163149682546e+01
1.013184589354089439e+04,3.763508402243687101e+01
1.013184591431264744e+04,3.763624642271246046e+01
1.013184593508440048e+04,3.763740883232303958e+01
1.013184595585615352e+04,3.763857125126810388e+01
1.013184597662790657e+04,3.763973367954709914e+01
1.013184599739965961e+04,3.764089611715949246e+01
1.013184601817141265e+04,3.764205856410476514e+01
1.013184603894316569e+04,3.764322102038237716e+01
1.013184605971491874e+04,3.764438348599178852e+01
1.013184608048667178e+04,3.764554596093249472e+01
1.013184610125842482e+04,3.764670844520393445e+01
1.013184612203017787e+04,3.764787093880558899e+01
1.013184614280193091e+04,3.764903344173692545e+01
1.013184616357368395e+04,3.765019595399741803e+01
1.013184618434543700e+04,3.765135847558652671e+01
1.013184620511719004e+04,3.765252100650369727e+01
1.013184622588894308e+04,3.765368354674842521e+01
1.013184624666069612e+04,3.765484609632018476e+01
1.013184626743244917e+04,3.765600865521840745e+01
