Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.913946643518749624e+03,4.872178815075757230e-01
9.913946661622412648e+03,4.872865852172118539e-01
9.913946679726073853e+03,4.873552937429810883e-01
9.913946697829736877e+03,4.874240070986804452e-01
9.913946715933398082e+03,4.874927252705001379e-01
9.913946734037061105e+03,4.875614482722308018e-01
9.913946752140722310e+03,4.876301760900754734e-01
9.913946770244385334e+03,4.876989087378311161e-01
9.913946788348046539e+03,4.877676462016752867e-01
9.913946806451709563e+03,4.878363884954176610e-01
9.913946824555372586e+03,4.879051356121534289e-01
9.913946842659033791e+03,4.879738875449585733e-01
9.913946860762696815e+03,4.880426443076492093e-01
9.913946878866358020e+03,4.881114058863965655e-01
9.913946896970021044e+03,4.881801722950229738e-01
9.913946915073682248e+03,4.882489435196869509e-01
9.913946933177345272e+03,4.883177195742237076e-01
9.913946951281006477e+03,4.883865004447916491e-01
9.913946969384669501e+03,4.884552861452068906e-01
9.913946987488332525e+03,4.885240766685645109e-01
9.913947005591993729e+03,4.885928720079342202e-01
9.913947023695656753e+03,4.886616721771384619e-01
9.913947041799317958e+03,4.887304771623483535e-01
9.913947059902980982e+03,4.887992869773865046e-01
9.913947078006642187e+03,4.888681016084111541e-01
9.913947096110305210e+03,4.889369210692512957e-01
9.913947114213966415e+03,4.890057453460652792e-01
9.913947132317629439e+03,4.890745744526883154e-01
9.913947150421292463e+03,4.891434083821901146e-01
9.913947168524953668e+03,4.892122471276529883e-01
9.913947186628616691e+03,4.892810907029058187e-01
9.913947204732277896e+03,4.893499390941070115e-01
9.913947222835940920e+03,4.894187923150790098e-01
9.913947240939602125e+03,4.894876503519867139e-01
9.913947259043265149e+03,4.895565132186588397e-01
9.913947277146926353e+03,4.896253809012538483e-01
9.913947295250589377e+03,4.896942534136070058e-01
9.913947313354252401e+03,4.897631307487879115e-01
9.913947331457913606e+03,4.898320128998726042e-01
9.913947349561576630e+03,4.899008998806962389e-01
9.913947367665237834e+03,4.899697916774046202e-01
9.913947385768900858e+03,4.900386883038455599e-01
9.913947403872562063e+03,4.901075897461648623e-01
9.913947421976225087e+03,4.901764960181976272e-01
9.913947440079888111e+03,4.902454071130263324e-01
9.913947458183549315e+03,4.903143230237078654e-01
9.913947476287212339e+03,4.903832437640901487e-01
9.913947494390873544e+03,4.904521693203253152e-01
9.913947512494536568e+03,4.905210997062420808e-01
9.913947530598197773e+03,4.905900349079989620e-01
9.913947548701860796e+03,4.906589749394311140e-01
9.913947566805522001e+03,4.907279197866842857e-01
9.913947584909185025e+03,4.907968694636127283e-01
9.913947603012848049e+03,4.908658239632733844e-01
9.913947621116509254e+03,4.909347832787358534e-01
9.913947639220172277e+03,4.910037474238482247e-01
9.913947657323833482e+03,4.910727163847560250e-01
9.913947675427496506e+03,4.911416901753009601e-01
9.913947693531157711e+03,4.912106687816222284e-01
9.913947711634820735e+03,4.912796522175742475e-01
9.913947729738481939e+03,4.913486404692898879e-01
9.913947747842144963e+03,4.914176335506298954e-01
9.913947765945807987e+03,4.914866314546574855e-01
9.913947784049469192e+03,4.915556341744232727e-01
9.913947802153132216e+03,4.916246417237942756e-01
9.913947820256793420e+03,4.916936540888970919e-01
9.913947838360456444e+03,4.917626712835987401e-01
9.913947856464117649e+03,4.918316932940131059e-01
9.913947874567780673e+03,4.919007201340135360e-01
9.913947892671441878e+03,4.919697517897203554e-01
9.913947910775104901e+03,4.920387882750005271e-01
9.913947928878767925e+03,4.921078295829109939e-01
9.913947946982429130e+03,4.921768757065086430e-01
9.913947965086092154e+03,4.922459266596669325e-01
9.913947983189753359e+03,4.923149824284933640e-01
9.913948001293416382e+03,4.923840430268740520e-01
9.913948019397077587e+03,4.924531084409101145e-01
9.913948037500740611e+03,4.925221786844812821e-01
9.913948055604401816e+03,4.925912537437078242e-01
9.913948073708064840e+03,4.926603336324504867e-01
9.913948091811727863e+03,4.927294183437787578e-01
9.913948109915389068e+03,4.927985078707369793e-01
9.913948128019052092e+03,4.928676022271984980e-01
9.913948146122713297e+03,4.929367013992771440e-01
