Time (BJD_TBD - 2450000), F_b/F_star (ppm)
1.027292596064833924e+04,3.566630322715025159e+02
1.027292604692779969e+04,3.565109464840661531e+02
1.027292613320726196e+04,3.563588701823812812e+02
1.027292621948672240e+04,3.562068033924386441e+02
1.027292630576618467e+04,3.560547461274033481e+02
1.027292639204564512e+04,3.559026984132626126e+02
1.027292647832510738e+04,3.557506602631796682e+02
1.027292656460456783e+04,3.555986317031387216e+02
1.027292665088403010e+04,3.554466127463016392e+02
1.027292673716349054e+04,3.552946034186491602e+02
1.027292682344295281e+04,3.551426037333414456e+02
1.027292690972241326e+04,3.549906137163558242e+02
1.027292699600187370e+04,3.548386333840550151e+02
1.027292708228133597e+04,3.546866627528007143e+02
1.027292716856079642e+04,3.545347018485656463e+02
1.027292725484025868e+04,3.543827506845056519e+02
1.027292734111971913e+04,3.542308092865901585e+02
1.027292742739918140e+04,3.540788776679732450e+02
1.027292751367864184e+04,3.539269558546205872e+02
1.027292759995810411e+04,3.537750438596850131e+02
1.027292768623756456e+04,3.536231417091288449e+02
1.027292777251702682e+04,3.534712494161028076e+02
1.027292785879648727e+04,3.533193670065661536e+02
1.027292794507594954e+04,3.531674944936680163e+02
1.027292803135540998e+04,3.530156319033644650e+02
1.027292811763487043e+04,3.528637792520036101e+02
1.027292820391433270e+04,3.527119365559343009e+02
1.027292829019379315e+04,3.525601038411068089e+02
1.027292837647325541e+04,3.524082811206660608e+02
1.027292846275271586e+04,3.522564684205594290e+02
1.027292854903217813e+04,3.521046657539300782e+02
1.027292863531163857e+04,3.519528731467212879e+02
1.027292872159110084e+04,3.518010906120750860e+02
1.027292880787056129e+04,3.516493181759316258e+02
1.027292889415002355e+04,3.514975558514302634e+02
1.027292898042948400e+04,3.513458036645080256e+02
1.027292906670894445e+04,3.511940616315018246e+02
1.027292915298840671e+04,3.510423297687480613e+02
1.027292923926786716e+04,3.508906081021784189e+02
1.027292932554732943e+04,3.507388966449283316e+02
1.027292941182678987e+04,3.505871954229258449e+02
1.027292949810625214e+04,3.504355044493041191e+02
1.027292958438571259e+04,3.502838237499882439e+02
1.027292967066517485e+04,3.501321533381096742e+02
1.027292975694463530e+04,3.499804932395897481e+02
1.027292984322409757e+04,3.498288434675584426e+02
1.027292992950355801e+04,3.496772040479332304e+02
1.027293001578302028e+04,3.495255749938422696e+02
1.027293010206248073e+04,3.493739563311996790e+02
1.027293018834194118e+04,3.492223480763278758e+02
1.027293027462140344e+04,3.490707502455489362e+02
1.027293036090086389e+04,3.489191628647716925e+02
1.027293044718032615e+04,3.487675859471198692e+02
1.027293053345978660e+04,3.486160195184983763e+02
1.027293061973924887e+04,3.484644635920293467e+02
1.027293070601870932e+04,3.483129181936139958e+02
1.027293079229817158e+04,3.481613833363724666e+02
1.027293087857763203e+04,3.480098590462029051e+02
1.027293096485709430e+04,3.478583453362234650e+02
