Time (BJD_TBD - 2450000), F_b/F_star (ppm)
9.889738090277649462e+03,1.930647497197354880e+02
9.889738107156652404e+03,1.930899462335570433e+02
9.889738124035655346e+03,1.931151439157285381e+02
9.889738140914658288e+03,1.931403427661261674e+02
9.889738157793661230e+03,1.931655427846253588e+02
9.889738174672662353e+03,1.931907439683863288e+02
9.889738191551665295e+03,1.932159463227164906e+02
9.889738208430668237e+03,1.932411498447758618e+02
9.889738225309671179e+03,1.932663545344403815e+02
9.889738242188674121e+03,1.932915603915857332e+02
9.889738259067677063e+03,1.933167674160877709e+02
9.889738275946680005e+03,1.933419756078223486e+02
9.889738292825682947e+03,1.933671849666651781e+02
9.889738309704684070e+03,1.933923954897752537e+02
9.889738326583687012e+03,1.934176071824618646e+02
9.889738343462689954e+03,1.934428200418841755e+02
9.889738360341692896e+03,1.934680340679179551e+02
9.889738377220695838e+03,1.934932492604389438e+02
9.889738394099698780e+03,1.935184656193227681e+02
9.889738410978701722e+03,1.935436831444454242e+02
9.889738427857704664e+03,1.935689018356824818e+02
9.889738444736705787e+03,1.935941216901918551e+02
9.889738461615708729e+03,1.936193427132849365e+02
9.889738478494711671e+03,1.936445649021196687e+02
9.889738495373714613e+03,1.936697882565719055e+02
9.889738512252717555e+03,1.936950127765171601e+02
9.889738529131720497e+03,1.937202384618313147e+02
9.889738546010723439e+03,1.937454653123900812e+02
9.889738562889726381e+03,1.937706933280690009e+02
9.889738579768727504e+03,1.937959225060250787e+02
9.889738596647730446e+03,1.938211528515714974e+02
9.889738613526733388e+03,1.938463843618652618e+02
9.889738630405736330e+03,1.938716170367821405e+02
9.889738647284739272e+03,1.938968508761976466e+02
9.889738664163742214e+03,1.939220858799875202e+02
9.889738681042745156e+03,1.939473220480275018e+02
9.889738697921748098e+03,1.939725593801931041e+02
9.889738714800749221e+03,1.939977978736401951e+02
9.889738731679752163e+03,1.940230375336840325e+02
9.889738748558755105e+03,1.940482783574804557e+02
9.889738765437758047e+03,1.940735203449052904e+02
9.889738782316760989e+03,1.940987634958338788e+02
9.889738799195763931e+03,1.941240078101420750e+02
9.889738816074766873e+03,1.941492532877054487e+02
9.889738832953769816e+03,1.941744999283994844e+02
9.889738849832770939e+03,1.941997477293790837e+02
9.889738866711773881e+03,1.942249966959613516e+02
9.889738883590776823e+03,1.942502468253012182e+02
9.889738900469779765e+03,1.942754981172742816e+02
9.889738917348782707e+03,1.943007505717560264e+02
9.889738934227785649e+03,1.943260041886220790e+02
9.889738951106788591e+03,1.943512589677480662e+02
9.889738967985791533e+03,1.943765149090095292e+02
9.889738984864792656e+03,1.944017720095600907e+02
9.889739001743795598e+03,1.944270302747189874e+02
9.889739018622798540e+03,1.944522897016399554e+02
9.889739035501801482e+03,1.944775502901987068e+02
9.889739052380804424e+03,1.945028120402705838e+02
9.889739069259807366e+03,1.945280749517312415e+02
9.889739086138810308e+03,1.945533390244562213e+02
9.889739103017813250e+03,1.945786042583208939e+02
9.889739119896814373e+03,1.946038706504780578e+02
9.889739136775817315e+03,1.946291382062487116e+02
9.889739153654820257e+03,1.946544069227857392e+02
9.889739170533823199e+03,1.946796767999646534e+02
9.889739187412826141e+03,1.947049478376607965e+02
9.889739204291829083e+03,1.947302200357497668e+02
9.889739221170832025e+03,1.947554933941070203e+02
9.889739238049834967e+03,1.947807679126080131e+02
9.889739254928836090e+03,1.948060435884043500e+02
9.889739271807839032e+03,1.948313204268191612e+02
9.889739288686841974e+03,1.948565984250040799e+02
9.889739305565844916e+03,1.948818775828347043e+02
9.889739322444847858e+03,1.949071579001862631e+02
9.889739339323850800e+03,1.949324393769343260e+02
9.889739356202853742e+03,1.949577220129544628e+02
9.889739373081856684e+03,1.949830058081217885e+02
9.889739389960857807e+03,1.950082907595870552e+02
9.889739406839860749e+03,1.950335768726753258e+02
9.889739423718863691e+03,1.950588641445371820e+02
9.889739440597866633e+03,1.950841525750480798e+02
