Time (BJD_TBD - 2450000), L_b/L_star (ppm)
9.908226643518544734e+03,7.347453637976000209e+02
9.908226666740774817e+03,7.347698989245067196e+02
9.908226689963004901e+03,7.347944310346874772e+02
9.908226713185233166e+03,7.348189601259921346e+02
9.908226736407463250e+03,7.348434862020349101e+02
9.908226759629693333e+03,7.348680092606651897e+02
9.908226782851923417e+03,7.348925293016549176e+02
9.908226806074151682e+03,7.349170463228542758e+02
9.908226829296381766e+03,7.349415603278761182e+02
9.908226852518611850e+03,7.349660713145709678e+02
9.908226875740841933e+03,7.349905792827105415e+02
9.908226898963070198e+03,7.350150842301463854e+02
9.908226922185300282e+03,7.350395861604891934e+02
9.908226945407530366e+03,7.350640850715909664e+02
9.908226968629760449e+03,7.350885809632229666e+02
9.908226991851988714e+03,7.351130738332387864e+02
9.908227015074218798e+03,7.351375636852465050e+02
9.908227038296448882e+03,7.351620505170994875e+02
9.908227061518678966e+03,7.351865343285691097e+02
9.908227084740907230e+03,7.352110151175097599e+02
9.908227107963137314e+03,7.352354928875282667e+02
9.908227131185367398e+03,7.352599676364783363e+02
9.908227154407597482e+03,7.352844393641321403e+02
9.908227177629825746e+03,7.353089080683447492e+02
9.908227200852055830e+03,7.353333737527210587e+02
9.908227224074285914e+03,7.353578364151165943e+02
9.908227247296515998e+03,7.353822960553027315e+02
9.908227270518744263e+03,7.354067526711361324e+02
9.908227293740974346e+03,7.354312062662198741e+02
9.908227316963204430e+03,7.354556568384100501e+02
9.908227340185434514e+03,7.354801043874788320e+02
9.908227363407662779e+03,7.355045489112834503e+02
9.908227386629892862e+03,7.355289904134255039e+02
9.908227409852122946e+03,7.355534288917619961e+02
9.908227433074353030e+03,7.355778643460653257e+02
9.908227456296581295e+03,7.356022967741937464e+02
9.908227479518811379e+03,7.356267261797469246e+02
9.908227502741041462e+03,7.356511525605833413e+02
9.908227525963271546e+03,7.356755759164747133e+02
9.908227549185499811e+03,7.356999962452811133e+02
9.908227572407729895e+03,7.357244135506002749e+02
9.908227595629959978e+03,7.357488278302912477e+02
9.908227618852190062e+03,7.357732390841266579e+02
9.908227642074418327e+03,7.357976473099669192e+02
9.908227665296648411e+03,7.358220525114082875e+02
9.908227688518878495e+03,7.358464546863111764e+02
9.908227711741108578e+03,7.358708538344478711e+02
9.908227734963336843e+03,7.358952499536799223e+02
9.908227758185566927e+03,7.359196430476018804e+02
9.908227781407797011e+03,7.359440331140750686e+02
9.908227804630027094e+03,7.359684201528721132e+02
9.908227827852255359e+03,7.359928041618554744e+02
9.908227851074485443e+03,7.360171851446182245e+02
9.908227874296715527e+03,7.360415630990223690e+02
9.908227897518945610e+03,7.360659380248406478e+02
9.908227920741173875e+03,7.360903099199372264e+02
9.908227943963403959e+03,7.361146787879022213e+02
9.908227967185634043e+03,7.361390446265997980e+02
9.908227990407864127e+03,7.361634074358022417e+02
9.908228013630092391e+03,7.361877672133746273e+02
9.908228036852322475e+03,7.362121239629061620e+02
9.908228060074552559e+03,7.362364776822610111e+02
9.908228083296782643e+03,7.362608283712122557e+02
9.908228106519010908e+03,7.362851760276257664e+02
9.908228129741240991e+03,7.363095206550890452e+02
9.908228152963471075e+03,7.363338622514672807e+02
9.908228176185701159e+03,7.363582008165336674e+02
9.908228199407929424e+03,7.363825363481555542e+02
9.908228222630159507e+03,7.364068688499174868e+02
9.908228245852389591e+03,7.364311983196871552e+02
9.908228269074619675e+03,7.364555247572369581e+02
9.908228292296847940e+03,7.364798481604352673e+02
9.908228315519078023e+03,7.365041685328654921e+02
9.908228338741308107e+03,7.365284858723957768e+02
9.908228361963538191e+03,7.365528001787988615e+02
9.908228385185766456e+03,7.365771114499442547e+02
9.908228408407996540e+03,7.366014196894137740e+02
9.908228431630226623e+03,7.366257248950761323e+02
9.908228454852456707e+03,7.366500270667046379e+02
9.908228478074684972e+03,7.366743262021695955e+02
9.908228501296915056e+03,7.366986223050506624e+02
9.908228524519145139e+03,7.367229153732182567e+02
9.908228547741375223e+03,7.367472054064455733e+02
9.908228570963603488e+03,7.367714924026041672e+02
9.908228594185833572e+03,7.367957763652717631e+02
9.908228617408063656e+03,7.368200572923196887e+02
9.908228640630293739e+03,7.368443351835213662e+02
9.908228663852522004e+03,7.368686100367493736e+02
9.908228687074752088e+03,7.368928818555796170e+02
