Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.013335255787055939e+04,4.721677175219348932e+00
1.013335257878931770e+04,4.724127410608334188e+00
1.013335259970807601e+04,4.726578274627531329e+00
1.013335262062683432e+04,4.729029767269675943e+00
1.013335264154559445e+04,4.731481888740846742e+00
1.013335266246435276e+04,4.733934638607355083e+00
1.013335268338311107e+04,4.736388017075158885e+00
1.013335270430186938e+04,4.738842024137040809e+00
1.013335272522062769e+04,4.741296659785782630e+00
1.013335274613938600e+04,4.743751924014168786e+00
1.013335276705814431e+04,4.746207816814933089e+00
1.013335278797690262e+04,4.748664338180833333e+00
1.013335280889566275e+04,4.751121488318361230e+00
1.013335282981442106e+04,4.753579266792931080e+00
1.013335285073317937e+04,4.756037673810960875e+00
1.013335287165193768e+04,4.758496709365185318e+00
1.013335289257069599e+04,4.760956373448363088e+00
1.013335291348945429e+04,4.763416666053276849e+00
1.013335293440821260e+04,4.765877587172636431e+00
1.013335295532697091e+04,4.768339136799225386e+00
1.013335297624573104e+04,4.770801315139920895e+00
1.013335299716448935e+04,4.773264121759242862e+00
1.013335301808324766e+04,4.775727556864043599e+00
1.013335303900200597e+04,4.778191620447059584e+00
1.013335305992076428e+04,4.780656312500999761e+00
1.013335308083952259e+04,4.783121633018646790e+00
1.013335310175828090e+04,4.785587581992711392e+00
1.013335312267703921e+04,4.788054159415952249e+00
1.013335314359579934e+04,4.790521365495658657e+00
1.013335316451455765e+04,4.792989199795452571e+00
1.013335318543331596e+04,4.795457662522649933e+00
1.013335320635207427e+04,4.797926753669936595e+00
1.013335322727083258e+04,4.800396473230021499e+00
1.013335324818959089e+04,4.802866821195663327e+00
1.013335326910834920e+04,4.805337797559572799e+00
1.013335329002710751e+04,4.807809402314484615e+00
1.013335331094586763e+04,4.810281635668099298e+00
1.013335333186462594e+04,4.812754497183192370e+00
1.013335335278338425e+04,4.815227987067442150e+00
1.013335337370214256e+04,4.817702105313532712e+00
1.013335339462090087e+04,4.820176851914200533e+00
1.013335341553965918e+04,4.822652226862154556e+00
1.013335343645841749e+04,4.825128230150104613e+00
1.013335345737717762e+04,4.827604861986141138e+00
1.013335347829593593e+04,4.830082121932238515e+00
