Time (BJD_TBD - 2450000), L_e/L_star (ppm)
9.891595520833507180e+03,4.198160555492602697e+01
9.891595543725843527e+03,4.198018719161396461e+01
9.891595566618178054e+03,4.197876884070281278e+01
9.891595589510514401e+03,4.197735050196803996e+01
9.891595612402848928e+03,4.197593217563574797e+01
9.891595635295185275e+03,4.197451386148141239e+01
9.891595658187519803e+03,4.197309555973114925e+01
9.891595681079856149e+03,4.197167727016039862e+01
9.891595703972190677e+03,4.197025899299529073e+01
9.891595726864527023e+03,4.196884072801130827e+01
9.891595749756863370e+03,4.196742247532181125e+01
9.891595772649197897e+03,4.196600423504043675e+01
9.891595795541534244e+03,4.196458600694244012e+01
9.891595818433868772e+03,4.196316779125406526e+01
9.891595841326205118e+03,4.196174958775071673e+01
9.891595864218539646e+03,4.196033139665859579e+01
9.891595887110875992e+03,4.195891321775302174e+01
9.891595910003210520e+03,4.195749505126024559e+01
9.891595932895546866e+03,4.195607689695562925e+01
9.891595955787881394e+03,4.195465875506536690e+01
9.891595978680217740e+03,4.195324062536484178e+01
9.891596001572554087e+03,4.195182250796759149e+01
9.891596024464888615e+03,4.195040440298699735e+01
9.891596047357224961e+03,4.194898631019857049e+01
9.891596070249559489e+03,4.194756822982838429e+01
9.891596093141895835e+03,4.194615016165194987e+01
9.891596116034230363e+03,4.194473210589531220e+01
9.891596138926566709e+03,4.194331406233401793e+01
9.891596161818901237e+03,4.194189603119410492e+01
9.891596184711237584e+03,4.194047801225109140e+01
9.891596207603573930e+03,4.193906000561838709e+01
9.891596230495908458e+03,4.193764201140945858e+01
9.891596253388244804e+03,4.193622402939977434e+01
9.891596276280579332e+03,4.193480605981550013e+01
9.891596299172915678e+03,4.193338810243196946e+01
9.891596322065250206e+03,4.193197015747542622e+01
9.891596344957586552e+03,4.193055222472124655e+01
9.891596367849921080e+03,4.192913430439560329e+01
9.891596390742257427e+03,4.192771639627391522e+01
9.891596413634591954e+03,4.192629850058231966e+01
9.891596436526928301e+03,4.192488061709629221e+01
9.891596459419264647e+03,4.192346274592927813e+01
9.891596482311599175e+03,4.192204488719467292e+01
9.891596505203935521e+03,4.192062704066803036e+01
9.891596528096270049e+03,4.191920920657538119e+01
9.891596550988606396e+03,4.191779138469226496e+01
9.891596573880940923e+03,4.191637357524470531e+01
9.891596596773277270e+03,4.191495577800823469e+01
9.891596619665611797e+03,4.191353799320896201e+01
9.891596642557948144e+03,4.191212022062232023e+01
9.891596665450284490e+03,4.191070246036178304e+01
9.891596688342619018e+03,4.190928471254083831e+01
9.891596711234955364e+03,4.190786697693483376e+01
9.891596734127289892e+03,4.190644925376998486e+01
9.891596757019626239e+03,4.190503154282172460e+01
9.891596779911960766e+03,4.190361384431616898e+01
9.891596802804297113e+03,4.190219615802879360e+01
9.891596825696631640e+03,4.190077848418564344e+01
9.891596848588967987e+03,4.189936082256230776e+01
9.891596871481304333e+03,4.189794317327216078e+01
9.891596894373638861e+03,4.189652553642861221e+01
9.891596917265975208e+03,4.189510791180722293e+01
9.891596940158309735e+03,4.189369029963398816e+01
9.891596963050646082e+03,4.189227269968449718e+01
9.891596985942980609e+03,4.189085511218475943e+01
9.891597008835316956e+03,4.188943753691030736e+01
9.891597031727651483e+03,4.188801997408721434e+01
9.891597054619987830e+03,4.188660242349097018e+01
9.891597077512322358e+03,4.188518488534766959e+01
9.891597100404658704e+03,4.188376735943279527e+01
9.891597123296995051e+03,4.188234984585979248e+01
9.891597146189329578e+03,4.188093234474208515e+01
9.891597169081665925e+03,4.187951485585517020e+01
9.891597191974000452e+03,4.187809737942513522e+01
9.891597214866336799e+03,4.187667991522747002e+01
9.891597237758671326e+03,4.187526246348822667e+01
9.891597260651007673e+03,4.187384502398298736e+01
9.891597283543342201e+03,4.187242759693775440e+01
9.891597306435678547e+03,4.187101018212803893e+01
9.891597329328014894e+03,4.186959277966732174e+01
9.891597352220349421e+03,4.186817538966892727e+01
9.891597375112685768e+03,4.186675801190849455e+01
9.891597398005020295e+03,4.186534064661196197e+01
9.891597420897356642e+03,4.186392329355493303e+01
9.891597443789691170e+03,4.186250595296344557e+01
9.891597466682027516e+03,4.186108862461299651e+01
9.891597489574362044e+03,4.185967130872965924e+01
9.891597512466698390e+03,4.185825400508896621e+01
9.891597535359032918e+03,4.185683671391695526e+01
9.891597558251369264e+03,4.185541943498915174e+01
9.891597581143705611e+03,4.185400216841897247e+01
9.891597604036040138e+03,4.185258491431981298e+01
9.891597626928376485e+03,4.185116767246729097e+01
9.891597649820711013e+03,4.184975044308733061e+01
9.891597672713047359e+03,4.184833322595557803e+01
9.891597695605381887e+03,4.184691602129799293e+01
9.891597718497718233e+03,4.184549882889013617e+01
9.891597741390052761e+03,4.184408164895803139e+01
9.891597764282389107e+03,4.184266448127728921e+01
9.891597787174725454e+03,4.184124732596124119e+01
