Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.061386530092591420e+04,4.518237486061148616e+02
1.061386531688121431e+04,4.518271571135047679e+02
1.061386533283651261e+04,4.518305652462482271e+02
1.061386534879181272e+04,4.518339730051166043e+02
1.061386536474711102e+04,4.518373803893269951e+02
1.061386538070241113e+04,4.518407873996504804e+02
1.061386539665770943e+04,4.518441940353043833e+02
1.061386541261300954e+04,4.518476002970595573e+02
1.061386542856830783e+04,4.518510061841336096e+02
1.061386544452360795e+04,4.518544116972972233e+02
1.061386546047890624e+04,4.518578168357681193e+02
1.061386547643420636e+04,4.518612216003167532e+02
1.061386549238950465e+04,4.518646259901611302e+02
1.061386550834480477e+04,4.518680300060715354e+02
1.061386552430010306e+04,4.518714336472660307e+02
1.061386554025540318e+04,4.518748369145147876e+02
1.061386555621070147e+04,4.518782398070360955e+02
1.061386557216600158e+04,4.518816423256000121e+02
1.061386558812129988e+04,4.518850444694247699e+02
1.061386560407659999e+04,4.518884462392803698e+02
1.061386562003189829e+04,4.518918476343853285e+02
1.061386563598719840e+04,4.518952486555094197e+02
1.061386565194249670e+04,4.518986493018712167e+02
1.061386566789779681e+04,4.519020495742404364e+02
1.061386568385309511e+04,4.519054494718358228e+02
1.061386569980839522e+04,4.519088489954267516e+02
1.061386571576369352e+04,4.519122481442323647e+02
1.061386573171899363e+04,4.519156469190218672e+02
1.061386574767429192e+04,4.519190453190144581e+02
1.061386576362959204e+04,4.519224433449791718e+02
1.061386577958489033e+04,4.519258409961354346e+02
1.061386579554019045e+04,4.519292382732519968e+02
1.061386581149549056e+04,4.519326351759358431e+02
1.061386582745078886e+04,4.519360317037939581e+02
1.061386584340608897e+04,4.519394278575947510e+02
1.061386585936138727e+04,4.519428236365582165e+02
1.061386587531668738e+04,4.519462190414527640e+02
1.061386589127198567e+04,4.519496140714984449e+02
1.061386590722728579e+04,4.519530087274634411e+02
1.061386592318258408e+04,4.519564030085679747e+02
1.061386593913788420e+04,4.519597969155801707e+02
1.061386595509318249e+04,4.519631904477203079e+02
1.061386597104848261e+04,4.519665836057564547e+02
1.061386598700378090e+04,4.519699763889090036e+02
1.061386600295908102e+04,4.519733687979457954e+02
1.061386601891437931e+04,4.519767608320874501e+02
1.061386603486967942e+04,4.519801524921016949e+02
1.061386605082497772e+04,4.519835437772091495e+02
1.061386606678027783e+04,4.519869346881775414e+02
1.061386608273557613e+04,4.519903252242277176e+02
1.061386609869087624e+04,4.519937153861269508e+02
1.061386611464617454e+04,4.519971051730964859e+02
1.061386613060147465e+04,4.520004945859034251e+02
1.061386614655677295e+04,4.520038836237691839e+02
1.061386616251207306e+04,4.520072722874605233e+02
1.061386617846737136e+04,4.520106605761991432e+02
1.061386619442267147e+04,4.520140484907518044e+02
1.061386621037796976e+04,4.520174360303401500e+02
1.061386622633326988e+04,4.520208231957307703e+02
1.061386624228856817e+04,4.520242099861455927e+02
1.061386625824386829e+04,4.520275964023509800e+02
1.061386627419916658e+04,4.520309824435690302e+02
1.061386629015446670e+04,4.520343681105659925e+02
1.061386630610976681e+04,4.520377534029501021e+02
1.061386632206506511e+04,4.520411383203294804e+02
1.061386633802036522e+04,4.520445228634703767e+02
1.061386635397566351e+04,4.520479070315950025e+02
1.061386636993096363e+04,4.520512908254694366e+02
1.061386638588626192e+04,4.520546742443161747e+02
1.061386640184156204e+04,4.520580572889010114e+02
1.061386641779686033e+04,4.520614399584465559e+02
1.061386643375216045e+04,4.520648222537185461e+02
1.061386644970745874e+04,4.520682041739398755e+02
1.061386646566275886e+04,4.520715857198758272e+02
1.061386648161805715e+04,4.520749668907496357e+02
1.061386649757335726e+04,4.520783476873263567e+02
1.061386651352865556e+04,4.520817281088295090e+02
1.061386652948395567e+04,4.520851081560240345e+02
1.061386654543925397e+04,4.520884878281332817e+02
1.061386656139455408e+04,4.520918671259223061e+02
1.061386657734985238e+04,4.520952460486145696e+02
1.061386659330515249e+04,4.520986245969747870e+02
1.061386660926045079e+04,4.521020027702269317e+02
1.061386662521575090e+04,4.521053805691354341e+02
1.061386664117104920e+04,4.521087579929241542e+02
1.061386665712634931e+04,4.521121350423576928e+02
1.061386667308164760e+04,4.521155117166599098e+02
1.061386668903694772e+04,4.521188880165952355e+02
1.061386670499224601e+04,4.521222639413879847e+02
1.061386672094754613e+04,4.521256394918020760e+02
1.061386673690284442e+04,4.521290146670620516e+02
1.061386675285814454e+04,4.521323894679316595e+02
1.061386676881344283e+04,4.521357638936357830e+02
1.061386678476874295e+04,4.521391379449378292e+02
1.061386680072404306e+04,4.521425116214475679e+02
1.061386681667934135e+04,4.521458849227743713e+02
1.061386683263464147e+04,4.521492578496817600e+02
1.061386684858993976e+04,4.521526304013949584e+02
1.061386686454523988e+04,4.521560025786769756e+02
1.061386688050053817e+04,4.521593743807533770e+02
1.061386689645583829e+04,4.521627458083869442e+02
1.061386691241113658e+04,4.521661168608034131e+02
1.061386692836643670e+04,4.521694875387653951e+02
1.061386694432173499e+04,4.521728578414987965e+02
1.061386696027703510e+04,4.521762277697661148e+02
1.061386697623233340e+04,4.521795973227933700e+02
1.061386699218763351e+04,4.521829665013430599e+02
1.061386700814293181e+04,4.521863353046410339e+02
1.061386702409823192e+04,4.521897037334497895e+02
1.061386704005353022e+04,4.521930717869954606e+02
1.061386705600883033e+04,4.521964394660402604e+02
1.061386707196412863e+04,4.521998067698105501e+02
1.061386708791942874e+04,4.522031736990683157e+02
1.061386710387472704e+04,4.522065402530401457e+02
1.061386711983002715e+04,4.522099064324877986e+02
1.061386713578532544e+04,4.522132722366380335e+02
1.061386715174062556e+04,4.522166376662524385e+02
1.061386716769592385e+04,4.522200027205581137e+02
1.061386718365122397e+04,4.522233674003163060e+02
1.061386719960652226e+04,4.522267317047542861e+02
1.061386721556182238e+04,4.522300956346331873e+02
1.061386723151712067e+04,4.522334591891802802e+02
1.061386724747242079e+04,4.522368223691568687e+02
