Time (BJD_TBD - 2450000), F_star + F_b (mJy)
9.891595520833507180e+03,2.559450571401169050e+00
9.891595543725843527e+03,2.559450639919634618e+00
9.891595566618178054e+03,2.559450708430551558e+00
9.891595589510514401e+03,2.559450776933930083e+00
9.891595612402848928e+03,2.559450845429758647e+00
9.891595635295185275e+03,2.559450913918048354e+00
9.891595658187519803e+03,2.559450982398786767e+00
9.891595681079856149e+03,2.559451050871984989e+00
9.891595703972190677e+03,2.559451119337631031e+00
9.891595726864527023e+03,2.559451187795734661e+00
9.891595749756863370e+03,2.559451256246290995e+00
9.891595772649197897e+03,2.559451324689292484e+00
9.891595795541534244e+03,2.559451393124750229e+00
9.891595818433868772e+03,2.559451461552653573e+00
9.891595841326205118e+03,2.559451529973011397e+00
9.891595864218539646e+03,2.559451598385812154e+00
9.891595887110875992e+03,2.559451666791066948e+00
9.891595910003210520e+03,2.559451735188763788e+00
9.891595932895546866e+03,2.559451803578913776e+00
9.891595955787881394e+03,2.559451871961504477e+00
9.891595978680217740e+03,2.559451940336546105e+00
9.891596001572554087e+03,2.559452008704033776e+00
9.891596024464888615e+03,2.559452077063959941e+00
9.891596047357224961e+03,2.559452145416335256e+00
9.891596070249559489e+03,2.559452213761149508e+00
9.891596093141895835e+03,2.559452282098411136e+00
9.891596116034230363e+03,2.559452350428109035e+00
9.891596138926566709e+03,2.559452418750254310e+00
9.891596161818901237e+03,2.559452487064835413e+00
9.891596184711237584e+03,2.559452555371862115e+00
9.891596207603573930e+03,2.559452623671327753e+00
9.891596230495908458e+03,2.559452691963227444e+00
9.891596253388244804e+03,2.559452760247570957e+00
9.891596276280579332e+03,2.559452828524346746e+00
9.891596299172915678e+03,2.559452896793564580e+00
9.891596322065250206e+03,2.559452965055214690e+00
9.891596344957586552e+03,2.559453033309305070e+00
9.891596367849921080e+03,2.559453101555825949e+00
9.891596390742257427e+03,2.559453169794786653e+00
9.891596413634591954e+03,2.559453238026176081e+00
9.891596436526928301e+03,2.559453306250004445e+00
9.891596459419264647e+03,2.559453374466265529e+00
9.891596482311599175e+03,2.559453442674953560e+00
9.891596505203935521e+03,2.559453510876078308e+00
9.891596528096270049e+03,2.559453579069628670e+00
9.891596550988606396e+03,2.559453647255614861e+00
9.891596573880940923e+03,2.559453715434025334e+00
9.891596596773277270e+03,2.559453783604869859e+00
