Time (BJD_TBD - 2450000), F_c/F_star (ppm)
1.013184277777792886e+04,5.307484684609544274e+02
1.013184279854968190e+04,5.307568146809528571e+02
1.013184281932143494e+04,5.307651601958471019e+02
1.013184284009318799e+04,5.307735050056128330e+02
1.013184286086494103e+04,5.307818491102258349e+02
1.013184288163669407e+04,5.307901925096618925e+02
1.013184290240844712e+04,5.307985352038967903e+02
1.013184292318020016e+04,5.308068771929060858e+02
1.013184294395195320e+04,5.308152184766659047e+02
1.013184296472370625e+04,5.308235590551519181e+02
1.013184298549545929e+04,5.308318989283399105e+02
1.013184300626721233e+04,5.308402380962054394e+02
1.013184302703896537e+04,5.308485765587245169e+02
1.013184304781071842e+04,5.308569143158727002e+02
1.013184306858247146e+04,5.308652513676261151e+02
1.013184308935422450e+04,5.308735877139602053e+02
1.013184311012597936e+04,5.308819233555808523e+02
1.013184313089773241e+04,5.308902582910039882e+02
1.013184315166948545e+04,5.308985925209353809e+02
1.013184317244123849e+04,5.309069260453507013e+02
1.013184319321299154e+04,5.309152588642258479e+02
1.013184321398474458e+04,5.309235909775366054e+02
1.013184323475649762e+04,5.309319223852587584e+02
1.013184325552825067e+04,5.309402530873680917e+02
1.013184327630000371e+04,5.309485830838403899e+02
1.013184329707175675e+04,5.309569123746515515e+02
1.013184331784350979e+04,5.309652409597773612e+02
1.013184333861526284e+04,5.309735688391934900e+02
1.013184335938701588e+04,5.309818960128759500e+02
1.013184338015876892e+04,5.309902224808006395e+02
1.013184340093052197e+04,5.309985482429428885e+02
1.013184342170227501e+04,5.310068732992790501e+02
1.013184344247402805e+04,5.310151976497847954e+02
1.013184346324578109e+04,5.310235212944357954e+02
1.013184348401753414e+04,5.310318442332079485e+02
1.013184350478928718e+04,5.310401664660771530e+02
1.013184352556104022e+04,5.310484879930190800e+02
1.013184354633279327e+04,5.310568088140097416e+02
1.013184356710454631e+04,5.310651289290249224e+02
1.013184358787629935e+04,5.310734483380405209e+02
1.013184360864805240e+04,5.310817670410322080e+02
1.013184362941980544e+04,5.310900850379758822e+02
1.013184365019155848e+04,5.310984023288474418e+02
1.013184367096331152e+04,5.311067189136227853e+02
1.013184369173506457e+04,5.311150347922775836e+02
1.013184371250681761e+04,5.311233499647878489e+02
1.013184373327857065e+04,5.311316644311293658e+02
1.013184375405032551e+04,5.311399781920059695e+02
1.013184377482207856e+04,5.311482912459374575e+02
1.013184379559383160e+04,5.311566035936276648e+02
1.013184381636558464e+04,5.311649152350526037e+02
