Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.891595520833507180e+03,1.303399941972736187e+01
9.891595543725843527e+03,1.303388186283728878e+01
9.891595566618178054e+03,1.303376430610389569e+01
9.891595589510514401e+03,1.303364674950849889e+01
9.891595612402848928e+03,1.303352919306979096e+01
9.891595635295185275e+03,1.303341163676910064e+01
9.891595658187519803e+03,1.303329408062510275e+01
9.891595681079856149e+03,1.303317652461914022e+01
9.891595703972190677e+03,1.303305896876989145e+01
9.891595726864527023e+03,1.303294141305868692e+01
9.891595749756863370e+03,1.303282385749486139e+01
9.891595772649197897e+03,1.303270630208777803e+01
9.891595795541534244e+03,1.303258874681875135e+01
9.891595818433868772e+03,1.303247119170648105e+01
9.891595841326205118e+03,1.303235363673228520e+01
9.891595864218539646e+03,1.303223608191485283e+01
9.891595887110875992e+03,1.303211852723551267e+01
9.891595910003210520e+03,1.303200097271294489e+01
9.891595932895546866e+03,1.303188341832847641e+01
9.891595955787881394e+03,1.303176586410080695e+01
9.891595978680217740e+03,1.303164831001124746e+01
9.891596001572554087e+03,1.303153075606915934e+01
9.891596024464888615e+03,1.303141320228388089e+01
9.891596047357224961e+03,1.303129564863673551e+01
9.891596070249559489e+03,1.303117809514641934e+01
9.891596093141895835e+03,1.303106054179425932e+01
9.891596116034230363e+03,1.303094298859893563e+01
9.891596138926566709e+03,1.303082543554177342e+01
9.891596161818901237e+03,1.303070788264146707e+01
9.891596184711237584e+03,1.303059032987933641e+01
9.891596207603573930e+03,1.303047277726473929e+01
9.891596230495908458e+03,1.303035522480700692e+01
9.891596253388244804e+03,1.303023767248749110e+01
9.891596276280579332e+03,1.303012012032484712e+01
9.891596299172915678e+03,1.303000256830042325e+01
9.891596322065250206e+03,1.302988501643290142e+01
9.891596344957586552e+03,1.302976746470360325e+01
9.891596367849921080e+03,1.302964991313122489e+01
9.891596390742257427e+03,1.302953236169708084e+01
9.891596413634591954e+03,1.302941481041987259e+01
9.891596436526928301e+03,1.302929725928092175e+01
9.891596459419264647e+03,1.302917970828957195e+01
9.891596482311599175e+03,1.302906215745517038e+01
9.891596505203935521e+03,1.302894460675904043e+01
9.891596528096270049e+03,1.302882705621988002e+01
9.891596550988606396e+03,1.302870950581900189e+01
9.891596573880940923e+03,1.302859195557510930e+01
9.891596596773277270e+03,1.302847440546951496e+01
9.891596619665611797e+03,1.302835685552091505e+01
9.891596642557948144e+03,1.302823930571063471e+01
9.891596665450284490e+03,1.302812175604801936e+01
9.891596688342619018e+03,1.302800420654241442e+01
9.891596711234955364e+03,1.302788665717514149e+01
9.891596734127289892e+03,1.302776910796490206e+01
9.891596757019626239e+03,1.302765155889300708e+01
9.891596779911960766e+03,1.302753400997815802e+01
9.891596802804297113e+03,1.302741646120166941e+01
9.891596825696631640e+03,1.302729891258223738e+01
9.891596848588967987e+03,1.302718136410119598e+01
9.891596871481304333e+03,1.302706381576786754e+01
9.891596894373638861e+03,1.302694626759161878e+01
9.891596917265975208e+03,1.302682871955376420e+01
9.891596940158309735e+03,1.302671117167300174e+01
9.891596963050646082e+03,1.302659362393064946e+01
9.891596985942980609e+03,1.302647607634540350e+01
