Time (BJD_TBD - 2450000), L_e/L_star (ppm)
9.908226643518544734e+03,1.268041461252649356e+02
9.908226666740774817e+03,1.268038329298985900e+02
9.908226689963004901e+03,1.268035196986387092e+02
9.908226713185233166e+03,1.268032064315099490e+02
9.908226736407463250e+03,1.268028931284633813e+02
9.908226759629693333e+03,1.268025797895238185e+02
9.908226782851923417e+03,1.268022664146913598e+02
9.908226806074151682e+03,1.268019530039907465e+02
9.908226829296381766e+03,1.268016395573731074e+02
9.908226852518611850e+03,1.268013260748630557e+02
9.908226875740841933e+03,1.268010125564609183e+02
9.908226898963070198e+03,1.268006990021913793e+02
9.908226922185300282e+03,1.268003854120054683e+02
9.908226945407530366e+03,1.268000717859279121e+02
9.908226968629760449e+03,1.267997581239589380e+02
9.908226991851988714e+03,1.267994444261232729e+02
9.908227015074218798e+03,1.267991306923719605e+02
9.908227038296448882e+03,1.267988169227297846e+02
9.908227061518678966e+03,1.267985031171968444e+02
9.908227084740907230e+03,1.267981892757979523e+02
9.908227107963137314e+03,1.267978753984841376e+02
9.908227131185367398e+03,1.267975614852801414e+02
9.908227154407597482e+03,1.267972475361861342e+02
9.908227177629825746e+03,1.267969335512269140e+02
9.908227200852055830e+03,1.267966195303534676e+02
9.908227224074285914e+03,1.267963054735905502e+02
9.908227247296515998e+03,1.267959913809383323e+02
9.908227270518744263e+03,1.267956772524216404e+02
9.908227293740974346e+03,1.267953630879914471e+02
9.908227316963204430e+03,1.267950488876724648e+02
9.908227340185434514e+03,1.267947346514649354e+02
9.908227363407662779e+03,1.267944203793936282e+02
9.908227386629892862e+03,1.267941060714095300e+02
9.908227409852122946e+03,1.267937917275374105e+02
9.908227433074353030e+03,1.267934773477774257e+02
9.908227456296581295e+03,1.267931629321544165e+02
9.908227479518811379e+03,1.267928484806192841e+02
9.908227502741041462e+03,1.267925339931968551e+02
9.908227525963271546e+03,1.267922194698873000e+02
9.908227549185499811e+03,1.267919049107154592e+02
9.908227572407729895e+03,1.267915903156322202e+02
9.908227595629959978e+03,1.267912756846623950e+02
9.908227618852190062e+03,1.267909610178061541e+02
9.908227642074418327e+03,1.267906463150883383e+02
9.908227665296648411e+03,1.267903315764598631e+02
9.908227688518878495e+03,1.267900168019454696e+02
9.908227711741108578e+03,1.267897019915454422e+02
9.908227734963336843e+03,1.267893871452845360e+02
9.908227758185566927e+03,1.267890722631136668e+02
9.908227781407797011e+03,1.267887573450576468e+02
9.908227804630027094e+03,1.267884423911166465e+02
9.908227827852255359e+03,1.267881274013155917e+02
9.908227851074485443e+03,1.267878123756052418e+02
9.908227874296715527e+03,1.267874973140104800e+02
9.908227897518945610e+03,1.267871822165314484e+02
9.908227920741173875e+03,1.267868670831930444e+02
9.908227943963403959e+03,1.267865519139460986e+02
9.908227967185634043e+03,1.267862367088154087e+02
9.908227990407864127e+03,1.267859214678012592e+02
9.908228013630092391e+03,1.267856061909284051e+02
9.908228036852322475e+03,1.267852908781477339e+02
