Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.896128576389048249e+03,3.814975774337868870e+02
9.896128599245501391e+03,3.814928750887665387e+02
9.896128622101952715e+03,3.814881726543369496e+02
9.896128644958405857e+03,3.814834701297545507e+02
9.896128667814857181e+03,3.814787675157728017e+02
9.896128690671310324e+03,3.814740648116483612e+02
9.896128713527761647e+03,3.814693620181345182e+02
9.896128736384214790e+03,3.814646591344877606e+02
9.896128759240666113e+03,3.814599561614618324e+02
9.896128782097119256e+03,3.814552530983130509e+02
9.896128804953570580e+03,3.814505499457949895e+02
9.896128827810023722e+03,3.814458467031639657e+02
9.896128850666476865e+03,3.814411433707995229e+02
9.896128873522928188e+03,3.814364399490808069e+02
9.896128896379381331e+03,3.814317364372642487e+02
9.896128919235832655e+03,3.814270328361034217e+02
9.896128942092285797e+03,3.814223291448547002e+02
9.896128964948737121e+03,3.814176253642717711e+02
9.896128987805190263e+03,3.814129214936109520e+02
9.896129010661641587e+03,3.814082175336260434e+02
9.896129033518094730e+03,3.814035134835729650e+02
9.896129056374546053e+03,3.813988093442059721e+02
9.896129079230999196e+03,3.813941051147809276e+02
9.896129102087450519e+03,3.813894007960518593e+02
9.896129124943903662e+03,3.813846963872747438e+02
9.896129147800356805e+03,3.813799918888291813e+02
9.896129170656808128e+03,3.813752873010943176e+02
9.896129193513261271e+03,3.813705826233267544e+02
9.896129216369712594e+03,3.813658778562798375e+02
9.896129239226165737e+03,3.813611729992102255e+02
9.896129262082617061e+03,3.813564680528712643e+02
9.896129284939070203e+03,3.813517630165196124e+02
9.896129307795521527e+03,3.813470578909087294e+02
9.896129330651974669e+03,3.813423526752949897e+02
9.896129353508425993e+03,3.813376473704319665e+02
9.896129376364879136e+03,3.813329419755760910e+02
9.896129399221332278e+03,3.813282364911068498e+02
9.896129422077783602e+03,3.813235309174034455e+02
9.896129444934236744e+03,3.813188252537221956e+02
9.896129467790688068e+03,3.813141195008167301e+02
9.896129490647141211e+03,3.813094136579433666e+02
9.896129513503592534e+03,3.813047077258561899e+02
9.896129536360045677e+03,3.813000017038108922e+02
9.896129559216497000e+03,3.812952955925614447e+02
9.896129582072950143e+03,3.812905893913642785e+02
9.896129604929401467e+03,3.812858831009730807e+02
9.896129627785854609e+03,3.812811767206438844e+02
9.896129650642307752e+03,3.812764702507561765e+02
9.896129673498759075e+03,3.812717636916896140e+02
9.896129696355212218e+03,3.812670570427000030e+02
9.896129719211663542e+03,3.812623503045414850e+02
9.896129742068116684e+03,3.812576434764699798e+02
9.896129764924568008e+03,3.812529365592395720e+02
9.896129787781021150e+03,3.812482295521062952e+02
9.896129810637472474e+03,3.812435224558240066e+02
9.896129833493925616e+03,3.812388152696486259e+02
9.896129856350376940e+03,3.812341079943345790e+02
9.896129879206830083e+03,3.812294006291375013e+02
9.896129902063283225e+03,3.812246931744369363e+02
9.896129924919734549e+03,3.812199856306127117e+02
9.896129947776187691e+03,3.812152779969202925e+02
9.896129970632639015e+03,3.812105702741142750e+02
9.896129993489092158e+03,3.812058624614500673e+02
9.896130016345543481e+03,3.812011545596822657e+02
9.896130039201996624e+03,3.811964465680663352e+02
9.896130062058447947e+03,3.811917384873567016e+02
9.896130084914901090e+03,3.811870303168090004e+02
