Time (BJD_TBD - 2450000), F_g/F_star (ppm)
1.062594821759266779e+04,9.559009813377984699e+01
1.062594823627046208e+04,9.558961381672475000e+01
1.062594825494825454e+04,9.558912949663050540e+01
1.062594827362604883e+04,9.558864517340278155e+01
1.062594829230384312e+04,9.558816084708881533e+01
1.062594831098163559e+04,9.558767651773578677e+01
1.062594832965942987e+04,9.558719218524942107e+01
1.062594834833722416e+04,9.558670784967694090e+01
1.062594836701501663e+04,9.558622351106552628e+01
1.062594838569281092e+04,9.558573916932091663e+01
1.062594840437060520e+04,9.558525482449030619e+01
1.062594842304839767e+04,9.558477047662093184e+01
1.062594844172619196e+04,9.558428612561846194e+01
1.062594846040398625e+04,9.558380177153013335e+01
1.062594847908178053e+04,9.558331741435598872e+01
1.062594849775957300e+04,9.558283305414322228e+01
1.062594851643736729e+04,9.558234869079757345e+01
1.062594853511516158e+04,9.558186432436622226e+01
1.062594855379295404e+04,9.558137995489640559e+01
1.062594857247074833e+04,9.558089558229380600e+01
1.062594859114854262e+04,9.558041120660564616e+01
1.062594860982633509e+04,9.557992682787914873e+01
1.062594862850412937e+04,9.557944244602002470e+01
1.062594864718192366e+04,9.557895806107543990e+01
1.062594866585971613e+04,9.557847367309268805e+01
1.062594868453751042e+04,9.557798928197738064e+01
1.062594870321530470e+04,9.557750488777681142e+01
1.062594872189309717e+04,9.557702049053813198e+01
1.062594874057089146e+04,9.557653609016709595e+01
1.062594875924868575e+04,9.557605168671088336e+01
1.062594877792647821e+04,9.557556728021674530e+01
1.062594879660427250e+04,9.557508287059030749e+01
1.062594881528206679e+04,9.557459845787889208e+01
1.062594883395985926e+04,9.557411404212962225e+01
1.062594885263765354e+04,9.557362962324825162e+01
1.062594887131544783e+04,9.557314520128194602e+01
1.062594888999324030e+04,9.557266077627798495e+01
1.062594890867103459e+04,9.557217634814205098e+01
1.062594892734882887e+04,9.557169191692132415e+01
1.062594894602662316e+04,9.557120748261586130e+01
1.062594896470441563e+04,9.557072304527291351e+01
1.062594898338220992e+04,9.557023860479810651e+01
1.062594900206000420e+04,9.556975416123876244e+01
1.062594902073779667e+04,9.556926971464199028e+01
1.062594903941559096e+04,9.556878526491358627e+01
1.062594905809338525e+04,9.556830081210065941e+01
1.062594907677117772e+04,9.556781635625053184e+01
1.062594909544897200e+04,9.556733189726881506e+01
1.062594911412676629e+04,9.556684743520281700e+01
1.062594913280455876e+04,9.556636297009964665e+01
1.062594915148235305e+04,9.556587850186508604e+01
1.062594917016014733e+04,9.556539403054631521e+01
1.062594918883793980e+04,9.556490955619055683e+01
1.062594920751573409e+04,9.556442507870349345e+01
1.062594922619352838e+04,9.556394059813239039e+01
1.062594924487132084e+04,9.556345611452441347e+01
1.062594926354911513e+04,9.556297162778530208e+01
1.062594928222690942e+04,9.556248713796220784e+01
1.062594930090470189e+04,9.556200264510242448e+01
1.062594931958249617e+04,9.556151814911159192e+01
1.062594933826029046e+04,9.556103365003694705e+01
1.062594935693808293e+04,9.556054914792575516e+01
1.062594937561587722e+04,9.556006464268365619e+01
1.062594939429367150e+04,9.555958013435781595e+01
1.062594941297146579e+04,9.555909562294840498e+01
1.062594943164925826e+04,9.555861110850256068e+01
1.062594945032705255e+04,9.555812659092597983e+01
1.062594946900484683e+04,9.555764207026591350e+01
1.062594948768263930e+04,9.555715754656955596e+01
1.062594950636043359e+04,9.555667301974258976e+01
1.062594952503822788e+04,9.555618848983229441e+01
1.062594954371602034e+04,9.555570395688580732e+01
1.062594956239381463e+04,9.555521942080888209e+01
1.062594958107160892e+04,9.555473488164869877e+01
1.062594959974940139e+04,9.555425033945252267e+01
1.062594961842719567e+04,9.555376579412597948e+01
1.062594963710498996e+04,9.555328124571636295e+01
1.062594965578278243e+04,9.555279669427083888e+01
1.062594967446057672e+04,9.555231213969511828e+01
1.062594969313837100e+04,9.555182758203640958e+01
1.062594971181616347e+04,9.555134302134196389e+01
1.062594973049395776e+04,9.555085845751742113e+01
1.062594974917175205e+04,9.555037389061004660e+01
