Time (BJD_TBD - 2450000), F_total/F_star (ppm)
9.889738090277649462e+03,6.079310084615970027e+02
9.889738107156652404e+03,6.079555062848927491e+02
9.889738124035655346e+03,6.079800046863730358e+02
9.889738140914658288e+03,6.080045036659321340e+02
9.889738157793661230e+03,6.080290032234639739e+02
9.889738174672662353e+03,6.080535033562225635e+02
9.889738191551665295e+03,6.080780040693830415e+02
9.889738208430668237e+03,6.081025053601989612e+02
9.889738225309671179e+03,6.081270072285645938e+02
9.889738242188674121e+03,6.081515096743738695e+02
9.889738259067677063e+03,6.081760126975212870e+02
9.889738275946680005e+03,6.082005162979007764e+02
9.889738292825682947e+03,6.082250204754069500e+02
9.889738309704684070e+03,6.082495252272926791e+02
9.889738326583687012e+03,6.082740305587337843e+02
9.889738343462689954e+03,6.082985364669838191e+02
9.889738360341692896e+03,6.083230429519367135e+02
9.889738377220695838e+03,6.083475500134867389e+02
9.889738394099698780e+03,6.083720576515282801e+02
9.889738410978701722e+03,6.083965658659550400e+02
9.889738427857704664e+03,6.084210746566614034e+02
9.889738444736705787e+03,6.084455840209000144e+02
9.889738461615708729e+03,6.084700939638478303e+02
9.889738478494711671e+03,6.084946044827576088e+02
9.889738495373714613e+03,6.085191155775232801e+02
9.889738512252717555e+03,6.085436272480391153e+02
9.889738529131720497e+03,6.085681394941992721e+02
9.889738546010723439e+03,6.085926523158979080e+02
9.889738562889726381e+03,6.086171657130288395e+02
9.889738579768727504e+03,6.086416796828447104e+02
9.889738596647730446e+03,6.086661942305229331e+02
9.889738613526733388e+03,6.086907093533156967e+02
9.889738630405736330e+03,6.087152250511176135e+02
9.889738647284739272e+03,6.087397413238223862e+02
9.889738664163742214e+03,6.087642581713242862e+02
9.889738681042745156e+03,6.087887755935170162e+02
9.889738697921748098e+03,6.088132935902951886e+02
9.889738714800749221e+03,6.088378121589103102e+02
9.889738731679752163e+03,6.088623313045407031e+02
9.889738748558755105e+03,6.088868510244385561e+02
9.889738765437758047e+03,6.089113713184980270e+02
9.889738782316760989e+03,6.089358921866127048e+02
9.889738799195763931e+03,6.089604136286770881e+02
9.889738816074766873e+03,6.089849356445849935e+02
9.889738832953769816e+03,6.090094582342302374e+02
9.889738849832770939e+03,6.090339813948648953e+02
9.889738866711773881e+03,6.090585051316677436e+02
9.889738883590776823e+03,6.090830294418900621e+02
9.889738900469779765e+03,6.091075543254263494e+02
9.889738917348782707e+03,6.091320797821704218e+02
9.889738934227785649e+03,6.091566058120162097e+02
9.889738951106788591e+03,6.091811324148576432e+02
9.889738967985791533e+03,6.092056595905892209e+02
9.889738984864792656e+03,6.092301873364611993e+02
9.889739001743795598e+03,6.092547156576541738e+02
9.889739018622798540e+03,6.092792445514188557e+02
9.889739035501801482e+03,6.093037740176497437e+02
9.889739052380804424e+03,6.093283040562399719e+02
9.889739069259807366e+03,6.093528346670843803e+02
9.889739086138810308e+03,6.093773658500764441e+02
9.889739103017813250e+03,6.094018976051100935e+02
9.889739119896814373e+03,6.094264299294361535e+02
9.889739136775817315e+03,6.094509628282352196e+02
9.889739153654820257e+03,6.094754962987581166e+02
9.889739170533823199e+03,6.095000303408986611e+02
9.889739187412826141e+03,6.095245649545507831e+02
9.889739204291829083e+03,6.095491001396086403e+02
9.889739221170832025e+03,6.095736358959659356e+02
9.889739238049834967e+03,6.095981722235167126e+02
