Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.905193796296138316e+03,4.701304224673766896e+01
9.905193817625817246e+03,4.701338357837138204e+01
9.905193838955496176e+03,4.701372490847764851e+01
9.905193860285176925e+03,4.701406623708553667e+01
9.905193881614855854e+03,4.701440756413678201e+01
9.905193902944534784e+03,4.701474888966045285e+01
9.905193924274213714e+03,4.701509021365650653e+01
9.905193945603892644e+03,4.701543153612491466e+01
9.905193966933571573e+03,4.701577285706562037e+01
9.905193988263252322e+03,4.701611417650770619e+01
9.905194009592931252e+03,4.701645549439290761e+01
9.905194030922610182e+03,4.701679681075029293e+01
9.905194052252289111e+03,4.701713812557982664e+01
9.905194073581968041e+03,4.701747943888146608e+01
9.905194094911648790e+03,4.701782075068427247e+01
9.905194116241327720e+03,4.701816206093000261e+01
9.905194137571006650e+03,4.701850336964771060e+01
9.905194158900685579e+03,4.701884467683736801e+01
9.905194180230364509e+03,4.701918598249892511e+01
9.905194201560043439e+03,4.701952728663235348e+01
9.905194222889724188e+03,4.701986858926671431e+01
9.905194244219403117e+03,4.702020989034375020e+01
9.905194265549082047e+03,4.702055118989253657e+01
9.905194286878760977e+03,4.702089248791300946e+01
9.905194308208439907e+03,4.702123378440515467e+01
9.905194329538120655e+03,4.702157507939804759e+01
9.905194350867799585e+03,4.702191637283339531e+01
9.905194372197478515e+03,4.702225766474028745e+01
9.905194393527157445e+03,4.702259895511869559e+01
9.905194414856836374e+03,4.702294024396854866e+01
9.905194436186517123e+03,4.702328153131892918e+01
9.905194457516196053e+03,4.702362281711159397e+01
9.905194478845874983e+03,4.702396410137561844e+01
9.905194500175553912e+03,4.702430538411092442e+01
9.905194521505232842e+03,4.702464666531749771e+01
9.905194542834911772e+03,4.702498794499529566e+01
9.905194564164592521e+03,4.702532922317337238e+01
9.905194585494271450e+03,4.702567049979349179e+01
9.905194606823950380e+03,4.702601177488470796e+01
9.905194628153629310e+03,4.702635304844697828e+01
9.905194649483308240e+03,4.702669432048027431e+01
9.905194670812988988e+03,4.702703559101367858e+01
9.905194692142667918e+03,4.702737685998889816e+01
9.905194713472346848e+03,4.702771812743502267e+01
9.905194734802025778e+03,4.702805939335200236e+01
9.905194756131704708e+03,4.702840065773980172e+01
9.905194777461383637e+03,4.702874192059838521e+01
9.905194798791064386e+03,4.702908318195681403e+01
9.905194820120743316e+03,4.702942444175684500e+01
9.905194841450422246e+03,4.702976570002752510e+01
9.905194862780101175e+03,4.703010695676881880e+01
9.905194884109780105e+03,4.703044821198070480e+01
9.905194905439460854e+03,4.703078946569221586e+01
9.905194926769139784e+03,4.703113071784513721e+01
9.905194948098818713e+03,4.703147196846850875e+01
9.905194969428497643e+03,4.703181321756230204e+01
9.905194990758176573e+03,4.703215446512648157e+01
9.905195012087855503e+03,4.703249571116099048e+01
9.905195033417536251e+03,4.703283695569490419e+01
9.905195054747215181e+03,4.703317819866997951e+01
9.905195076076894111e+03,4.703351944011525632e+01
9.905195097406573041e+03,4.703386068003071330e+01
9.905195118736251970e+03,4.703420191841631492e+01
9.905195140065932719e+03,4.703454315530112240e+01
9.905195161395611649e+03,4.703488439062687121e+01
9.905195182725290579e+03,4.703522562442264388e+01
9.905195204054969508e+03,4.703556685668839066e+01
9.905195225384648438e+03,4.703590808742407603e+01
9.905195246714329187e+03,4.703624931665874698e+01
9.905195268044008117e+03,4.703659054433418163e+01
9.905195289373687046e+03,4.703693177047944118e+01
9.905195310703365976e+03,4.703727299509446880e+01
9.905195332033044906e+03,4.703761421817923605e+01
9.905195353362723836e+03,4.703795543973370030e+01
9.905195374692404584e+03,4.703829665978690144e+01
9.905195396022083514e+03,4.703863787828063181e+01
9.905195417351762444e+03,4.703897909524393839e+01
9.905195438681441374e+03,4.703932031067677855e+01
9.905195460011120304e+03,4.703966152457911676e+01
9.905195481340801052e+03,4.704000273698000711e+01
9.905195502670479982e+03,4.704034394782120643e+01
9.905195524000158912e+03,4.704068515713179011e+01
9.905195545329837842e+03,4.704102636491170131e+01
9.905195566659516771e+03,4.704136757116090450e+01
9.905195587989195701e+03,4.704170877587936417e+01
9.905195609318876450e+03,4.704204997909614150e+01
9.905195630648555380e+03,4.704239118075298620e+01
9.905195651978234309e+03,4.704273238087896658e+01
9.905195673307913239e+03,4.704307357947405421e+01
9.905195694637592169e+03,4.704341477653817094e+01
9.905195715967272918e+03,4.704375597210039928e+01
9.905195737296951847e+03,4.704409716610251735e+01
9.905195758626630777e+03,4.704443835857355793e+01
9.905195779956309707e+03,4.704477954951349972e+01
9.905195801285988637e+03,4.704512073892229296e+01
9.905195822615667566e+03,4.704546192679988792e+01
9.905195843945348315e+03,4.704580311317536712e+01
9.905195865275027245e+03,4.704614429799047315e+01
9.905195886604706175e+03,4.704648548127426722e+01
9.905195907934385104e+03,4.704682666302671379e+01
9.905195929264064034e+03,4.704716784324777734e+01
9.905195950593744783e+03,4.704750902196650486e+01
9.905195971923423713e+03,4.704785019912466737e+01
9.905195993253102642e+03,4.704819137475132607e+01
9.905196014582781572e+03,4.704853254884643121e+01
9.905196035912460502e+03,4.704887372140994728e+01
9.905196057242139432e+03,4.704921489244182453e+01
9.905196078571820181e+03,4.704955606197113127e+01
9.905196099901499110e+03,4.704989722993964563e+01
9.905196121231178040e+03,4.705023839637640037e+01
9.905196142560856970e+03,4.705057956128136709e+01
9.905196163890535900e+03,4.705092072465450315e+01
9.905196185220216648e+03,4.705126188652485553e+01
9.905196206549895578e+03,4.705160304683420947e+01
9.905196227879574508e+03,4.705194420561161195e+01
9.905196249209253438e+03,4.705228536285702745e+01
9.905196270538932367e+03,4.705262651857040623e+01
9.905196291868613116e+03,4.705296767278080949e+01
9.905196313198292046e+03,4.705330882543001536e+01
9.905196334527970976e+03,4.705364997654705661e+01
9.905196355857649905e+03,4.705399112613191193e+01
9.905196377187328835e+03,4.705433227418453157e+01
9.905196398517007765e+03,4.705467342070488712e+01
9.905196419846688514e+03,4.705501456572202557e+01
9.905196441176367443e+03,4.705535570917770372e+01
9.905196462506046373e+03,4.705569685110101119e+01
9.905196483835725303e+03,4.705603799149186273e+01
9.905196505165404233e+03,4.705637913035025832e+01
9.905196526495084981e+03,4.705672026770521654e+01
9.905196547824763911e+03,4.705706140349853683e+01
9.905196569154442841e+03,4.705740253775926618e+01
9.905196590484121771e+03,4.705774367048736906e+01
9.905196611813800700e+03,4.705808480168278862e+01
9.905196633143479630e+03,4.705842593134549645e+01
9.905196654473160379e+03,4.705876705950455374e+01
9.905196675802839309e+03,4.705910818610171731e+01
9.905196697132518239e+03,4.705944931116603414e+01
9.905196718462197168e+03,4.705979043469749712e+01
9.905196739791876098e+03,4.706013155669602810e+01
9.905196761121556847e+03,4.706047267719070959e+01
9.905196782451235777e+03,4.706081379612329840e+01
9.905196803780914706e+03,4.706115491352285574e+01
9.905196825110593636e+03,4.706149602938933185e+01
9.905196846440272566e+03,4.706183714372269833e+01
9.905196867769951496e+03,4.706217825652291253e+01
9.905196889099632244e+03,4.706251936781900724e+01
9.905196910429311174e+03,4.706286047755278190e+01
9.905196931758990104e+03,4.706320158575329771e+01
9.905196953088669034e+03,4.706354269242048360e+01
9.905196974418347963e+03,4.706388379755431828e+01
9.905196995748028712e+03,4.706422490118383450e+01
9.905197017077707642e+03,4.706456600325083883e+01
9.905197038407386572e+03,4.706490710378436404e+01
9.905197059737065501e+03,4.706524820278436039e+01
9.905197081066744431e+03,4.706558930025080656e+01
9.905197102396425180e+03,4.706593039621275665e+01
9.905197123726104110e+03,4.706627149061197457e+01
9.905197145055783039e+03,4.706661258347750731e+01
9.905197166385461969e+03,4.706695367480932646e+01
9.905197187715140899e+03,4.706729476460739647e+01
9.905197209044819829e+03,4.706763585287166052e+01
9.905197230374500577e+03,4.706797693963117979e+01
9.905197251704179507e+03,4.706831802482773242e+01
9.905197273033858437e+03,4.706865910849036538e+01
9.905197294363537367e+03,4.706900019061903606e+01
9.905197315693216296e+03,4.706934127121370892e+01
9.905197337022897045e+03,4.706968235030343095e+01
9.905197358352575975e+03,4.707002342782998738e+01
9.905197379682254905e+03,4.707036450382242521e+01
9.905197401011933835e+03,4.707070557828070889e+01
9.905197422341612764e+03,4.707104665120478160e+01
9.905197443671291694e+03,4.707138772259462911e+01
9.905197465000972443e+03,4.707172879247928421e+01
9.905197486330651373e+03,4.707206986080053213e+01
9.905197507660330302e+03,4.707241092758741274e+01
9.905197528990009232e+03,4.707275199283990474e+01
9.905197550319688162e+03,4.707309305655793708e+01
9.905197571649368911e+03,4.707343411877060646e+01
9.905197592979047840e+03,4.707377517941964129e+01
9.905197614308726770e+03,4.707411623853413118e+01
9.905197635638405700e+03,4.707445729611401219e+01
9.905197656968084630e+03,4.707479835215926300e+01
9.905197678297763559e+03,4.707513940666981966e+01
9.905197699627444308e+03,4.707548045967474337e+01
9.905197720957123238e+03,4.707582151111581936e+01
9.905197742286802168e+03,4.707616256102211594e+01
