Time (BJD_TBD - 2450000), F_h/L_star (ppm)
9.891595520833507180e+03,6.590335268093441279e+00
9.891595543725843527e+03,6.590275828216722864e+00
9.891595566618178054e+03,6.590216388419225524e+00
9.891595589510514401e+03,6.590156948691502592e+00
9.891595612402848928e+03,6.590097509043007840e+00
9.891595635295185275e+03,6.590038069464296377e+00
9.891595658187519803e+03,6.589978629964813095e+00
9.891595681079856149e+03,6.589919190535124649e+00
9.891595703972190677e+03,6.589859751184675041e+00
9.891595726864527023e+03,6.589800311904022934e+00
9.891595749756863370e+03,6.589740872697890772e+00
9.891595772649197897e+03,6.589681433571011659e+00
9.891595795541534244e+03,6.589621994513937153e+00
9.891595818433868772e+03,6.589562555536122801e+00
9.891595841326205118e+03,6.589503116628122825e+00
9.891595864218539646e+03,6.589443677799385668e+00
9.891595887110875992e+03,6.589384239040472657e+00
9.891595910003210520e+03,6.589324800360827794e+00
9.891595932895546866e+03,6.589265361751009742e+00
9.891595955787881394e+03,6.589205923220473160e+00
9.891595978680217740e+03,6.589146484759767830e+00
9.891596001572554087e+03,6.589087046373628631e+00
9.891596024464888615e+03,6.589027608066777120e+00
9.891596047357224961e+03,6.588968169829769295e+00
9.891596070249559489e+03,6.588908731672058039e+00
9.891596093141895835e+03,6.588849293584201128e+00
9.891596116034230363e+03,6.588789855575647003e+00
9.891596138926566709e+03,6.588730417636949888e+00
9.891596161818901237e+03,6.588670979777562664e+00
9.891596184711237584e+03,6.588611541988041331e+00
9.891596207603573930e+03,6.588552104273117216e+00
9.891596230495908458e+03,6.588492666637507433e+00
9.891596253388244804e+03,6.588433229071783970e+00
9.891596276280579332e+03,6.588373791585378392e+00
9.891596299172915678e+03,6.588314354168861797e+00
9.891596322065250206e+03,6.588254916831678187e+00
9.891596344957586552e+03,6.588195479564383561e+00
9.891596367849921080e+03,6.588136042376432577e+00
9.891596390742257427e+03,6.588076605258377683e+00
9.891596413634591954e+03,6.588017168219670872e+00
9.891596436526928301e+03,6.587957731250872584e+00
9.891596459419264647e+03,6.587898294356705264e+00
9.891596482311599175e+03,6.587838857541894910e+00
9.891596505203935521e+03,6.587779420796998409e+00
9.891596528096270049e+03,6.587719984131469531e+00
9.891596550988606396e+03,6.587660547535859834e+00
9.891596573880940923e+03,6.587601111019625755e+00
9.891596596773277270e+03,6.587541674573319739e+00
9.891596619665611797e+03,6.587482238206394669e+00
9.891596642557948144e+03,6.587422801909406544e+00
9.891596665450284490e+03,6.587363365687082251e+00
9.891596688342619018e+03,6.587303929544146897e+00
9.891596711234955364e+03,6.587244493471155593e+00
9.891596734127289892e+03,6.587185057477563888e+00
9.891596757019626239e+03,6.587125621553923338e+00
9.891596779911960766e+03,6.587066185709689492e+00
9.891596802804297113e+03,6.587006749935414796e+00
9.891596825696631640e+03,6.586947314240551243e+00
9.891596848588967987e+03,6.586887878615661940e+00
9.891596871481304333e+03,6.586828443065460448e+00
9.891596894373638861e+03,6.586769007594681646e+00
9.891596917265975208e+03,6.586709572193879758e+00
9.891596940158309735e+03,6.586650136872507666e+00
9.891596963050646082e+03,6.586590701621118704e+00
9.891596985942980609e+03,6.586531266449167532e+00
9.891597008835316956e+03,6.586471831347210149e+00
9.891597031727651483e+03,6.586412396324693219e+00
9.891597054619987830e+03,6.586352961372177184e+00
9.891597077512322358e+03,6.586293526499105155e+00
9.891597100404658704e+03,6.586234091696044679e+00
9.891597123296995051e+03,6.586174656967713759e+00
9.891597146189329578e+03,6.586115222318844609e+00
9.891597169081665925e+03,6.586055787739990564e+00
9.891597191974000452e+03,6.585996353240604506e+00
9.891597214866336799e+03,6.585936918811245100e+00
9.891597237758671326e+03,6.585877484461356346e+00
9.891597260651007673e+03,6.585818050181500460e+00
9.891597283543342201e+03,6.585758615981123221e+00
9.891597306435678547e+03,6.585699181850783290e+00
9.891597329328014894e+03,6.585639747795205778e+00
9.891597352220349421e+03,6.585580313819122011e+00
9.891597375112685768e+03,6.585520879913088876e+00
9.891597398005020295e+03,6.585461446086547710e+00
9.891597420897356642e+03,6.585402012330071386e+00
9.891597443789691170e+03,6.585342578653089696e+00
9.891597466682027516e+03,6.585283145046176401e+00
9.891597489574362044e+03,6.585223711518773726e+00
9.891597512466698390e+03,6.585164278061439447e+00
9.891597535359032918e+03,6.585104844683623782e+00
9.891597558251369264e+03,6.585045411375883617e+00
9.891597581143705611e+03,6.584985978142949392e+00
9.891597604036040138e+03,6.584926544989543551e+00
9.891597626928376485e+03,6.584867111906222092e+00
9.891597649820711013e+03,6.584807678902438788e+00
9.891597672713047359e+03,6.584748245968751412e+00
9.891597695605381887e+03,6.584688813114605743e+00
9.891597718497718233e+03,6.584629380330559556e+00
9.891597741390052761e+03,6.584569947626063957e+00
9.891597764282389107e+03,6.584510514991674945e+00
9.891597787174725454e+03,6.584451082432122959e+00
9.891597810067059982e+03,6.584391649952132219e+00
9.891597832959396328e+03,6.584332217542259613e+00
9.891597855851730856e+03,6.584272785211952694e+00
9.891597878744067202e+03,6.584213352951770126e+00
9.891597901636401730e+03,6.584153920771163016e+00
9.891597924528738076e+03,6.584094488660687361e+00
9.891597947421072604e+03,6.584035056629795157e+00
9.891597970313408950e+03,6.583975624669044180e+00
9.891597993205745297e+03,6.583916192783158650e+00
9.891598016098079825e+03,6.583856760976859235e+00
9.891598038990416171e+03,6.583797329240714369e+00
9.891598061882750699e+03,6.583737897584168053e+00
9.891598084775087045e+03,6.583678465997777174e+00
9.891598107667421573e+03,6.583619034490992838e+00
9.891598130559757919e+03,6.583559603054371046e+00
9.891598153452092447e+03,6.583500171697362902e+00
9.891598176344428794e+03,6.583440740410529735e+00
9.891598199236763321e+03,6.583381309203309328e+00
9.891598222129099668e+03,6.583321878066271893e+00
9.891598245021436014e+03,6.583262447004138984e+00
9.891598267913770542e+03,6.583203016021634824e+00
9.891598290806106888e+03,6.583143585109317186e+00
9.891598313698441416e+03,6.583084154276638067e+00
9.891598336590777762e+03,6.583024723514152576e+00
9.891598359483112290e+03,6.582965292831313597e+00
9.891598382375448637e+03,6.582905862218678017e+00
9.891598405267783164e+03,6.582846431685692501e+00
9.891598428160119511e+03,6.582787001222918377e+00
9.891598451052455857e+03,6.582727570835075426e+00
9.891598473944790385e+03,6.582668140526896750e+00
9.891598496837126731e+03,6.582608710288934795e+00
9.891598519729461259e+03,6.582549280130644220e+00
9.891598542621797606e+03,6.582489850042581914e+00
9.891598565514132133e+03,6.582430420034190099e+00
9.891598588406468480e+03,6.582370990096037211e+00
9.891598611298803007e+03,6.582311560237565473e+00
9.891598634191139354e+03,6.582252130449335326e+00
9.891598657083473881e+03,6.582192700740794322e+00
9.891598679975810228e+03,6.582133271102499350e+00
9.891598702868146574e+03,6.582073841539176406e+00
9.891598725760481102e+03,6.582014412055556818e+00
9.891598748652817449e+03,6.581954982642196583e+00
9.891598771545151976e+03,6.581895553308538815e+00
9.891598794437488323e+03,6.581836124045153724e+00
9.891598817329822850e+03,6.581776694861475541e+00
9.891598840222159197e+03,6.581717265748072698e+00
9.891598863114493724e+03,6.581657836714390974e+00
9.891598886006830071e+03,6.581598407750985480e+00
9.891598908899166418e+03,6.581538978862585765e+00
9.891598931791500945e+03,6.581479550053919603e+00
9.891598954683837292e+03,6.581420121315544769e+00
9.891598977576171819e+03,6.581360692656907041e+00
9.891599000468508166e+03,6.581301264068565970e+00
9.891599023360842693e+03,6.581241835559969999e+00
9.891599046253179040e+03,6.581182407121675126e+00
9.891599069145513567e+03,6.581122978763135123e+00
9.891599092037849914e+03,6.581063550474904211e+00
9.891599114930186261e+03,6.581004122261712830e+00
9.891599137822520788e+03,6.580944694128278982e+00
9.891599160714857135e+03,6.580885266065171102e+00
9.891599183607191662e+03,6.580825838081832302e+00
9.891599206499528009e+03,6.580766410168823022e+00
9.891599229391862536e+03,6.580706982335585487e+00
9.891599252284198883e+03,6.580647554572688129e+00
9.891599275176533411e+03,6.580588126889572287e+00
9.891599298068869757e+03,6.580528699276796623e+00
9.891599320961204285e+03,6.580469271743814019e+00
9.891599343853540631e+03,6.580409844281178700e+00
9.891599366745876978e+03,6.580350416893625543e+00
9.891599389638211505e+03,6.580290989585868111e+00
9.891599412530547852e+03,6.580231562348467733e+00
9.891599435422882379e+03,6.580172135190879068e+00
9.891599458315218726e+03,6.580112708103653674e+00
9.891599481207553254e+03,6.580053281096246209e+00
9.891599504099889600e+03,6.579993854159209121e+00
9.891599526992224128e+03,6.579934427301997069e+00
9.891599549884560474e+03,6.579875000515167827e+00
9.891599572776896821e+03,6.579815573803442952e+00
9.891599595669231348e+03,6.579756147171546665e+00
9.891599618561567695e+03,6.579696720610046512e+00
9.891599641453902223e+03,6.579637294128385605e+00
9.891599664346238569e+03,6.579577867717119055e+00
9.891599687238573097e+03,6.579518441385701522e+00
9.891599710130909443e+03,6.579459015124687227e+00
9.891599733023243971e+03,6.579399588943528165e+00
9.891599755915580317e+03,6.579340162832782113e+00
9.891599778807914845e+03,6.579280736801895735e+00
9.891599801700251192e+03,6.579221310841428583e+00
9.891599824592587538e+03,6.579161884956103989e+00
9.891599847484922066e+03,6.579102459150652393e+00
9.891599870377258412e+03,6.579043033415628017e+00
9.891599893269592940e+03,6.578983607760483743e+00
9.891599916161929286e+03,6.578924182175773794e+00
9.891599939054263814e+03,6.578864756670950165e+00
9.891599961946600160e+03,6.578805331236575960e+00
9.891599984838934688e+03,6.578745905882083633e+00
9.891600007731271035e+03,6.578686480598048725e+00
9.891600030623607381e+03,6.578627055389184797e+00
9.891600053515941909e+03,6.578567630260225840e+00
9.891600076408278255e+03,6.578508205201726078e+00
9.891600099300612783e+03,6.578448780223137504e+00
9.891600122192949129e+03,6.578389355315018783e+00
9.891600145085283657e+03,6.578329930486813915e+00
9.891600167977620004e+03,6.578270505729082451e+00
9.891600190869954531e+03,6.578211081051275499e+00
9.891600213762290878e+03,6.578151656443952611e+00
9.891600236654627224e+03,6.578092231911834453e+00
9.891600259546961752e+03,6.578032807459650577e+00
9.891600282439298098e+03,6.577973383077957870e+00
9.891600305331632626e+03,6.577913958776207437e+00
9.891600328223968972e+03,6.577854534544957943e+00
9.891600351116303500e+03,6.577795110393651612e+00
9.891600374008639847e+03,6.577735686312859542e+00
9.891600396900974374e+03,6.577676262312017741e+00
9.891600419793310721e+03,6.577616838381686648e+00
9.891600442685645248e+03,6.577557414531319147e+00
9.891600465577981595e+03,6.577497990751470347e+00
9.891600488470317941e+03,6.577438567046870688e+00
9.891600511362652469e+03,6.577379143422238172e+00
9.891600534254988816e+03,6.577319719868142123e+00
9.891600557147323343e+03,6.577260296394022987e+00
9.891600580039659690e+03,6.577200872990442093e+00
9.891600602931994217e+03,6.577141449666846995e+00
9.891600625824330564e+03,6.577082026413794580e+00
9.891600648716665091e+03,6.577022603240736842e+00
9.891600671609001438e+03,6.576963180138229781e+00
9.891600694501337784e+03,6.576903757111002058e+00
9.891600717393672312e+03,6.576844334163777894e+00
9.891600740286008659e+03,6.576784911287112401e+00
9.891600763178343186e+03,6.576725488490460236e+00
9.891600786070679533e+03,6.576666065764379177e+00
9.891600808963014060e+03,6.576606643118314111e+00
9.891600831855350407e+03,6.576547220542822814e+00
9.891600854747684934e+03,6.576487798047357280e+00
9.891600877640021281e+03,6.576428375622473510e+00
9.891600900532355809e+03,6.576368953277622609e+00
9.891600923424692155e+03,6.576309531003364128e+00
9.891600946317028502e+03,6.576250108804420513e+00
9.891600969209363029e+03,6.576190686685518649e+00
9.891600992101699376e+03,6.576131264637214535e+00
9.891601014994033903e+03,6.576071842668961054e+00
9.891601037886370250e+03,6.576012420771313316e+00
9.891601060778704777e+03,6.575952998953723316e+00
9.891601083671041124e+03,6.575893577206750606e+00
9.891601106563375652e+03,6.575834155539833858e+00
9.891601129455711998e+03,6.575774733943545058e+00
9.891601152348048345e+03,6.575715312422603098e+00
9.891601175240382872e+03,6.575655890981732199e+00
9.891601198132719219e+03,6.575596469611491912e+00
9.891601221025053746e+03,6.575537048321334233e+00
9.891601243917390093e+03,6.575477627101813383e+00
9.891601266809724621e+03,6.575418205962381357e+00
9.891601289702060967e+03,6.575358784893593267e+00
9.891601312594395495e+03,6.575299363904901995e+00
9.891601335486731841e+03,6.575239942986864428e+00
9.891601358379068188e+03,6.575180522144206563e+00
9.891601381271402715e+03,6.575121101381650845e+00
9.891601404163739062e+03,6.575061680689757715e+00
9.891601427056073589e+03,6.575002260077976501e+00
9.891601449948409936e+03,6.574942839536864980e+00
9.891601472840744464e+03,6.574883419075873370e+00
9.891601495733080810e+03,6.574823998685561222e+00
9.891601518625415338e+03,6.574764578375373425e+00
9.891601541517751684e+03,6.574705158135871308e+00
9.891601564410086212e+03,6.574645737976499760e+00
9.891601587302422558e+03,6.574586317887818332e+00
9.891601610194758905e+03,6.574526897874553910e+00
9.891601633087093433e+03,6.574467477941434268e+00
9.891601655979429779e+03,6.574408058079018069e+00
9.891601678871764307e+03,6.574348638296747538e+00
9.891601701764100653e+03,6.574289218585190220e+00
9.891601724656435181e+03,6.574229798953787451e+00
9.891601747548771527e+03,6.574170379393102337e+00
9.891601770441106055e+03,6.574110959912577101e+00
9.891601793333442401e+03,6.574051540502779289e+00
9.891601816225778748e+03,6.573992121168427794e+00
9.891601839118113276e+03,6.573932701914250387e+00
9.891601862010449622e+03,6.573873282730805734e+00
9.891601884902784150e+03,6.573813863627544052e+00
9.891601907795120496e+03,6.573754444595027557e+00
9.891601930687455024e+03,6.573695025642692258e+00
9.891601953579791370e+03,6.573635606761107475e+00
9.891601976472125898e+03,6.573576187959716322e+00
9.891601999364462245e+03,6.573516769229079237e+00
9.891602022256796772e+03,6.573457350578644665e+00
9.891602045149133119e+03,6.573397931998970378e+00
9.891602068041469465e+03,6.573338513494787705e+00
9.891602090933803993e+03,6.573279095070814648e+00
9.891602113826140339e+03,6.573219676717615201e+00
9.891602136718474867e+03,6.573160258444629811e+00
9.891602159610811213e+03,6.573100840242428688e+00
9.891602182503145741e+03,6.573041422120453170e+00
9.891602205395482088e+03,6.572982004069261919e+00
9.891602228287816615e+03,6.572922586098304265e+00
9.891602251180152962e+03,6.572863168198138872e+00
9.891602274072489308e+03,6.572803750373495291e+00
9.891602296964823836e+03,6.572744332629093300e+00
9.891602319857160182e+03,6.572684914955497781e+00
9.891602342749494710e+03,6.572625497362150071e+00
9.891602365641831057e+03,6.572566079839612385e+00
9.891602388534165584e+03,6.572506662397333166e+00
9.891602411426501931e+03,6.572447245025870188e+00
9.891602434318836458e+03,6.572387827734673671e+00
9.891602457211172805e+03,6.572328410514299613e+00
9.891602480103509151e+03,6.572268993369482004e+00
9.891602502995843679e+03,6.572209576304935297e+00
9.891602525888180026e+03,6.572150159311221707e+00
9.891602548780514553e+03,6.572090742397790564e+00
9.891602571672850900e+03,6.572031325555201420e+00
9.891602594565185427e+03,6.571971908792901829e+00
9.891602617457521774e+03,6.571912492101449565e+00
9.891602640349856301e+03,6.571853075490295737e+00
9.891602663242192648e+03,6.571793658949999895e+00
9.891602686134527175e+03,6.571734242490004263e+00
9.891602709026863522e+03,6.571674826100871059e+00
9.891602731919199869e+03,6.571615409787328943e+00
9.891602754811534396e+03,6.571555993554098585e+00
9.891602777703870743e+03,6.571496577391740423e+00
