Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.908226643518544734e+03,2.215525426823674948e+01
9.908226666740774817e+03,2.215515817318355829e+01
9.908226689963004901e+03,2.215506207766917512e+01
9.908226713185233166e+03,2.215496598170113174e+01
9.908226736407463250e+03,2.215486988526438594e+01
9.908226759629693333e+03,2.215477378836645883e+01
9.908226782851923417e+03,2.215467769100737172e+01
9.908226806074151682e+03,2.215458159319465281e+01
9.908226829296381766e+03,2.215448549491324215e+01
9.908226852518611850e+03,2.215438939617068570e+01
9.908226875740841933e+03,2.215429329696698346e+01
9.908226898963070198e+03,2.215419719730967429e+01
9.908226922185300282e+03,2.215410109718369469e+01
9.908226945407530366e+03,2.215400499659659772e+01
9.908226968629760449e+03,2.215390889554837983e+01
9.908226991851988714e+03,2.215381279404656567e+01
9.908227015074218798e+03,2.215371669207612371e+01
9.908227038296448882e+03,2.215362058964456793e+01
9.908227061518678966e+03,2.215352448675192321e+01
9.908227084740907230e+03,2.215342838340570708e+01
9.908227107963137314e+03,2.215333227959088447e+01
9.908227131185367398e+03,2.215323617531497291e+01
9.908227154407597482e+03,2.215314007057799373e+01
9.908227177629825746e+03,2.215304396538747156e+01
9.908227200852055830e+03,2.215294785972835712e+01
9.908227224074285914e+03,2.215285175360818926e+01
9.908227247296515998e+03,2.215275564702696443e+01
9.908227270518744263e+03,2.215265953999222148e+01
9.908227293740974346e+03,2.215256343248891824e+01
9.908227316963204430e+03,2.215246732452457223e+01
9.908227340185434514e+03,2.215237121609920479e+01
9.908227363407662779e+03,2.215227510722034054e+01
9.908227386629892862e+03,2.215217899787293376e+01
9.908227409852122946e+03,2.215208288806451264e+01
9.908227433074353030e+03,2.215198677779508785e+01
9.908227456296581295e+03,2.215189066707219112e+01
9.908227479518811379e+03,2.215179455588077673e+01
9.908227502741041462e+03,2.215169844422836576e+01
9.908227525963271546e+03,2.215160233211497953e+01
9.908227549185499811e+03,2.215150621954814625e+01
9.908227572407729895e+03,2.215141010651281306e+01
9.908227595629959978e+03,2.215131399301651527e+01
9.908227618852190062e+03,2.215121787905925999e+01
9.908227642074418327e+03,2.215112176464857896e+01
9.908227665296648411e+03,2.215102564976942290e+01
9.908227688518878495e+03,2.215092953442932711e+01
9.908227711741108578e+03,2.215083341862829869e+01
9.908227734963336843e+03,2.215073730237386229e+01
9.908227758185566927e+03,2.215064118565097573e+01
9.908227781407797011e+03,2.215054506846717075e+01
9.908227804630027094e+03,2.215044895082245802e+01
9.908227827852255359e+03,2.215035283272436928e+01
9.908227851074485443e+03,2.215025671415785169e+01
9.908227874296715527e+03,2.215016059513042990e+01
9.908227897518945610e+03,2.215006447564212166e+01
9.908227920741173875e+03,2.214996835570047296e+01
9.908227943963403959e+03,2.214987223529040250e+01
9.908227967185634043e+03,2.214977611441947047e+01
9.908227990407864127e+03,2.214967999308766267e+01
9.908228013630092391e+03,2.214958387130253215e+01
9.908228036852322475e+03,2.214948774904901185e+01
9.908228060074552559e+03,2.214939162633465131e+01
9.908228083296782643e+03,2.214929550315944695e+01
9.908228106519010908e+03,2.214919937953093054e+01
9.908228129741240991e+03,2.214910325543405634e+01
9.908228152963471075e+03,2.214900713087635609e+01
9.908228176185701159e+03,2.214891100585784045e+01
9.908228199407929424e+03,2.214881488038603763e+01
9.908228222630159507e+03,2.214871875444590188e+01
9.908228245852389591e+03,2.214862262804495785e+01
9.908228269074619675e+03,2.214852650118322686e+01
9.908228292296847940e+03,2.214843037386822999e+01
9.908228315519078023e+03,2.214833424608491796e+01
9.908228338741308107e+03,2.214823811784083318e+01
9.908228361963538191e+03,2.214814198913596854e+01
9.908228385185766456e+03,2.214804585997787711e+01
9.908228408407996540e+03,2.214794973035148473e+01
9.908228431630226623e+03,2.214785360026434446e+01
9.908228454852456707e+03,2.214775746971644921e+01
9.908228478074684972e+03,2.214766133871534493e+01
9.908228501296915056e+03,2.214756520724597166e+01
9.908228524519145139e+03,2.214746907531585762e+01
9.908228547741375223e+03,2.214737294292503123e+01
9.908228570963603488e+03,2.214727681008100291e+01
9.908228594185833572e+03,2.214718067676873758e+01
9.908228617408063656e+03,2.214708454299575990e+01
9.908228640630293739e+03,2.214698840876208408e+01
9.908228663852522004e+03,2.214689227407524186e+01
9.908228687074752088e+03,2.214679613892016974e+01
9.908228710296982172e+03,2.214670000330441724e+01
9.908228733519212255e+03,2.214660386722798435e+01
9.908228756741440520e+03,2.214650773069840994e+01
9.908228779963670604e+03,2.214641159370063406e+01
9.908228803185900688e+03,2.214631545624219910e+01
9.908228826408130772e+03,2.214621931832310864e+01
9.908228849630359036e+03,2.214612317995089086e+01
9.908228872852589120e+03,2.214602704111050357e+01
9.908228896074819204e+03,2.214593090180947499e+01
9.908228919297049288e+03,2.214583476204781931e+01
9.908228942519277552e+03,2.214573862183306474e+01
9.908228965741507636e+03,2.214564248115015843e+01
9.908228988963737720e+03,2.214554634000662858e+01
9.908229012185967804e+03,2.214545019840250006e+01
9.908229035408196069e+03,2.214535405634529042e+01
9.908229058630426152e+03,2.214525791381995035e+01
9.908229081852656236e+03,2.214516177083402226e+01
9.908229105074886320e+03,2.214506562738750262e+01
9.908229128297114585e+03,2.214496948348794447e+01
9.908229151519344668e+03,2.214487333912026656e+01
9.908229174741574752e+03,2.214477719429202907e+01
9.908229197963804836e+03,2.214468104900322842e+01
9.908229221186033101e+03,2.214458490326139284e+01
9.908229244408263185e+03,2.214448875705148012e+01
9.908229267630493268e+03,2.214439261038101847e+01
9.908229290852723352e+03,2.214429646325002210e+01
9.908229314074951617e+03,2.214420031566601210e+01
9.908229337297181701e+03,2.214410416761394984e+01
9.908229360519411784e+03,2.214400801910136707e+01
9.908229383741641868e+03,2.214391187012826379e+01
9.908229406963870133e+03,2.214381572070218240e+01
9.908229430186100217e+03,2.214371957080806652e+01
9.908229453408330301e+03,2.214362342045344789e+01
