Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.013184277777792886e+04,1.258625918333810567e+01
1.013184279854968190e+04,1.258499414442460207e+01
1.013184281932143494e+04,1.258372916255355456e+01
1.013184284009318799e+04,1.258246423772624034e+01
1.013184286086494103e+04,1.258119936994401833e+01
1.013184288163669407e+04,1.257993455920817638e+01
1.013184290240844712e+04,1.257866980552002190e+01
1.013184292318020016e+04,1.257740510888090668e+01
1.013184294395195320e+04,1.257614046929209373e+01
1.013184296472370625e+04,1.257487588675492951e+01
1.013184298549545929e+04,1.257361136127071966e+01
1.013184300626721233e+04,1.257234689284075202e+01
1.013184302703896537e+04,1.257108248146639262e+01
1.013184304781071842e+04,1.256981812714891511e+01
1.013184306858247146e+04,1.256855382988965175e+01
1.013184308935422450e+04,1.256728958968989929e+01
1.013184311012597936e+04,1.256602540644028032e+01
1.013184313089773241e+04,1.256476128036349493e+01
1.013184315166948545e+04,1.256349721135018704e+01
1.013184317244123849e+04,1.256223319940164451e+01
1.013184319321299154e+04,1.256096924451918717e+01
1.013184321398474458e+04,1.255970534670412597e+01
1.013184323475649762e+04,1.255844150595775943e+01
1.013184325552825067e+04,1.255717772228142692e+01
1.013184327630000371e+04,1.255591399567642519e+01
1.013184329707175675e+04,1.255465032614405985e+01
1.013184331784350979e+04,1.255338671368566317e+01
1.013184333861526284e+04,1.255212315830254077e+01
1.013184335938701588e+04,1.255085965999600361e+01
1.013184338015876892e+04,1.254959621876735554e+01
1.013184340093052197e+04,1.254833283461790217e+01
1.013184342170227501e+04,1.254706950754899175e+01
1.013184344247402805e+04,1.254580623756190505e+01
1.013184346324578109e+04,1.254454302465796012e+01
1.013184348401753414e+04,1.254327986883848034e+01
1.013184350478928718e+04,1.254201677010474292e+01
1.013184352556104022e+04,1.254075372845810676e+01
1.013184354633279327e+04,1.253949074389985974e+01
1.013184356710454631e+04,1.253822781643132167e+01
1.013184358787629935e+04,1.253696494605377509e+01
1.013184360864805240e+04,1.253570213276857537e+01
1.013184362941980544e+04,1.253443937657701213e+01
1.013184365019155848e+04,1.253317667748039632e+01
1.013184367096331152e+04,1.253191403548002469e+01
1.013184369173506457e+04,1.253065145057724727e+01
1.013184371250681761e+04,1.252938892277334482e+01
1.013184373327857065e+04,1.252812645206964426e+01
1.013184375405032551e+04,1.252686403835689966e+01
1.013184377482207856e+04,1.252560168185752332e+01
1.013184379559383160e+04,1.252433938246226042e+01
1.013184381636558464e+04,1.252307714017245210e+01
1.013184383713733769e+04,1.252181495498938979e+01
1.013184385790909073e+04,1.252055282691437554e+01
1.013184387868084377e+04,1.251929075594875229e+01
1.013184389945259682e+04,1.251802874209380967e+01
1.013184392022434986e+04,1.251676678535086573e+01
1.013184394099610290e+04,1.251550488572121544e+01
1.013184396176785594e+04,1.251424304320617331e+01
1.013184398253960899e+04,1.251298125780706627e+01
1.013184400331136203e+04,1.251171952952519462e+01
1.013184402408311507e+04,1.251045785836187285e+01
1.013184404485486812e+04,1.250919624431840482e+01
1.013184406562662116e+04,1.250793468739608727e+01
1.013184408639837420e+04,1.250667318759626134e+01
1.013184410717012724e+04,1.250541174492022201e+01
1.013184412794188029e+04,1.250415035936928376e+01
1.013184414871363333e+04,1.250288903094475046e+01
1.013184416948538637e+04,1.250162775964791528e+01
1.013184419025713942e+04,1.250036654548013182e+01
1.013184421102889246e+04,1.249910538844267904e+01
1.013184423180064550e+04,1.249784428853685370e+01
1.013184425257239855e+04,1.249658324576400759e+01
1.013184427334415159e+04,1.249532226012542502e+01
1.013184429411590463e+04,1.249406133162242050e+01
1.013184431488765767e+04,1.249280046025629964e+01
1.013184433565941072e+04,1.249153964602835565e+01
1.013184435643116376e+04,1.249027888893993143e+01
1.013184437720291680e+04,1.248901818899232552e+01
1.013184439797466985e+04,1.248775754618684708e+01
1.013184441874642471e+04,1.248649696041440116e+01
1.013184443951817775e+04,1.248523643189709809e+01
1.013184446028993079e+04,1.248397596052582870e+01
1.013184448106168384e+04,1.248271554630193592e+01
1.013184450183343688e+04,1.248145518922671293e+01
1.013184452260518992e+04,1.248019488930144938e+01
1.013184454337694297e+04,1.247893464652750417e+01
1.013184456414869601e+04,1.247767446090612786e+01
1.013184458492044905e+04,1.247641433243866871e+01
1.013184460569220209e+04,1.247515426112642345e+01
1.013184462646395514e+04,1.247389424697068350e+01
1.013184464723570818e+04,1.247263428997279355e+01
1.013184466800746122e+04,1.247137439013403970e+01
1.013184468877921427e+04,1.247011454745573111e+01
1.013184470955096731e+04,1.246885476193918763e+01
1.013184473032272035e+04,1.246759503358568288e+01
1.013184475109447339e+04,1.246633536239657403e+01
1.013184477186622644e+04,1.246507574837314358e+01
1.013184479263797948e+04,1.246381619151670783e+01
1.013184481340973252e+04,1.246255669182856529e+01
1.013184483418148557e+04,1.246129724931001270e+01
1.013184485495323861e+04,1.246003786396239299e+01
1.013184487572499165e+04,1.245877853578699046e+01
1.013184489649674470e+04,1.245751926478512139e+01
1.013184491726849774e+04,1.245626005095808964e+01
1.013184493804025078e+04,1.245500089430718127e+01
1.013184495881200382e+04,1.245374179483374810e+01
1.013184497958375687e+04,1.245248275253907799e+01
1.013184500035550991e+04,1.245122376742445169e+01
1.013184502112726295e+04,1.244996483949124411e+01
1.013184504189901600e+04,1.244870596874068092e+01
1.013184506267077086e+04,1.244744715506389277e+01
1.013184508344252390e+04,1.244618839868264537e+01
1.013184510421427694e+04,1.244492969948800187e+01
1.013184512498602999e+04,1.244367105748125013e+01
1.013184514575778303e+04,1.244241247266374017e+01
1.013184516652953607e+04,1.244115394503675276e+01
1.013184518730128912e+04,1.243989547460160772e+01
1.013184520807304216e+04,1.243863706135960179e+01
1.013184522884479520e+04,1.243737870531202283e+01
1.013184524961654824e+04,1.243612040646022088e+01
1.013184527038830129e+04,1.243486216480547668e+01
1.013184529116005433e+04,1.243360398034910297e+01
1.013184531193180737e+04,1.243234585309241069e+01
1.013184533270356042e+04,1.243108778303667528e+01
1.013184535347531346e+04,1.242982977018325030e+01
1.013184537424706650e+04,1.242857181453342008e+01
1.013184539501881954e+04,1.242731391608847424e+01
1.013184541579057259e+04,1.242605607484975927e+01
1.013184543656232563e+04,1.242479829081855058e+01
1.013184545733407867e+04,1.242354056399616802e+01
1.013184547810583172e+04,1.242228289438391542e+01
1.013184549887758476e+04,1.242102528198307354e+01
1.013184551964933780e+04,1.241976772679499064e+01
1.013184554042109085e+04,1.241851022882095812e+01
1.013184556119284389e+04,1.241725278806227273e+01
1.013184558196459693e+04,1.241599540452025074e+01
1.013184560273634997e+04,1.241473807819616937e+01
1.013184562350810302e+04,1.241348080909137508e+01
1.013184564427985606e+04,1.241222359720715929e+01
1.013184566505160910e+04,1.241096644254482406e+01
1.013184568582336215e+04,1.240970934510567503e+01
1.013184570659511701e+04,1.240845230478092276e+01
1.013184572736687005e+04,1.240719532179207185e+01
1.013184574813862309e+04,1.240593839603032045e+01
1.013184576891037614e+04,1.240468152749697772e+01
1.013184578968212918e+04,1.240342471619333331e+01
1.013184581045388222e+04,1.240216796212072836e+01
1.013184583122563527e+04,1.240091126528044718e+01
1.013184585199738831e+04,1.239965462567379184e+01
1.013184587276914135e+04,1.239839804330207329e+01
1.013184589354089439e+04,1.239714151816658294e+01
1.013184591431264744e+04,1.239588505026865128e+01
1.013184593508440048e+04,1.239462863960957151e+01
1.013184595585615352e+04,1.239337228619064568e+01
1.013184597662790657e+04,1.239211599001315456e+01
1.013184599739965961e+04,1.239085975107845705e+01
1.013184601817141265e+04,1.238960356938782503e+01
1.013184603894316569e+04,1.238834744494256412e+01
1.013184605971491874e+04,1.238709137774397107e+01
1.013184608048667178e+04,1.238583536779337102e+01
1.013184610125842482e+04,1.238457941509206073e+01
1.013184612203017787e+04,1.238332351964134581e+01
1.013184614280193091e+04,1.238206768144253012e+01
1.013184616357368395e+04,1.238081190049688551e+01
1.013184618434543700e+04,1.237955617680577269e+01
1.013184620511719004e+04,1.237830051037046886e+01
1.013184622588894308e+04,1.237704490119228140e+01
1.013184624666069612e+04,1.237578934927250351e+01
1.013184626743244917e+04,1.237453385461242839e+01
1.013184628820420221e+04,1.237327841721340249e+01
1.013184630897595525e+04,1.237202303707670126e+01
1.013184632974770830e+04,1.237076771420361965e+01
1.013184635051946316e+04,1.236951244848556719e+01
1.013184637129121620e+04,1.236825724014368433e+01
1.013184639206296924e+04,1.236700208906934328e+01
1.013184641283472229e+04,1.236574699526385324e+01
1.013184643360647533e+04,1.236449195872851270e+01
1.013184645437822837e+04,1.236323697946460953e+01
1.013184647514998142e+04,1.236198205747347778e+01
1.013184649592173446e+04,1.236072719275641596e+01
1.013184651669348750e+04,1.235947238531471015e+01
1.013184653746524054e+04,1.235821763514967486e+01
1.013184655823699359e+04,1.235696294226259795e+01
1.013184657900874663e+04,1.235570830665480635e+01
1.013184659978049967e+04,1.235445372832759503e+01
1.013184662055225272e+04,1.235319920728224830e+01
1.013184664132400576e+04,1.235194474352011440e+01
1.013184666209575880e+04,1.235069033704243502e+01
1.013184668286751184e+04,1.234943598785056196e+01
1.013184670363926489e+04,1.234818169594578485e+01
1.013184672441101793e+04,1.234692746132937557e+01
1.013184674518277097e+04,1.234567328400268416e+01
1.013184676595452402e+04,1.234441916396700023e+01
1.013184678672627706e+04,1.234316510122360455e+01
1.013184680749803010e+04,1.234191109577382406e+01
1.013184682826978315e+04,1.234065714761892707e+01
1.013184684904153619e+04,1.233940325676026006e+01
1.013184686981328923e+04,1.233814942319910557e+01
1.013184689058504227e+04,1.233689564693675855e+01
1.013184691135679532e+04,1.233564192797453529e+01
1.013184693212854836e+04,1.233438826631370588e+01
1.013184695290030140e+04,1.233313466195562036e+01
1.013184697367205445e+04,1.233188111490155237e+01
1.013184699444380749e+04,1.233062762515280752e+01
1.013184701521556235e+04,1.232937419260091083e+01
1.013184703598731539e+04,1.232812081746673805e+01
1.013184705675906844e+04,1.232686749964176975e+01
1.013184707753082148e+04,1.232561423912734178e+01
1.013184709830257452e+04,1.232436103592474730e+01
1.013184711907432757e+04,1.232310789003527773e+01
1.013184713984608061e+04,1.232185480146025114e+01
1.013184716061783365e+04,1.232060177020096603e+01
1.013184718138958669e+04,1.231934879625871737e+01
1.013184720216133974e+04,1.231809587963480901e+01
1.013184722293309278e+04,1.231684302033053235e+01
1.013184724370484582e+04,1.231559021834720369e+01
1.013184726447659887e+04,1.231433747368611975e+01
1.013184728524835191e+04,1.231308478634858794e+01
1.013184730602010495e+04,1.231183215633589434e+01
1.013184732679185799e+04,1.231057958364933569e+01
1.013184734756361104e+04,1.230932706829023893e+01
1.013184736833536408e+04,1.230807461025988836e+01
1.013184738910711712e+04,1.230682220955959139e+01
1.013184740987887017e+04,1.230556986619063942e+01
1.013184743065062321e+04,1.230431758015432209e+01
1.013184745142237625e+04,1.230306535145197877e+01
1.013184747219412930e+04,1.230181318008487779e+01
1.013184749296588234e+04,1.230056106605431587e+01
1.013184751373763538e+04,1.229930900936162708e+01
1.013184753450938842e+04,1.229805701000808327e+01
1.013184755528114147e+04,1.229680506799499895e+01
1.013184757605289451e+04,1.229555318332366376e+01
1.013184759682464755e+04,1.229430135599537088e+01
1.013184761759640060e+04,1.229304958601144193e+01
1.013184763836815364e+04,1.229179787337317187e+01
1.013184765913990850e+04,1.229054621797224556e+01
1.013184767991166154e+04,1.228929462002918704e+01
1.013184770068341459e+04,1.228804307943568475e+01
1.013184772145516763e+04,1.228679159619301409e+01
1.013184774222692067e+04,1.228554017030251444e+01
1.013184776299867372e+04,1.228428880176547189e+01
1.013184778377042676e+04,1.228303749058316363e+01
1.013184780454217980e+04,1.228178623675692016e+01
1.013184782531393284e+04,1.228053504028803466e+01
1.013184784608568589e+04,1.227928390117779145e+01
1.013184786685743893e+04,1.227803281942750679e+01
1.013184788762919197e+04,1.227678179503845080e+01
1.013184790840094502e+04,1.227553082801196993e+01
1.013184792917269806e+04,1.227427991834933074e+01
1.013184794994445110e+04,1.227302906605183885e+01
1.013184797071620414e+04,1.227177827112079100e+01
1.013184799148795719e+04,1.227052753355747505e+01
1.013184801225971023e+04,1.226927685336322504e+01
1.013184803303146327e+04,1.226802623053931462e+01
1.013184805380321632e+04,1.226677566508705119e+01
1.013184807457496936e+04,1.226552515700772084e+01
1.013184809534672240e+04,1.226427470630262029e+01
1.013184811611847545e+04,1.226302431297307649e+01
1.013184813689022849e+04,1.226177397702036487e+01
1.013184815766198153e+04,1.226052369844578216e+01
1.013184817843373457e+04,1.225927347725064465e+01
1.013184819920548762e+04,1.225802331343623663e+01
1.013184821997724066e+04,1.225677320700386730e+01
1.013184824074899370e+04,1.225552315795482805e+01
1.013184826152074675e+04,1.225427316629039254e+01
1.013184828229249979e+04,1.225302323201190902e+01
1.013184830306425465e+04,1.225177335501119025e+01
1.013184832383600769e+04,1.225052353550845652e+01
1.013184834460776074e+04,1.224927377339554369e+01
1.013184836537951378e+04,1.224802406867373072e+01
1.013184838615126682e+04,1.224677442134435523e+01
1.013184840692301987e+04,1.224552483140868908e+01
1.013184842769477291e+04,1.224427529886804322e+01
1.013184844846652595e+04,1.224302582372368597e+01
1.013184846923827899e+04,1.224177640597695138e+01
1.013184849001003204e+04,1.224052704562911842e+01
1.013184851078178508e+04,1.223927774268149449e+01
1.013184853155353812e+04,1.223802849713537633e+01
1.013184855232529117e+04,1.223677930899203581e+01
1.013184857309704421e+04,1.223553017825279987e+01
1.013184859386879725e+04,1.223428110491896526e+01
1.013184861464055030e+04,1.223303208899181449e+01
1.013184863541230334e+04,1.223178313047265142e+01
1.013184865618405638e+04,1.223053422936276569e+01
1.013184867695580942e+04,1.222928538566346823e+01
1.013184869772756247e+04,1.222803659937605403e+01
1.013184871849931551e+04,1.222678787050181448e+01
1.013184873927106855e+04,1.222553919904204633e+01
1.013184876004282160e+04,1.222429058499803034e+01
1.013184878081457464e+04,1.222304202837109344e+01
1.013184880158632768e+04,1.222179352916252348e+01
