Time (BJD_TBD - 2450000), F_g/F_star (ppm)
9.889738090277649462e+03,4.421519033660494813e+00
9.889738107156652404e+03,4.421715426579679864e+00
9.889738124035655346e+03,4.421911823697468158e+00
9.889738140914658288e+03,4.422108225013843708e+00
9.889738157793661230e+03,4.422304630528788749e+00
9.889738174672662353e+03,4.422501040221131774e+00
9.889738191551665295e+03,4.422697454133184713e+00
9.889738208430668237e+03,4.422893872243765401e+00
9.889738225309671179e+03,4.423090294552858737e+00
9.889738242188674121e+03,4.423286721060453175e+00
9.889738259067677063e+03,4.423483151766539834e+00
9.889738275946680005e+03,4.423679586671092956e+00
9.889738292825682947e+03,4.423876025774104548e+00
9.889738309704684070e+03,4.424072469054386225e+00
9.889738326583687012e+03,4.424268916554268571e+00
9.889738343462689954e+03,4.424465368252568531e+00
9.889738360341692896e+03,4.424661824149260347e+00
9.889738377220695838e+03,4.424858284244342244e+00
9.889738394099698780e+03,4.425054748537787574e+00
9.889738410978701722e+03,4.425251217029597228e+00
9.889738427857704664e+03,4.425447689719742783e+00
9.889738444736705787e+03,4.425644166587048289e+00
9.889738461615708729e+03,4.425840647673839889e+00
9.889738478494711671e+03,4.426037132958919429e+00
9.889738495373714613e+03,4.426233622442287796e+00
9.889738512252717555e+03,4.426430116123924563e+00
9.889738529131720497e+03,4.426626614003815519e+00
9.889738546010723439e+03,4.426823116081948228e+00
9.889738562889726381e+03,4.427019622358307593e+00
9.889738579768727504e+03,4.427216132811697236e+00
9.889738596647730446e+03,4.427412647484456620e+00
9.889738613526733388e+03,4.427609166355409798e+00
9.889738630405736330e+03,4.427805689424521240e+00
9.889738647284739272e+03,4.428002216691792725e+00
9.889738664163742214e+03,4.428198748157194942e+00
9.889738681042745156e+03,4.428395283820723449e+00
9.889738697921748098e+03,4.428591823682369366e+00
9.889738714800749221e+03,4.428788367720922992e+00
9.889738731679752163e+03,4.428984915978738002e+00
9.889738748558755105e+03,4.429181468434622460e+00
9.889738765437758047e+03,4.429378025088551496e+00
9.889738782316760989e+03,4.429574585940529552e+00
9.889738799195763931e+03,4.429771150990516659e+00
9.889738816074766873e+03,4.429967720238520812e+00
9.889738832953769816e+03,4.430164293684519805e+00
9.889738849832770939e+03,4.430360871307311044e+00
9.889738866711773881e+03,4.430557453149246427e+00
9.889738883590776823e+03,4.430754039189130467e+00
9.889738900469779765e+03,4.430950629426961385e+00
9.889738917348782707e+03,4.431147223862713425e+00
9.889738934227785649e+03,4.431343822496366158e+00
9.889738951106788591e+03,4.431540425327911592e+00
9.889738967985791533e+03,4.431737032357336403e+00
9.889738984864792656e+03,4.431933643563437997e+00
9.889739001743795598e+03,4.432130258988568272e+00
9.889739018622798540e+03,4.432326878611544174e+00
9.889739035501801482e+03,4.432523502432331064e+00
9.889739052380804424e+03,4.432720130450922724e+00
9.889739069259807366e+03,4.432916762667312938e+00
9.889739086138810308e+03,4.433113399081473283e+00
9.889739103017813250e+03,4.433310039693404647e+00
9.889739119896814373e+03,4.433506684481889337e+00
9.889739136775817315e+03,4.433703333489293463e+00
9.889739153654820257e+03,4.433899986694414430e+00
9.889739170533823199e+03,4.434096644097243356e+00
9.889739187412826141e+03,4.434293305697755372e+00
9.889739204291829083e+03,4.434489971495955807e+00
9.889739221170832025e+03,4.434686641491804693e+00
9.889739238049834967e+03,4.434883315685308247e+00
9.889739254928836090e+03,4.435079994055235453e+00
9.889739271807839032e+03,4.435276676643987059e+00
9.889739288686841974e+03,4.435473363430339155e+00
9.889739305565844916e+03,4.435670054414277530e+00
9.889739322444847858e+03,4.435866749595781755e+00
9.889739339323850800e+03,4.436063448974859824e+00
9.889739356202853742e+03,4.436260152551469105e+00
9.889739373081856684e+03,4.436456860325617590e+00
9.889739389960857807e+03,4.436653572276074264e+00
9.889739406839860749e+03,4.436850288445239876e+00
9.889739423718863691e+03,4.437047008811882520e+00
9.889739440597866633e+03,4.437243733376009303e+00
9.889739457476869575e+03,4.437440462137586472e+00
9.889739474355872517e+03,4.437637195096607812e+00
9.889739491234875459e+03,4.437833932253052005e+00
9.889739508113878401e+03,4.438030673606911947e+00
9.889739524992879524e+03,4.438227419136977936e+00
9.889739541871882466e+03,4.438424168885622301e+00
9.889739558750885408e+03,4.438620922831642446e+00
9.889739575629888350e+03,4.438817680975017943e+00
9.889739592508891292e+03,4.439014443315734582e+00
9.889739609387894234e+03,4.439211209853771933e+00
9.889739626266897176e+03,4.439407980589129110e+00
9.889739643145900118e+03,4.439604755521787460e+00
9.889739660024901241e+03,4.439801534630515967e+00
9.889739676903904183e+03,4.439998317957719820e+00
9.889739693782907125e+03,4.440195105482177773e+00
9.889739710661910067e+03,4.440391897203873839e+00
9.889739727540913009e+03,4.440588693122801800e+00
9.889739744419915951e+03,4.440785493238942117e+00
9.889739761298918893e+03,4.440982297552273472e+00
9.889739778177921835e+03,4.441179106062789650e+00
9.889739795056922958e+03,4.441375918749259633e+00
9.889739811935925900e+03,4.441572735654096604e+00
9.889739828814928842e+03,4.441769556756070436e+00
9.889739845693931784e+03,4.441966382055174911e+00
9.889739862572934726e+03,4.442163211551374502e+00
9.889739879451937668e+03,4.442360045244677202e+00
9.889739896330940610e+03,4.442556883135062584e+00
9.889739913209943552e+03,4.442753725222509331e+00
9.889739930088944675e+03,4.442950571485800637e+00
9.889739946967947617e+03,4.443147421967336363e+00
9.889739963846950559e+03,4.443344276645893487e+00
9.889739980725953501e+03,4.443541135521457797e+00
9.889739997604956443e+03,4.443737998594023075e+00
9.889740014483959385e+03,4.443934865863560901e+00
9.889740031362962327e+03,4.444131737330065945e+00
9.889740048241965269e+03,4.444328612993516003e+00
9.889740065120966392e+03,4.444525492832688940e+00
9.889740081999969334e+03,4.444722376889997051e+00
9.889740098878972276e+03,4.444919265144217313e+00
9.889740115757975218e+03,4.445116157595322193e+00
9.889740132636978160e+03,4.445313054243311690e+00
9.889740149515981102e+03,4.445509955088158272e+00
9.889740166394984044e+03,4.445706860129855720e+00
