Time (BJD_TBD - 2450000), F_f/F_star (ppm)
1.013335255787055939e+04,1.295713109034192598e+02
1.013335257878931770e+04,1.295718639838396484e+02
1.013335259970807601e+04,1.295724170522361760e+02
1.013335262062683432e+04,1.295729701086087005e+02
1.013335264154559445e+04,1.295735231530052260e+02
1.013335266246435276e+04,1.295740761853294600e+02
1.013335268338311107e+04,1.295746292056293498e+02
1.013335270430186938e+04,1.295751822139048102e+02
1.013335272522062769e+04,1.295757352101557274e+02
1.013335274613938600e+04,1.295762881943819878e+02
1.013335276705814431e+04,1.295768411665834776e+02
1.013335278797690262e+04,1.295773941267600264e+02
1.013335280889566275e+04,1.295779470749596953e+02
1.013335282981442106e+04,1.295785000110861631e+02
1.013335285073317937e+04,1.295790529351873772e+02
1.013335287165193768e+04,1.295796058472632808e+02
1.013335289257069599e+04,1.295801587473137602e+02
1.013335291348945429e+04,1.295807116353386448e+02
1.013335293440821260e+04,1.295812645113378494e+02
1.013335295532697091e+04,1.295818173753112603e+02
1.013335297624573104e+04,1.295823702273068818e+02
1.013335299716448935e+04,1.295829230672283643e+02
1.013335301808324766e+04,1.295834758951237404e+02
1.013335303900200597e+04,1.295840287109928965e+02
1.013335305992076428e+04,1.295845815148356621e+02
1.013335308083952259e+04,1.295851343066519519e+02
1.013335310175828090e+04,1.295856870864417090e+02
1.013335312267703921e+04,1.295862398542047629e+02
1.013335314359579934e+04,1.295867926099890326e+02
1.013335316451455765e+04,1.295873453536983675e+02
1.013335318543331596e+04,1.295878980853806866e+02
1.013335320635207427e+04,1.295884508050358477e+02
1.013335322727083258e+04,1.295890035126637372e+02
1.013335324818959089e+04,1.295895562082642414e+02
1.013335326910834920e+04,1.295901088918373318e+02
1.013335329002710751e+04,1.295906615633827812e+02
1.013335331094586763e+04,1.295912142229485653e+02
1.013335333186462594e+04,1.295917668704385335e+02
1.013335335278338425e+04,1.295923195059005479e+02
1.013335337370214256e+04,1.295928721293344950e+02
1.013335339462090087e+04,1.295934247407403177e+02
1.013335341553965918e+04,1.295939773401178741e+02
1.013335343645841749e+04,1.295945299274669935e+02
1.013335345737717762e+04,1.295950825028357087e+02
1.013335347829593593e+04,1.295956350661277838e+02
1.013335349921469424e+04,1.295961876173911378e+02
1.013335352013345255e+04,1.295967401566256569e+02
1.013335354105221086e+04,1.295972926838311992e+02
1.013335356197096917e+04,1.295978451990077360e+02
1.013335358288972748e+04,1.295983977021550402e+02
1.013335360380848579e+04,1.295989501932731400e+02
1.013335362472724591e+04,1.295995026724098409e+02
1.013335364564600422e+04,1.296000551394689921e+02
1.013335366656476253e+04,1.296006075944985128e+02
1.013335368748352084e+04,1.296011600374983175e+02
1.013335370840227915e+04,1.296017124684682926e+02
1.013335372932103746e+04,1.296022648874082961e+02
1.013335375023979577e+04,1.296028172943182142e+02
1.013335377115855408e+04,1.296033696891979616e+02
1.013335379207731421e+04,1.296039220720954859e+02
1.013335381299607252e+04,1.296044744429144941e+02
1.013335383391483083e+04,1.296050268017030191e+02
1.013335385483358914e+04,1.296055791484609472e+02
1.013335387575234745e+04,1.296061314831880793e+02
1.013335389667110576e+04,1.296066838058843871e+02
1.013335391758986407e+04,1.296072361165497000e+02
1.013335393850862238e+04,1.296077884151839328e+02
1.013335395942738251e+04,1.296083407018350044e+02
1.013335398034614082e+04,1.296088929764067359e+02
1.013335400126489913e+04,1.296094452389470746e+02
1.013335402218365743e+04,1.296099974894558216e+02
1.013335404310241574e+04,1.296105497279329768e+02
1.013335406402117405e+04,1.296111019543783414e+02
1.013335408493993236e+04,1.296116541687918300e+02
1.013335410585869067e+04,1.296122063711733574e+02
1.013335412677745080e+04,1.296127585615708142e+02
1.013335414769620911e+04,1.296133107398880497e+02
1.013335416861496742e+04,1.296138629061728977e+02
1.013335418953372573e+04,1.296144150604253866e+02
1.013335421045248404e+04,1.296149672026452890e+02
1.013335423137124235e+04,1.296155193328325481e+02
1.013335425229000066e+04,1.296160714509870218e+02
1.013335427320876079e+04,1.296166235571566290e+02
1.013335429412751910e+04,1.296171756512452475e+02
1.013335431504627741e+04,1.296177277333007396e+02
1.013335433596503572e+04,1.296182798033230199e+02
1.013335435688379403e+04,1.296188318613119463e+02
1.013335437780255234e+04,1.296193839072674336e+02
1.013335439872131064e+04,1.296199359411893681e+02
1.013335441964006895e+04,1.296204879630776645e+02
1.013335444055882908e+04,1.296210399729801566e+02
1.013335446147758739e+04,1.296215919708006936e+02
1.013335448239634570e+04,1.296221439565872799e+02
1.013335450331510401e+04,1.296226959303397166e+02
1.013335452423386232e+04,1.296232478920579467e+02
1.013335454515262063e+04,1.296237998417418282e+02
1.013335456607137894e+04,1.296243517793912190e+02
1.013335458699013725e+04,1.296249037050060622e+02
1.013335460790889738e+04,1.296254556186342199e+02
1.013335462882765569e+04,1.296260075201795701e+02
1.013335464974641400e+04,1.296265594096900031e+02
1.013335467066517231e+04,1.296271112871654623e+02
1.013335469158393062e+04,1.296276631526057486e+02
1.013335471250268893e+04,1.296282150060108052e+02
1.013335473342144724e+04,1.296287668473804899e+02
1.013335475434020555e+04,1.296293186767147176e+02
1.013335477525896567e+04,1.296298704940613220e+02
1.013335479617772398e+04,1.296304222993242661e+02
1.013335481709648229e+04,1.296309740925513836e+02
1.013335483801524060e+04,1.296315258737425893e+02
1.013335485893399891e+04,1.296320776428977695e+02
1.013335487985275722e+04,1.296326294000168105e+02
1.013335490077151553e+04,1.296331811450995701e+02
1.013335492169027384e+04,1.296337328781459632e+02
1.013335494260903397e+04,1.296342845992038519e+02
1.013335496352779228e+04,1.296348363081771708e+02
1.013335498444655059e+04,1.296353880051137537e+02
1.013335500536530890e+04,1.296359396900135721e+02
1.013335502628406721e+04,1.296364913628764270e+02
1.013335504720282552e+04,1.296370430237022333e+02
1.013335506812158383e+04,1.296375946724908772e+02
1.013335508904034396e+04,1.296381463092902209e+02
1.013335510995910226e+04,1.296386979340042274e+02
1.013335513087786057e+04,1.296392495466807304e+02
1.013335515179661888e+04,1.296398011473196163e+02
1.013335517271537719e+04,1.296403527359207999e+02
1.013335519363413550e+04,1.296409043124841389e+02
1.013335521455289381e+04,1.296414558770095482e+02
1.013335523547165212e+04,1.296420074294968856e+02
1.013335525639041225e+04,1.296425589699940133e+02
1.013335527730917056e+04,1.296431104984048943e+02
1.013335529822792887e+04,1.296436620147773908e+02
1.013335531914668718e+04,1.296442135191113607e+02
1.013335534006544549e+04,1.296447650114067187e+02
1.013335536098420380e+04,1.296453164916633511e+02
1.013335538190296211e+04,1.296458679598811443e+02
1.013335540282172042e+04,1.296464194160599845e+02
1.013335542374048055e+04,1.296469708602477056e+02
1.013335544465923886e+04,1.296475222923482704e+02
1.013335546557799717e+04,1.296480737124095697e+02
1.013335548649675547e+04,1.296486251204314328e+02
1.013335550741551378e+04,1.296491765164138030e+02
1.013335552833427209e+04,1.296497279003565382e+02
1.013335554925303040e+04,1.296502792722595245e+02
1.013335557017178871e+04,1.296508306321226485e+02
1.013335559109054884e+04,1.296513819799937437e+02
1.013335561200930715e+04,1.296519333157768301e+02
1.013335563292806546e+04,1.296524846395197130e+02
1.013335565384682377e+04,1.296530359512223072e+02
1.013335567476558208e+04,1.296535872508844704e+02
1.013335569568434039e+04,1.296541385385060892e+02
1.013335571660309870e+04,1.296546898140871065e+02
1.013335573752185701e+04,1.296552410776273234e+02
1.013335575844061714e+04,1.296557923291746306e+02
1.013335577935937545e+04,1.296563435686330195e+02
1.013335580027813376e+04,1.296568947960503237e+02
1.013335582119689207e+04,1.296574460114264298e+02
1.013335584211565038e+04,1.296579972147611954e+02
1.013335586303440869e+04,1.296585484060545639e+02
1.013335588395316699e+04,1.296590995853063646e+02
1.013335590487192530e+04,1.296596507525164839e+02
1.013335592579068543e+04,1.296602019077328123e+02
1.013335594670944374e+04,1.296607530508593129e+02
1.013335596762820205e+04,1.296613041819438479e+02
1.013335598854696036e+04,1.296618553009862467e+02
1.013335600946571867e+04,1.296624064079864525e+02
1.013335603038447698e+04,1.296629575029443515e+02
1.013335605130323529e+04,1.296635085858597449e+02
1.013335607222199542e+04,1.296640596567805801e+02
1.013335609314075373e+04,1.296646107156107917e+02
1.013335611405951204e+04,1.296651617623982133e+02
1.013335613497827035e+04,1.296657127971427599e+02
1.013335615589702866e+04,1.296662638198443176e+02
1.013335617681578697e+04,1.296668148305027444e+02
1.013335619773454528e+04,1.296673658291179549e+02
1.013335621865330359e+04,1.296679168156898072e+02
1.013335623957206371e+04,1.296684677902661633e+02
1.013335626049082202e+04,1.296690187527510147e+02
1.013335628140958033e+04,1.296695697031922236e+02
1.013335630232833864e+04,1.296701206415896195e+02
1.013335632324709695e+04,1.296706715679430886e+02
1.013335634416585526e+04,1.296712224822525457e+02
1.013335636508461357e+04,1.296717733845179055e+02
1.013335638600337188e+04,1.296723242747390543e+02
1.013335640692213201e+04,1.296728751529637123e+02
1.013335642784089032e+04,1.296734260190960129e+02
1.013335644875964863e+04,1.296739768731837614e+02
1.013335646967840694e+04,1.296745277152268159e+02
1.013335649059716525e+04,1.296750785452250625e+02
1.013335651151592356e+04,1.296756293631783876e+02
1.013335653243468187e+04,1.296761801690867344e+02
1.013335655335344018e+04,1.296767309629499039e+02
1.013335657427220031e+04,1.296772817448157298e+02
1.013335659519095861e+04,1.296778325145883173e+02
1.013335661610971692e+04,1.296783832723154148e+02
1.013335663702847523e+04,1.296789340179969372e+02
1.013335665794723354e+04,1.296794847516327707e+02
1.013335667886599185e+04,1.296800354732228016e+02
1.013335669978475016e+04,1.296805861827668878e+02
1.013335672070350847e+04,1.296811368802649440e+02
1.013335674162226860e+04,1.296816875657647756e+02
1.013335676254102691e+04,1.296822382391704309e+02
1.013335678345978522e+04,1.296827889005296868e+02
1.013335680437854353e+04,1.296833395498425148e+02
1.013335682529730184e+04,1.296838901871087444e+02
1.013335684621606015e+04,1.296844408123282335e+02
1.013335686713481846e+04,1.296849914255009253e+02
1.013335688805357859e+04,1.296855420266745966e+02
1.013335690897233690e+04,1.296860926157532958e+02
1.013335692989109521e+04,1.296866431927848282e+02
1.013335695080985352e+04,1.296871937577691369e+02
1.013335697172861182e+04,1.296877443107060799e+02
1.013335699264737013e+04,1.296882948515954865e+02
1.013335701356612844e+04,1.296888453804373000e+02
1.013335703448488675e+04,1.296893958972314067e+02
1.013335705540364688e+04,1.296899464020255550e+02
1.013335707632240519e+04,1.296904968947238785e+02
1.013335709724116350e+04,1.296910473753741542e+02
1.013335711815992181e+04,1.296915978439762966e+02
1.013335713907868012e+04,1.296921483005301070e+02
1.013335715999743843e+04,1.296926987450355568e+02
1.013335718091619674e+04,1.296932491774925040e+02
1.013335720183495505e+04,1.296937995979008633e+02
1.013335722275371518e+04,1.296943500063082979e+02
1.013335724367247349e+04,1.296949004026190835e+02
1.013335726459123180e+04,1.296954507868809117e+02
1.013335728550999011e+04,1.296960011590936404e+02
1.013335730642874842e+04,1.296965515192572411e+02
1.013335732734750673e+04,1.296971018673715434e+02
1.013335734826626503e+04,1.296976522034364336e+02
1.013335736918502334e+04,1.296982025274518264e+02
1.013335739010378347e+04,1.296987528394654134e+02
1.013335741102254178e+04,1.296993031393814704e+02
1.013335743194130009e+04,1.296998534272476320e+02
1.013335745286005840e+04,1.297004037030638415e+02
1.013335747377881671e+04,1.297009539668299851e+02
1.013335749469757502e+04,1.297015042185459777e+02
1.013335751561633333e+04,1.297020544582116202e+02
1.013335753653509164e+04,1.297026046858268842e+02
1.013335755745385177e+04,1.297031549014394898e+02
1.013335757837261008e+04,1.297037051049535989e+02
1.013335759929136839e+04,1.297042552964169317e+02
1.013335762021012670e+04,1.297048054758294313e+02
1.013335764112888501e+04,1.297053556431909840e+02
1.013335766204764332e+04,1.297059057985014192e+02
1.013335768296640163e+04,1.297064559417606802e+02
1.013335770388516175e+04,1.297070060730164869e+02
1.013335772480392006e+04,1.297075561921730014e+02
1.013335774572267837e+04,1.297081062992780005e+02
1.013335776664143668e+04,1.297086563943313706e+02
1.013335778756019499e+04,1.297092064773329980e+02
1.013335780847895330e+04,1.297097565482827406e+02
1.013335782939771161e+04,1.297103066071804847e+02
1.013335785031646992e+04,1.297108566540261734e+02
1.013335787123523005e+04,1.297114066888674699e+02
1.013335789215398836e+04,1.297119567116086216e+02
1.013335791307274667e+04,1.297125067222973769e+02
1.013335793399150498e+04,1.297130567209335652e+02
1.013335795491026329e+04,1.297136067075171013e+02
1.013335797582902160e+04,1.297141566820478715e+02
1.013335799674777991e+04,1.297147066445257906e+02
1.013335801766653822e+04,1.297152565949506879e+02
1.013335803858529835e+04,1.297158065333703405e+02
1.013335805950405665e+04,1.297163564596889387e+02
1.013335808042281496e+04,1.297169063739542310e+02
1.013335810134157327e+04,1.297174562761660752e+02
1.013335812226033158e+04,1.297180061663243578e+02
1.013335814317908989e+04,1.297185560444290218e+02
1.013335816409784820e+04,1.297191059104798683e+02
1.013335818501660651e+04,1.297196557644768689e+02
1.013335820593536664e+04,1.297202056064676583e+02
1.013335822685412495e+04,1.297207554363565691e+02
1.013335824777288326e+04,1.297213052541912077e+02
1.013335826869164157e+04,1.297218550599715456e+02
1.013335828961039988e+04,1.297224048536974124e+02
1.013335831052915819e+04,1.297229546353687510e+02
1.013335833144791650e+04,1.297235044049854196e+02
1.013335835236667481e+04,1.297240541625473043e+02
1.013335837328543494e+04,1.297246039081020967e+02
1.013335839420419325e+04,1.297251536415540727e+02
1.013335841512295156e+04,1.297257033629509237e+02
