Time (BJD_TBD - 2450000), L_e/L_star (ppm)
9.880038437500130385e+03,9.727565092928788459e+00
9.880038456059855889e+03,9.726916196042454388e+00
9.880038474619583212e+03,9.726267318958631947e+00
9.880038493179308716e+03,9.725618461804742765e+00
9.880038511739036039e+03,9.724969624453848382e+00
9.880038530298761543e+03,9.724320807033352665e+00
9.880038548858488866e+03,9.723672009416327811e+00
9.880038567418214370e+03,9.723023231730190119e+00
9.880038585977941693e+03,9.722374473847974485e+00
9.880038604537667197e+03,9.721725735897130960e+00
9.880038623097394520e+03,9.721077017750697991e+00
9.880038641657120024e+03,9.720428319536075890e+00
9.880038660216847347e+03,9.719779641126363501e+00
9.880038678776572851e+03,9.719130982648932715e+00
9.880038697336298355e+03,9.718482344040456411e+00
9.880038715896025678e+03,9.717833725237596809e+00
9.880038734455751182e+03,9.717185126367732906e+00
9.880038753015478505e+03,9.716536547303974203e+00
9.880038771575204009e+03,9.715887988173667722e+00
9.880038790134931332e+03,9.715239448849924742e+00
9.880038808694656836e+03,9.714590929460140245e+00
9.880038827254384159e+03,9.713942429877395313e+00
9.880038845814109663e+03,9.713293950229049400e+00
9.880038864373836986e+03,9.712645490388240432e+00
9.880038882933562491e+03,9.711997050482299443e+00
9.880038901493289814e+03,9.711348630384373237e+00
9.880038920053015318e+03,9.710700230221783968e+00
9.880038938612740822e+03,9.710051849931243595e+00
9.880038957172468145e+03,9.709403489449417890e+00
9.880038975732193649e+03,9.708755148903636112e+00
9.880038994291920972e+03,9.708106828167062829e+00
9.880039012851646476e+03,9.707458527367002432e+00
9.880039031411373799e+03,9.706810246376628371e+00
9.880039049971099303e+03,9.706161985323241481e+00
9.880039068530826626e+03,9.705513744080008109e+00
9.880039087090552130e+03,9.704865522774259290e+00
9.880039105650279453e+03,9.704217321279109854e+00
9.880039124210004957e+03,9.703569139721917480e+00
9.880039142769732280e+03,9.702920977975834305e+00
9.880039161329457784e+03,9.702272836168141623e+00
9.880039179889183288e+03,9.701624714235562053e+00
9.880039198448910611e+03,9.700976612114812880e+00
9.880039217008636115e+03,9.700328529933182509e+00
9.880039235568363438e+03,9.699680467563831954e+00
9.880039254128088942e+03,9.699032425134070934e+00
9.880039272687816265e+03,9.698384402517113756e+00
9.880039291247541769e+03,9.697736399840179544e+00
9.880039309807269092e+03,9.697088416976512804e+00
9.880039328366994596e+03,9.696440454053359304e+00
9.880039346926721919e+03,9.695792510943944009e+00
9.880039365486447423e+03,9.695144587775518019e+00
9.880039384046174746e+03,9.694496684421308075e+00
9.880039402605900250e+03,9.693848801008563498e+00
9.880039421165625754e+03,9.693200937473996248e+00
9.880039439725353077e+03,9.692553093754348481e+00
9.880039458285078581e+03,9.691905269976885506e+00
9.880039476844805904e+03,9.691257466014825184e+00
9.880039495404531408e+03,9.690609681995390190e+00
9.880039513964258731e+03,9.689961917791848123e+00
9.880039532523984235e+03,9.689314173531396790e+00
9.880039551083711558e+03,9.688666449087321553e+00
9.880039569643437062e+03,9.688018744586804232e+00
9.880039588203164385e+03,9.687371059903139070e+00
9.880039606762889889e+03,9.686723395163516770e+00
9.880039625322617212e+03,9.686075750241212035e+00
9.880039643882342716e+03,9.685428125263410237e+00
9.880039662442068220e+03,9.684780520166873075e+00
9.880039681001795543e+03,9.684132934888371125e+00
9.880039699561521047e+03,9.683485369555084432e+00
9.880039718121248370e+03,9.682837824040310792e+00
9.880039736680973874e+03,9.682190298471233803e+00
9.880039755240701197e+03,9.681542792721119284e+00
9.880039773800426701e+03,9.680895306917184584e+00
9.880039792360154024e+03,9.680247840932702630e+00
9.880039810919879528e+03,9.679600394894844584e+00
9.880039829479606851e+03,9.678952968676926005e+00
9.880039848039332355e+03,9.678305562406096740e+00
9.880039866599059678e+03,9.677658175955697217e+00
9.880039885158785182e+03,9.677010809452847084e+00
9.880039903718510686e+03,9.676363462834350671e+00
9.880039922278238009e+03,9.675716136037003423e+00
9.880039940837963513e+03,9.675068829187903674e+00
9.880039959397690836e+03,9.674421542160402510e+00
9.880039977957416340e+03,9.673774275081667540e+00
9.880039996517143663e+03,9.673127027825012547e+00
9.880040015076869167e+03,9.672479800517551851e+00
9.880040033636596490e+03,9.671832593032664960e+00
9.880040052196321994e+03,9.671185405497444876e+00
9.880040070756049317e+03,9.670538237785278213e+00
9.880040089315774821e+03,9.669891090023249092e+00
9.880040107875502144e+03,9.669243962084760113e+00
9.880040126435227648e+03,9.668596854096856319e+00
9.880040144994953152e+03,9.667949765996381117e+00
9.880040163554680475e+03,9.667302697720142390e+00
9.880040182114405980e+03,9.666655649395217154e+00
9.880040200674133303e+03,9.666008620895015113e+00
9.880040219233858807e+03,9.665361612346577758e+00
9.880040237793586130e+03,9.664714623623348544e+00
9.880040256353311634e+03,9.664067654852376066e+00
9.880040274913038957e+03,9.663420705907050490e+00
9.880040293472764461e+03,9.662773776914475476e+00
9.880040312032491784e+03,9.662126867748028758e+00
9.880040330592217288e+03,9.661479978534766033e+00
9.880040349151944611e+03,9.660833109148132536e+00
9.880040367711670115e+03,9.660186259715159096e+00
9.880040386271395619e+03,9.659539430172685570e+00
9.880040404831122942e+03,9.658892620457530498e+00
9.880040423390848446e+03,9.658245830696746026e+00
9.880040441950575769e+03,9.657599060763800480e+00
9.880040460510301273e+03,9.656952310785658966e+00
9.880040479070028596e+03,9.656305580635818231e+00
9.880040497629754100e+03,9.655658870441266473e+00
9.880040516189481423e+03,9.655012180075491557e+00
9.880040534749206927e+03,9.654365509665481682e+00
9.880040553308934250e+03,9.653718859084719384e+00
9.880040571868659754e+03,9.653072228460192861e+00
9.880040590428387077e+03,9.652425617665397084e+00
9.880040608988112581e+03,9.651779026827295382e+00
9.880040627547838085e+03,9.651132455882775574e+00
9.880040646107565408e+03,9.650485904768684620e+00
9.880040664667290912e+03,9.649839373611994731e+00
9.880040683227018235e+03,9.649192862286222194e+00
9.880040701786743739e+03,9.648546370918330339e+00
9.880040720346471062e+03,9.647899899381824795e+00
9.880040738906196566e+03,9.647253447803665338e+00
9.880040757465923889e+03,9.646607016057375361e+00
9.880040776025649393e+03,9.645960604269912864e+00
9.880040794585376716e+03,9.645314212314778146e+00
9.880040813145102220e+03,9.644667840318923879e+00
9.880040831704829543e+03,9.644021488155894772e+00
9.880040850264555047e+03,9.643375155952615074e+00
9.880040868824280551e+03,9.642728843645974379e+00
9.880040887384007874e+03,9.642082551172871163e+00
9.880040905943733378e+03,9.641436278660233228e+00
9.880040924503460701e+03,9.640790025981575084e+00
9.880040943063186205e+03,9.640143793263874272e+00
9.880040961622913528e+03,9.639497580380645303e+00
9.880040980182639032e+03,9.638851387458803543e+00
9.880040998742366355e+03,9.638205214371932783e+00
9.880041017302091859e+03,9.637559061246914638e+00
9.880041035861819182e+03,9.636912927957340003e+00
9.880041054421544686e+03,9.636266814630090494e+00
9.880041072981270190e+03,9.635620721202075245e+00
9.880041091540997513e+03,9.634974647610238918e+00
9.880041110100723017e+03,9.634328593981406286e+00
9.880041128660450340e+03,9.633682560189200217e+00
9.880041147220175844e+03,9.633036546360520092e+00
9.880041165779903167e+03,9.632390552368928383e+00
9.880041184339628671e+03,9.631744578341310259e+00
9.880041202899355994e+03,9.631098624151269050e+00
9.880041221459081498e+03,9.630452689925665055e+00
9.880041240018808821e+03,9.629806775538121144e+00
9.880041258578534325e+03,9.629160881115481629e+00
9.880041277138261648e+03,9.628515006531374709e+00
9.880041295697987152e+03,9.627869151912653578e+00
9.880041314257712656e+03,9.627223317196229146e+00
9.880041332817439979e+03,9.626577502319051405e+00
9.880041351377165483e+03,9.625931707407948679e+00
9.880041369936892806e+03,9.625285932336568706e+00
9.880041388496618310e+03,9.624640177231736260e+00
9.880041407056345633e+03,9.623994441967104407e+00
9.880041425616071137e+03,9.623348726669499698e+00
9.880041444175798460e+03,9.622703031212537894e+00
9.880041462735523965e+03,9.622057355723086403e+00
9.880041481295251288e+03,9.621411700074769868e+00
9.880041499854976792e+03,9.620766064394405959e+00
9.880041518414704115e+03,9.620120448555667281e+00
9.880041536974429619e+03,9.619474852685341304e+00
9.880041555534155123e+03,9.618829276720411769e+00
9.880041574093882446e+03,9.618183720597791364e+00
9.880041592653607950e+03,9.617538184444303084e+00
9.880041611213335273e+03,9.616892668133651512e+00
9.880041629773060777e+03,9.616247171792565496e+00
9.880041648332788100e+03,9.615601695294776263e+00
9.880041666892513604e+03,9.614956238767037533e+00
9.880041685452240927e+03,9.614310802083073426e+00
9.880041704011966431e+03,9.613665385369628780e+00
9.880041722571693754e+03,9.613019988500434820e+00
9.880041741131419258e+03,9.612374611602222174e+00
9.880041759691146581e+03,9.611729254548729173e+00
9.880041778250872085e+03,9.611083917466695326e+00
9.880041796810597589e+03,9.610438600293116806e+00
9.880041815370324912e+03,9.609793302964970252e+00
9.880041833930050416e+03,9.609148025608968524e+00
9.880041852489777739e+03,9.608502768098883706e+00
9.880041871049503243e+03,9.607857530561428661e+00
9.880041889609230566e+03,9.607212312870354154e+00
9.880041908168956070e+03,9.606567115152373049e+00
9.880041926728683393e+03,9.605921937281255651e+00
9.880041945288408897e+03,9.605276779383713048e+00
9.880041963848136220e+03,9.604631641333501335e+00
9.880041982407861724e+03,9.603986523257308505e+00
9.880042000967589047e+03,9.603341425028938616e+00
9.880042019527314551e+03,9.602696346775054792e+00
9.880042038087040055e+03,9.602051288432686960e+00
9.880042056646767378e+03,9.601406249938847282e+00
9.880042075206492882e+03,9.600761231420214870e+00
9.880042093766220205e+03,9.600116232750556478e+00
9.880042112325945709e+03,9.599471254056574310e+00
9.880042130885673032e+03,9.598826295212095516e+00
9.880042149445398536e+03,9.598181356343726378e+00
9.880042168005125859e+03,9.597536437325313585e+00
9.880042186564851363e+03,9.596891538283497169e+00
9.880042205124578686e+03,9.596246659092118492e+00
9.880042223684304190e+03,9.595601799877798044e+00
9.880042242244031513e+03,9.594956960514387845e+00
9.880042260803757017e+03,9.594312141128524374e+00
9.880042279363482521e+03,9.593667341657221570e+00
9.880042297923209844e+03,9.593022562037518242e+00
9.880042316482935348e+03,9.592377802396082842e+00
9.880042335042662671e+03,9.591733062606730087e+00
9.880042353602388175e+03,9.591088342796069810e+00
9.880042372162115498e+03,9.590443642837986005e+00
9.880042390721841002e+03,9.589798962859070741e+00
9.880042409281568325e+03,9.589154302733199131e+00
9.880042427841293829e+03,9.588509662586966797e+00
9.880042446401021152e+03,9.587865042294257734e+00
9.880042464960746656e+03,9.587220441981655128e+00
9.880042483520473979e+03,9.586575861523042974e+00
9.880042502080199483e+03,9.585931301044997355e+00
9.880042520639924987e+03,9.585286760484589053e+00
9.880042539199652310e+03,9.584642239778890627e+00
