Time (BJD_TBD - 2450000), F_f/F_star (ppm)
9.882460428240709007e+03,1.951917014907674996e+01
9.882460446256400246e+03,1.951962175292887380e+01
9.882460464272089666e+03,1.952007336048419006e+01
9.882460482287780906e+03,1.952052497183381519e+01
9.882460500303470326e+03,1.952097658688650839e+01
9.882460518319161565e+03,1.952142820573336834e+01
9.882460536334850985e+03,1.952187982828315427e+01
9.882460554350542225e+03,1.952233145462697905e+01
9.882460572366233464e+03,1.952278308471918322e+01
9.882460590381922884e+03,1.952323471851410730e+01
9.882460608397614124e+03,1.952368635610286418e+01
9.882460626413303544e+03,1.952413799739419531e+01
9.882460644428994783e+03,1.952458964247923134e+01
9.882460662444684203e+03,1.952504129126670662e+01
9.882460680460375443e+03,1.952549294384775536e+01
9.882460698476066682e+03,1.952594460017670386e+01
9.882460716491756102e+03,1.952639626020787134e+01
9.882460734507447341e+03,1.952684792403241687e+01
9.882460752523136762e+03,1.952729959155905348e+01
9.882460770538828001e+03,1.952775126287891183e+01
9.882460788554517421e+03,1.952820293790072981e+01
9.882460806570208661e+03,1.952865461671565228e+01
9.882460824585899900e+03,1.952910629927798425e+01
9.882460842601589320e+03,1.952955798554207689e+01
9.882460860617280559e+03,1.953000967559905376e+01
9.882460878632969980e+03,1.953046136935764210e+01
9.882460896648661219e+03,1.953091306690898676e+01
9.882460914664350639e+03,1.953136476816181499e+01
9.882460932680041878e+03,1.953181647320725389e+01
9.882460950695733118e+03,1.953226818199964399e+01
9.882460968711422538e+03,1.953271989449330448e+01
9.882460986727113777e+03,1.953317161077937314e+01
9.882461004742803198e+03,1.953362333076657009e+01
9.882461022758494437e+03,1.953407505454605086e+01
9.882461040774183857e+03,1.953452678202653203e+01
9.882461058789875096e+03,1.953497851329914781e+01
9.882461076805566336e+03,1.953543024831823871e+01
9.882461094821255756e+03,1.953588198703811329e+01
9.882461112836946995e+03,1.953633372954992709e+01
9.882461130852636416e+03,1.953678547576239666e+01
9.882461148868327655e+03,1.953723722576667043e+01
9.882461166884017075e+03,1.953768897947145078e+01
9.882461184899708314e+03,1.953814073696790388e+01
9.882461202915399554e+03,1.953859249821034894e+01
9.882461220931088974e+03,1.953904426315310161e+01
9.882461238946780213e+03,1.953949603188731743e+01
9.882461256962469633e+03,1.953994780432169875e+01
9.882461274978160873e+03,1.954039958054741533e+01
9.882461292993850293e+03,1.954085136047316595e+01
9.882461311009541532e+03,1.954130314419010972e+01
9.882461329025232772e+03,1.954175493165255872e+01
9.882461347040922192e+03,1.954220672281483573e+01
9.882461365056613431e+03,1.954265851776810692e+01
9.882461383072302851e+03,1.954311031642106400e+01
9.882461401087994091e+03,1.954356211886487316e+01
9.882461419103683511e+03,1.954401392500824031e+01
9.882461437119374750e+03,1.954446573494232453e+01
9.882461455135065989e+03,1.954491754862143793e+01
9.882461473150755410e+03,1.954536936599989261e+01
9.882461491166446649e+03,1.954582118716887251e+01
9.882461509182136069e+03,1.954627301203705869e+01
9.882461527197827309e+03,1.954672484069561733e+01
9.882461545213516729e+03,1.954717667305324724e+01
9.882461563229207968e+03,1.954762850920112527e+01
9.882461581244899207e+03,1.954808034909355641e+01
9.882461599260588628e+03,1.954853219268485631e+01
9.882461617276279867e+03,1.954898404006619117e+01
9.882461635291969287e+03,1.954943589114624913e+01
9.882461653307660526e+03,1.954988774601621060e+01
9.882461671323349947e+03,1.955033960458477083e+01
9.882461689339041186e+03,1.955079146694308889e+01
9.882461707354732425e+03,1.955124333304549467e+01
9.882461725370421846e+03,1.955169520284627538e+01
9.882461743386113085e+03,1.955214707643661853e+01
9.882461761401802505e+03,1.955259895372521228e+01
9.882461779417493744e+03,1.955305083480323702e+01
9.882461797433183165e+03,1.955350271957937380e+01
9.882461815448874404e+03,1.955395460814479591e+01
9.882461833464563824e+03,1.955440650040818440e+01
9.882461851480255064e+03,1.955485839646074098e+01
9.882461869495946303e+03,1.955531029625675288e+01
9.882461887511635723e+03,1.955576219975053220e+01
9.882461905527326962e+03,1.955621410703326646e+01
9.882461923543016383e+03,1.955666601801361892e+01
9.882461941558707622e+03,1.955711793278279487e+01
9.882461959574397042e+03,1.955756985124946823e+01
9.882461977590088281e+03,1.955802177350480875e+01
9.882461995605779521e+03,1.955847369950314274e+01
9.882462013621468941e+03,1.955892562919875743e+01
9.882462031637160180e+03,1.955937756268284744e+01
9.882462049652849601e+03,1.955982949986408670e+01
9.882462067668540840e+03,1.956028144083366982e+01
9.882462085684230260e+03,1.956073338550025653e+01
9.882462103699921499e+03,1.956118533395505210e+01
9.882462121715612739e+03,1.956163728615235797e+01
9.882462139731302159e+03,1.956208924204646493e+01
9.882462157746993398e+03,1.956254120172857469e+01
9.882462175762682818e+03,1.956299316510734343e+01
9.882462193778374058e+03,1.956344513227397997e+01
9.882462211794063478e+03,1.956389710313715113e+01
9.882462229809754717e+03,1.956434907778805155e+01
9.882462247825445957e+03,1.956480105618097198e+01
9.882462265841135377e+03,1.956525303827022100e+01
9.882462283856826616e+03,1.956570502414699320e+01
9.882462301872516036e+03,1.956615701371995186e+01
9.882462319888207276e+03,1.956660900708029871e+01
9.882462337903896696e+03,1.956706100413669702e+01
9.882462355919587935e+03,1.956751300498035206e+01
