Time (BJD_TBD - 2450000), F_c/F_star (ppm)
9.896128576389048249e+03,2.876086422756249306e+01
9.896128599245501391e+03,2.876752075995212721e+01
9.896128622101952715e+03,2.877417801144486731e+01
9.896128644958405857e+03,2.878083598307689428e+01
9.896128667814857181e+03,2.878749467376517401e+01
9.896128690671310324e+03,2.879415408454606862e+01
9.896128713527761647e+03,2.880081421433618516e+01
9.896128736384214790e+03,2.880747506417224457e+01
9.896128759240666113e+03,2.881413663297058747e+01
9.896128782097119256e+03,2.882079892176808045e+01
9.896128804953570580e+03,2.882746192948092556e+01
9.896128827810023722e+03,2.883412565714618836e+01
9.896128850666476865e+03,2.884079010421019262e+01
9.896128873522928188e+03,2.884745527011905963e+01
9.896128896379381331e+03,2.885412115591025284e+01
9.896128919235832655e+03,2.886078776049927797e+01
9.896128942092285797e+03,2.886745508492382228e+01
9.896128964948737121e+03,2.887412312809924586e+01
9.896128987805190263e+03,2.888079189106339228e+01
9.896129010661641587e+03,2.888746137273140135e+01
9.896129033518094730e+03,2.889413157414135824e+01
9.896129056374546053e+03,2.890080249420820024e+01
9.896129079230999196e+03,2.890747413397013332e+01
9.896129102087450519e+03,2.891414649234188872e+01
9.896129124943903662e+03,2.892081957036198858e+01
9.896129147800356805e+03,2.892749336747596800e+01
9.896129170656808128e+03,2.893416788312918086e+01
9.896129193513261271e+03,2.894084311836056145e+01
9.896129216369712594e+03,2.894751907208408781e+01
9.896129239226165737e+03,2.895419574533884699e+01
9.896129262082617061e+03,2.896087313703874955e+01
9.896129284939070203e+03,2.896755124822308503e+01
9.896129307795521527e+03,2.897423007780541937e+01
9.896129330651974669e+03,2.898090962682536187e+01
9.896129353508425993e+03,2.898758989419626886e+01
9.896129376364879136e+03,2.899427088095782779e+01
9.896129399221332278e+03,2.900095258655505503e+01
9.896129422077783602e+03,2.900763501043253001e+01
9.896129444934236744e+03,2.901431815363042332e+01
9.896129467790688068e+03,2.902100201506147670e+01
9.896129490647141211e+03,2.902768659576604904e+01
9.896129513503592534e+03,2.903437189465669377e+01
9.896129536360045677e+03,2.904105791277390125e+01
9.896129559216497000e+03,2.904774464903004016e+01
9.896129582072950143e+03,2.905443210446588864e+01
9.896129604929401467e+03,2.906112027799350628e+01
9.896129627785854609e+03,2.906780917065390213e+01
9.896129650642307752e+03,2.907449878189133941e+01
9.896129673498759075e+03,2.908118911114980065e+01
9.896129696355212218e+03,2.908788015947063244e+01
9.896129719211663542e+03,2.909457192576532236e+01
9.896129742068116684e+03,2.910126441107544792e+01
9.896129764924568008e+03,2.910795761431224804e+01
9.896129787781021150e+03,2.911465153651757376e+01
9.896129810637472474e+03,2.912134617660238334e+01
9.896129833493925616e+03,2.912804153560869125e+01
9.896129856350376940e+03,2.913473761244728522e+01
9.896129879206830083e+03,2.914143440816044972e+01
9.896129902063283225e+03,2.914813192219171967e+01
9.896129924919734549e+03,2.915483015398448075e+01
9.896129947776187691e+03,2.916152910458129455e+01
9.896129970632639015e+03,2.916822877289235905e+01
9.896129993489092158e+03,2.917492915996047032e+01
9.896130016345543481e+03,2.918163026469561316e+01
9.896130039201996624e+03,2.918833208814079327e+01
9.896130062058447947e+03,2.919503462920571479e+01
9.896130084914901090e+03,2.920173788893374223e+01
9.896130107771352414e+03,2.920844186623424221e+01
9.896130130627805556e+03,2.921514656215073202e+01
9.896130153484256880e+03,2.922185197559245395e+01
9.896130176340710022e+03,2.922855810760313844e+01
9.896130199197163165e+03,2.923526495762559207e+01
9.896130222053614489e+03,2.924197252510240119e+01
9.896130244910067631e+03,2.924868081107755202e+01
9.896130267766518955e+03,2.925538981445976816e+01
9.896130290622972097e+03,2.926209953629328808e+01
9.896130313479423421e+03,2.926880997548652630e+01
9.896130336335876564e+03,2.927552113308400905e+01
9.896130359192327887e+03,2.928223300799391282e+01
9.896130382048781030e+03,2.928894560126098057e+01
9.896130404905232353e+03,2.929565891179317560e+01
9.896130427761685496e+03,2.930237294063536879e+01
9.896130450618138639e+03,2.930908768722977342e+01
9.896130473474589962e+03,2.931580315101827949e+01
9.896130496331043105e+03,2.932251933304618774e+01
9.896130519187494428e+03,2.932923623222085041e+01
9.896130542043947571e+03,2.933595384958778141e+01
9.896130564900398895e+03,2.934267218405411626e+01
9.896130587756852037e+03,2.934939123666558203e+01
9.896130610613303361e+03,2.935611100632908332e+01
9.896130633469756503e+03,2.936283149409054616e+01
9.896130656326207827e+03,2.936955269885672948e+01
9.896130679182660970e+03,2.937627462167368364e+01
9.896130702039114112e+03,2.938299726198298600e+01
9.896130724895565436e+03,2.938972061922589774e+01
9.896130747752018578e+03,2.939644469444888486e+01
9.896130770608469902e+03,2.940316948655800644e+01
9.896130793464923045e+03,2.940989499660006956e+01
9.896130816321374368e+03,2.941662122348092012e+01
9.896130839177827511e+03,2.942334816824747179e+01
9.896130862034278834e+03,2.943007582980538217e+01
9.896130884890731977e+03,2.943680420920180651e+01
9.896130907747183301e+03,2.944353330534211821e+01
9.896130930603636443e+03,2.945026311927377449e+01
9.896130953460089586e+03,2.945699365043757467e+01
9.896130976316540909e+03,2.946372489827412622e+01
9.896130999172994052e+03,2.947045686383114571e+01
9.896131022029445376e+03,2.947718954601347363e+01
9.896131044885898518e+03,2.948392294586905393e+01
9.896131067742349842e+03,2.949065706230243578e+01
9.896131090598802984e+03,2.949739189636182957e+01
9.896131113455254308e+03,2.950412744695160683e+01
9.896131136311707451e+03,2.951086371512009876e+01
9.896131159168158774e+03,2.951760069977147438e+01
9.896131182024611917e+03,2.952433840195432424e+01
9.896131204881063240e+03,2.953107682057252603e+01
9.896131227737516383e+03,2.953781595667496163e+01
9.896131250593969526e+03,2.954455580970165229e+01
9.896131273450420849e+03,2.955129637909248075e+01
9.896131296306873992e+03,2.955803766589656334e+01
9.896131319163325315e+03,2.956477966901723420e+01
9.896131342019778458e+03,2.957152238950386547e+01
9.896131364876229782e+03,2.957826582625956036e+01
9.896131387732682924e+03,2.958500998033394680e+01
9.896131410589134248e+03,2.959175485062984023e+01
9.896131433445587390e+03,2.959850043819705334e+01
9.896131456302038714e+03,2.960524674193824879e+01
9.896131479158491857e+03,2.961199376290347374e+01
9.896131502014944999e+03,2.961874150053209931e+01
9.896131524871396323e+03,2.962548995426333320e+01
9.896131547727849465e+03,2.963223912514759206e+01
9.896131570584300789e+03,2.963898901208690972e+01
9.896131593440753932e+03,2.964573961613185560e+01
9.896131616297205255e+03,2.965249093618425391e+01
9.896131639153658398e+03,2.965924297329490500e+01
9.896131662010109721e+03,2.966599572636543414e+01
9.896131684866562864e+03,2.967274919644687259e+01
9.896131707723014188e+03,2.967950338244055786e+01
9.896131730579467330e+03,2.968625828539775213e+01
9.896131753435920473e+03,2.969301390475726166e+01
9.896131776292371796e+03,2.969977023995756582e+01
9.896131799148824939e+03,2.970652729205027498e+01
9.896131822005276263e+03,2.971328505993617952e+01
9.896131844861729405e+03,2.972004354466711362e+01
9.896131867718180729e+03,2.972680274514358700e+01
9.896131890574633871e+03,2.973356266241767187e+01
9.896131913431085195e+03,2.974032329538960795e+01
9.896131936287538338e+03,2.974708464511173034e+01
9.896131959143989661e+03,2.975384671048405139e+01
9.896131982000442804e+03,2.976060949255911225e+01
9.896132004856895946e+03,2.976737299077500509e+01
9.896132027713347270e+03,2.977413720456962665e+01
9.896132050569800413e+03,2.978090213499579519e+01
9.896132073426251736e+03,2.978766778095295820e+01
9.896132096282704879e+03,2.979443414349419683e+01
9.896132119139156202e+03,2.980120122151874540e+01
9.896132141995609345e+03,2.980796901607994442e+01
9.896132164852060669e+03,2.981473752607674754e+01
9.896132187708513811e+03,2.982150675256267292e+01
9.896132210564965135e+03,2.982827669443646812e+01
9.896132233421418277e+03,2.983504735275191067e+01
9.896132256277869601e+03,2.984181872640748878e+01
9.896132279134322744e+03,2.984859081645718959e+01
9.896132301990775886e+03,2.985536362233835916e+01
9.896132324847227210e+03,2.986213714348811266e+01
9.896132347703680352e+03,2.986891138096069653e+01
9.896132370560131676e+03,2.987568633365403059e+01
9.896132393416584819e+03,2.988246200262272012e+01
9.896132416273036142e+03,2.988923838676439360e+01
9.896132439129489285e+03,2.989601548713387302e+01
9.896132461985940608e+03,2.990279330262863056e+01
9.896132484842393751e+03,2.990957183430361255e+01
9.896132507698845075e+03,2.991635108105603891e+01
9.896132530555298217e+03,2.992313104394113310e+01
9.896132553411751360e+03,2.992991172239554842e+01
9.896132576268202683e+03,2.993669311585574988e+01
9.896132599124655826e+03,2.994347522537725936e+01
9.896132621981107150e+03,2.995025804985676743e+01
9.896132644837560292e+03,2.995704159034997360e+01
9.896132667694011616e+03,2.996382584575329133e+01
9.896132690550464758e+03,2.997061081712275765e+01
9.896132713406916082e+03,2.997739650335452311e+01
9.896132736263369225e+03,2.998418290550483079e+01
9.896132759119820548e+03,2.999097002246962518e+01
9.896132781976273691e+03,2.999775785530530214e+01
9.896132804832726833e+03,3.000454640344789681e+01
9.896132827689178157e+03,3.001133566633316718e+01
9.896132850545631300e+03,3.001812564501790348e+01
9.896132873402082623e+03,3.002491633839747820e+01
9.896132896258535766e+03,3.003170774752889116e+01
9.896132919114987089e+03,3.003849987130725552e+01
