Time (BJD_TBD - 2450000), L_c/L_star (ppm)
9.891595520833507180e+03,1.620441828799103803e+02
9.891595543725843527e+03,1.620567545855806486e+02
9.891595566618178054e+03,1.620693264920640502e+02
9.891595589510514401e+03,1.620818986013140375e+02
9.891595612402848928e+03,1.620944709112883118e+02
9.891595635295185275e+03,1.621070434239405245e+02
9.891595658187519803e+03,1.621196161372284337e+02
9.891595681079856149e+03,1.621321890531055487e+02
9.891595703972190677e+03,1.621447621695295709e+02
9.891595726864527023e+03,1.621573354884542084e+02
9.891595749756863370e+03,1.621699090088360435e+02
9.891595772649197897e+03,1.621824827296316300e+02
9.891595795541534244e+03,1.621950566527948183e+02
9.891595818433868772e+03,1.622076307762831391e+02
9.891595841326205118e+03,1.622202051020502154e+02
9.891595864218539646e+03,1.622327796280536916e+02
9.891595887110875992e+03,1.622453543562473328e+02
9.891595910003210520e+03,1.622579292845885846e+02
9.891595932895546866e+03,1.622705044150313256e+02
9.891595955787881394e+03,1.622830797455328877e+02
9.891595978680217740e+03,1.622956552780473203e+02
9.891596001572554087e+03,1.623082310115310634e+02
9.891596024464888615e+03,1.623208069449404150e+02
9.891596047357224961e+03,1.623333830802297086e+02
9.891596070249559489e+03,1.623459594153557930e+02
9.891596093141895835e+03,1.623585359522730869e+02
9.891596116034230363e+03,1.623711126889384673e+02
9.891596138926566709e+03,1.623836896273063815e+02
9.891596161818901237e+03,1.623962667653336496e+02
9.891596184711237584e+03,1.624088441049746336e+02
9.891596207603573930e+03,1.624214216451856316e+02
9.891596230495908458e+03,1.624339993849229415e+02
9.891596253388244804e+03,1.624465773261408685e+02
9.891596276280579332e+03,1.624591554667963464e+02
9.891596299172915678e+03,1.624717338088437657e+02
9.891596322065250206e+03,1.624843123502398896e+02
9.891596344957586552e+03,1.624968910929392791e+02
9.891596367849921080e+03,1.625094700348986123e+02
9.891596390742257427e+03,1.625220491780725354e+02
9.891596413634591954e+03,1.625346285204175842e+02
9.891596436526928301e+03,1.625472080638884904e+02
9.891596459419264647e+03,1.625597878074412961e+02
9.891596482311599175e+03,1.625723677500321571e+02
9.891596505203935521e+03,1.625849478936157482e+02
9.891596528096270049e+03,1.625975282361485768e+02
9.891596550988606396e+03,1.626101087795854028e+02
9.891596573880940923e+03,1.626226895218826485e+02
9.891596596773277270e+03,1.626352704649952443e+02
9.891596619665611797e+03,1.626478516068794704e+02
9.891596642557948144e+03,1.626604329494902856e+02
9.891596665450284490e+03,1.626730144917837038e+02
