Time (BJD_TBD - 2450000), F_h/F_star (ppm)
9.882460428240709007e+03,1.045117096146056745e+01
9.882460446256400246e+03,1.045122015919186609e+01
9.882460464272089666e+03,1.045126935684388059e+01
9.882460482287780906e+03,1.045131855442655677e+01
9.882460500303470326e+03,1.045136775192994882e+01
9.882460518319161565e+03,1.045141694936399190e+01
9.882460536334850985e+03,1.045146614671875085e+01
9.882460554350542225e+03,1.045151534400415727e+01
9.882460572366233464e+03,1.045156454121524270e+01
9.882460590381922884e+03,1.045161373834703689e+01
9.882460608397614124e+03,1.045166293540947500e+01
9.882460626413303544e+03,1.045171213239262009e+01
9.882460644428994783e+03,1.045176132930640378e+01
9.882460662444684203e+03,1.045181052614088735e+01
9.882460680460375443e+03,1.045185972290600773e+01
9.882460698476066682e+03,1.045190891959679469e+01
9.882460716491756102e+03,1.045195811620828152e+01
9.882460734507447341e+03,1.045200731275039452e+01
9.882460752523136762e+03,1.045205650921320384e+01
9.882460770538828001e+03,1.045210570560663754e+01
9.882460788554517421e+03,1.045215490192076224e+01
9.882460806570208661e+03,1.045220409816550955e+01
9.882460824585899900e+03,1.045225329433591277e+01
9.882460842601589320e+03,1.045230249042699633e+01
9.882460860617280559e+03,1.045235168644870072e+01
9.882460878632969980e+03,1.045240088239108367e+01
9.882460896648661219e+03,1.045245007826408390e+01
9.882460914664350639e+03,1.045249927405775736e+01
9.882460932680041878e+03,1.045254846978204633e+01
9.882460950695733118e+03,1.045259766543197344e+01
9.882460968711422538e+03,1.045264686100257379e+01
9.882460986727113777e+03,1.045269605650377720e+01
9.882461004742803198e+03,1.045274525192565207e+01
9.882461022758494437e+03,1.045279444727812468e+01
9.882461040774183857e+03,1.045284364255126341e+01
9.882461058789875096e+03,1.045289283775500166e+01
9.882461076805566336e+03,1.045294203288436741e+01
9.882461094821255756e+03,1.045299122793439217e+01
9.882461112836946995e+03,1.045304042291500934e+01
9.882461130852636416e+03,1.045308961781628554e+01
9.882461148868327655e+03,1.045313881264814881e+01
9.882461166884017075e+03,1.045318800740066578e+01
9.882461184899708314e+03,1.045323720208376272e+01
9.882461202915399554e+03,1.045328639669248183e+01
9.882461220931088974e+03,1.045333559122184575e+01
9.882461238946780213e+03,1.045338478568178964e+01
9.882461256962469633e+03,1.045343398006237834e+01
9.882461274978160873e+03,1.045348317437354169e+01
9.882461292993850293e+03,1.045353236860534452e+01
9.882461311009541532e+03,1.045358156276772377e+01
9.882461329025232772e+03,1.045363075685570209e+01
9.882461347040922192e+03,1.045367995086431812e+01
9.882461365056613431e+03,1.045372914480349813e+01
9.882461383072302851e+03,1.045377833866331407e+01
9.882461401087994091e+03,1.045382753245368868e+01
9.882461419103683511e+03,1.045387672616469388e+01
9.882461437119374750e+03,1.045392591980625774e+01
9.882461455135065989e+03,1.045397511337341356e+01
9.882461473150755410e+03,1.045402430686119111e+01
9.882461491166446649e+03,1.045407350027952376e+01
9.882461509182136069e+03,1.045412269361847635e+01
9.882461527197827309e+03,1.045417188688797516e+01
9.882461545213516729e+03,1.045422108007809570e+01
9.882461563229207968e+03,1.045427027319875890e+01
9.882461581244899207e+03,1.045431946624500341e+01
9.882461599260588628e+03,1.045436865921185543e+01
9.882461617276279867e+03,1.045441785210925190e+01
9.882461635291969287e+03,1.045446704492725232e+01
9.882461653307660526e+03,1.045451623767579541e+01
9.882461671323349947e+03,1.045456543034493535e+01
9.882461689339041186e+03,1.045461462294461441e+01
9.882461707354732425e+03,1.045466381546985524e+01
