Time (BJD_TBD - 2450000), F_h/L_star (ppm)
1.062594821759266779e+04,1.312190379193110434e+00
1.062594823627046208e+04,1.312163192641088827e+00
1.062594825494825454e+04,1.312136006347695227e+00
1.062594827362604883e+04,1.312108820307634982e+00
1.062594829230384312e+04,1.312081634523555085e+00
1.062594831098163559e+04,1.312054448998109413e+00
1.062594832965942987e+04,1.312027263725997983e+00
1.062594834833722416e+04,1.312000078709873785e+00
1.062594836701501663e+04,1.311972893952382035e+00
1.062594838569281092e+04,1.311945709448231634e+00
1.062594840437060520e+04,1.311918525200070240e+00
1.062594842304839767e+04,1.311891341210544848e+00
1.062594844172619196e+04,1.311864157474361470e+00
1.062594846040398625e+04,1.311836973994171318e+00
1.062594847908178053e+04,1.311809790769974837e+00
1.062594849775957300e+04,1.311782607804419465e+00
1.062594851643736729e+04,1.311755425092211436e+00
1.062594853511516158e+04,1.311728242636000408e+00
1.062594855379295404e+04,1.311701060438432265e+00
1.062594857247074833e+04,1.311673878494213907e+00
1.062594859114854262e+04,1.311646696805996992e+00
1.062594860982633509e+04,1.311619515376426515e+00
1.062594862850412937e+04,1.311592334200211818e+00
1.062594864718192366e+04,1.311565153279998563e+00
1.062594866585971613e+04,1.311537972618435299e+00
1.062594868453751042e+04,1.311510792210230703e+00
1.062594870321530470e+04,1.311483612058029991e+00
1.062594872189309717e+04,1.311456432164484376e+00
1.062594874057089146e+04,1.311429252524299205e+00
1.062594875924868575e+04,1.311402073140123914e+00
1.062594877792647821e+04,1.311374894014603942e+00
1.062594879660427250e+04,1.311347715142447745e+00
1.062594881528206679e+04,1.311320536526306757e+00
1.062594883395985926e+04,1.311293358168822865e+00
1.062594885263765354e+04,1.311266180064705189e+00
1.062594887131544783e+04,1.311239002216604721e+00
1.062594888999324030e+04,1.311211824627166456e+00
1.062594890867103459e+04,1.311184647291099736e+00
1.062594892734882887e+04,1.311157470211049114e+00
1.062594894602662316e+04,1.311130293387022361e+00
1.062594896470441563e+04,1.311103116821658032e+00
1.062594898338220992e+04,1.311075940509671467e+00
1.062594900206000420e+04,1.311048764453706994e+00
1.062594902073779667e+04,1.311021588656412495e+00
1.062594903941559096e+04,1.310994413112496870e+00
1.062594905809338525e+04,1.310967237824604892e+00
1.062594907677117772e+04,1.310940062795387773e+00
1.062594909544897200e+04,1.310912888019552414e+00
1.062594911412676629e+04,1.310885713499746474e+00
