Time (BJD_TBD - 2450000), F_star + F_e (mJy)
1.014093855324061587e+04,2.653208733508101602e+00
1.014093857208740883e+04,2.653208729452409820e+00
1.014093859093419996e+04,2.653208725396683398e+00
1.014093860978099292e+04,2.653208721340921894e+00
1.014093862862778406e+04,2.653208717285125307e+00
1.014093864747457701e+04,2.653208713229294080e+00
1.014093866632136815e+04,2.653208709173427771e+00
1.014093868516816110e+04,2.653208705117526378e+00
1.014093870401495224e+04,2.653208701061589903e+00
1.014093872286174519e+04,2.653208697005618344e+00
1.014093874170853633e+04,2.653208692949612146e+00
1.014093876055532928e+04,2.653208688893571310e+00
1.014093877940212042e+04,2.653208684837495390e+00
1.014093879824891337e+04,2.653208680781383944e+00
1.014093881709570451e+04,2.653208676725238302e+00
1.014093883594249746e+04,2.653208672669056689e+00
1.014093885478928860e+04,2.653208668612841326e+00
1.014093887363608155e+04,2.653208664556589991e+00
1.014093889248287269e+04,2.653208660500304461e+00
1.014093891132966564e+04,2.653208656443983404e+00
1.014093893017645678e+04,2.653208652387628597e+00
1.014093894902324973e+04,2.653208648331237374e+00
1.014093896787004269e+04,2.653208644274811956e+00
1.014093898671683382e+04,2.653208640218351455e+00
1.014093900556362678e+04,2.653208636161856315e+00
1.014093902441041791e+04,2.653208632105326092e+00
1.014093904325721087e+04,2.653208628048760787e+00
1.014093906210400201e+04,2.653208623992160842e+00
1.014093908095079496e+04,2.653208619935525370e+00
1.014093909979758610e+04,2.653208615878855703e+00
1.014093911864437905e+04,2.653208611822150509e+00
1.014093913749117019e+04,2.653208607765411120e+00
1.014093915633796314e+04,2.653208603708635760e+00
1.014093917518475428e+04,2.653208599651826649e+00
1.014093919403154723e+04,2.653208595594981567e+00
1.014093921287833837e+04,2.653208591538102290e+00
1.014093923172513132e+04,2.653208587481187486e+00
1.014093925057192246e+04,2.653208583424238931e+00
1.014093926941871541e+04,2.653208579367253961e+00
1.014093928826550655e+04,2.653208575310235240e+00
1.014093930711229950e+04,2.653208571253180992e+00
1.014093932595909064e+04,2.653208567196092549e+00
1.014093934480588359e+04,2.653208563138968135e+00
1.014093936365267473e+04,2.653208559081809526e+00
1.014093938249946768e+04,2.653208555024616278e+00
1.014093940134626064e+04,2.653208550967387058e+00
1.014093942019305177e+04,2.653208546910124088e+00
1.014093943903984473e+04,2.653208542852825591e+00
1.014093945788663586e+04,2.653208538795492455e+00
1.014093947673342882e+04,2.653208534738124236e+00
1.014093949558021995e+04,2.653208530680721378e+00
1.014093951442701291e+04,2.653208526623282992e+00
1.014093953327380405e+04,2.653208522565810412e+00
1.014093955212059700e+04,2.653208518508302749e+00
1.014093957096738814e+04,2.653208514450760891e+00
1.014093958981418109e+04,2.653208510393182618e+00
1.014093960866097223e+04,2.653208506335570593e+00
1.014093962750776518e+04,2.653208502277923042e+00
1.014093964635455632e+04,2.653208498220241740e+00
1.014093966520134927e+04,2.653208494162524467e+00
1.014093968404814041e+04,2.653208490104772999e+00
1.014093970289493336e+04,2.653208486046986003e+00
1.014093972174172450e+04,2.653208481989164813e+00
1.014093974058851745e+04,2.653208477931308096e+00
1.014093975943530859e+04,2.653208473873416740e+00
1.014093977828210154e+04,2.653208469815490744e+00
1.014093979712889450e+04,2.653208465757529222e+00
1.014093981597568563e+04,2.653208461699533505e+00
1.014093983482247859e+04,2.653208457641502704e+00
1.014093985366926972e+04,2.653208453583437265e+00
1.014093987251606268e+04,2.653208449525336743e+00
1.014093989136285381e+04,2.653208445467201582e+00
1.014093991020964677e+04,2.653208441409030893e+00
1.014093992905643790e+04,2.653208437350826454e+00
