Time (BJD_TBD - 2450000), F_star + F_f (mJy)
1.062594821759266779e+04,2.557545410417719101e+00
1.062594823627046208e+04,2.557545409200335573e+00
1.062594825494825454e+04,2.557545407982977359e+00
1.062594827362604883e+04,2.557545406765643126e+00
1.062594829230384312e+04,2.557545405548334649e+00
1.062594831098163559e+04,2.557545404331050598e+00
1.062594832965942987e+04,2.557545403113791416e+00
1.062594834833722416e+04,2.557545401896557546e+00
1.062594836701501663e+04,2.557545400679348102e+00
1.062594838569281092e+04,2.557545399462163971e+00
1.062594840437060520e+04,2.557545398245005153e+00
1.062594842304839767e+04,2.557545397027870315e+00
1.062594844172619196e+04,2.557545395810760347e+00
1.062594846040398625e+04,2.557545394593675692e+00
1.062594847908178053e+04,2.557545393376615905e+00
1.062594849775957300e+04,2.557545392159580988e+00
1.062594851643736729e+04,2.557545390942570940e+00
1.062594853511516158e+04,2.557545389725585316e+00
1.062594855379295404e+04,2.557545388508625450e+00
1.062594857247074833e+04,2.557545387291690009e+00
1.062594859114854262e+04,2.557545386074778992e+00
1.062594860982633509e+04,2.557545384857893733e+00
1.062594862850412937e+04,2.557545383641033343e+00
1.062594864718192366e+04,2.557545382424197378e+00
1.062594866585971613e+04,2.557545381207386281e+00
1.062594868453751042e+04,2.557545379990600054e+00
1.062594870321530470e+04,2.557545378773839140e+00
1.062594872189309717e+04,2.557545377557103095e+00
1.062594874057089146e+04,2.557545376340391030e+00
1.062594875924868575e+04,2.557545375123704723e+00
1.062594877792647821e+04,2.557545373907043285e+00
1.062594879660427250e+04,2.557545372690406715e+00
1.062594881528206679e+04,2.557545371473794571e+00
1.062594883395985926e+04,2.557545370257207740e+00
1.062594885263765354e+04,2.557545369040645777e+00
1.062594887131544783e+04,2.557545367824108684e+00
1.062594888999324030e+04,2.557545366607596460e+00
1.062594890867103459e+04,2.557545365391109105e+00
1.062594892734882887e+04,2.557545364174646618e+00
1.062594894602662316e+04,2.557545362958209001e+00
1.062594896470441563e+04,2.557545361741796253e+00
1.062594898338220992e+04,2.557545360525408817e+00
1.062594900206000420e+04,2.557545359309045807e+00
1.062594902073779667e+04,2.557545358092707666e+00
1.062594903941559096e+04,2.557545356876394838e+00
1.062594905809338525e+04,2.557545355660105990e+00
1.062594907677117772e+04,2.557545354443843344e+00
1.062594909544897200e+04,2.557545353227605123e+00
1.062594911412676629e+04,2.557545352011391326e+00
1.062594913280455876e+04,2.557545350795202843e+00
1.062594915148235305e+04,2.557545349579039229e+00
1.062594917016014733e+04,2.557545348362900484e+00
1.062594918883793980e+04,2.557545347146786163e+00
1.062594920751573409e+04,2.557545345930697600e+00
