Time (BJD_TBD - 2450000), L_d/L_star (ppm)
9.908226643518544734e+03,1.566973783139123952e+02
9.908226666740774817e+03,1.566937659392217483e+02
9.908226689963004901e+03,1.566901535044699472e+02
9.908226713185233166e+03,1.566865410099445057e+02
9.908226736407463250e+03,1.566829284550842658e+02
9.908226759629693333e+03,1.566793158401769119e+02
9.908226782851923417e+03,1.566757031652269347e+02
9.908226806074151682e+03,1.566720904305223030e+02
9.908226829296381766e+03,1.566684776355015174e+02
9.908226852518611850e+03,1.566648647804524046e+02
9.908226875740841933e+03,1.566612518653794837e+02
9.908226898963070198e+03,1.566576388905705812e+02
9.908226922185300282e+03,1.566540258554643970e+02
9.908226945407530366e+03,1.566504127603484733e+02
9.908226968629760449e+03,1.566467996052276419e+02
9.908226991851988714e+03,1.566431863903895589e+02
9.908227015074218798e+03,1.566395731152728672e+02
9.908227038296448882e+03,1.566359597801653081e+02
9.908227061518678966e+03,1.566323463850715427e+02
9.908227084740907230e+03,1.566287329302792841e+02
9.908227107963137314e+03,1.566251194152272319e+02
9.908227131185367398e+03,1.566215058402029854e+02
9.908227154407597482e+03,1.566178922052114046e+02
9.908227177629825746e+03,1.566142785105400890e+02
9.908227200852055830e+03,1.566106647556276243e+02
9.908227224074285914e+03,1.566070509407618090e+02
9.908227247296515998e+03,1.566034370659474178e+02
9.908227270518744263e+03,1.565998231314720783e+02
9.908227293740974346e+03,1.565962091367743483e+02
9.908227316963204430e+03,1.565925950821420258e+02
9.908227340185434514e+03,1.565889809675798290e+02
9.908227363407662779e+03,1.565853667933754991e+02
9.908227386629892862e+03,1.565817525589675085e+02
9.908227409852122946e+03,1.565781382646437692e+02
9.908227433074353030e+03,1.565745239104088569e+02
9.908227456296581295e+03,1.565709094965505983e+02
9.908227479518811379e+03,1.565672950225074942e+02
9.908227502741041462e+03,1.565636804885673143e+02
9.908227525963271546e+03,1.565600658947348052e+02
9.908227549185499811e+03,1.565564512412976796e+02
9.908227572407729895e+03,1.565528365276945237e+02
9.908227595629959978e+03,1.565492217542129936e+02
9.908227618852190062e+03,1.565456069208579208e+02
9.908227642074418327e+03,1.565419920279170469e+02
9.908227665296648411e+03,1.565383770748288441e+02
9.908227688518878495e+03,1.565347620618810822e+02
9.908227711741108578e+03,1.565311469890785361e+02
9.908227734963336843e+03,1.565275318567089471e+02
9.908227758185566927e+03,1.565239166642108444e+02
9.908227781407797011e+03,1.565203014118719125e+02
9.908227804630027094e+03,1.565166860996969547e+02
9.908227827852255359e+03,1.565130707279737976e+02
9.908227851074485443e+03,1.565094552961407430e+02
9.908227874296715527e+03,1.565058398044858450e+02
9.908227897518945610e+03,1.565022242530134804e+02
9.908227920741173875e+03,1.564986086420118170e+02
9.908227943963403959e+03,1.564949929709190428e+02
9.908227967185634043e+03,1.564913772400231267e+02
9.908227990407864127e+03,1.564877614493285876e+02
9.908228013630092391e+03,1.564841455991235648e+02
9.908228036852322475e+03,1.564805296888460475e+02
9.908228060074552559e+03,1.564769137187842318e+02
9.908228083296782643e+03,1.564732976889426368e+02
9.908228106519010908e+03,1.564696815996092312e+02
9.908228129741240991e+03,1.564660654502222314e+02
9.908228152963471075e+03,1.564624492410695495e+02
9.908228176185701159e+03,1.564588329721559603e+02
9.908228199407929424e+03,1.564552166437693188e+02
9.908228222630159507e+03,1.564516002553478700e+02
9.908228245852389591e+03,1.564479838071794973e+02
9.908228269074619675e+03,1.564443672992690324e+02
9.908228292296847940e+03,1.564407507319042452e+02
9.908228315519078023e+03,1.564371341045234374e+02
9.908228338741308107e+03,1.564335174174145493e+02
9.908228361963538191e+03,1.564299006705822421e+02
9.908228385185766456e+03,1.564262838643145130e+02
9.908228408407996540e+03,1.564226669980494648e+02
9.908228431630226623e+03,1.564190500720750663e+02
9.908228454852456707e+03,1.564154330863960922e+02
9.908228478074684972e+03,1.564118160413005114e+02
9.908228501296915056e+03,1.564081989362263414e+02
9.908228524519145139e+03,1.564045817714616646e+02
9.908228547741375223e+03,1.564009645470110854e+02
9.908228570963603488e+03,1.563973472631627430e+02
9.908228594185833572e+03,1.563937299193545698e+02
9.908228617408063656e+03,1.563901125158746765e+02
9.908228640630293739e+03,1.563864950527276960e+02
9.908228663852522004e+03,1.563828775302017391e+02
9.908228687074752088e+03,1.563792599477347380e+02
9.908228710296982172e+03,1.563756423056147753e+02
9.908228733519212255e+03,1.563720246038464552e+02
9.908228756741440520e+03,1.563684068427180023e+02
9.908228779963670604e+03,1.563647890216672920e+02
9.908228803185900688e+03,1.563611711409823783e+02
9.908228826408130772e+03,1.563575532006679509e+02
9.908228849630359036e+03,1.563539352010121490e+02
