Time (BJD_TBD - 2450000), L_h/L_star (ppm)
1.013184277777792886e+04,2.693008931010573903e+01
1.013184279854968190e+04,2.693004224395127721e+01
1.013184281932143494e+04,2.692999517718675406e+01
1.013184284009318799e+04,2.692994810981216247e+01
1.013184286086494103e+04,2.692990104182750954e+01
1.013184288163669407e+04,2.692985397323279884e+01
1.013184290240844712e+04,2.692980690402803390e+01
1.013184292318020016e+04,2.692975983421321473e+01
1.013184294395195320e+04,2.692971276378834844e+01
1.013184296472370625e+04,2.692966569275343147e+01
1.013184298549545929e+04,2.692961862110847449e+01
1.013184300626721233e+04,2.692957154885346327e+01
1.013184302703896537e+04,2.692952447598841204e+01
1.013184304781071842e+04,2.692947740251332434e+01
1.013184306858247146e+04,2.692943032842819306e+01
1.013184308935422450e+04,2.692938325373303243e+01
1.013184311012597936e+04,2.692933617842371774e+01
1.013184313089773241e+04,2.692928910250849839e+01
1.013184315166948545e+04,2.692924202598324612e+01
1.013184317244123849e+04,2.692919494884796450e+01
1.013184319321299154e+04,2.692914787110266062e+01
1.013184321398474458e+04,2.692910079274733093e+01
1.013184323475649762e+04,2.692905371378198254e+01
1.013184325552825067e+04,2.692900663420663321e+01
1.013184327630000371e+04,2.692895955402125452e+01
1.013184329707175675e+04,2.692891247322586779e+01
1.013184331784350979e+04,2.692886539182047301e+01
1.013184333861526284e+04,2.692881830980507019e+01
1.013184335938701588e+04,2.692877122717965932e+01
1.013184338015876892e+04,2.692872414394424396e+01
1.013184340093052197e+04,2.692867706009882767e+01
1.013184342170227501e+04,2.692862997564341043e+01
1.013184344247402805e+04,2.692858289057801002e+01
1.013184346324578109e+04,2.692853580490260512e+01
1.013184348401753414e+04,2.692848871861720994e+01
1.013184350478928718e+04,2.692844163172182803e+01
1.013184352556104022e+04,2.692839454421645584e+01
1.013184354633279327e+04,2.692834745610109692e+01
1.013184356710454631e+04,2.692830036737575483e+01
1.013184358787629935e+04,2.692825327804043312e+01
1.013184360864805240e+04,2.692820618809513178e+01
1.013184362941980544e+04,2.692815909753985792e+01
1.013184365019155848e+04,2.692811200637460800e+01
1.013184367096331152e+04,2.692806491459939267e+01
1.013184369173506457e+04,2.692801782221420481e+01
1.013184371250681761e+04,2.692797072921905155e+01
1.013184373327857065e+04,2.692792363561392932e+01
1.013184375405032551e+04,2.692787654139472409e+01
1.013184377482207856e+04,2.692782944656967814e+01
1.013184379559383160e+04,2.692778235113468099e+01
1.013184381636558464e+04,2.692773525508972909e+01
1.013184383713733769e+04,2.692768815843481534e+01
1.013184385790909073e+04,2.692764106116996459e+01
1.013184387868084377e+04,2.692759396329515909e+01
1.013184389945259682e+04,2.692754686481040594e+01
1.013184392022434986e+04,2.692749976571570514e+01
1.013184394099610290e+04,2.692745266601106380e+01
1.013184396176785594e+04,2.692740556569648191e+01
1.013184398253960899e+04,2.692735846477197725e+01
1.013184400331136203e+04,2.692731136323752494e+01
1.013184402408311507e+04,2.692726426109313564e+01
1.013184404485486812e+04,2.692721715833883067e+01
1.013184406562662116e+04,2.692717005497458516e+01
1.013184408639837420e+04,2.692712295100042041e+01
1.013184410717012724e+04,2.692707584641632579e+01
1.013184412794188029e+04,2.692702874122231194e+01
1.013184414871363333e+04,2.692698163541837886e+01
1.013184416948538637e+04,2.692693452900453721e+01
1.013184419025713942e+04,2.692688742198077634e+01
1.013184421102889246e+04,2.692684031434710334e+01
1.013184423180064550e+04,2.692679320610351823e+01
1.013184425257239855e+04,2.692674609725002455e+01
1.013184427334415159e+04,2.692669898778663296e+01
1.013184429411590463e+04,2.692665187771332569e+01
1.013184431488765767e+04,2.692660476703013117e+01
1.013184433565941072e+04,2.692655765573702809e+01
1.013184435643116376e+04,2.692651054383403775e+01
1.013184437720291680e+04,2.692646343132114595e+01
1.013184439797466985e+04,2.692641631819837400e+01
1.013184441874642471e+04,2.692636920446157589e+01
1.013184443951817775e+04,2.692632209011901523e+01
1.013184446028993079e+04,2.692627497516657087e+01
1.013184448106168384e+04,2.692622785960424636e+01
1.013184450183343688e+04,2.692618074343204526e+01
1.013184452260518992e+04,2.692613362664996401e+01
1.013184454337694297e+04,2.692608650925801328e+01
1.013184456414869601e+04,2.692603939125617885e+01
1.013184458492044905e+04,2.692599227264447492e+01
1.013184460569220209e+04,2.692594515342290507e+01
1.013184462646395514e+04,2.692589803359146217e+01
1.013184464723570818e+04,2.692585091315016399e+01
1.013184466800746122e+04,2.692580379209899988e+01
1.013184468877921427e+04,2.692575667043797338e+01
1.013184470955096731e+04,2.692570954816709516e+01
1.013184473032272035e+04,2.692566242528635811e+01
1.013184475109447339e+04,2.692561530179576934e+01
1.013184477186622644e+04,2.692556817769533595e+01
1.013184479263797948e+04,2.692552105298504728e+01
1.013184481340973252e+04,2.692547392766491043e+01
1.013184483418148557e+04,2.692542680173493252e+01
1.013184485495323861e+04,2.692537967519511710e+01
1.013184487572499165e+04,2.692533254804545351e+01
1.013184489649674470e+04,2.692528542028596306e+01
1.013184491726849774e+04,2.692523829191663154e+01
1.013184493804025078e+04,2.692519116293747317e+01
1.013184495881200382e+04,2.692514403334848083e+01
1.013184497958375687e+04,2.692509690314966164e+01
1.013184500035550991e+04,2.692504977234101560e+01
1.013184502112726295e+04,2.692500264092254270e+01
1.013184504189901600e+04,2.692495550889425360e+01
1.013184506267077086e+04,2.692490837625202360e+01
1.013184508344252390e+04,2.692486124300410211e+01
1.013184510421427694e+04,2.692481410914636442e+01
1.013184512498602999e+04,2.692476697467881053e+01
