Time (BJD_TBD - 2450000), F_total/F_star (ppm)
9.913946643518749624e+03,3.212363503701716354e+02
9.913946661622412648e+03,3.212377786148165910e+02
9.913946679726073853e+03,3.212392068876894200e+02
9.913946697829736877e+03,3.212406351890760448e+02
9.913946715933398082e+03,3.212420635186879849e+02
9.913946734037061105e+03,3.212434918768111629e+02
9.913946752140722310e+03,3.212449202631575531e+02
9.913946770244385334e+03,3.212463486780126800e+02
9.913946788348046539e+03,3.212477771210884043e+02
9.913946806451709563e+03,3.212492055926704211e+02
9.913946824555372586e+03,3.212506340926143480e+02
9.913946842659033791e+03,3.212520626207751206e+02
9.913946860762696815e+03,3.212534911774386046e+02
9.913946878866358020e+03,3.212549197623166606e+02
9.913946896970021044e+03,3.212563483756950973e+02
9.913946915073682248e+03,3.212577770172856049e+02
9.913946933177345272e+03,3.212592056873740489e+02
9.913946951281006477e+03,3.212606343856721196e+02
9.913946969384669501e+03,3.212620631124657393e+02
9.913946987488332525e+03,3.212634918676100710e+02
9.913947005591993729e+03,3.212649206509605051e+02
9.913947023695656753e+03,3.212663494628027934e+02
9.913947041799317958e+03,3.212677783028484555e+02
9.913947059902980982e+03,3.212692071713838118e+02
9.913947078006642187e+03,3.212706360681202682e+02
9.913947096110305210e+03,3.212720649933436903e+02
9.913947114213966415e+03,3.212734939467658251e+02
9.913947132317629439e+03,3.212749229286725949e+02
9.913947150421292463e+03,3.212763519389192197e+02
9.913947168524953668e+03,3.212777809773609192e+02
9.913947186628616691e+03,3.212792100442835022e+02
9.913947204732277896e+03,3.212806391393987724e+02
9.913947222835940920e+03,3.212820682629925955e+02
9.913947240939602125e+03,3.212834974147765479e+02
9.913947259043265149e+03,3.212849265950367226e+02
9.913947277146926353e+03,3.212863558034845823e+02
9.913947295250589377e+03,3.212877850404062769e+02
9.913947313354252401e+03,3.212892143056566852e+02
9.913947331457913606e+03,3.212906435990913110e+02
9.913947349561576630e+03,3.212920729209960200e+02
9.913947367665237834e+03,3.212935022710823318e+02
9.913947385768900858e+03,3.212949316496363394e+02
9.913947403872562063e+03,3.212963610563695624e+02
9.913947421976225087e+03,3.212977904915679801e+02
9.913947440079888111e+03,3.212992199550868690e+02
9.913947458183549315e+03,3.213006494467812786e+02
9.913947476287212339e+03,3.213020789669372448e+02
9.913947494390873544e+03,3.213035085152665147e+02
9.913947512494536568e+03,3.213049380920547264e+02
9.913947530598197773e+03,3.213063676970138545e+02
9.913947548701860796e+03,3.213077973304296506e+02
9.913947566805522001e+03,3.213092269920135777e+02
9.913947584909185025e+03,3.213106566820520698e+02
9.913947603012848049e+03,3.213120864003998349e+02
9.913947621116509254e+03,3.213135161469123773e+02
9.913947639220172277e+03,3.213149459218755055e+02
9.913947657323833482e+03,3.213163757250007961e+02
9.913947675427496506e+03,3.213178055565743989e+02
9.913947693531157711e+03,3.213192354163076629e+02
9.913947711634820735e+03,3.213206653044869086e+02
9.913947729738481939e+03,3.213220952208233712e+02
9.913947747842144963e+03,3.213235251656031437e+02
9.913947765945807987e+03,3.213249551386816165e+02
9.913947784049469192e+03,3.213263851399136684e+02
9.913947802153132216e+03,3.213278151695855058e+02
9.913947820256793420e+03,3.213292452274085917e+02
9.913947838360456444e+03,3.213306753136689622e+02
9.913947856464117649e+03,3.213321054280780800e+02
9.913947874567780673e+03,3.213335355709222654e+02
9.913947892671441878e+03,3.213349657419125833e+02
9.913947910775104901e+03,3.213363959413356383e+02
9.913947928878767925e+03,3.213378261690460818e+02
9.913947946982429130e+03,3.213392564248993608e+02
9.913947965086092154e+03,3.213406867091815116e+02
9.913947983189753359e+03,3.213421170216037694e+02
9.913948001293416382e+03,3.213435473624525684e+02
9.913948019397077587e+03,3.213449777314390303e+02
9.913948037500740611e+03,3.213464081288495322e+02
9.913948055604401816e+03,3.213478385543956506e+02
9.913948073708064840e+03,3.213492690083631373e+02
9.913948091811727863e+03,3.213506994906072691e+02
9.913948109915389068e+03,3.213521300009832657e+02
9.913948128019052092e+03,3.213535605397770496e+02
9.913948146122713297e+03,3.213549911067001972e+02
9.913948164226376321e+03,3.213564217020388014e+02
9.913948182330037525e+03,3.213578523255041546e+02
9.913948200433700549e+03,3.213592829773828043e+02
9.913948218537361754e+03,3.213607136573857019e+02
9.913948236641024778e+03,3.213621443657993382e+02
9.913948254744687802e+03,3.213635751024785918e+02
9.913948272848349006e+03,3.213650058672787395e+02
9.913948290952012030e+03,3.213664366604858174e+02
9.913948309055673235e+03,3.213678674818111745e+02
9.913948327159336259e+03,3.213692983315411311e+02
9.913948345262997464e+03,3.213707292093869796e+02
9.913948363366660487e+03,3.213721601156349266e+02
9.913948381470321692e+03,3.213735910499963779e+02
9.913948399573984716e+03,3.213750220127575972e+02
9.913948417677647740e+03,3.213764530037734630e+02
9.913948435781308945e+03,3.213778840228991953e+02
9.913948453884971968e+03,3.213793150704209438e+02
9.913948471988633173e+03,3.213807461460500576e+02
9.913948490092296197e+03,3.213821772500728571e+02
9.913948508195957402e+03,3.213836083822005776e+02
9.913948526299620426e+03,3.213850395427194826e+02
9.913948544403281630e+03,3.213864707313408076e+02
9.913948562506944654e+03,3.213879019483509296e+02
9.913948580610607678e+03,3.213893331936049549e+02
9.913948598714268883e+03,3.213907644669577053e+02
9.913948616817931907e+03,3.213921957686956716e+02
9.913948634921593111e+03,3.213936270985299757e+02
9.913948653025256135e+03,3.213950584567469377e+02
9.913948671128917340e+03,3.213964898430578501e+02
9.913948689232580364e+03,3.213979212577490898e+02
9.913948707336243388e+03,3.213993527006756494e+02
9.913948725439904592e+03,3.214007841716923508e+02
9.913948743543567616e+03,3.214022156710858553e+02
9.913948761647228821e+03,3.214036471985670573e+02
9.913948779750891845e+03,3.214050787544225614e+02
9.913948797854553050e+03,3.214065103383633755e+02
9.913948815958216073e+03,3.214079419506760473e+02
9.913948834061877278e+03,3.214093735910715850e+02
9.913948852165540302e+03,3.214108052598366498e+02
9.913948870269203326e+03,3.214122369568258932e+02
9.913948888372864531e+03,3.214136686818944781e+02
9.913948906476527554e+03,3.214151004353287817e+02
9.913948924580188759e+03,3.214165322168399257e+02
9.913948942683851783e+03,3.214179640267142872e+02
9.913948960787512988e+03,3.214193958646630449e+02
