Time (BJD_TBD - 2450000), F_planets/F_star (ppm)
1.061386530092591420e+04,1.354274298226497422e+03
1.061386531688121431e+04,1.354286974492674517e+03
1.061386533283651261e+04,1.354299648944599085e+03
1.061386534879181272e+04,1.354312321585114205e+03
1.061386536474711102e+04,1.354324992411282665e+03
1.061386538070241113e+04,1.354337661425946180e+03
1.061386539665770943e+04,1.354350328626168903e+03
1.061386541261300954e+04,1.354362994014790502e+03
1.061386542856830783e+04,1.354375657588877630e+03
1.061386544452360795e+04,1.354388319351268819e+03
1.061386546047890624e+04,1.354400979299030269e+03
1.061386547643420636e+04,1.354413637435000737e+03
1.061386549238950465e+04,1.354426293756247105e+03
1.061386550834480477e+04,1.354438948265607678e+03
1.061386552430010306e+04,1.354451600960150017e+03
1.061386554025540318e+04,1.354464251842711064e+03
1.061386555621070147e+04,1.354476900910359063e+03
1.061386557216600158e+04,1.354489548165931183e+03
1.061386558812129988e+04,1.354502193606496348e+03
1.061386560407659999e+04,1.354514837234889910e+03
1.061386562003189829e+04,1.354527479048181931e+03
1.061386563598719840e+04,1.354540119049207760e+03
1.061386565194249670e+04,1.354552757235038143e+03
1.061386566789779681e+04,1.354565393608507520e+03
1.061386568385309511e+04,1.354578028166687091e+03
1.061386569980839522e+04,1.354590660912409703e+03
1.061386571576369352e+04,1.354603291842748604e+03
1.061386573171899363e+04,1.354615920960536187e+03
1.061386574767429192e+04,1.354628548262846380e+03
1.061386576362959204e+04,1.354641173752509530e+03
1.061386577958489033e+04,1.354653797426600704e+03
1.061386579554019045e+04,1.354666419287950475e+03
1.061386581149549056e+04,1.354679039335072957e+03
1.061386582745078886e+04,1.354691657566482263e+03
1.061386584340608897e+04,1.354704273985007603e+03
1.061386585936138727e+04,1.354716888587725634e+03
1.061386587531668738e+04,1.354729501377465795e+03
1.061386589127198567e+04,1.354742112351304058e+03
1.061386590722728579e+04,1.354754721512069864e+03
1.061386592318258408e+04,1.354767328856839640e+03
1.061386593913788420e+04,1.354779934388441916e+03
1.061386595509318249e+04,1.354792538103954939e+03
1.061386597104848261e+04,1.354805140006204965e+03
1.061386598700378090e+04,1.354817740092272288e+03
1.061386600295908102e+04,1.354830338364981117e+03
1.061386601891437931e+04,1.354842934821413564e+03
1.061386603486967942e+04,1.354855529464393840e+03
1.061386605082497772e+04,1.354868122291003601e+03
1.061386606678027783e+04,1.354880713304065921e+03
1.061386608273557613e+04,1.354893302500663594e+03
1.061386609869087624e+04,1.354905889883619921e+03
1.061386611464617454e+04,1.354918475450017695e+03
1.061386613060147465e+04,1.354931059202679080e+03
1.061386614655677295e+04,1.354943641138688463e+03
1.061386616251207306e+04,1.354956221260866869e+03
1.061386617846737136e+04,1.354968799566299367e+03
1.061386619442267147e+04,1.354981376057806528e+03
1.061386621037796976e+04,1.354993950732473650e+03
1.061386622633326988e+04,1.355006523593121528e+03
1.061386624228856817e+04,1.355019094636835234e+03
1.061386625824386829e+04,1.355031663866435110e+03
1.061386627419916658e+04,1.355044231279007363e+03
1.061386629015446670e+04,1.355056796877371198e+03
1.061386630610976681e+04,1.355069360660046414e+03
1.061386632206506511e+04,1.355081922625553943e+03
1.061386633802036522e+04,1.355094482776711175e+03
1.061386635397566351e+04,1.355107041110606815e+03
1.061386636993096363e+04,1.355119597630058024e+03
1.061386638588626192e+04,1.355132152332154192e+03
1.061386640184156204e+04,1.355144705219711341e+03
1.061386641779686033e+04,1.355157256289819770e+03
1.061386643375216045e+04,1.355169805545295048e+03
1.061386644970745874e+04,1.355182352983228157e+03
1.061386646566275886e+04,1.355194898606433981e+03
1.061386648161805715e+04,1.355207442412003957e+03
1.061386649757335726e+04,1.355219984402751606e+03
1.061386651352865556e+04,1.355232524575770867e+03
1.061386652948395567e+04,1.355245062933873896e+03
1.061386654543925397e+04,1.355257599474154404e+03
1.061386656139455408e+04,1.355270134199424092e+03
1.061386657734985238e+04,1.355282667106778263e+03
1.061386659330515249e+04,1.355295198199027936e+03
1.061386660926045079e+04,1.355307727473268415e+03
1.061386662521575090e+04,1.355320254932309808e+03
1.061386664117104920e+04,1.355332780573248783e+03
