Time (BJD_TBD - 2450000), L_c/L_star (ppm)
9.908226643518544734e+03,2.410828782125672731e+01
9.908226666740774817e+03,2.411431036260901806e+01
9.908226689963004901e+03,2.412033361234749052e+01
9.908226713185233166e+03,2.412635756997844538e+01
9.908226736407463250e+03,2.413238223642371949e+01
9.908226759629693333e+03,2.413840761118960287e+01
9.908226782851923417e+03,2.414443369425425345e+01
9.908226806074151682e+03,2.415046048512365218e+01
9.908226829296381766e+03,2.415648798472011549e+01
9.908226852518611850e+03,2.416251619254971317e+01
9.908226875740841933e+03,2.416854510859052496e+01
9.908226898963070198e+03,2.417457473234836129e+01
9.908226922185300282e+03,2.418060506474593652e+01
9.908226945407530366e+03,2.418663610528910013e+01
9.908226968629760449e+03,2.419266785395594610e+01
9.908226991851988714e+03,2.419870031025202550e+01
9.908227015074218798e+03,2.420473347510050388e+01
9.908227038296448882e+03,2.421076734800693586e+01
9.908227061518678966e+03,2.421680192894950423e+01
9.908227084740907230e+03,2.422283721743345808e+01
9.908227107963137314e+03,2.422887321438243902e+01
9.908227131185367398e+03,2.423490991930175653e+01
9.908227154407597482e+03,2.424094733216953301e+01
9.908227177629825746e+03,2.424698545249087900e+01
9.908227200852055830e+03,2.425302428118976295e+01
9.908227224074285914e+03,2.425906381777137355e+01
9.908227247296515998e+03,2.426510406221375149e+01
9.908227270518744263e+03,2.427114501402177638e+01
9.908227293740974346e+03,2.427718667411988918e+01
9.908227316963204430e+03,2.428322904201300148e+01
9.908227340185434514e+03,2.428927211767916461e+01
9.908227363407662779e+03,2.429531590062299884e+01
9.908227386629892862e+03,2.430136039176943541e+01
9.908227409852122946e+03,2.430740559062310879e+01
9.908227433074353030e+03,2.431345149716207388e+01
9.908227456296581295e+03,2.431949811089076263e+01
9.908227479518811379e+03,2.432554543273445447e+01
9.908227502741041462e+03,2.433159346219760621e+01
9.908227525963271546e+03,2.433764219925826922e+01
9.908227549185499811e+03,2.434369164342057346e+01
