Time (BJD_TBD - 2450000), L_c/L_star (ppm)
9.889738090277649462e+03,4.236869705817766203e+02
9.889738107156652404e+03,4.236904438320257213e+02
9.889738124035655346e+03,4.236939166902551506e+02
9.889738140914658288e+03,4.236973891564584278e+02
9.889738157793661230e+03,4.237008612306287318e+02
9.889738174672662353e+03,4.237043329123855528e+02
9.889738191551665295e+03,4.237078042024701858e+02
9.889738208430668237e+03,4.237112751005020641e+02
9.889738225309671179e+03,4.237147456064745370e+02
9.889738242188674121e+03,4.237182157203806696e+02
9.889738259067677063e+03,4.237216854422140386e+02
9.889738275946680005e+03,4.237251547719680502e+02
9.889738292825682947e+03,4.237286237096358832e+02
9.889738309704684070e+03,4.237320922548371414e+02
9.889738326583687012e+03,4.237355604083128355e+02
9.889738343462689954e+03,4.237390281696825127e+02
9.889738360341692896e+03,4.237424955389393517e+02
9.889738377220695838e+03,4.237459625160768724e+02
9.889738394099698780e+03,4.237494291010883671e+02
9.889738410978701722e+03,4.237528952939672422e+02
9.889738427857704664e+03,4.237563610947067900e+02
9.889738444736705787e+03,4.237598265029268418e+02
9.889738461615708729e+03,4.237632915193678400e+02
9.889738478494711671e+03,4.237667561436496158e+02
9.889738495373714613e+03,4.237702203757654615e+02
9.889738512252717555e+03,4.237736842157087835e+02
9.889738529131720497e+03,4.237771476634728742e+02
9.889738546010723439e+03,4.237806107190512535e+02
9.889738562889726381e+03,4.237840733824370432e+02
9.889738579768727504e+03,4.237875356532506430e+02
9.889738596647730446e+03,4.237909975322317564e+02
9.889738613526733388e+03,4.237944590190004419e+02
9.889738630405736330e+03,4.237979201135500489e+02
9.889738647284739272e+03,4.238013808158740403e+02
9.889738664163742214e+03,4.238048411259657655e+02
9.889738681042745156e+03,4.238083010438185170e+02
9.889738697921748098e+03,4.238117605694257577e+02
9.889738714800749221e+03,4.238152197024080010e+02
9.889738731679752163e+03,4.238186784435040977e+02
9.889738748558755105e+03,4.238221367923348453e+02
9.889738765437758047e+03,4.238255947488935362e+02
9.889738782316760989e+03,4.238290523131734631e+02
9.889738799195763931e+03,4.238325094851679182e+02
9.889738816074766873e+03,4.238359662648705921e+02
9.889738832953769816e+03,4.238394226522744930e+02
9.889738849832770939e+03,4.238428786470007594e+02
9.889738866711773881e+03,4.238463342497876170e+02
9.889738883590776823e+03,4.238497894602560336e+02
9.889738900469779765e+03,4.238532442783993019e+02
9.889738917348782707e+03,4.238566987042107712e+02
9.889738934227785649e+03,4.238601527376838476e+02
9.889738951106788591e+03,4.238636063788119372e+02
9.889738967985791533e+03,4.238670596275885032e+02
9.889738984864792656e+03,4.238705124836346272e+02
9.889739001743795598e+03,4.238739649476880231e+02
9.889739018622798540e+03,4.238774170193699433e+02
9.889739035501801482e+03,4.238808686986738508e+02
9.889739052380804424e+03,4.238843199855928674e+02
9.889739069259807366e+03,4.238877708801206836e+02
9.889739086138810308e+03,4.238912213822504214e+02
9.889739103017813250e+03,4.238946714919756573e+02
9.889739119896814373e+03,4.238981212089178712e+02
9.889739136775817315e+03,4.239015705338141515e+02
9.889739153654820257e+03,4.239050194662859212e+02
9.889739170533823199e+03,4.239084680063267001e+02
9.889739187412826141e+03,4.239119161539297806e+02
9.889739204291829083e+03,4.239153639090886259e+02
9.889739221170832025e+03,4.239188112717965851e+02
9.889739238049834967e+03,4.239222582420471213e+02
9.889739254928836090e+03,4.239257048194621120e+02
9.889739271807839032e+03,4.239291510047777933e+02
9.889739288686841974e+03,4.239325967976162133e+02
9.889739305565844916e+03,4.239360421979706643e+02
9.889739322444847858e+03,4.239394872058346095e+02
9.889739339323850800e+03,4.239429318212013982e+02
9.889739356202853742e+03,4.239463760440644364e+02
9.889739373081856684e+03,4.239498198744171304e+02
9.889739389960857807e+03,4.239532633118818126e+02
9.889739406839860749e+03,4.239567063571940935e+02
9.889739423718863691e+03,4.239601490099760781e+02
9.889739440597866633e+03,4.239635912702214569e+02
9.889739457476869575e+03,4.239670331379232948e+02
9.889739474355872517e+03,4.239704746130753392e+02
9.889739491234875459e+03,4.239739156956707689e+02
9.889739508113878401e+03,4.239773563857030467e+02
9.889739524992879524e+03,4.239807966827947894e+02
9.889739541871882466e+03,4.239842365876808685e+02
9.889739558750885408e+03,4.239876760999841281e+02
9.889739575629888350e+03,4.239911152196978605e+02
9.889739592508891292e+03,4.239945539468153584e+02
9.889739609387894234e+03,4.239979922813300846e+02
9.889739626266897176e+03,4.240014302232355021e+02
9.889739643145900118e+03,4.240048677725251309e+02
9.889739660024901241e+03,4.240083049288217580e+02
9.889739676903904183e+03,4.240117416928595730e+02
9.889739693782907125e+03,4.240151780642618746e+02
9.889739710661910067e+03,4.240186140430218416e+02
9.889739727540913009e+03,4.240220496291328800e+02
9.889739744419915951e+03,4.240254848225883961e+02
9.889739761298918893e+03,4.240289196233819666e+02
9.889739778177921835e+03,4.240323540315068271e+02
9.889739795056922958e+03,4.240357880465865037e+02
9.889739811935925900e+03,4.240392216693543332e+02
9.889739828814928842e+03,4.240426548994337850e+02
9.889739845693931784e+03,4.240460877368183219e+02
9.889739862572934726e+03,4.240495201815012365e+02
9.889739879451937668e+03,4.240529522334760486e+02
9.889739896330940610e+03,4.240563838927361076e+02
9.889739913209943552e+03,4.240598151592747627e+02
9.889739930088944675e+03,4.240632460327159947e+02
9.889739946967947617e+03,4.240666765137924017e+02
9.889739963846950559e+03,4.240701066021277370e+02
9.889739980725953501e+03,4.240735362977154637e+02
9.889739997604956443e+03,4.240769656005490447e+02
9.889740014483959385e+03,4.240803945106218293e+02
9.889740031362962327e+03,4.240838230279271670e+02
9.889740048241965269e+03,4.240872511524586344e+02
9.889740065120966392e+03,4.240906788838402122e+02
9.889740081999969334e+03,4.240941062228041574e+02
9.889740098878972276e+03,4.240975331689745076e+02
9.889740115757975218e+03,4.241009597223445553e+02
9.889740132636978160e+03,4.241043858829077635e+02
9.889740149515981102e+03,4.241078116506576521e+02
9.889740166394984044e+03,4.241112370255876272e+02
9.889740183273986986e+03,4.241146620076910949e+02
9.889740200152988109e+03,4.241180865965924340e+02
9.889740217031991051e+03,4.241215107930232193e+02
9.889740233910993993e+03,4.241249345966078295e+02
9.889740250789996935e+03,4.241283580073396138e+02
9.889740267668999877e+03,4.241317810252121490e+02
9.889740284548002819e+03,4.241352036502187275e+02
9.889740301427005761e+03,4.241386258823528124e+02
9.889740318306008703e+03,4.241420477216078098e+02
9.889740335185009826e+03,4.241454691676086668e+02
9.889740352064012768e+03,4.241488902210861056e+02
9.889740368943015710e+03,4.241523108816647323e+02
9.889740385822018652e+03,4.241557311493381235e+02
9.889740402701021594e+03,4.241591510240996854e+02
9.889740419580024536e+03,4.241625705059429379e+02
9.889740436459027478e+03,4.241659895948611165e+02
9.889740453338030420e+03,4.241694082908479118e+02
9.889740470217031543e+03,4.241728265935282138e+02
9.889740487096034485e+03,4.241762445036323470e+02
9.889740503975037427e+03,4.241796620207853152e+02
9.889740520854040369e+03,4.241830791449805247e+02
9.889740537733043311e+03,4.241864958762114952e+02
9.889740554612046253e+03,4.241899122144716330e+02
9.889740571491049195e+03,4.241933281597543441e+02
9.889740588370052137e+03,4.241967437120532054e+02
9.889740605249053260e+03,4.242001588709935049e+02
9.889740622128056202e+03,4.242035736373048849e+02
9.889740639007059144e+03,4.242069880106126902e+02
9.889740655886062086e+03,4.242104019909102703e+02
9.889740672765065028e+03,4.242138155781913156e+02
9.889740689644067970e+03,4.242172287724490047e+02
9.889740706523070912e+03,4.242206415736770282e+02
9.889740723402073854e+03,4.242240539818687353e+02
9.889740740281074977e+03,4.242274659966499826e+02
9.889740757160077919e+03,4.242308776187495027e+02
9.889740774039080861e+03,4.242342888477929250e+02
9.889740790918083803e+03,4.242376996837739966e+02
9.889740807797086745e+03,4.242411101266861237e+02
9.889740824676089687e+03,4.242445201765226557e+02
9.889740841555092629e+03,4.242479298332769986e+02
9.889740858434095571e+03,4.242513390969427860e+02
9.889740875313096694e+03,4.242547479671459882e+02
9.889740892192099636e+03,4.242581564446149400e+02
9.889740909071102578e+03,4.242615645289756685e+02
9.889740925950105520e+03,4.242649722202214662e+02
9.889740942829108462e+03,4.242683795183461370e+02
9.889740959708111404e+03,4.242717864233427463e+02
9.889740976587114346e+03,4.242751929352050979e+02
9.889740993466117288e+03,4.242785990539264844e+02
9.889741010345118411e+03,4.242820047791333877e+02
9.889741027224121353e+03,4.242854101115534036e+02
9.889741044103124295e+03,4.242888150508128433e+02
9.889741060982127237e+03,4.242922195969053973e+02
9.889741077861130179e+03,4.242956237498242444e+02
9.889741094740133121e+03,4.242990275095629613e+02
9.889741111619136063e+03,4.243024308761151815e+02
9.889741128498139005e+03,4.243058338494740838e+02
9.889741145377140128e+03,4.243092364292667753e+02
9.889741162256143070e+03,4.243126386162199424e+02
9.889741179135146012e+03,4.243160404099603511e+02
9.889741196014148954e+03,4.243194418104814645e+02
9.889741212893151896e+03,4.243228428177769160e+02
9.889741229772154838e+03,4.243262434318399983e+02
9.889741246651157780e+03,4.243296436526642310e+02
9.889741263530160722e+03,4.243330434802432478e+02
9.889741280409161845e+03,4.243364429142039285e+02
9.889741297288164787e+03,4.243398419552727319e+02
9.889741314167167729e+03,4.243432406030765378e+02
9.889741331046170671e+03,4.243466388576089798e+02
9.889741347925173613e+03,4.243500367188634641e+02
9.889741364804176555e+03,4.243534341868335673e+02
9.889741381683179497e+03,4.243568312615125819e+02
9.889741398562182439e+03,4.243602279428942552e+02
9.889741415441183563e+03,4.243636242306057511e+02
9.889741432320186505e+03,4.243670201253729601e+02
9.889741449199189447e+03,4.243704156268231031e+02
9.889741466078192389e+03,4.243738107349497000e+02
9.889741482957195331e+03,4.243772054497462705e+02
9.889741499836198273e+03,4.243805997712062776e+02
9.889741516715201215e+03,4.243839936993231845e+02
9.889741533594204157e+03,4.243873872340906246e+02
9.889741550473205280e+03,4.243907803751363872e+02
9.889741567352208222e+03,4.243941731231851122e+02
9.889741584231211164e+03,4.243975654778648163e+02
9.889741601110214106e+03,4.244009574391689057e+02
9.889741617989217048e+03,4.244043490070909570e+02
9.889741634868219990e+03,4.244077401816242627e+02
9.889741651747222932e+03,4.244111309627625701e+02
9.889741668626225874e+03,4.244145213504992284e+02
9.889741685505226997e+03,4.244179113444625955e+02
9.889741702384229939e+03,4.244213009453765721e+02
9.889741719263232881e+03,4.244246901528694593e+02
9.889741736142235823e+03,4.244280789669347200e+02
9.889741753021238765e+03,4.244314673875659309e+02
9.889741769900241707e+03,4.244348554147564982e+02
9.889741786779244649e+03,4.244382430484999418e+02
9.889741803658247591e+03,4.244416302887898382e+02
9.889741820537248714e+03,4.244450171352546022e+02
9.889741837416251656e+03,4.244484035886179072e+02
9.889741854295254598e+03,4.244517896485080541e+02
9.889741871174257540e+03,4.244551753149185060e+02
9.889741888053260482e+03,4.244585605878430670e+02
9.889741904932263424e+03,4.244619454672750294e+02
9.889741921811266366e+03,4.244653299532079131e+02
9.889741938690269308e+03,4.244687140456351244e+02
9.889741955569270431e+03,4.244720977441859304e+02
9.889741972448273373e+03,4.244754810495826973e+02
9.889741989327276315e+03,4.244788639614544081e+02
9.889742006206279257e+03,4.244822464797947532e+02
9.889742023085282199e+03,4.244856286045970819e+02
9.889742039964285141e+03,4.244890103358549709e+02
9.889742056843288083e+03,4.244923916735618263e+02
9.889742073722291025e+03,4.244957726177112818e+02
9.889742090601292148e+03,4.244991531679324908e+02
9.889742107480295090e+03,4.245025333249476489e+02
9.889742124359298032e+03,4.245059130883859666e+02
9.889742141238300974e+03,4.245092924582408500e+02
9.889742158117303916e+03,4.245126714345059327e+02
9.889742174996306858e+03,4.245160500171745639e+02
9.889742191875309800e+03,4.245194282062405478e+02
