Time (BJD_TBD - 2450000), F_star + F_planets (mJy)
9.905193796296138316e+03,3.860660097202512020e+00
9.905193817625817246e+03,3.860660094303717926e+00
9.905193838955496176e+03,3.860660091405264893e+00
9.905193860285176925e+03,3.860660088507138710e+00
9.905193881614855854e+03,3.860660085609353587e+00
9.905193902944534784e+03,3.860660082711895313e+00
9.905193924274213714e+03,3.860660079814770995e+00
9.905193945603892644e+03,3.860660076917980632e+00
9.905193966933571573e+03,3.860660074021531329e+00
9.905193988263252322e+03,3.860660071125408876e+00
9.905194009592931252e+03,3.860660068229616826e+00
9.905194030922610182e+03,3.860660065334162283e+00
9.905194052252289111e+03,3.860660062439045248e+00
9.905194073581968041e+03,3.860660059544255063e+00
9.905194094911648790e+03,3.860660056649798832e+00
9.905194116241327720e+03,3.860660053755680110e+00
9.905194137571006650e+03,3.860660050861895343e+00
9.905194158900685579e+03,3.860660047968437425e+00
9.905194180230364509e+03,3.860660045075320568e+00
9.905194201560043439e+03,3.860660042182530560e+00
9.905194222889724188e+03,3.860660039290081613e+00
9.905194244219403117e+03,3.860660036397959516e+00
9.905194265549082047e+03,3.860660033506171374e+00
9.905194286878760977e+03,3.860660030614720739e+00
9.905194308208439907e+03,3.860660027723604060e+00
9.905194329538120655e+03,3.860660024832817783e+00
9.905194350867799585e+03,3.860660021942365461e+00
9.905194372197478515e+03,3.860660019052247094e+00
9.905194393527157445e+03,3.860660016162462682e+00
9.905194414856836374e+03,3.860660013273012225e+00
9.905194436186517123e+03,3.860660010383895724e+00
9.905194457516196053e+03,3.860660007495113177e+00
9.905194478845874983e+03,3.860660004606657481e+00
9.905194500175553912e+03,3.860660001718542844e+00
9.905194521505232842e+03,3.860659998830762163e+00
9.905194542834911772e+03,3.860659995943308331e+00
9.905194564164592521e+03,3.860659993056195560e+00
9.905194585494271450e+03,3.860659990169409639e+00
9.905194606823950380e+03,3.860659987282964778e+00
9.905194628153629310e+03,3.860659984396846767e+00
9.905194649483308240e+03,3.860659981511069816e+00
9.905194670812988988e+03,3.860659978625619715e+00
9.905194692142667918e+03,3.860659975740503569e+00
9.905194713472346848e+03,3.860659972855724931e+00
9.905194734802025778e+03,3.860659969971280248e+00
9.905194756131704708e+03,3.860659967087165967e+00
9.905194777461383637e+03,3.860659964203385641e+00
9.905194798791064386e+03,3.860659961319939271e+00
9.905194820120743316e+03,3.860659958436826855e+00
9.905194841450422246e+03,3.860659955554048395e+00
9.905194862780101175e+03,3.860659952671603889e+00
9.905194884109780105e+03,3.860659949789493339e+00
9.905194905439460854e+03,3.860659946907713191e+00
9.905194926769139784e+03,3.860659944026266999e+00
9.905194948098818713e+03,3.860659941145158314e+00
9.905194969428497643e+03,3.860659938264383584e+00
9.905194990758176573e+03,3.860659935383935704e+00
9.905195012087855503e+03,3.860659932503828884e+00
9.905195033417536251e+03,3.860659929624056019e+00
9.905195054747215181e+03,3.860659926744610004e+00
9.905195076076894111e+03,3.860659923865505050e+00
9.905195097406573041e+03,3.860659920986726945e+00
9.905195118736251970e+03,3.860659918108286348e+00
9.905195140065932719e+03,3.860659915230179706e+00
9.905195161395611649e+03,3.860659912352403467e+00
9.905195182725290579e+03,3.860659909474968288e+00
9.905195204054969508e+03,3.860659906597859958e+00
9.905195225384648438e+03,3.860659903721089137e+00
9.905195246714329187e+03,3.860659900844652270e+00
9.905195268044008117e+03,3.860659897968545806e+00
9.905195289373687046e+03,3.860659895092773297e+00
9.905195310703365976e+03,3.860659892217334743e+00
9.905195332033044906e+03,3.860659889342230144e+00
9.905195353362723836e+03,3.860659886467459501e+00
9.905195374692404584e+03,3.860659883593022812e+00
9.905195396022083514e+03,3.860659880718920078e+00
