Time (BJD_TBD - 2450000), L_total/L_star (ppm)
9.903683680555783212e+03,3.776946032106973234e+02
9.903683703452748887e+03,3.776921693267411797e+02
9.903683726349714561e+03,3.776897353132178523e+02
9.903683749246680236e+03,3.776873011701301834e+02
9.903683772143645911e+03,3.776848668974803900e+02
9.903683795040611585e+03,3.776824324952712004e+02
9.903683817937577260e+03,3.776799979635051159e+02
9.903683840834542934e+03,3.776775633021846943e+02
9.903683863731508609e+03,3.776751285113124368e+02
9.903683886628474283e+03,3.776726935908911287e+02
9.903683909525439958e+03,3.776702585409228732e+02
9.903683932422405633e+03,3.776678233614105693e+02
9.903683955319371307e+03,3.776653880523568318e+02
9.903683978216336982e+03,3.776629526137637640e+02
9.903684001113302656e+03,3.776605170456345490e+02
9.903684024010268331e+03,3.776580813479711765e+02
9.903684046907234006e+03,3.776556455207764884e+02
9.903684069804199680e+03,3.776532095640529860e+02
9.903684092701163536e+03,3.776507734779966654e+02
9.903684115598129210e+03,3.776483372622232082e+02
9.903684138495094885e+03,3.776459009169283831e+02
9.903684161392060560e+03,3.776434644421152029e+02
9.903684184289026234e+03,3.776410278377857139e+02
9.903684207185991909e+03,3.776385911039429288e+02
9.903684230082957583e+03,3.776361542405890646e+02
9.903684252979923258e+03,3.776337172477267359e+02
9.903684275876888933e+03,3.776312801253586713e+02
9.903684298773854607e+03,3.776288428734872014e+02
9.903684321670820282e+03,3.776264054921149977e+02
9.903684344567785956e+03,3.776239679812446184e+02
9.903684367464751631e+03,3.776215303408786212e+02
9.903684390361717305e+03,3.776190925710193937e+02
9.903684413258682980e+03,3.776166546716697781e+02
9.903684436155648655e+03,3.776142166428321048e+02
9.903684459052614329e+03,3.776117784845091592e+02
9.903684481949580004e+03,3.776093401967031014e+02
9.903684504846545678e+03,3.776069017794168872e+02
9.903684527743511353e+03,3.776044632326528472e+02
9.903684550640477028e+03,3.776020245564136530e+02
9.903684573537442702e+03,3.775995857507016922e+02
9.903684596434408377e+03,3.775971468155196931e+02
9.903684619331374051e+03,3.775947077508702137e+02
9.903684642228339726e+03,3.775922685567556982e+02
9.903684665125305401e+03,3.775898292331787616e+02
9.903684688022271075e+03,3.775873897801419048e+02
9.903684710919236750e+03,3.775849501976476859e+02
9.903684733816202424e+03,3.775825104856989469e+02
9.903684756713168099e+03,3.775800706442976775e+02
9.903684779610133774e+03,3.775776306734469472e+02
9.903684802507099448e+03,3.775751905731491433e+02
9.903684825404065123e+03,3.775727503434067103e+02
9.903684848301030797e+03,3.775703099842223196e+02
9.903684871197996472e+03,3.775678694955985861e+02
9.903684894094960327e+03,3.775654288777317333e+02
9.903684916991926002e+03,3.775629881302368744e+02
9.903684939888891677e+03,3.775605472533101192e+02
9.903684962785857351e+03,3.775581062469542530e+02
9.903684985682823026e+03,3.775556651111717201e+02
9.903685008579788700e+03,3.775532238459650785e+02
9.903685031476754375e+03,3.775507824513369428e+02
9.903685054373720050e+03,3.775483409272898712e+02
9.903685077270685724e+03,3.775458992738263646e+02
9.903685100167651399e+03,3.775434574909490948e+02
9.903685123064617073e+03,3.775410155786604491e+02
9.903685145961582748e+03,3.775385735369630993e+02
9.903685168858548423e+03,3.775361313658595463e+02
9.903685191755514097e+03,3.775336890653525188e+02
9.903685214652479772e+03,3.775312466354443472e+02
9.903685237549445446e+03,3.775288040761377033e+02
9.903685260446411121e+03,3.775263613874353155e+02
9.903685283343376796e+03,3.775239185693392869e+02
9.903685306240342470e+03,3.775214756218525736e+02
9.903685329137308145e+03,3.775190325449776196e+02
9.903685352034273819e+03,3.775165893387169262e+02
9.903685374931239494e+03,3.775141460030732219e+02
9.903685397828205168e+03,3.775117025380488940e+02
9.903685420725170843e+03,3.775092589436465005e+02
9.903685443622136518e+03,3.775068152198687699e+02
9.903685466519102192e+03,3.775043713667180896e+02
9.903685489416067867e+03,3.775019273841971881e+02
9.903685512313033541e+03,3.774994832723084528e+02
9.903685535209999216e+03,3.774970390310545554e+02
9.903685558106964891e+03,3.774945946604379969e+02
9.903685581003930565e+03,3.774921501604613923e+02
9.903685603900896240e+03,3.774897055311272993e+02
9.903685626797861914e+03,3.774872607724382760e+02
9.903685649694827589e+03,3.774848158843968235e+02
9.903685672591793264e+03,3.774823708670056135e+02
9.903685695488757119e+03,3.774799257204612672e+02
9.903685718385722794e+03,3.774774804443782159e+02
9.903685741282688468e+03,3.774750350389527966e+02
9.903685764179654143e+03,3.774725895041879653e+02
9.903685787076619818e+03,3.774701438400861093e+02
9.903685809973585492e+03,3.774676980466497866e+02
9.903685832870551167e+03,3.774652521238814984e+02
9.903685855767516841e+03,3.774628060717840867e+02
9.903685878664482516e+03,3.774603598903598254e+02
9.903685901561448190e+03,3.774579135796113860e+02
9.903685924458413865e+03,3.774554671395413834e+02
9.903685947355379540e+03,3.774530205701522618e+02
9.903685970252345214e+03,3.774505738714466929e+02
9.903685993149310889e+03,3.774481270434272346e+02
9.903686016046276563e+03,3.774456800860963313e+02
9.903686038943242238e+03,3.774432329994567681e+02
9.903686061840207913e+03,3.774407857835109326e+02
9.903686084737173587e+03,3.774383384382613258e+02
9.903686107634139262e+03,3.774358909637107899e+02
9.903686130531104936e+03,3.774334433598615988e+02
9.903686153428070611e+03,3.774309956267165376e+02
9.903686176325036286e+03,3.774285477642780506e+02
9.903686199222001960e+03,3.774260997725487528e+02
9.903686222118967635e+03,3.774236516515312019e+02
9.903686245015933309e+03,3.774212034012279560e+02
9.903686267912898984e+03,3.774187550216414593e+02
9.903686290809864659e+03,3.774163065127745540e+02
9.903686313706830333e+03,3.774138578746296275e+02
9.903686336603796008e+03,3.774114091072091810e+02
9.903686359500761682e+03,3.774089602105160566e+02
9.903686382397727357e+03,3.774065111845525280e+02
9.903686405294693031e+03,3.774040620293212669e+02
9.903686428191658706e+03,3.774016127448248881e+02
9.903686451088624381e+03,3.773991633310658926e+02
9.903686473985590055e+03,3.773967137880470091e+02
9.903686496882553911e+03,3.773942641159650861e+02
9.903686519779519585e+03,3.773918143144338160e+02
9.903686542676485260e+03,3.773893643836502179e+02
9.903686565573450935e+03,3.773869143236167929e+02
9.903686588470416609e+03,3.773844641343363264e+02
9.903686611367382284e+03,3.773820138158112627e+02
9.903686634264347958e+03,3.773795633680440460e+02
9.903686657161313633e+03,3.773771127910374616e+02
9.903686680058279308e+03,3.773746620847940108e+02
9.903686702955244982e+03,3.773722112493161376e+02
9.903686725852210657e+03,3.773697602846065138e+02
9.903686748749176331e+03,3.773673091906678110e+02
9.903686771646142006e+03,3.773648579675024735e+02
9.903686794543107681e+03,3.773624066151130023e+02
9.903686817440073355e+03,3.773599551335021260e+02
9.903686840337039030e+03,3.773575035226724594e+02
9.903686863234004704e+03,3.773550517826262194e+02
9.903686886130970379e+03,3.773525999133665323e+02
9.903686909027936053e+03,3.773501479148954445e+02
9.903686931924901728e+03,3.773476957872158550e+02
9.903686954821867403e+03,3.773452435303300945e+02
9.903686977718833077e+03,3.773427911442409481e+02
9.903687000615798752e+03,3.773403386289509172e+02
9.903687023512764426e+03,3.773378859844625026e+02
9.903687046409730101e+03,3.773354332107783193e+02
9.903687069306695776e+03,3.773329803079010389e+02
9.903687092203661450e+03,3.773305272758331057e+02
9.903687115100627125e+03,3.773280741145771913e+02
9.903687137997592799e+03,3.773256208241358536e+02
9.903687160894558474e+03,3.773231674045115369e+02
9.903687183791524149e+03,3.773207138557069698e+02
9.903687206688489823e+03,3.773182601777246532e+02
9.903687229585455498e+03,3.773158063705672021e+02
9.903687252482421172e+03,3.773133524342370038e+02
9.903687275379386847e+03,3.773108983687369005e+02
9.903687298276350703e+03,3.773084441742643662e+02
9.903687321173316377e+03,3.773059898504319563e+02
9.903687344070282052e+03,3.773035353974372583e+02
9.903687366967247726e+03,3.773010808152827735e+02
9.903687389864213401e+03,3.772986261039712303e+02
9.903687412761179075e+03,3.772961712635051299e+02
9.903687435658144750e+03,3.772937162938870301e+02
9.903687458555110425e+03,3.772912611951194890e+02
9.903687481452076099e+03,3.772888059672051781e+02
9.903687504349041774e+03,3.772863506101464850e+02
9.903687527246007448e+03,3.772838951239460812e+02
9.903687550142973123e+03,3.772814395086066952e+02
9.903687573039938798e+03,3.772789837641306576e+02
9.903687595936904472e+03,3.772765278905207538e+02
9.903687618833870147e+03,3.772740718877793142e+02
9.903687641730835821e+03,3.772716157559092380e+02
9.903687664627801496e+03,3.772691594949127989e+02
9.903687687524767171e+03,3.772667031047927821e+02
9.903687710421732845e+03,3.772642465855517457e+02
9.903687733318698520e+03,3.772617899371921339e+02
9.903687756215664194e+03,3.772593331597165616e+02
9.903687779112629869e+03,3.772568762531275866e+02
9.903687802009595543e+03,3.772544192174279942e+02
9.903687824906561218e+03,3.772519620526201152e+02
9.903687847803526893e+03,3.772495047587066779e+02
9.903687870700492567e+03,3.772470473356902971e+02
9.903687893597458242e+03,3.772445897835733035e+02
9.903687916494423916e+03,3.772421321023584824e+02
9.903687939391389591e+03,3.772396742920483916e+02
9.903687962288355266e+03,3.772372163526455324e+02
9.903687985185320940e+03,3.772347582841525764e+02
9.903688008082286615e+03,3.772323000865721383e+02
9.903688030979252289e+03,3.772298417599066056e+02
9.903688053876217964e+03,3.772273833041585931e+02
9.903688076773183639e+03,3.772249247193309429e+02
9.903688099670147494e+03,3.772224660056212997e+02
9.903688122567113169e+03,3.772200071626417071e+02
9.903688145464078843e+03,3.772175481905900369e+02
9.903688168361044518e+03,3.772150890894687905e+02
9.903688191258010193e+03,3.772126298592806393e+02
9.903688214154975867e+03,3.772101705000283118e+02
9.903688237051941542e+03,3.772077110117139682e+02
9.903688259948907216e+03,3.772052513943406211e+02
9.903688282845872891e+03,3.772027916479106580e+02
9.903688305742838565e+03,3.772003317724265230e+02
9.903688328639804240e+03,3.771978717678911721e+02
9.903688351536769915e+03,3.771954116343068790e+02
9.903688374433735589e+03,3.771929513716763154e+02
9.903688397330701264e+03,3.771904909800020391e+02
9.903688420227666938e+03,3.771880304592867788e+02
9.903688443124632613e+03,3.771855698095328648e+02
9.903688466021598288e+03,3.771831090307430259e+02
9.903688488918563962e+03,3.771806481229199335e+02
