Time (BJD_TBD - 2450000), L_c/L_star (ppm)
1.027292596064833924e+04,3.310185443347552336e+02
1.027292604692779969e+04,3.309763120526903322e+02
1.027292613320726196e+04,3.309340741723401038e+02
1.027292621948672240e+04,3.308918306976019608e+02
1.027292630576618467e+04,3.308495816288114497e+02
1.027292639204564512e+04,3.308073269698669492e+02
1.027292647832510738e+04,3.307650667211040627e+02
1.027292656460456783e+04,3.307228008864222488e+02
1.027292665088403010e+04,3.306805294661572248e+02
1.027292673716349054e+04,3.306382524642094154e+02
1.027292682344295281e+04,3.305959698809145380e+02
1.027292690972241326e+04,3.305536817201742110e+02
1.027292699600187370e+04,3.305113879832160251e+02
1.027292708228133597e+04,3.304690886712672295e+02
1.027292716856079642e+04,3.304267837882309777e+02
1.027292725484025868e+04,3.303844733344432143e+02
1.027292734111971913e+04,3.303421573138081158e+02
1.027292742739918140e+04,3.302998357266617973e+02
1.027292751367864184e+04,3.302575085769091174e+02
1.027292759995810411e+04,3.302151758648864188e+02
1.027292768623756456e+04,3.301728375944998675e+02
1.027292777251702682e+04,3.301304937660856922e+02
1.027292785879648727e+04,3.300881443835509685e+02
1.027292794507594954e+04,3.300457894472320959e+02
1.027292803135540998e+04,3.300034289610372866e+02
1.027292811763487043e+04,3.299610629261963481e+02
1.027292820391433270e+04,3.299186913439384625e+02
1.027292829019379315e+04,3.298763142181736043e+02
1.027292837647325541e+04,3.298339315492381161e+02
1.027292846275271586e+04,3.297915433410430524e+02
1.027292854903217813e+04,3.297491495939248694e+02
1.027292863531163857e+04,3.297067503117952469e+02
1.027292872159110084e+04,3.296643454949910392e+02
1.027292880787056129e+04,3.296219351474251198e+02
1.027292889415002355e+04,3.295795192694341154e+02
1.027292898042948400e+04,3.295370978649321501e+02
1.027292906670894445e+04,3.294946709351503955e+02
1.027292915298840671e+04,3.294522384813200802e+02
1.027292923926786716e+04,3.294098005073566924e+02
1.027292932554732943e+04,3.293673570135972000e+02
1.027292941182678987e+04,3.293249080039580576e+02
1.027292949810625214e+04,3.292824534787763469e+02
1.027292958438571259e+04,3.292399934419694887e+02
1.027292967066517485e+04,3.291975278938745646e+02
1.027292975694463530e+04,3.291550568384100188e+02
1.027292984322409757e+04,3.291125802759132739e+02
1.027292992950355801e+04,3.290700982103036267e+02
1.027293001578302028e+04,3.290276106419186135e+02
1.027293010206248073e+04,3.289851175746784406e+02
1.027293018834194118e+04,3.289426190098168377e+02
1.027293027462140344e+04,3.289001149485670794e+02
1.027293036090086389e+04,3.288576053948510207e+02
1.027293044718032615e+04,3.288150903490063115e+02
1.027293053345978660e+04,3.287725698149561140e+02
1.027293061973924887e+04,3.287300437930379076e+02
1.027293070601870932e+04,3.286875122871757071e+02
1.027293079229817158e+04,3.286449752977072762e+02
1.027293087857763203e+04,3.286024328285576530e+02
1.027293096485709430e+04,3.285598848800647716e+02
1.027293105113655474e+04,3.285173314561544657e+02
1.027293113741601519e+04,3.284747725580622841e+02
1.027293122369547746e+04,3.284322081870229795e+02
1.027293130997493790e+04,3.283896383469642615e+02
1.027293139625440017e+04,3.283470630382242916e+02
1.027293148253386062e+04,3.283044822647313481e+02
1.027293156881332288e+04,3.282618960268238766e+02
1.027293165509278333e+04,3.282193043284311784e+02
1.027293174137224560e+04,3.281767071698917562e+02
1.027293182765170604e+04,3.281341045551361049e+02
1.027293191393116831e+04,3.280914964845022723e+02
1.027293200021062876e+04,3.280488829619220610e+02
1.027293208649008920e+04,3.280062639886326110e+02
1.027293217276955147e+04,3.279636395658704373e+02
1.027293225904901192e+04,3.279210096975688771e+02
1.027293234532847418e+04,3.278783743840662623e+02
1.027293243160793463e+04,3.278357336292968967e+02
1.027293251788739690e+04,3.277930874335992257e+02
1.027293260416685735e+04,3.277504358009084058e+02
1.027293269044631961e+04,3.277077787315632804e+02
1.027293277672578006e+04,3.276651162294997448e+02
1.027293286300524233e+04,3.276224482950566426e+02
1.027293294928470277e+04,3.275797749321712331e+02
1.027293303556416504e+04,3.275370961411821327e+02
1.027293312184362549e+04,3.274944119260277375e+02
1.027293320812308593e+04,3.274517222879467795e+02
1.027293329440254820e+04,3.274090272281783882e+02
1.027293338068200865e+04,3.273663267506620969e+02
1.027293346696147091e+04,3.273236208557370333e+02
1.027293355324093136e+04,3.272809095473437537e+02
1.027293363952039363e+04,3.272381928258214430e+02
1.027293372579985407e+04,3.271954706951115668e+02
1.027293381207931634e+04,3.271527431555538215e+02
1.027293389835877679e+04,3.271100102110902981e+02
1.027293398463823905e+04,3.270672718620606361e+02
1.027293407091769950e+04,3.270245281124084613e+02
