Time (BJD_TBD - 2450000), L_total/L_star (ppm)
1.061386530092591420e+04,1.391933523890316565e+03
1.061386531688121431e+04,1.391947042439615871e+03
1.061386533283651261e+04,1.391960559031840603e+03
1.061386534879181272e+04,1.391974073670020971e+03
1.061386536474711102e+04,1.391987586351023765e+03
1.061386538070241113e+04,1.392001097077876466e+03
1.061386539665770943e+04,1.392014605847447683e+03
1.061386541261300954e+04,1.392028112662763760e+03
1.061386542856830783e+04,1.392041617520694899e+03
1.061386544452360795e+04,1.392055120424266988e+03
1.061386546047890624e+04,1.392068621370348410e+03
1.061386547643420636e+04,1.392082120361966417e+03
1.061386549238950465e+04,1.392095617395990757e+03
1.061386550834480477e+04,1.392109112475446636e+03
1.061386552430010306e+04,1.392122605597204711e+03
1.061386554025540318e+04,1.392136096764289960e+03
1.061386555621070147e+04,1.392149585973573949e+03
1.061386557216600158e+04,1.392163073228079611e+03
1.061386558812129988e+04,1.392176558524680104e+03
1.061386560407659999e+04,1.392190041866398360e+03
1.061386562003189829e+04,1.392203523250107537e+03
1.061386563598719840e+04,1.392217002678829658e+03
1.061386565194249670e+04,1.392230480149439018e+03
1.061386566789779681e+04,1.392243955664957411e+03
1.061386568385309511e+04,1.392257429222258679e+03
1.061386569980839522e+04,1.392270900824363935e+03
1.061386571576369352e+04,1.392284370468149518e+03
1.061386573171899363e+04,1.392297838156634270e+03
1.061386574767429192e+04,1.392311303886695669e+03
1.061386576362959204e+04,1.392324767661351643e+03
1.061386577958489033e+04,1.392338229477480581e+03
1.061386579554019045e+04,1.392351689338099504e+03
1.061386581149549056e+04,1.392365147241622481e+03
1.061386582745078886e+04,1.392378603186462897e+03
1.061386584340608897e+04,1.392392057175637092e+03
1.061386585936138727e+04,1.392405509206024817e+03
1.061386587531668738e+04,1.392418959280642412e+03
1.061386589127198567e+04,1.392432407396370763e+03
1.061386590722728579e+04,1.392445853556223938e+03
1.061386592318258408e+04,1.392459297757084414e+03
1.061386593913788420e+04,1.392472740001965121e+03
1.061386595509318249e+04,1.392486180287750358e+03
1.061386597104848261e+04,1.392499618617451688e+03
1.061386598700378090e+04,1.392513054987952955e+03
1.061386600295908102e+04,1.392526489402267089e+03
1.061386601891437931e+04,1.392539921857277932e+03
1.061386603486967942e+04,1.392553352355997276e+03
1.061386605082497772e+04,1.392566780895309876e+03
1.061386606678027783e+04,1.392580207478226384e+03
1.061386608273557613e+04,1.392593632101633602e+03
1.061386609869087624e+04,1.392607054768539911e+03
1.061386611464617454e+04,1.392620475475833928e+03
1.061386613060147465e+04,1.392633894226523353e+03
1.061386614655677295e+04,1.392647311017496577e+03
1.061386616251207306e+04,1.392660725851761526e+03
1.061386617846737136e+04,1.392674138726207048e+03
1.061386619442267147e+04,1.392687549643840384e+03
1.061386621037796976e+04,1.392700958601551292e+03
1.061386622633326988e+04,1.392714365602345424e+03
1.061386624228856817e+04,1.392727770643114354e+03
1.061386625824386829e+04,1.392741173726862598e+03
1.061386627419916658e+04,1.392754574850482186e+03
1.061386629015446670e+04,1.392767974016977405e+03
1.061386630610976681e+04,1.392781371224767781e+03
1.061386632206506511e+04,1.392794766472275342e+03
1.061386633802036522e+04,1.392808159762502783e+03
1.061386635397566351e+04,1.392821551092343952e+03
1.061386636993096363e+04,1.392834940464800866e+03
1.061386638588626192e+04,1.392848327876768508e+03
1.061386640184156204e+04,1.392861713331247984e+03
1.061386641779686033e+04,1.392875096825135415e+03
1.061386643375216045e+04,1.392888478361431225e+03
1.061386644970745874e+04,1.392901857937031309e+03
1.061386646566275886e+04,1.392915235554936544e+03
1.061386648161805715e+04,1.392928611212043279e+03
1.061386649757335726e+04,1.392941984911350801e+03
1.061386651352865556e+04,1.392955356649757732e+03
1.061386652948395567e+04,1.392968726430261086e+03
1.061386654543925397e+04,1.392982094249761303e+03
1.061386656139455408e+04,1.392995460111254260e+03
1.061386657734985238e+04,1.393008824011641082e+03
1.061386659330515249e+04,1.393022185953917415e+03
1.061386660926045079e+04,1.393035545934984611e+03
1.061386662521575090e+04,1.393048903957837410e+03
1.061386664117104920e+04,1.393062260019378755e+03
1.061386665712634931e+04,1.393075614122602246e+03
1.061386667308164760e+04,1.393088966264411056e+03
1.061386668903694772e+04,1.393102316447798330e+03
1.061386670499224601e+04,1.393115664669668831e+03
1.061386672094754613e+04,1.393129010933014342e+03
1.061386673690284442e+04,1.393142355234740307e+03
1.061386675285814454e+04,1.393155697577837600e+03
1.061386676881344283e+04,1.393169037959212574e+03
1.061386678476874295e+04,1.393182376381855420e+03
1.061386680072404306e+04,1.393195712844194531e+03
1.061386681667934135e+04,1.393209047344656938e+03
1.061386683263464147e+04,1.393222379886231920e+03
1.061386684858993976e+04,1.393235710465829243e+03
1.061386686454523988e+04,1.393249039086435459e+03
1.061386688050053817e+04,1.393262365744960334e+03
1.061386689645583829e+04,1.393275690444391557e+03
1.061386691241113658e+04,1.393289013181639802e+03
1.061386692836643670e+04,1.393302333959690031e+03
1.061386694432173499e+04,1.393315652775454964e+03
1.061386696027703510e+04,1.393328969631918881e+03
1.061386697623233340e+04,1.393342284525994728e+03
1.061386699218763351e+04,1.393355597460666786e+03
1.061386700814293181e+04,1.393368908432848229e+03
1.061386702409823192e+04,1.393382217445522656e+03
1.061386704005353022e+04,1.393395524495603922e+03
1.061386705600883033e+04,1.393408829586074944e+03
1.061386707196412863e+04,1.393422132713850715e+03
1.061386708791942874e+04,1.393435433881913241e+03
1.061386710387472704e+04,1.393448733087178425e+03
1.061386711983002715e+04,1.393462030332626455e+03
1.061386713578532544e+04,1.393475325615175052e+03
1.061386715174062556e+04,1.393488618937803949e+03
1.061386716769592385e+04,1.393501910297431095e+03
1.061386718365122397e+04,1.393515199697035087e+03
1.061386719960652226e+04,1.393528487133535236e+03
1.061386721556182238e+04,1.393541772609909458e+03
1.061386723151712067e+04,1.393555056123077293e+03
1.061386724747242079e+04,1.393568337676016654e+03
1.061386726342771908e+04,1.393581617265647310e+03
1.061386727938301919e+04,1.393594894894946492e+03
1.061386729533831931e+04,1.393608170562348732e+03
1.061386731129361760e+04,1.393621444266289473e+03
1.061386732724891772e+04,1.393634716009744125e+03
1.061386734320421601e+04,1.393647985789634504e+03
1.061386735915951613e+04,1.393661253608936477e+03
1.061386737511481442e+04,1.393674519464572313e+03
1.061386739107011454e+04,1.393687783359517198e+03
1.061386740702541283e+04,1.393701045290694083e+03
1.061386742298071294e+04,1.393714305261076333e+03
1.061386743893601124e+04,1.393727563267588721e+03
1.061386745489131135e+04,1.393740819313204156e+03
1.061386747084660965e+04,1.393754073394847637e+03
1.061386748680190976e+04,1.393767325515491393e+03
1.061386750275720806e+04,1.393780575672062014e+03
1.061386751871250817e+04,1.393793823867528999e+03
1.061386753466780647e+04,1.393807070098821669e+03
1.061386755062310658e+04,1.393820314368908157e+03
1.061386756657840488e+04,1.393833556674717784e+03
1.061386758253370499e+04,1.393846797019218911e+03
1.061386759848900329e+04,1.393860035399341086e+03
1.061386761444430340e+04,1.393873271818053126e+03
1.061386763039960169e+04,1.393886506272284578e+03
1.061386764635490181e+04,1.393899738765001757e+03
1.061386766231020010e+04,1.393912969293137394e+03
1.061386767826550022e+04,1.393926197859656668e+03
1.061386769422079851e+04,1.393939424461491853e+03
1.061386771017609863e+04,1.393952649101608813e+03
1.061386772613139692e+04,1.393965871776939821e+03
1.061386774208669704e+04,1.393979092490449602e+03
1.061386775804199533e+04,1.393992311239072478e+03
1.061386777399729544e+04,1.394005528025771355e+03
1.061386778995259556e+04,1.394018742848988495e+03
1.061386780590789385e+04,1.394031955707166162e+03
1.061386782186319397e+04,1.394045166603266352e+03
1.061386783781849226e+04,1.394058375534225888e+03
1.061386785377379238e+04,1.394071582503004947e+03
1.061386786972909067e+04,1.394084787506542170e+03
1.061386788568439079e+04,1.394097990547796599e+03
1.061386790163968908e+04,1.394111191623707327e+03
1.061386791759498919e+04,1.394124390737233853e+03
1.061386793355028749e+04,1.394137587885314815e+03
1.061386794950558760e+04,1.394150783070908346e+03
1.061386796546088590e+04,1.394163976290955816e+03
1.061386798141618601e+04,1.394177167548413536e+03
1.061386799737148431e+04,1.394190356840223330e+03
1.061386801332678442e+04,1.394203544169341967e+03
1.061386802928208272e+04,1.394216729532711042e+03
1.061386804523738283e+04,1.394229912933285959e+03
1.061386806119268113e+04,1.394243094368010816e+03
1.061386807714798124e+04,1.394256273839839423e+03
1.061386809310327953e+04,1.394269451345715879e+03
1.061386810905857965e+04,1.394282626888594677e+03
1.061386812501387794e+04,1.394295800465420143e+03
1.061386814096917806e+04,1.394308972079145406e+03
1.061386815692447635e+04,1.394322141726716154e+03
1.061386817287977647e+04,1.394335309411084381e+03
1.061386818883507476e+04,1.394348475129197141e+03
1.061386820479037488e+04,1.394361638884005743e+03
1.061386822074567317e+04,1.394374800672457468e+03
1.061386823670097328e+04,1.394387960497502490e+03
1.061386825265627158e+04,1.394401118356090137e+03
1.061386826861157169e+04,1.394414274251168990e+03
1.061386828456687181e+04,1.394427428181188588e+03
1.061386830052217010e+04,1.394440580144598698e+03
1.061386831647747022e+04,1.394453730144347219e+03
1.061386833243276851e+04,1.394466878177385297e+03
1.061386834838806863e+04,1.394480024246660832e+03
1.061386836434336692e+04,1.394493168349124062e+03
1.061386838029866703e+04,1.394506310487721976e+03
1.061386839625396533e+04,1.394519450659407994e+03
1.061386841220926544e+04,1.394532588867126606e+03
1.061386842816456374e+04,1.394545725107832141e+03
1.061386844411986385e+04,1.394558859384468406e+03
1.061386846007516215e+04,1.394571991693990867e+03
1.061386847603046226e+04,1.394585122039342195e+03
1.061386849198576056e+04,1.394598250417477857e+03
1.061386850794106067e+04,1.394611376831341886e+03
1.061386852389635897e+04,1.394624501277889522e+03
1.061386853985165908e+04,1.394637623760062752e+03
1.061386855580695737e+04,1.394650744274819999e+03
1.061386857176225749e+04,1.394663862825100750e+03
1.061386858771755578e+04,1.394676979407864110e+03
1.061386860367285590e+04,1.394690094026049337e+03
1.061386861962815419e+04,1.394703206676616901e+03
1.061386863558345431e+04,1.394716317362504924e+03
1.061386865153875260e+04,1.394729426080674102e+03
1.061386866749405272e+04,1.394742532834061876e+03
1.061386868344935101e+04,1.394755637619630306e+03
1.061386869940465112e+04,1.394768740440316606e+03
1.061386871535994942e+04,1.394781841293081925e+03
1.061386873131524953e+04,1.394794940180863932e+03
1.061386874727054783e+04,1.394808037100624460e+03
1.061386876322584794e+04,1.394821132055299358e+03
1.061386877918114624e+04,1.394834225041852733e+03
1.061386879513644635e+04,1.394847316063219978e+03
1.061386881109174647e+04,1.394860405117856317e+03
1.061386882704704476e+04,1.394873492204220611e+03
1.061386884300234487e+04,1.394886577325245526e+03
1.061386885895764317e+04,1.394899660477897442e+03
1.061386887491294328e+04,1.394912741665109252e+03
1.061386889086824158e+04,1.394925820883846882e+03
1.061386890682354169e+04,1.394938898137042997e+03
1.061386892277883999e+04,1.394951973421665798e+03
1.061386893873414010e+04,1.394965046740644766e+03
1.061386895468943840e+04,1.394978118090949238e+03
1.061386897064473851e+04,1.394991187475510060e+03
1.061386898660003681e+04,1.395004254891295659e+03
1.061386900255533692e+04,1.395017320341235518e+03
1.061386901851063521e+04,1.395030383822300337e+03
1.061386903446593533e+04,1.395043445337418234e+03
1.061386905042123362e+04,1.395056504883560365e+03
1.061386906637653374e+04,1.395069562463655302e+03
1.061386908233183203e+04,1.395082618074673519e+03
1.061386909828713215e+04,1.395095671719542679e+03
1.061386911424243044e+04,1.395108723395236211e+03
1.061386913019773056e+04,1.395121773104678823e+03
1.061386914615302885e+04,1.395134820844845535e+03
1.061386916210832896e+04,1.395147866618660601e+03
1.061386917806362726e+04,1.395160910423099267e+03
1.061386919401892737e+04,1.395173952261084878e+03
1.061386920997422567e+04,1.395186992129594273e+03
1.061386922592952578e+04,1.395200030031550114e+03
1.061386924188482408e+04,1.395213065963929012e+03
1.061386925784012419e+04,1.395226099929653174e+03
1.061386927379542249e+04,1.395239131925701031e+03
1.061386928975072260e+04,1.395252161954992516e+03
1.061386930570602271e+04,1.395265190015993085e+03
1.061386932166132101e+04,1.395278216107165917e+03
1.061386933761662112e+04,1.395291240231432084e+03
1.061386935357191942e+04,1.395304262385771153e+03
1.061386936952721953e+04,1.395317282573102602e+03
1.061386938548251783e+04,1.395330300790406454e+03
1.061386940143781794e+04,1.395343317040601733e+03
1.061386941739311624e+04,1.395356331320670506e+03
1.061386943334841635e+04,1.395369343633529070e+03
1.061386944930371465e+04,1.395382353976161085e+03
1.061386946525901476e+04,1.395395362351482845e+03
1.061386948121431305e+04,1.395408368756476875e+03
1.061386949716961317e+04,1.395421373194060834e+03
1.061386951312491146e+04,1.395434375661217473e+03
1.061386952908021158e+04,1.395447376160862177e+03
1.061386954503550987e+04,1.395460374689980881e+03
1.061386956099080999e+04,1.395473371251486242e+03
1.061386957694610828e+04,1.395486365842365558e+03
1.061386959290140840e+04,1.395499358465531941e+03
1.061386960885670669e+04,1.395512349117972235e+03
1.061386962481200680e+04,1.395525337802597733e+03
1.061386964076730510e+04,1.395538324516398461e+03
1.061386965672260521e+04,1.395551309262284121e+03
1.061386967267790351e+04,1.395564292037244059e+03
1.061386968863320362e+04,1.395577272844188883e+03
1.061386970458850192e+04,1.395590251680108622e+03
1.061386972054380203e+04,1.395603228547912977e+03
1.061386973649910033e+04,1.395616203444591974e+03
1.061386975245440044e+04,1.395629176373055316e+03
1.061386976840969874e+04,1.395642147330293710e+03
1.061386978436499885e+04,1.395655116319215495e+03
1.061386980032029896e+04,1.395668083338291353e+03
1.061386981627559726e+04,1.395681048385993563e+03
1.061386983223089737e+04,1.395694011465228641e+03
1.061386984818619567e+04,1.395706972572990026e+03
1.061386986414149578e+04,1.395719931712184234e+03
1.061386988009679408e+04,1.395732888879804932e+03
1.061386989605209419e+04,1.395745844078757955e+03
1.061386991200739249e+04,1.395758797306038332e+03
1.061386992796269260e+04,1.395771748564550307e+03
1.061386994391799089e+04,1.395784697851290275e+03
1.061386995987329101e+04,1.395797645169162024e+03
1.061386997582858930e+04,1.395810590515161948e+03
1.061386999178388942e+04,1.395823533892193382e+03
1.061387000773918771e+04,1.395836475297254083e+03
1.061387002369448783e+04,1.395849414733244885e+03
1.061387003964978612e+04,1.395862352197166501e+03
1.061387005560508624e+04,1.395875287691918402e+03
1.061387007156038453e+04,1.395888221214500845e+03
1.061387008751568465e+04,1.395901152767813755e+03
1.061387010347098294e+04,1.395914082348858528e+03
1.061387011942628305e+04,1.395927009960533042e+03
1.061387013538158135e+04,1.395939935599839373e+03
1.061387015133688146e+04,1.395952859269676765e+03
1.061387016729217976e+04,1.395965780967046612e+03
1.061387018324747987e+04,1.395978700694846111e+03
1.061387019920277817e+04,1.395991618450079841e+03
1.061387021515807828e+04,1.396004534235643177e+03
1.061387023111337658e+04,1.396017448048542064e+03
1.061387024706867669e+04,1.396030359891669150e+03
1.061387026302397499e+04,1.396043269762033333e+03
1.061387027897927510e+04,1.396056177662526807e+03
1.061387029493457521e+04,1.396069083591628214e+03
1.061387031088987351e+04,1.396081987547816652e+03
1.061387032684517362e+04,1.396094889533984997e+03
1.061387034280047192e+04,1.396107789547141465e+03
1.061387035875577203e+04,1.396120687590178022e+03
1.061387037471107033e+04,1.396133583660103113e+03
1.061387039066637044e+04,1.396146477759808704e+03
1.061387040662166874e+04,1.396159369886303921e+03
1.061387042257696885e+04,1.396172260042479820e+03
1.061387043853226714e+04,1.396185148225346211e+03
1.061387045448756726e+04,1.396198034437793922e+03
1.061387047044286555e+04,1.396210918676832989e+03
1.061387048639816567e+04,1.396223800945352650e+03
1.061387050235346396e+04,1.396236681240365897e+03
1.061387051830876408e+04,1.396249559564759920e+03
1.061387053426406237e+04,1.396262435915548394e+03
1.061387055021936249e+04,1.396275310295618283e+03
1.061387056617466078e+04,1.396288182701983260e+03
1.061387058212996089e+04,1.396301053137529834e+03
1.061387059808525919e+04,1.396313921599273499e+03
1.061387061404055930e+04,1.396326788090098944e+03
1.061387062999585760e+04,1.396339652607022344e+03
1.061387064595115771e+04,1.396352515152927481e+03
1.061387066190645601e+04,1.396365375724832575e+03
1.061387067786175612e+04,1.396378234325620042e+03
1.061387069381705442e+04,1.396391090952308787e+03
1.061387070977235453e+04,1.396403945607779406e+03
1.061387072572765283e+04,1.396416798289052622e+03
1.061387074168295294e+04,1.396429648999009260e+03
1.061387075763825123e+04,1.396442497734669587e+03
1.061387077359355135e+04,1.396455344498913291e+03
1.061387078954885146e+04,1.396468189290226519e+03
