Time (BJD_TBD - 2450000), L_h/L_star (ppm)
1.014093855324061587e+04,1.108159662060027140e+00
1.014093857208740883e+04,1.108194509176632314e+00
1.014093859093419996e+04,1.108229356815705335e+00
1.014093860978099292e+04,1.108264204983970602e+00
1.014093862862778406e+04,1.108299053674700163e+00
1.014093864747457701e+04,1.108333902894618639e+00
1.014093866632136815e+04,1.108368752637000076e+00
1.014093868516816110e+04,1.108403602908567320e+00
1.014093870401495224e+04,1.108438453702592641e+00
1.014093872286174519e+04,1.108473305025803768e+00
1.014093874170853633e+04,1.108508156871469641e+00
1.014093876055532928e+04,1.108543009246316435e+00
1.014093877940212042e+04,1.108577862143618420e+00
1.014093879824891337e+04,1.108612715570096441e+00
1.014093881709570451e+04,1.108647569519026321e+00
1.014093883594249746e+04,1.108682423997132460e+00
1.014093885478928860e+04,1.108717278997685352e+00
1.014093887363608155e+04,1.108752134527411615e+00
1.014093889248287269e+04,1.108786990579579967e+00
1.014093891132966564e+04,1.108821847160922802e+00
1.014093893017645678e+04,1.108856704264706394e+00
1.014093894902324973e+04,1.108891561897656475e+00
1.014093896787004269e+04,1.108926420056409068e+00
1.014093898671683382e+04,1.108961278737600420e+00
1.014093900556362678e+04,1.108996137947955152e+00
1.014093902441041791e+04,1.109030997680744202e+00
1.014093904325721087e+04,1.109065857942695299e+00
1.014093906210400201e+04,1.109100718727077384e+00
1.014093908095079496e+04,1.109135580040616631e+00
1.014093909979758610e+04,1.109170441876585533e+00
1.014093911864437905e+04,1.109205304241711598e+00
1.014093913749117019e+04,1.109240167129262211e+00
1.014093915633796314e+04,1.109275030545966656e+00
1.014093917518475428e+04,1.109309894485092762e+00
1.014093919403154723e+04,1.109344758953371368e+00
1.014093921287833837e+04,1.109379623944068305e+00
1.014093923172513132e+04,1.109414489463914633e+00
1.014093925057192246e+04,1.109449355506175738e+00
1.014093926941871541e+04,1.109484222077584903e+00
1.014093928826550655e+04,1.109519089171405737e+00
1.014093930711229950e+04,1.109553956794371299e+00
1.014093932595909064e+04,1.109588824939747198e+00
1.014093934480588359e+04,1.109623693614264051e+00
1.014093936365267473e+04,1.109658562811186799e+00
1.014093938249946768e+04,1.109693432537249391e+00
1.014093940134626064e+04,1.109728302789082077e+00
1.014093942019305177e+04,1.109763173563318661e+00
1.014093943903984473e+04,1.109798044866688871e+00
1.014093945788663586e+04,1.109832916692459648e+00
