Time (BJD_TBD - 2450000), F_star + F_g (mJy)
9.903683680555783212e+03,2.557610813075633427e+00
9.903683703452748887e+03,2.557610814664565524e+00
9.903683726349714561e+03,2.557610816253504726e+00
9.903683749246680236e+03,2.557610817842451478e+00
9.903683772143645911e+03,2.557610819431405780e+00
9.903683795040611585e+03,2.557610821020367187e+00
9.903683817937577260e+03,2.557610822609335699e+00
9.903683840834542934e+03,2.557610824198311761e+00
9.903683863731508609e+03,2.557610825787294928e+00
9.903683886628474283e+03,2.557610827376285645e+00
9.903683909525439958e+03,2.557610828965283911e+00
9.903683932422405633e+03,2.557610830554288839e+00
9.903683955319371307e+03,2.557610832143301760e+00
9.903683978216336982e+03,2.557610833732321787e+00
9.903684001113302656e+03,2.557610835321348919e+00
9.903684024010268331e+03,2.557610836910383156e+00
9.903684046907234006e+03,2.557610838499425387e+00
9.903684069804199680e+03,2.557610840088474724e+00
9.903684092701163536e+03,2.557610841677530722e+00
9.903684115598129210e+03,2.557610843266594713e+00
9.903684138495094885e+03,2.557610844855665810e+00
9.903684161392060560e+03,2.557610846444744457e+00
9.903684184289026234e+03,2.557610848033830209e+00
9.903684207185991909e+03,2.557610849622923510e+00
9.903684230082957583e+03,2.557610851212023917e+00
9.903684252979923258e+03,2.557610852801131429e+00
9.903684275876888933e+03,2.557610854390246935e+00
9.903684298773854607e+03,2.557610855979368658e+00
9.903684321670820282e+03,2.557610857568498819e+00
9.903684344567785956e+03,2.557610859157635641e+00
9.903684367464751631e+03,2.557610860746780457e+00
9.903684390361717305e+03,2.557610862335931934e+00
9.903684413258682980e+03,2.557610863925090960e+00
9.903684436155648655e+03,2.557610865514257092e+00
9.903684459052614329e+03,2.557610867103430774e+00
9.903684481949580004e+03,2.557610868692612005e+00
9.903684504846545678e+03,2.557610870281799897e+00
9.903684527743511353e+03,2.557610871870995783e+00
9.903684550640477028e+03,2.557610873460198331e+00
9.903684573537442702e+03,2.557610875049408872e+00
9.903684596434408377e+03,2.557610876638626074e+00
9.903684619331374051e+03,2.557610878227851270e+00
9.903684642228339726e+03,2.557610879817083127e+00
9.903684665125305401e+03,2.557610881406322978e+00
9.903684688022271075e+03,2.557610882995569046e+00
9.903684710919236750e+03,2.557610884584823552e+00
9.903684733816202424e+03,2.557610886174084719e+00
9.903684756713168099e+03,2.557610887763353880e+00
9.903684779610133774e+03,2.557610889352629702e+00
9.903684802507099448e+03,2.557610890941913073e+00
9.903684825404065123e+03,2.557610892531203550e+00
9.903684848301030797e+03,2.557610894120501577e+00
9.903684871197996472e+03,2.557610895709806709e+00
9.903684894094960327e+03,2.557610897299119390e+00
9.903684916991926002e+03,2.557610898888439177e+00
9.903684939888891677e+03,2.557610900477766069e+00
9.903684962785857351e+03,2.557610902067100955e+00
9.903684985682823026e+03,2.557610903656442947e+00
9.903685008579788700e+03,2.557610905245792043e+00
9.903685031476754375e+03,2.557610906835148690e+00
9.903685054373720050e+03,2.557610908424511997e+00
9.903685077270685724e+03,2.557610910013883299e+00
9.903685100167651399e+03,2.557610911603261261e+00
9.903685123064617073e+03,2.557610913192647661e+00
9.903685145961582748e+03,2.557610914782040279e+00
9.903685168858548423e+03,2.557610916371440446e+00
9.903685191755514097e+03,2.557610917960848163e+00
9.903685214652479772e+03,2.557610919550263429e+00
9.903685237549445446e+03,2.557610921139685356e+00
9.903685260446411121e+03,2.557610922729114833e+00
9.903685283343376796e+03,2.557610924318551859e+00
9.903685306240342470e+03,2.557610925907996435e+00
