Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.878538437500130385e+03,3.860657562720174241e+00
9.878546170748528311e+03,3.860642206227063333e+00
9.878553903996924419e+03,3.860626993360619874e+00
9.878561637245322345e+03,3.860611930244421952e+00
9.878569370493720271e+03,3.860597022941783862e+00
9.878577103742116378e+03,3.860582277453298516e+00
9.878584836990514304e+03,3.860567699714414047e+00
9.878592570238912231e+03,3.860553295593067258e+00
9.878600303487308338e+03,3.860539070887305524e+00
9.878608036735706264e+03,3.860525031322949552e+00
9.878615769984104190e+03,3.860511182551304543e+00
9.878623503232500298e+03,3.860497530146876244e+00
9.878631236480898224e+03,3.860484079605118080e+00
9.878638969729294331e+03,3.860470836340241352e+00
9.878646702977692257e+03,3.860457805683009003e+00
9.878654436226090183e+03,3.860444992878615089e+00
9.878662169474486291e+03,3.860432403084560260e+00
9.878669902722884217e+03,3.860420041368568977e+00
9.878677635971282143e+03,3.860407912706566691e+00
9.878685369219678250e+03,3.860396021980669445e+00
9.878693102468076177e+03,3.860384373977208128e+00
9.878700835716474103e+03,3.860372973384819328e+00
9.878708568964870210e+03,3.860361824792552188e+00
9.878716302213268136e+03,3.860350932688008108e+00
9.878724035461666062e+03,3.860340301455555068e+00
9.878731768710062170e+03,3.860329935374551269e+00
9.878739501958460096e+03,3.860319838617619403e+00
9.878747235206858022e+03,3.860310015248977766e+00
9.878754968455254129e+03,3.860300469222797126e+00
9.878762701703652056e+03,3.860291204381607333e+00
9.878770434952049982e+03,3.860282224454757216e+00
9.878778168200446089e+03,3.860273533056909567e+00
9.878785901448844015e+03,3.860265133686583638e+00
9.878793634697241941e+03,3.860257029724752709e+00
9.878801367945638049e+03,3.860249224433480286e+00
9.878809101194035975e+03,3.860241720954603828e+00
9.878816834442433901e+03,3.860234522308475746e+00
9.878824567690830008e+03,3.860227631392746606e+00
9.878832300939227935e+03,3.860221050981192281e+00
9.878840034187624042e+03,3.860214783722608178e+00
9.878847767436021968e+03,3.860208832139731872e+00
9.878855500684419894e+03,3.860203198628236354e+00
9.878863233932816001e+03,3.860197885455762368e+00
9.878870967181213928e+03,3.860192894761003135e+00
9.878878700429611854e+03,3.860188228552847267e+00
9.878886433678007961e+03,3.860183888709571853e+00
9.878894166926405887e+03,3.860179876978076852e+00
9.878901900174803814e+03,3.860176194973192754e+00
9.878909633423199921e+03,3.860172844177027773e+00
9.878917366671597847e+03,3.860169825938365662e+00
9.878925099919995773e+03,3.860167141472127916e+00
9.878932833168391880e+03,3.860164791858887057e+00
9.878940566416789807e+03,3.860162778044422538e+00
9.878948299665187733e+03,3.860161100839350379e+00
9.878956032913583840e+03,3.860159760918790539e+00
9.878963766161981766e+03,3.860158758822096914e+00
9.878971499410379693e+03,3.860158094952639729e+00
9.878979232658775800e+03,3.860157769577645670e+00
9.878986965907173726e+03,3.860157782828085971e+00
9.878994699155571652e+03,3.860158134698627119e+00
9.879002432403967759e+03,3.860158825047631304e+00
9.879010165652365686e+03,3.860159853597215474e+00
9.879017898900763612e+03,3.860161219933360588e+00
9.879025632149159719e+03,3.860162923506079036e+00
9.879033365397557645e+03,3.860164963629637125e+00
9.879041098645953753e+03,3.860167339482829973e+00
9.879048831894351679e+03,3.860170050109315021e+00
9.879056565142749605e+03,3.860173094417989503e+00
9.879064298391145712e+03,3.860176471183438096e+00
9.879072031639543638e+03,3.860180179046422300e+00
9.879079764887941565e+03,3.860184216514428446e+00
9.879087498136337672e+03,3.860188581962264553e+00
9.879095231384735598e+03,3.860193273632724242e+00
9.879102964633133524e+03,3.860198289637281732e+00
9.879110697881529632e+03,3.860203627956858785e+00
9.879118431129927558e+03,3.860209286442641829e+00
9.879126164378325484e+03,3.860215262816936832e+00
9.879133897626721591e+03,3.860221554674090338e+00
9.879141630875119517e+03,3.860228159481465138e+00
