Time (BJD_TBD - 2450000), L_h/L_star (ppm)
9.903683680555783212e+03,2.685609551061373779e+01
9.903683703452748887e+03,2.685614843516326289e+01
9.903683726349714561e+03,2.685620135897584149e+01
9.903683749246680236e+03,2.685625428205146648e+01
9.903683772143645911e+03,2.685630720439014496e+01
9.903683795040611585e+03,2.685636012599186984e+01
9.903683817937577260e+03,2.685641304685664821e+01
9.903683840834542934e+03,2.685646596698446231e+01
9.903683863731508609e+03,2.685651888637531215e+01
9.903683886628474283e+03,2.685657180502920127e+01
9.903683909525439958e+03,2.685662472294611547e+01
9.903683932422405633e+03,2.685667764012606895e+01
9.903683955319371307e+03,2.685673055656904040e+01
9.903683978216336982e+03,2.685678347227503693e+01
9.903684001113302656e+03,2.685683638724405853e+01
9.903684024010268331e+03,2.685688930147609099e+01
9.903684046907234006e+03,2.685694221497113077e+01
9.903684069804199680e+03,2.685699512772919206e+01
9.903684092701163536e+03,2.685704803974605070e+01
9.903684115598129210e+03,2.685710095103012307e+01
9.903684138495094885e+03,2.685715386157718498e+01
9.903684161392060560e+03,2.685720677138725421e+01
9.903684184289026234e+03,2.685725968046031653e+01
9.903684207185991909e+03,2.685731258879636840e+01
9.903684230082957583e+03,2.685736549639540627e+01
9.903684252979923258e+03,2.685741840325743368e+01
9.903684275876888933e+03,2.685747130938244354e+01
9.903684298773854607e+03,2.685752421477043583e+01
9.903684321670820282e+03,2.685757711942140347e+01
9.903684344567785956e+03,2.685763002333533933e+01
9.903684367464751631e+03,2.685768292651223987e+01
9.903684390361717305e+03,2.685773582895211931e+01
9.903684413258682980e+03,2.685778873065495631e+01
9.903684436155648655e+03,2.685784163162075089e+01
9.903684459052614329e+03,2.685789453184951370e+01
9.903684481949580004e+03,2.685794743134121632e+01
9.903684504846545678e+03,2.685800033009588006e+01
9.903684527743511353e+03,2.685805322811348717e+01
9.903684550640477028e+03,2.685810612539404119e+01
9.903684573537442702e+03,2.685815902193754212e+01
9.903684596434408377e+03,2.685821191774397576e+01
9.903684619331374051e+03,2.685826481281334566e+01
9.903684642228339726e+03,2.685831770714564826e+01
9.903684665125305401e+03,2.685837060074088356e+01
9.903684688022271075e+03,2.685842349359904446e+01
9.903684710919236750e+03,2.685847638572012386e+01
9.903684733816202424e+03,2.685852927710412885e+01
9.903684756713168099e+03,2.685858216775104879e+01
9.903684779610133774e+03,2.685863505766087656e+01
9.903684802507099448e+03,2.685868794683361926e+01
9.903684825404065123e+03,2.685874083526927336e+01
9.903684848301030797e+03,2.685879372296783174e+01
9.903684871197996472e+03,2.685884660992929085e+01
9.903684894094960327e+03,2.685889949614944072e+01
9.903684916991926002e+03,2.685895238163669418e+01
9.903684939888891677e+03,2.685900526638683417e+01
9.903684962785857351e+03,2.685905815039987488e+01
9.903684985682823026e+03,2.685911103367578789e+01
9.903685008579788700e+03,2.685916391621459098e+01
9.903685031476754375e+03,2.685921679801627349e+01
9.903685054373720050e+03,2.685926967908083185e+01
9.903685077270685724e+03,2.685932255940826607e+01
9.903685100167651399e+03,2.685937543899856905e+01
9.903685123064617073e+03,2.685942831785173013e+01
9.903685145961582748e+03,2.685948119596776706e+01
9.903685168858548423e+03,2.685953407334666565e+01
9.903685191755514097e+03,2.685958694998841878e+01
9.903685214652479772e+03,2.685963982589302290e+01
9.903685237549445446e+03,2.685969270106048157e+01
9.903685260446411121e+03,2.685974557549079478e+01
9.903685283343376796e+03,2.685979844918394122e+01
9.903685306240342470e+03,2.685985132213994220e+01
9.903685329137308145e+03,2.685990419435877286e+01
9.903685352034273819e+03,2.685995706584044740e+01
9.903685374931239494e+03,2.686000993658495162e+01
9.903685397828205168e+03,2.686006280659228906e+01
9.903685420725170843e+03,2.686011567586244553e+01
9.903685443622136518e+03,2.686016854439543167e+01
9.903685466519102192e+03,2.686022141219123327e+01
9.903685489416067867e+03,2.686027427924986100e+01
9.903685512313033541e+03,2.686032714557130063e+01
9.903685535209999216e+03,2.686038001115554508e+01
9.903685558106964891e+03,2.686043287600260498e+01
