Time (BJD_TBD - 2450000), F_d/F_star (ppm)
1.014846018518507481e+04,4.451761236619757034e-02
1.014846020605984813e+04,4.461492108486098118e-02
1.014846022693461964e+04,4.471233600654704599e-02
1.014846024780939297e+04,4.480985714813735116e-02
1.014846026868416629e+04,4.490748450103927009e-02
1.014846028955893780e+04,4.500521805663767333e-02
1.014846031043371113e+04,4.510305783184790501e-02
1.014846033130848264e+04,4.520100380952968289e-02
1.014846035218325596e+04,4.529905600664333593e-02
1.014846037305802929e+04,4.539721441456248674e-02
1.014846039393280080e+04,4.549547902460453902e-02
1.014846041480757413e+04,4.559384985380853655e-02
1.014846043568234745e+04,4.569232689349187609e-02
1.014846045655711896e+04,4.579091013497194745e-02
1.014846047743189229e+04,4.588959959532155214e-02
1.014846049830666561e+04,4.598839526585807996e-02
1.014846051918143712e+04,4.608729713784268794e-02
1.014846054005621045e+04,4.618630522842689240e-02
1.014846056093098196e+04,4.628541952022300482e-02
1.014846058180575528e+04,4.638464003042751249e-02
1.014846060268052861e+04,4.648396675029034530e-02
1.014846062355530012e+04,4.658339967105015744e-02
1.014846064443007344e+04,4.668293880991471190e-02
1.014846066530484677e+04,4.678258415812266979e-02
1.014846068617961828e+04,4.688233570689020330e-02
1.014846070705439161e+04,4.698219347348130126e-02
1.014846072792916493e+04,4.708215744910089484e-02
1.014846074880393644e+04,4.718222762493141237e-02
1.014846076967870977e+04,4.728240401830432343e-02
1.014846079055348127e+04,4.738268661165197237e-02
1.014846081142825460e+04,4.748307542235081363e-02
1.014846083230302793e+04,4.758357044156079352e-02
1.014846085317779944e+04,4.768417166039685268e-02
1.014846087405257276e+04,4.778487909629169916e-02
1.014846089492734609e+04,4.788569274039400359e-02
1.014846091580211760e+04,4.798661258377374256e-02
1.014846093667689092e+04,4.808763864393108406e-02
1.014846095755166243e+04,4.818877090314092199e-02
1.014846097842643576e+04,4.829000937892592021e-02
1.014846099930120909e+04,4.839135406237853043e-02
1.014846102017598059e+04,4.849280494454622642e-02
1.014846104105075392e+04,4.859436204299667078e-02
1.014846106192552725e+04,4.869602534878856442e-02
1.014846108280029875e+04,4.879779485294689217e-02
1.014846110367507208e+04,4.889967057310679044e-02
1.014846112454984541e+04,4.900165250028198222e-02
1.014846114542461692e+04,4.910374062547494950e-02
1.014846116629939024e+04,4.920593496636582742e-02
1.014846118717416175e+04,4.930823550504953579e-02
1.014846120804893508e+04,4.941064225922870562e-02
1.014846122892370840e+04,4.951315521990581892e-02
1.014846124979847991e+04,4.961577437800461510e-02
1.014846127067325324e+04,4.971849975131770877e-02
1.014846129154802657e+04,4.982133133080257625e-02
1.014846131242279807e+04,4.992426910736047496e-02
1.014846133329757140e+04,5.002731309884024535e-02
1.014846135417234473e+04,5.013046329615439278e-02
1.014846137504711623e+04,5.023371969020416772e-02
1.014846139592188956e+04,5.033708229887214058e-02
1.014846141679666107e+04,5.044055110402831388e-02
1.014846143767143440e+04,5.054412612361149082e-02
1.014846145854620772e+04,5.064780734848918498e-02
1.014846147942097923e+04,5.075159476951767584e-02
1.014846150029575256e+04,5.085548840465825560e-02
1.014846152117052588e+04,5.095948824476719680e-02
1.014846154204529739e+04,5.106359428066702122e-02
1.014846156292007072e+04,5.116780653038652260e-02
1.014846158379484405e+04,5.127212498475947761e-02
1.014846160466961555e+04,5.137654963455216828e-02
1.014846162554438888e+04,5.148108049787211010e-02
1.014846164641916039e+04,5.158571755638685641e-02
1.014846166729393371e+04,5.169046082821517063e-02
1.014846168816870704e+04,5.179531030414583070e-02
1.014846170904347855e+04,5.190026597491138871e-02
1.014846172991825188e+04,5.200532785868684782e-02
1.014846175079302520e+04,5.211049594623849701e-02
1.014846177166779671e+04,5.221577022826514453e-02
1.014846179254257004e+04,5.232115072300926734e-02
1.014846181341734336e+04,5.242663742118092857e-02
1.014846183429211487e+04,5.253223031347893646e-02
1.014846185516688820e+04,5.263792941817951182e-02
1.014846187604165971e+04,5.274373471675899983e-02
1.014846189691643303e+04,5.284964622754985408e-02
1.014846191779120636e+04,5.295566394121714593e-02
1.014846193866597787e+04,5.306178784840345081e-02
1.014846195954075120e+04,5.316801796749745512e-02
1.014846198041552452e+04,5.327435428913049331e-02
1.014846200129029603e+04,5.338079680392264492e-02
1.014846202216506936e+04,5.348734553030758121e-02
1.014846204303984086e+04,5.359400044960420384e-02
1.014846206391461419e+04,5.370076158029116892e-02
1.014846208478938752e+04,5.380762891296606010e-02
1.014846210566415903e+04,5.391460243818149700e-02
1.014846212653893235e+04,5.402168217449485055e-02
1.014846214741370568e+04,5.412886811244747853e-02
1.014846216828847719e+04,5.423616024258074569e-02
1.014846218916325051e+04,5.434355858349702167e-02
1.014846221003802384e+04,5.445106312572641633e-02
1.014846223091279535e+04,5.455867385976529566e-02
1.014846225178756868e+04,5.466639080427227598e-02
1.014846227266234018e+04,5.477421394035255492e-02
1.014846229353711351e+04,5.488214328668723774e-02
1.014846231441188684e+04,5.499017883376144944e-02
1.014846233528665834e+04,5.509832057204906014e-02
1.014846235616143167e+04,5.520656852027615996e-02
1.014846237703620500e+04,5.531492266891663290e-02
1.014846239791097651e+04,5.542338300839935727e-02
1.014846241878574983e+04,5.553194955749541500e-02
1.014846243966052316e+04,5.564062230666742825e-02
