Time (BJD_TBD - 2450000), F_star + F_c (mJy)
9.908226643518544734e+03,3.447783821389697412e+00
9.908226666740774817e+03,3.447783843493321232e+00
9.908226689963004901e+03,3.447783865599545194e+00
9.908226713185233166e+03,3.447783887708367079e+00
9.908226736407463250e+03,3.447783909819790438e+00
9.908226759629693333e+03,3.447783931933813939e+00
9.908226782851923417e+03,3.447783954050436694e+00
9.908226806074151682e+03,3.447783976169656484e+00
9.908226829296381766e+03,3.447783998291478191e+00
9.908226852518611850e+03,3.447784020415898709e+00
9.908226875740841933e+03,3.447784042542918481e+00
9.908226898963070198e+03,3.447784064672536619e+00
9.908226922185300282e+03,3.447784086804754455e+00
9.908226945407530366e+03,3.447784108939571990e+00
9.908226968629760449e+03,3.447784131076987890e+00
9.908226991851988714e+03,3.447784153217001268e+00
9.908227015074218798e+03,3.447784175359615233e+00
9.908227038296448882e+03,3.447784197504828008e+00
9.908227061518678966e+03,3.447784219652638260e+00
9.908227084740907230e+03,3.447784241803045990e+00
9.908227107963137314e+03,3.447784263956054751e+00
9.908227131185367398e+03,3.447784286111661434e+00
9.908227154407597482e+03,3.447784308269865594e+00
9.908227177629825746e+03,3.447784330430666788e+00
9.908227200852055830e+03,3.447784352594067681e+00
9.908227224074285914e+03,3.447784374760066495e+00
9.908227247296515998e+03,3.447784396928663675e+00
9.908227270518744263e+03,3.447784419099856557e+00
9.908227293740974346e+03,3.447784441273649580e+00
9.908227316963204430e+03,3.447784463450040082e+00
9.908227340185434514e+03,3.447784485629027618e+00
9.908227363407662779e+03,3.447784507810611743e+00
9.908227386629892862e+03,3.447784529994794234e+00
9.908227409852122946e+03,3.447784552181574647e+00
9.908227433074353030e+03,3.447784574370952537e+00
9.908227456296581295e+03,3.447784596562925241e+00
9.908227479518811379e+03,3.447784618757497199e+00
9.908227502741041462e+03,3.447784640954666635e+00
9.908227525963271546e+03,3.447784663154433105e+00
9.908227549185499811e+03,3.447784685356794387e+00
9.908227572407729895e+03,3.447784707561754036e+00
9.908227595629959978e+03,3.447784729769310275e+00
9.908227618852190062e+03,3.447784751979463991e+00
9.908227642074418327e+03,3.447784774192211632e+00
9.908227665296648411e+03,3.447784796407558083e+00
9.908227688518878495e+03,3.447784818625501568e+00
9.908227711741108578e+03,3.447784840846040311e+00
9.908227734963336843e+03,3.447784863069174310e+00
9.908227758185566927e+03,3.447784885294905344e+00
9.908227781407797011e+03,3.447784907523232967e+00
9.908227804630027094e+03,3.447784929754156735e+00
9.908227827852255359e+03,3.447784951987674873e+00
9.908227851074485443e+03,3.447784974223790488e+00
9.908227874296715527e+03,3.447784996462501361e+00
9.908227897518945610e+03,3.447785018703808380e+00
9.908227920741173875e+03,3.447785040947709323e+00
9.908227943963403959e+03,3.447785063194207300e+00
9.908227967185634043e+03,3.447785085443301423e+00
9.908227990407864127e+03,3.447785107694989470e+00
9.908228013630092391e+03,3.447785129949272331e+00
9.908228036852322475e+03,3.447785152206151782e+00
9.908228060074552559e+03,3.447785174465626490e+00
9.908228083296782643e+03,3.447785196727696011e+00
9.908228106519010908e+03,3.447785218992359013e+00
9.908228129741240991e+03,3.447785241259618161e+00
9.908228152963471075e+03,3.447785263529473010e+00
9.908228176185701159e+03,3.447785285801922228e+00
9.908228199407929424e+03,3.447785308076964039e+00
9.908228222630159507e+03,3.447785330354601996e+00
9.908228245852389591e+03,3.447785352634834766e+00
9.908228269074619675e+03,3.447785374917661905e+00
9.908228292296847940e+03,3.447785397203081192e+00
9.908228315519078023e+03,3.447785419491097514e+00
9.908228338741308107e+03,3.447785441781706872e+00
9.908228361963538191e+03,3.447785464074911488e+00
9.908228385185766456e+03,3.447785486370706920e+00
9.908228408407996540e+03,3.447785508669098942e+00
9.908228431630226623e+03,3.447785530970084888e+00
9.908228454852456707e+03,3.447785553273663872e+00
9.908228478074684972e+03,3.447785575579835893e+00
9.908228501296915056e+03,3.447785597888602283e+00
9.908228524519145139e+03,3.447785620199962597e+00
9.908228547741375223e+03,3.447785642513915949e+00
9.908228570963603488e+03,3.447785664830461894e+00
9.908228594185833572e+03,3.447785687149602207e+00
9.908228617408063656e+03,3.447785709471335114e+00
9.908228640630293739e+03,3.447785731795661945e+00
9.908228663852522004e+03,3.447785754122580038e+00
9.908228687074752088e+03,3.447785776452092943e+00
9.908228710296982172e+03,3.447785798784197997e+00
9.908228733519212255e+03,3.447785821118896532e+00
9.908228756741440520e+03,3.447785843456185439e+00
9.908228779963670604e+03,3.447785865796068716e+00
9.908228803185900688e+03,3.447785888138545030e+00
